pair_id,carrier_id,family,candidate_null,candidate_active,beta_parameter,beta_total_thread_over_core,thread_coupling_mode,gamma_core,n_threads,helix_turns,campaign_role
PAIR_3E6B38FFE307,TWIST_7_2,twist,CAND_E070A575BA3CD204,CAND_E06379B0EB74A741,-1.5,-1.5,total_beta,0.75,3,0.5,kelvin_hole_extended
PAIR_14BA0D826EB0,TWIST_7_2,twist,CAND_E070A575BA3CD204,CAND_7782C6AC28ED8E7B,-0.75,-0.75,total_beta,0.75,3,0.5,kelvin_hole_extended
PAIR_B851D5E190AC,TWIST_7_2,twist,CAND_E070A575BA3CD204,CAND_D55A829D4F791C60,0.75,0.75,total_beta,0.75,3,0.5,kelvin_hole_extended
PAIR_9E503C736013,TWIST_7_2,twist,CAND_E070A575BA3CD204,CAND_5E59BD5A26B3F60B,1.5,1.5,total_beta,0.75,3,0.5,kelvin_hole_extended
PAIR_7321B8471910,TWIST_7_2,twist,CAND_83E8C8A4F7EC601C,CAND_4B32750B08849910,-1.5,-1.5,total_beta,1.0,3,0.5,kelvin_hole_extended
PAIR_9994E80383CB,TWIST_7_2,twist,CAND_83E8C8A4F7EC601C,CAND_3BEA1091051DCD2E,-0.75,-0.75,total_beta,1.0,3,0.5,kelvin_hole_extended
PAIR_BB92E94B0185,TWIST_7_2,twist,CAND_83E8C8A4F7EC601C,CAND_5CAEC0C145F62DDB,0.75,0.75,total_beta,1.0,3,0.5,kelvin_hole_extended
PAIR_EB510405A3F0,TWIST_7_2,twist,CAND_83E8C8A4F7EC601C,CAND_B8EA2F3FBB5191E9,1.5,1.5,total_beta,1.0,3,0.5,kelvin_hole_extended
PAIR_E6E17B4522E9,TWIST_7_2,twist,CAND_2F28168BEC5F15EB,CAND_FF2DB46517CE235C,-1.5,-1.5,total_beta,1.5,3,0.5,kelvin_hole_extended
PAIR_0F35671CA8F3,TWIST_7_2,twist,CAND_2F28168BEC5F15EB,CAND_54DF4333550AC8FE,-0.75,-0.75,total_beta,1.5,3,0.5,kelvin_hole_extended
PAIR_58484E81D8B9,TWIST_7_2,twist,CAND_2F28168BEC5F15EB,CAND_5ABC0BFFD2C63ED0,0.75,0.75,total_beta,1.5,3,0.5,kelvin_hole_extended
PAIR_7B8E00FAE50F,TWIST_7_2,twist,CAND_2F28168BEC5F15EB,CAND_75488171AE79605D,1.5,1.5,total_beta,1.5,3,0.5,kelvin_hole_extended
PAIR_CACAE3E4D641,TWIST_7_2,twist,CAND_48E6D67BF8840F65,CAND_FA960E50C729D388,-1.5,-1.5,total_beta,0.75,3,1.0,kelvin_hole_extended
PAIR_47B7164D4504,TWIST_7_2,twist,CAND_48E6D67BF8840F65,CAND_626D856298D695EA,-0.75,-0.75,total_beta,0.75,3,1.0,kelvin_hole_extended
PAIR_52C911805345,TWIST_7_2,twist,CAND_48E6D67BF8840F65,CAND_39D441E86FD341C3,0.75,0.75,total_beta,0.75,3,1.0,kelvin_hole_extended
PAIR_726FE3E10898,TWIST_7_2,twist,CAND_48E6D67BF8840F65,CAND_C2336725A452B5A5,1.5,1.5,total_beta,0.75,3,1.0,kelvin_hole_extended
PAIR_78E9F3CF926D,TWIST_7_2,twist,CAND_900ECF98CA83E799,CAND_779DA6A4B43EF7B3,-1.5,-1.5,total_beta,1.0,3,1.0,kelvin_hole_extended
PAIR_FC2680B621C9,TWIST_7_2,twist,CAND_900ECF98CA83E799,CAND_98F221B5ED0AE51F,-0.75,-0.75,total_beta,1.0,3,1.0,kelvin_hole_extended
PAIR_436B48B95FB2,TWIST_7_2,twist,CAND_900ECF98CA83E799,CAND_714268D25213B1D2,0.75,0.75,total_beta,1.0,3,1.0,kelvin_hole_extended
PAIR_2AF781346C85,TWIST_7_2,twist,CAND_900ECF98CA83E799,CAND_AFCBF189BD1E97FB,1.5,1.5,total_beta,1.0,3,1.0,kelvin_hole_extended
PAIR_553E03D2C8F0,TWIST_7_2,twist,CAND_886A0D8FDF74865E,CAND_4B6CC64FF609FEB3,-1.5,-1.5,total_beta,1.5,3,1.0,kelvin_hole_extended
PAIR_856123FF8DCE,TWIST_7_2,twist,CAND_886A0D8FDF74865E,CAND_30E4535967D4183F,-0.75,-0.75,total_beta,1.5,3,1.0,kelvin_hole_extended
PAIR_6CF9CAE0C2EC,TWIST_7_2,twist,CAND_886A0D8FDF74865E,CAND_D314C5C171B4A4DC,0.75,0.75,total_beta,1.5,3,1.0,kelvin_hole_extended
PAIR_983B7209A6D2,TWIST_7_2,twist,CAND_886A0D8FDF74865E,CAND_4AC1B97FB275F3C7,1.5,1.5,total_beta,1.5,3,1.0,kelvin_hole_extended
PAIR_0A41838CD866,TRIPLE_GEAR_T3_3,triple_gear,CAND_67CF47E966747FF3,CAND_4BA5E3E8BA462B8A,-1.5,-1.5,total_beta,0.75,3,0.5,kelvin_hole_extended
PAIR_76DA83E1832D,TRIPLE_GEAR_T3_3,triple_gear,CAND_67CF47E966747FF3,CAND_7ED584F34E1AFF3A,-0.75,-0.75,total_beta,0.75,3,0.5,kelvin_hole_extended
PAIR_A69021B895A9,TRIPLE_GEAR_T3_3,triple_gear,CAND_67CF47E966747FF3,CAND_48EC9575DD61BA6C,0.75,0.75,total_beta,0.75,3,0.5,kelvin_hole_extended
PAIR_790E0E3E3BCA,TRIPLE_GEAR_T3_3,triple_gear,CAND_67CF47E966747FF3,CAND_54A32F716E488C56,1.5,1.5,total_beta,0.75,3,0.5,kelvin_hole_extended
PAIR_39F258622045,TRIPLE_GEAR_T3_3,triple_gear,CAND_87B5BB322E45175B,CAND_5AE5BC0D95BFCD6C,-1.5,-1.5,total_beta,1.0,3,0.5,kelvin_hole_extended
PAIR_30CA754887CB,TRIPLE_GEAR_T3_3,triple_gear,CAND_87B5BB322E45175B,CAND_8BF39A77EE458B95,-0.75,-0.75,total_beta,1.0,3,0.5,kelvin_hole_extended
PAIR_B508822519F4,TRIPLE_GEAR_T3_3,triple_gear,CAND_87B5BB322E45175B,CAND_557CD4E9BE745ECF,0.75,0.75,total_beta,1.0,3,0.5,kelvin_hole_extended
PAIR_94A50E8394C9,TRIPLE_GEAR_T3_3,triple_gear,CAND_87B5BB322E45175B,CAND_69670800D2E40D45,1.5,1.5,total_beta,1.0,3,0.5,kelvin_hole_extended
PAIR_59DA5EBC631F,TRIPLE_GEAR_T3_3,triple_gear,CAND_F2F5D858D6739C6D,CAND_0846A6035B49ADC6,-1.5,-1.5,total_beta,1.5,3,0.5,kelvin_hole_extended
PAIR_76199AFE16FA,TRIPLE_GEAR_T3_3,triple_gear,CAND_F2F5D858D6739C6D,CAND_30547E0BB1254F79,-0.75,-0.75,total_beta,1.5,3,0.5,kelvin_hole_extended
PAIR_0889FD0C4C3F,TRIPLE_GEAR_T3_3,triple_gear,CAND_F2F5D858D6739C6D,CAND_A13D655DC3E94D38,0.75,0.75,total_beta,1.5,3,0.5,kelvin_hole_extended
PAIR_DD34D31A0977,TRIPLE_GEAR_T3_3,triple_gear,CAND_F2F5D858D6739C6D,CAND_939D9E56A3369188,1.5,1.5,total_beta,1.5,3,0.5,kelvin_hole_extended
PAIR_AF4211527389,TRIPLE_GEAR_T3_3,triple_gear,CAND_E243FF3425ECAA0B,CAND_1A190F70B905A512,-1.5,-1.5,total_beta,0.75,3,1.0,kelvin_hole_extended
PAIR_BB082E343549,TRIPLE_GEAR_T3_3,triple_gear,CAND_E243FF3425ECAA0B,CAND_9879D014A41C88EE,-0.75,-0.75,total_beta,0.75,3,1.0,kelvin_hole_extended
PAIR_FC79C585AEE6,TRIPLE_GEAR_T3_3,triple_gear,CAND_E243FF3425ECAA0B,CAND_294E6C111DA7B207,0.75,0.75,total_beta,0.75,3,1.0,kelvin_hole_extended
PAIR_B7EA67C2139C,TRIPLE_GEAR_T3_3,triple_gear,CAND_E243FF3425ECAA0B,CAND_CFBE1DA7D922D44F,1.5,1.5,total_beta,0.75,3,1.0,kelvin_hole_extended
PAIR_8180F5AC3B9B,TRIPLE_GEAR_T3_3,triple_gear,CAND_DF25FE4D6383941E,CAND_00376A09C342807A,-1.5,-1.5,total_beta,1.0,3,1.0,kelvin_hole_extended
PAIR_4443655C3EAF,TRIPLE_GEAR_T3_3,triple_gear,CAND_DF25FE4D6383941E,CAND_384119DEE8BDDD4D,-0.75,-0.75,total_beta,1.0,3,1.0,kelvin_hole_extended
PAIR_9D3C193A6FF7,TRIPLE_GEAR_T3_3,triple_gear,CAND_DF25FE4D6383941E,CAND_A8D2E9F33DDA244B,0.75,0.75,total_beta,1.0,3,1.0,kelvin_hole_extended
PAIR_84A15531B904,TRIPLE_GEAR_T3_3,triple_gear,CAND_DF25FE4D6383941E,CAND_89E6974AAF32BE67,1.5,1.5,total_beta,1.0,3,1.0,kelvin_hole_extended
PAIR_3AEAD748044F,TRIPLE_GEAR_T3_3,triple_gear,CAND_F531D1855A31340F,CAND_3D5550BF028574F5,-1.5,-1.5,total_beta,1.5,3,1.0,kelvin_hole_extended
PAIR_654E3B7C0FEB,TRIPLE_GEAR_T3_3,triple_gear,CAND_F531D1855A31340F,CAND_9D0436FFF2FB7A05,-0.75,-0.75,total_beta,1.5,3,1.0,kelvin_hole_extended
PAIR_25BEA7EA7CDA,TRIPLE_GEAR_T3_3,triple_gear,CAND_F531D1855A31340F,CAND_43E72D67AE9305BF,0.75,0.75,total_beta,1.5,3,1.0,kelvin_hole_extended
PAIR_1724086773AE,TRIPLE_GEAR_T3_3,triple_gear,CAND_F531D1855A31340F,CAND_AB46F963A32A3413,1.5,1.5,total_beta,1.5,3,1.0,kelvin_hole_extended
