carrier_id,carrier_self_gap_core,combined_initial_gap_core,helix_turns,hole_clearance,max_abs_gauss_link,n_threads,status
TORUS_T2_3,9.720038316914527,4.943048731986946,0.5,0.6702904680841157,2.0016563054485683,3,PASS
TORUS_T2_3,9.720038316914527,4.933396206495043,1.0,0.6702904680841157,2.001671778895128,3,PASS
TORUS_T2_5,11.036455031097372,4.948907659681291,0.5,0.6709484612756605,2.0003186924130754,3,PASS
TORUS_T2_5,11.036455031097372,4.9392570535697615,1.0,0.6709484612756605,2.0003315131258343,3,PASS
TORUS_T2_7,12.585664571348554,5.117979478603849,0.5,0.6899360074514171,1.998473245457462,3,PASS
TORUS_T2_7,12.585664571348554,5.1083821433504415,1.0,0.6899360074514171,1.9984868288974342,3,PASS
TORUS_T2_9,11.737877789252995,5.014744145835526,0.5,0.6783422586462694,1.9961507008472874,3,PASS
TORUS_T2_9,11.737877789252995,5.0051147628935215,1.0,0.6783422586462694,1.996164309138286,3,PASS
TWIST_4_1,11.240148958984646,2.7842966399688325,0.5,0.2890527391827372,1.0227395377410686,3,PASS
TWIST_4_1,11.240148958984646,2.7733217000436303,1.0,0.2890527391827372,1.0093760709367536,3,PASS
TWIST_5_2,11.727161707103486,2.7842966399688343,0.5,0.30613526274357866,1.0082471801798516,3,PASS
TWIST_5_2,11.727161707103486,2.773321700043631,1.0,0.30613526274357866,1.0089479701858737,3,PASS
TWIST_7_2,12.059499345170346,2.7842966399688343,0.5,0.23059679608059808,3.060138281131462,3,PASS
TWIST_7_2,12.059499345170346,2.773321700043631,1.0,0.23059679608059808,3.0528368840973212,3,PASS
TRIPLE_GEAR_T3_3,4.640602524337446,4.640602524337446,0.5,0.6673636117892203,1.0003303199196245,3,PASS
TRIPLE_GEAR_T3_3,4.640602524337446,4.640602524337446,1.0,0.6673636117892203,1.0003472277532581,3,PASS
