cluster_id,dimension,members,classification,omega_hat,sigma_hat,dominant_m,circularity_eigs,condition_number_median,condition_number_max,strict_true_degeneracy,core_eta_a_max,core_status,equilibrium_status
0,1,0,oscillatory,-0.14148487735191326,5.276011219535612e-18,11,-0.999428913032,1.0005714132944643,1.0005714132944643,True,5.221047688802081,UNDERRESOLVED,relative_equilibrium_reference
1,1,1,oscillatory,0.14148487735191326,5.276011219535612e-18,11,0.999428913032,1.0005714132944643,1.0005714132944643,True,5.221047688802081,UNDERRESOLVED,relative_equilibrium_reference
2,2,2;4,oscillatory,-0.13681441577802558,1.9785042073258546e-18,11,-0.999365272556;-0.999365272556,1.5381830043910982,1.5834917784467646,True,5.221047688802081,UNDERRESOLVED,relative_equilibrium_reference
3,2,3;5,oscillatory,0.13681441577802558,1.9785042073258546e-18,11,0.999365272556;0.999365272556,1.5381830043910982,1.5834917784467646,True,5.221047688802081,UNDERRESOLVED,relative_equilibrium_reference
4,2,6;8,oscillatory,-0.12339855446061299,1.0552022439071224e-17,10,-0.999132937078;-0.999132937078,2.508054397191844,3.981573074658361,True,5.221047688802081,UNDERRESOLVED,relative_equilibrium_reference
5,2,7;9,oscillatory,0.12339855446061299,1.0552022439071224e-17,10,0.999132937078;0.999132937078,2.508054397191844,3.981573074658361,True,5.221047688802081,UNDERRESOLVED,relative_equilibrium_reference
6,2,10;12,oscillatory,-0.102942355289411,2.638005609767806e-18,9,-0.998556773824;-0.998556773824,1.003715907833932,1.0039529410933017,True,5.221047688802081,UNDERRESOLVED,relative_equilibrium_reference
7,2,11;13,oscillatory,0.102942355289411,2.638005609767806e-18,9,0.998556773824;0.998556773824,1.003715907833932,1.0039529410933017,True,5.221047688802081,UNDERRESOLVED,relative_equilibrium_reference
8,2,14;16,oscillatory,-0.07802316803105729,-6.595014024419515e-19,8,-0.997059709378;-0.997059709378,1.0030883682296383,1.0032143652909244,True,5.221047688802081,UNDERRESOLVED,relative_equilibrium_reference
9,2,15;17,oscillatory,0.07802316803105729,-6.595014024419515e-19,8,0.997059709378;0.997059709378,1.0030883682296383,1.0032143652909244,True,5.221047688802081,UNDERRESOLVED,relative_equilibrium_reference
10,2,18;20,oscillatory,-0.05171349434874469,3.297507012209758e-18,7,-0.9923274736;-0.9923274736,1.0095881924780432,1.0097981814301908,True,5.221047688802081,UNDERRESOLVED,relative_equilibrium_reference
11,2,19;21,oscillatory,0.05171349434874469,3.297507012209758e-18,7,0.9923274736;0.9923274736,1.0095881924780432,1.0097981814301908,True,5.221047688802081,UNDERRESOLVED,relative_equilibrium_reference
12,2,22;24,oscillatory,-0.027036157377888722,9.562770335408298e-18,6,-0.969836302302;-0.969836302302,1.0371601668033783,1.0371863932812615,True,5.221047688802081,UNDERRESOLVED,relative_equilibrium_reference
13,2,23;25,oscillatory,0.027036157377888722,9.562770335408298e-18,6,0.969836302302;0.969836302302,1.0371601668033783,1.0371863932812615,True,5.221047688802081,UNDERRESOLVED,relative_equilibrium_reference
14,1,26,real_dominant,-0.0,-3.6766215308285795e-10,0,0,18801676.343646094,18801676.343646094,True,5.221047688802081,UNDERRESOLVED,relative_equilibrium_reference
15,1,27,real_dominant,-0.0,3.6766215519783506e-10,0,0,18801676.512390606,18801676.512390606,True,5.221047688802081,UNDERRESOLVED,relative_equilibrium_reference
16,2,28;29,real_dominant,-0.0,-0.005313105054309947,3,-1.43659781933e-16;1.43659781933e-16,1.4274037876524566,1.499041347118594,True,5.221047688802081,UNDERRESOLVED,relative_equilibrium_reference
17,2,30;31,real_dominant,-0.0,-0.00460594795622054,2,-1.76371802022e-16;1.76371802022e-16,5.274455050747705,9.207678133069285,True,5.221047688802081,UNDERRESOLVED,relative_equilibrium_reference
18,2,32;34,oscillatory,-0.007250830739541233,-2.5143490968099403e-18,2,0.736914800319;0.736914800319,1.3756336674587923,1.3937061517286278,True,5.221047688802081,UNDERRESOLVED,relative_equilibrium_reference
19,2,33;35,oscillatory,0.007250830739541233,-2.5143490968099403e-18,2,-0.736914800319;-0.736914800319,1.3756336674587923,1.3937061517286278,True,5.221047688802081,UNDERRESOLVED,relative_equilibrium_reference
20,2,36;38,oscillatory,-0.004601715292985127,-1.1093019683261888e-17,5,-0.550467027878;-0.550467027878,1.8181320206867353,1.8193238462263774,True,5.221047688802081,UNDERRESOLVED,relative_equilibrium_reference
21,2,37;39,oscillatory,0.004601715292985127,-1.1093019683261888e-17,5,0.550467027878;0.550467027878,1.8181320206867353,1.8193238462263774,True,5.221047688802081,UNDERRESOLVED,relative_equilibrium_reference
22,2,40;42,oscillatory,-0.005869874811172391,-4.029141380543798e-18,3,0.692577426757;0.692577426757,9.043289944283966,10.660847118321728,True,5.221047688802081,UNDERRESOLVED,relative_equilibrium_reference
23,2,41;43,oscillatory,0.005869874811172391,-4.029141380543798e-18,3,-0.692577426757;-0.692577426757,9.043289944283966,10.660847118321728,True,5.221047688802081,UNDERRESOLVED,relative_equilibrium_reference
24,2,44;45,real_dominant,-0.0,0.005313105054309945,5,-1.3574796743e-16;1.3574796743e-16,1.3224400962327425,1.3255064507791015,True,5.221047688802081,UNDERRESOLVED,relative_equilibrium_reference
25,2,46;47,real_dominant,-0.0,0.00460594795622054,0,-3.16504669638e-16;3.16504669638e-16,2.275959940786548,2.839851341543327,True,5.221047688802081,UNDERRESOLVED,relative_equilibrium_reference
