geometry,N_low,N_high,energy_rel_error,low_core_eta_a,high_core_eta_a,low_core_status,high_core_status,equilibrium_status,matched_clusters,numerically_trackable_clusters,numerically_trackable_fraction,physical_clusters,physical_fraction,numerical_tracking_ready,physical_interpretation_ready
ring,16,24,0.16679582363512027,7.803612880645144,5.221047688802081,UNDERRESOLVED,UNDERRESOLVED,relative_equilibrium_reference,18,4,0.2222222222222222,0,0.0,False,False
