cluster_id,dimension,members,classification,omega_hat,sigma_hat,dominant_m,circularity_eigs,condition_number_median,condition_number_max,strict_true_degeneracy,core_eta_a_max,core_status,equilibrium_status
0,1,0,oscillatory,-0.062232761864268946,-1.319002804883903e-18,7,-0.997940589262,1.0020636606624957,1.0020636606624957,True,7.803612880645144,UNDERRESOLVED,relative_equilibrium_reference
1,1,1,oscillatory,0.062232761864268946,-1.319002804883903e-18,7,0.997940589262,1.0020636606624957,1.0020636606624957,True,7.803612880645144,UNDERRESOLVED,relative_equilibrium_reference
2,2,2;4,oscillatory,-0.05759187256485336,-3.6272577134307336e-18,7,-0.997331851006;-0.997331851006,2.7217448888649836,3.1619957314465204,True,7.803612880645144,UNDERRESOLVED,relative_equilibrium_reference
3,2,3;5,oscillatory,0.05759187256485336,-3.6272577134307336e-18,7,0.997331851006;0.997331851006,2.7217448888649836,3.1619957314465204,True,7.803612880645144,UNDERRESOLVED,relative_equilibrium_reference
4,2,6;8,oscillatory,-0.044979746704983795,-3.957008414651709e-18,6,-0.994388304936;-0.994388304936,1.238898828587243,1.3974221265743134,True,7.803612880645144,UNDERRESOLVED,relative_equilibrium_reference
5,2,7;9,oscillatory,0.044979746704983795,-3.957008414651709e-18,6,0.994388304936;0.994388304936,1.238898828587243,1.3974221265743134,True,7.803612880645144,UNDERRESOLVED,relative_equilibrium_reference
6,2,10;12,oscillatory,-0.027876464043697015,-3.297507012209758e-18,5,-0.981066569895;-0.981066569895,1.8969822951106587,2.0011873915359804,True,7.803612880645144,UNDERRESOLVED,relative_equilibrium_reference
7,2,11;13,oscillatory,0.027876464043697015,-3.297507012209758e-18,5,0.981066569895;0.981066569895,1.8969822951106587,2.0011873915359804,True,7.803612880645144,UNDERRESOLVED,relative_equilibrium_reference
8,1,14,oscillatory,-1.2362769979135368e-10,-2.2590825367831514e-18,0,-3.61338520814e-08,28385364.194357,28385364.194357,True,7.803612880645144,UNDERRESOLVED,relative_equilibrium_reference
9,1,15,oscillatory,1.2362769979135368e-10,-2.2590825367831514e-18,0,3.61338520814e-08,28385364.194357,28385364.194357,True,7.803612880645144,UNDERRESOLVED,relative_equilibrium_reference
10,2,16;18,oscillatory,-0.01035583208610783,5.069917031272503e-18,4,-0.861875394035;-0.861875394035,1.28007617660627,1.317624707132146,True,7.803612880645144,UNDERRESOLVED,relative_equilibrium_reference
11,2,17;19,oscillatory,0.01035583208610783,5.069917031272503e-18,4,0.861875394035;0.861875394035,1.28007617660627,1.317624707132146,True,7.803612880645144,UNDERRESOLVED,relative_equilibrium_reference
12,2,20;21,real_dominant,-0.0,-0.00628627881199052,3,-6.86024530104e-17;6.86024530104e-17,4.562331842529353,4.877170895890631,True,7.803612880645144,UNDERRESOLVED,relative_equilibrium_reference
13,2,22;23,real_dominant,-0.0,-0.004690610400221404,0,-1.17786249339e-16;1.17786249339e-16,1.217547266434012,1.2676758013536558,True,7.803612880645144,UNDERRESOLVED,relative_equilibrium_reference
14,2,24;25,real_dominant,-0.0,-0.004327615854664573,3,-1.23131974501e-17;1.23131974501e-17,1.8883184412483351,1.932701644543163,True,7.803612880645144,UNDERRESOLVED,relative_equilibrium_reference
15,2,26;27,real_dominant,-0.0,0.006286278811990513,3,-1.03377015342e-16;1.03377015342e-16,1.004427606488773,1.0071204358658499,True,7.803612880645144,UNDERRESOLVED,relative_equilibrium_reference
16,2,28;29,real_dominant,-0.0,0.0043276158546645726,1,-8.07947218285e-17;8.07947218285e-17,2.762077876685087,3.114064168335768,True,7.803612880645144,UNDERRESOLVED,relative_equilibrium_reference
17,2,30;31,real_dominant,-0.0,0.004690610400221401,0,-1.13174148402e-16;1.13174148402e-16,2.469963348216463,3.8595094243297887,True,7.803612880645144,UNDERRESOLVED,relative_equilibrium_reference
