distance,distance_over_core,response_rms
0.29999916,0.6,0.42110179696208505
0.39999888000000006,0.8,0.34726419636561495
0.4999986,1.0,0.3083630728737172
0.62499825,1.25,0.29995668191749425
0.7499979,1.5,0.3240555955012335
0.9999972,2.0,0.37055673115426757
1.4999958,3.0,0.2982997968722867
1.9999944,4.0,0.4195265074046711
2.499993,5.0,0.21543429576608006
