pair_id,candidate_a,geometry_a,candidate_b,geometry_b
PAIR_1FCC72D5FFCF,CAND_093E5F1D09F7D2C5,geometry/CAND_093E5F1D09F7D2C5.npz,CAND_CE36003F3A22688D,geometry/CAND_CE36003F3A22688D.npz
PAIR_28FB4C6C2B4D,CAND_81EEB9BE7B9EE99F,geometry/CAND_81EEB9BE7B9EE99F.npz,CAND_E647D1412731DDD4,geometry/CAND_E647D1412731DDD4.npz
PAIR_93DF0C8ACE11,CAND_98C1506EECA5EC60,geometry/CAND_98C1506EECA5EC60.npz,CAND_1CE67C8599D7BD7B,geometry/CAND_1CE67C8599D7BD7B.npz
PAIR_46F1BB72C4B8,CAND_D35A4BE035A5FEF9,geometry/CAND_D35A4BE035A5FEF9.npz,CAND_64BF0AA2AEDCD79E,geometry/CAND_64BF0AA2AEDCD79E.npz
PAIR_844E0120166C,CAND_C2EB8DD8FFD1A0EC,geometry/CAND_C2EB8DD8FFD1A0EC.npz,CAND_B1DB836CF1AE3C1C,geometry/CAND_B1DB836CF1AE3C1C.npz
PAIR_15CEBF224343,CAND_D901F9353BF87397,geometry/CAND_D901F9353BF87397.npz,CAND_6C9BDE75D508EB46,geometry/CAND_6C9BDE75D508EB46.npz
PAIR_EF90EDCB9B21,CAND_A4E0545F587B064C,geometry/CAND_A4E0545F587B064C.npz,CAND_85A1F3033AC57E6F,geometry/CAND_85A1F3033AC57E6F.npz
PAIR_A03B739C0D40,CAND_8AD8475F9DCBB491,geometry/CAND_8AD8475F9DCBB491.npz,CAND_6C6859594C5DAB32,geometry/CAND_6C6859594C5DAB32.npz
PAIR_4173D32A0A14,CAND_C2EB8DD8FFD1A0EC,geometry/CAND_C2EB8DD8FFD1A0EC.npz,CAND_975D1FA6AF2E7421,geometry/CAND_975D1FA6AF2E7421.npz
PAIR_148AA85BED73,CAND_E0A5B47A1CD74E73,geometry/CAND_E0A5B47A1CD74E73.npz,CAND_782105660EA09813,geometry/CAND_782105660EA09813.npz
PAIR_4773BBCD813B,CAND_15C0B6A9B06CE7D8,geometry/CAND_15C0B6A9B06CE7D8.npz,CAND_D9C5EF161B64DE6C,geometry/CAND_D9C5EF161B64DE6C.npz
PAIR_65703DE5BECC,CAND_D9C5EF161B64DE6C,geometry/CAND_D9C5EF161B64DE6C.npz,CAND_124953D4FDE0F3DC,geometry/CAND_124953D4FDE0F3DC.npz
PAIR_612EEAE0C5C9,CAND_A4E0545F587B064C,geometry/CAND_A4E0545F587B064C.npz,CAND_9B70A65BA62299DE,geometry/CAND_9B70A65BA62299DE.npz
PAIR_EEBFA3F7FFA3,CAND_0FF0FF99E7AE3E1C,geometry/CAND_0FF0FF99E7AE3E1C.npz,CAND_CDACE193B209BC96,geometry/CAND_CDACE193B209BC96.npz
PAIR_8B0517CBED7C,CAND_6C9BDE75D508EB46,geometry/CAND_6C9BDE75D508EB46.npz,CAND_EA0F325E741508E7,geometry/CAND_EA0F325E741508E7.npz
PAIR_A3D11CBCBF82,CAND_98C1506EECA5EC60,geometry/CAND_98C1506EECA5EC60.npz,CAND_E9DA31E49223ADBE,geometry/CAND_E9DA31E49223ADBE.npz
PAIR_310015D5FCF3,CAND_E24FB38B21CEA66A,geometry/CAND_E24FB38B21CEA66A.npz,CAND_81EEB9BE7B9EE99F,geometry/CAND_81EEB9BE7B9EE99F.npz
PAIR_493A975A1BC1,CAND_BC7D5B07EF1BA943,geometry/CAND_BC7D5B07EF1BA943.npz,CAND_970E728A4B97745D,geometry/CAND_970E728A4B97745D.npz
PAIR_841AEA008475,CAND_782105660EA09813,geometry/CAND_782105660EA09813.npz,CAND_7DFBFDC51EC2E707,geometry/CAND_7DFBFDC51EC2E707.npz
PAIR_F8C1657F331C,CAND_AD949678E75EB36C,geometry/CAND_AD949678E75EB36C.npz,CAND_093E5F1D09F7D2C5,geometry/CAND_093E5F1D09F7D2C5.npz
PAIR_75B1A7BA5BCC,CAND_6C6859594C5DAB32,geometry/CAND_6C6859594C5DAB32.npz,CAND_6FCF573D87FDF5CF,geometry/CAND_6FCF573D87FDF5CF.npz
PAIR_CB7A0C6F5040,CAND_0FF0FF99E7AE3E1C,geometry/CAND_0FF0FF99E7AE3E1C.npz,CAND_DF17D115133E1599,geometry/CAND_DF17D115133E1599.npz
PAIR_A34432967A63,CAND_970E728A4B97745D,geometry/CAND_970E728A4B97745D.npz,CAND_022094770D69628C,geometry/CAND_022094770D69628C.npz
PAIR_FECCF814BC33,CAND_64BF0AA2AEDCD79E,geometry/CAND_64BF0AA2AEDCD79E.npz,CAND_4D98DECE79722D61,geometry/CAND_4D98DECE79722D61.npz
