eigen_index,lambda_real,lambda_imag,frequency,growth_abs,growth_ratio,k2,k
0,-0.17980130950821255,0.0,0.0,0.17980130950821255,179801309508212.53,1.3575293018959378,1.1651305943523833
1,0.17151871701670393,0.0,0.0,0.17151871701670393,171518717016703.9,1.4418786190770794,1.2007825028193404
2,-0.15840488021820712,0.0,0.0,0.15840488021820712,158404880218207.1,1.1352252251912622,1.065469485809548
7,-0.11497034347465071,0.0,0.0,0.11497034347465071,114970343474650.7,1.4283567359857872,1.1951387936075824
12,0.10220236661509535,0.0,0.0,0.10220236661509535,102202366615095.34,1.1835871225970536,1.0879279032165015
13,0.06505703592507221,0.0,0.0,0.06505703592507221,65057035925072.21,1.0774706728778147,1.0380128481275241
11,0.11673912357500132,0.0,0.0,0.11673912357500132,116739123575001.31,1.060133944988279,1.0296280614805906
8,0.14884424651940437,0.0,0.0,0.14884424651940437,148844246519404.34,1.4002297270212785,1.183313030022605
21,-0.00521386222117269,0.0,0.0,0.00521386222117269,5213862221172.689,1.3125061339047674,1.1456466007913468
18,-0.05928390818189002,0.0,0.0,0.05928390818189002,59283908181890.016,0.7430832339177752,0.8620227571925089
14,0.0551552310519897,0.023880229799244944,0.023880229799244944,0.0551552310519897,2.3096608163181758,0.9156528861249869,0.9568975316746233
19,-0.026121205000946515,0.03641825243082816,0.03641825243082816,0.026121205000946515,0.7172558609329325,1.1839884249857895,1.0881123218610245
16,-0.027744353253835077,0.0670228824169255,0.0670228824169255,0.027744353253835077,0.413953447738152,1.2104204218662034,1.1001910842513691
5,-0.09466217161876186,0.07249001414328608,0.07249001414328608,0.09466217161876186,1.3058649903371462,1.3469136206156418,1.160566077660226
9,0.04197141159157336,0.0866103617018657,0.0866103617018657,0.04197141159157336,0.4846003499679328,1.2230226062382392,1.1059035248330837
3,-0.0010553921555828054,0.12107633630812314,0.12107633630812314,0.0010553921555828054,0.008716750008828917,0.8971473118627714,0.9471786061048737
