axis,case,value,q,cell_over_core,backend,n_nodes,image_shell,fd_eps_over_core,growth_numerical_floor,max_m,symmetry_order,c4_acceleration_used,self_jacobian_cached,global_spectral_abscissa_reference,global_gap_after_neutral_reference,global_unstable_count_reference,low_mode_projection_leakage,c4_symmetry_leakage_projected,c4_symmetry_audit_self,c4_symmetry_audit_interaction,c4_symmetry_leakage,relative_shape_residual,equilibrium_gate_ok,fourier_quality_gate_ok
resolution,N96,96,2.61,13.599050851830924,cpp,96,2,0.0001,2.220446049250313e-12,12,4,False,True,0.008440225193469507,0.005136163927445051,6,0.0023010098331090723,1.9933815270937763e-11,0.0,0.0,1.9933815270937763e-11,0.004952314425217979,True,True
resolution,N96,96,2.62,13.735723585077926,cpp,96,2,0.0001,2.220446049250313e-12,12,4,False,True,0.008345676876038387,0.005260743093737347,6,0.0021132965211878743,2.0090740567714937e-11,0.0,0.0,2.0090740567714937e-11,0.0045517562971072135,True,True
resolution,N96,96,2.63,13.873769902129904,cpp,96,2,0.0001,2.220446049250313e-12,12,4,False,True,0.00825677015128371,0.005374558920065571,6,0.0019415178575030237,2.0138092329671048e-11,0.0,0.0,2.0138092329671048e-11,0.004185151111442812,True,True
resolution,N96,96,2.64,14.013203607733615,cpp,96,2,0.0001,2.220446049250313e-12,12,4,False,True,0.008173132675705352,0.005478863907548306,6,0.0017842615652884,1.9957848987415317e-11,0.0,0.0,1.9957848987415317e-11,0.003849458963808987,True,True
resolution,N96,96,2.65,14.1540386453758,cpp,96,2,0.0001,2.220446049250313e-12,12,4,False,True,0.00809441994859711,0.0055747152627419515,6,0.0016402461527137433,1.9826005762502765e-11,0.0,0.0,1.9826005762502765e-11,0.0035419291047861013,True,True
resolution,N96,96,2.66,14.296289098677603,cpp,96,2,0.0001,2.220446049250313e-12,12,4,False,True,0.00802031285915829,0.005663013959597904,6,0.001508308303502892,1.990890000182793e-11,0.0,0.0,1.990890000182793e-11,0.0032600706741089725,True,True
resolution,N96,96,2.67,14.43996919280288,cpp,96,2,0.0001,2.220446049250313e-12,12,4,False,True,0.007950515505648733,0.00574453426419559,6,0.001387391517561349,1.9942713385959353e-11,0.0,0.0,1.9942713385959353e-11,0.0030016265702079398,True,True
resolution,N96,96,2.68,14.585093295880792,cpp,96,2,0.0001,2.220446049250313e-12,12,4,False,True,0.007884753246195968,0.005819946445430726,6,0.0012765358831192102,2.006742157850727e-11,0.0,0.0,2.006742157850727e-11,0.0027645501049345734,True,True
resolution,N96,96,2.69,14.73167592044257,cpp,96,2,0.0001,2.220446049250313e-12,12,4,False,True,0.007822770949699992,0.005889834517099757,6,0.0011748688601529033,1.984512307743068e-11,0.0,0.0,1.984512307743068e-11,0.0025469841327558297,True,True
resolution,N96,96,2.7,14.879731724872837,cpp,96,2,0.0001,2.220446049250313e-12,12,4,False,True,0.007764331419552034,0.005954710287252784,6,0.0010815969759663732,2.0119063352815117e-11,0.0,0.0,2.0119063352815117e-11,0.0023472423790499475,True,True
resolution,N96,96,2.71,15.029275514875401,cpp,96,2,0.0001,2.220446049250313e-12,12,4,False,True,0.007709213968585214,0.006015024619859104,6,0.0009959983410463755,1.987240649552241e-11,0.0,0.0,1.987240649552241e-11,0.0021637927234952705,True,True
resolution,N96,96,2.72,15.1803222449539,cpp,96,2,0.0001,2.220446049250313e-12,12,4,False,True,0.007657213127041343,0.006071176558189702,6,0.0009174159011425219,2.0049772284759516e-11,0.0,0.0,2.0049772284759516e-11,0.001995242222608128,True,True
resolution,N96,96,2.73,15.332887019907195,cpp,96,2,0.0001,2.220446049250313e-12,12,4,False,True,0.007608137467219107,0.006123520789621658,6,0.0008452513517625672,1.998066777927209e-11,0.0,0.0,1.998066777927209e-11,0.001840323680099468,True,True
resolution,N96,96,2.74,15.486985096339938,cpp,96,2,0.0001,2.220446049250313e-12,12,4,False,True,0.0075618085330189985,0.006172373806080516,6,0.000778959646855759,2.01248229151298e-11,0.0,0.0,2.01248229151298e-11,0.0016978835958025803,True,True
resolution,N96,96,2.75,15.642631884188171,cpp,96,2,0.0001,2.220446049250313e-12,12,4,False,True,0.007518059861715613,0.006218019027524355,6,0.0007180440441691461,1.9867686792813284e-11,0.0,0.0,1.9867686792813284e-11,0.001566871343139553,True,True
resolution,N96,96,2.76,15.799842948260395,cpp,96,2,0.0001,2.220446049250313e-12,12,4,False,True,0.007476736089438214,0.006260711094707796,6,0.0006620516303033592,2.0032642330930052e-11,0.0,0.0,2.0032642330930052e-11,0.0014463294423142984,True,True
resolution,N96,96,2.77,15.958634009794029,cpp,96,2,0.0001,2.220446049250313e-12,12,4,False,True,0.007437692131560668,0.006300679489591229,6,0.000610569278890812,2.0321006641465165e-11,0.0,0.0,2.0321006641465165e-11,0.001335384811420328,True,True
resolution,N96,96,2.78,16.119020948027543,cpp,96,2,0.0001,2.220446049250313e-12,12,4,False,True,0.007400792430376416,0.006338131606283346,6,0.000563219998245782,2.016671271939778e-11,0.0,0.0,2.016671271939778e-11,0.0012332408911402068,True,True
resolution,N96,96,2.79,16.28101980178843,cpp,96,2,0.0001,2.220446049250313e-12,12,4,False,True,0.007365910264276034,0.006373255370886455,6,0.0005196596289712368,2.0006897507950882e-11,0.0,0.0,2.0006897507950882e-11,0.0011391705502234103,True,True
resolution,N96,96,2.8,16.444646771097048,cpp,96,2,0.0001,2.220446049250313e-12,12,4,False,True,0.007332927112211669,0.006406221487832845,6,0.00047957385714492525,1.9961233916626388e-11,0.0,0.0,1.9961233916626388e-11,0.001052509689637595,True,True
resolution,N96,96,2.81,16.6099182187867,cpp,96,2,0.0001,2.220446049250313e-12,12,4,False,True,0.007301732068800507,0.006437185375174824,6,0.0004426755115272362,2.0102650347495986e-11,0.0,0.0,2.0102650347495986e-11,0.0009726514721397081,True,True
resolution,N96,96,2.82,16.776850672139872,cpp,96,2,0.0001,2.220446049250313e-12,12,4,False,True,0.007272221305080751,0.00646628883876072,6,0.0004087021157965109,1.9993379467172794e-11,0.0,0.0,1.9993379467172794e-11,0.0008990411123492587,True,True
resolution,N96,96,2.83,16.94546082454102,cpp,96,2,0.0001,2.220446049250313e-12,12,4,False,True,0.007244297571777464,0.006493661527534382,6,0.0003774136727079547,2.0073525416710894e-11,0.0,0.0,2.0073525416710894e-11,0.0008311711694411639,True,True
resolution,N96,96,2.84,17.115765537145876,cpp,96,2,0.0001,2.220446049250313e-12,12,4,False,True,0.007217869740327358,0.0065194222017002255,6,0.00034859065518277784,2.0018661528447832e-11,0.0,0.0,2.0018661528447832e-11,0.0007685772909436164,True,True
resolution,N96,96,2.85,17.28778184056764,cpp,96,2,0.0001,2.220446049250313e-12,12,4,False,True,0.007192852379364115,0.006543679843995111,6,0.00032203218549929966,2.005041977855938e-11,0.0,0.0,2.005041977855938e-11,0.0007108343617231917,True,True
resolution,N96,96,2.86,17.46152693657999,cpp,96,2,0.0001,2.220446049250313e-12,12,4,False,True,0.007169165363145918,0.006566534634653403,6,0.00029755438299332136,1.9996279376837162e-11,0.0,0.0,1.9996279376837162e-11,0.0006575530172058583,True,True
resolution,N96,96,2.87,17.63701819983732,cpp,96,2,0.0001,2.220446049250313e-12,12,4,False,True,0.007146733509756451,0.006588078810723693,6,0.000274988865633548,1.9999812436792348e-11,0.0,0.0,1.9999812436792348e-11,0.0006083764842393392,True,True
resolution,N96,96,2.88,17.814273179612197,cpp,96,2,0.0001,2.220446049250313e-12,12,4,False,True,0.007125486245927825,0.006608397425799581,6,0.00025418138905032475,2.0057523463604627e-11,0.0,0.0,2.0057523463604627e-11,0.0005629777169900678,True,True
resolution,N96,96,2.89,17.993309601550315,cpp,96,2,0.0001,2.220446049250313e-12,12,4,False,True,0.007105357297148328,0.00661195994249066,6,0.0002349906101941209,2.0042133886075785e-11,0.0,0.0,2.0042133886075785e-11,0.0005210567985667397,True,True
resolution,N96,96,2.9,18.17414536944306,cpp,96,2,0.0001,2.220446049250313e-12,12,4,False,True,0.007086284400328866,0.006593159696939979,6,0.00021728696420000482,2.0003980931934406e-11,0.0,0.0,2.0003980931934406e-11,0.00048233858233321926,True,True
resolution,N96,96,2.91,18.356798567017925,cpp,96,2,0.0001,2.220446049250313e-12,12,4,False,True,0.007068209037688138,0.006575301010943557,6,0.00020095164356924677,1.997540877604677e-11,0.0,0.0,1.997540877604677e-11,0.00044657054939573537,True,True
resolution,N96,96,2.92,18.54128745974687,cpp,96,2,0.0001,2.220446049250313e-12,12,4,False,True,0.007051076189874708,0.0065583353633263735,6,0.00018587566860826546,1.9974386103211857e-11,0.0,0.0,1.9974386103211857e-11,0.00041352086137551677,True,True
resolution,N96,96,2.93,18.72763049667292,cpp,96,2,0.0001,2.220446049250313e-12,12,4,False,True,0.0070348341069705065,0.006542216839502732,6,0.00017195904302097793,2.0043238439407642e-11,0.0,0.0,2.0043238439407642e-11,0.0003829765895497732,True,True
resolution,N96,96,2.94,18.915846312255038,cpp,96,2,0.0001,2.220446049250313e-12,12,4,False,True,0.0070194340959323955,0.00652690198454912,6,0.000159109983961196,2.0037718863589775e-11,0.0,0.0,2.0037718863589775e-11,0.00035474210351970264,True,True
resolution,N96,96,2.95,19.10595372823165,cpp,96,2,0.0001,2.220446049250313e-12,12,4,False,True,0.007004830323146067,0.006512349665106272,6,0.00014724422170824967,2.0052924708923495e-11,0.0,0.0,2.0052924708923495e-11,0.00032863760420212144,True,True
resolution,N96,96,2.96,19.297971755502758,cpp,96,2,0.0001,2.220446049250313e-12,12,4,False,True,0.006990979631008749,0.0064985209390085,6,0.00013628436086329443,1.9998172431940885e-11,0.0,0.0,1.9998172431940885e-11,0.0003044977874901903,True,True
resolution,N96,96,2.97,19.49191959603112,cpp,96,2,0.0001,2.220446049250313e-12,12,4,False,True,0.006977841367436872,0.0064853789327208086,6,0.00012615929887707178,2.001598371604108e-11,0.0,0.0,2.001598371604108e-11,0.00028217062628919736,True,True
resolution,N96,96,2.98,19.6878166447624,cpp,96,2,0.0001,2.220446049250313e-12,12,4,False,True,0.0069653772271921046,0.006472888725750317,6,0.00011680369512649014,1.9993557508566608e-11,0.0,0.0,1.9993557508566608e-11,0.0002615162598888311,True,True
resolution,N96,96,2.99,19.88568249156473,cpp,96,2,0.0001,2.220446049250313e-12,12,4,False,True,0.006953551104251293,0.006461017241804329,6,0.00010815748685275627,2.0091298752273435e-11,0.0,0.0,2.0091298752273435e-11,0.00024240598068220586,True,True
resolution,N96,96,3.0,20.085536923187668,cpp,96,2,0.0001,2.220446049250313e-12,12,4,False,True,0.006942328954548248,0.006449733146405959,6,0.00010016544756749758,2.001636288122051e-11,0.0,0.0,2.001636288122051e-11,0.00022472130924461417,True,True
resolution,N96,96,3.01,20.287399925240926,cpp,96,2,0.0001,2.220446049250313e-12,12,4,False,True,0.0069316786678129995,0.006439006750386505,6,9.277678361479935e-05,1.9987467777813454e-11,0.0,0.0,1.9987467777813454e-11,0.00020835314967746995,True,True
resolution,N96,96,3.02,20.49129168419294,cpp,96,2,0.0001,2.220446049250313e-12,12,4,False,True,0.006921569948391488,0.006428809919059404,6,8.594476568837927e-05,2.0071922843588295e-11,0.0,0.0,2.0071922843588295e-11,0.00019320101787318074,True,True
resolution,N96,96,3.03,20.6972325893895,cpp,96,2,0.0001,2.220446049250313e-12,12,4,False,True,0.006911974203967472,0.006419115986662063,6,7.962639262063839e-05,2.0046612558519442e-11,0.0,0.0,2.0046612558519442e-11,0.00017917233607837039,True,True
resolution,N96,96,3.04,20.905243235092758,cpp,96,2,0.0001,2.220446049250313e-12,12,4,False,True,0.006902864441863881,0.006409899675770376,6,7.378208353339042e-05,2.004939751382619e-11,0.0,0.0,2.004939751382619e-11,0.000166181787820338,True,True
resolution,N96,96,3.05,21.11534442254061,cpp,96,2,0.0001,2.220446049250313e-12,12,4,False,True,0.006894215172200312,0.006401137021394587,6,6.837539649929066e-05,2.005751460673873e-11,0.0,0.0,2.005751460673873e-11,0.00015415072768569272,True,True
resolution,N96,96,3.06,21.327557162026903,cpp,96,2,0.0001,2.220446049250313e-12,12,4,False,True,0.006886002317521947,0.006392805299465845,6,6.337277158554473e-05,2.0048413857082994e-11,0.0,0.0,2.0048413857082994e-11,0.00014300664116123808,True,True
resolution,N96,96,3.07,21.54190267500241,cpp,96,2,0.0001,2.220446049250313e-12,12,4,False,True,0.006878203128295643,0.006384882959483793,6,5.8743295197670964e-05,2.004218620388142e-11,0.0,0.0,2.004218620388142e-11,0.0001326826499937091,True,True
resolution,N96,96,3.08,21.75840239619708,cpp,96,2,0.0001,2.220446049250313e-12,12,4,False,True,0.006870796104066931,0.006377349560994487,6,5.445848468523778e-05,2.003341684912791e-11,0.0,0.0,2.003341684912791e-11,0.00012311705913621053,True,True
resolution,N96,96,3.09,21.977077975763418,cpp,96,2,0.0001,2.220446049250313e-12,12,4,False,True,0.006863760919613358,0.006370185713754801,6,5.049209108495521e-05,2.0018728088779697e-11,0.0,0.0,2.0018728088779697e-11,0.00011425294152435198,True,True
resolution,N96,96,3.1,22.197951281441636,cpp,96,2,0.0001,2.220446049250313e-12,12,4,False,True,0.0068570783559353315,0.0063633730212620055,6,4.681991852280238e-05,2.0059579028257232e-11,0.0,0.0,2.0059579028257232e-11,0.00010603775749519355,True,True
resolution,N128,128,2.31,10.074424655013587,cpp,128,2,0.0001,2.220446049250313e-12,12,4,False,True,0.01951269917289313,0.003968901798360108,8,0.03551935363078383,5.000554397718937e-11,0.0,0.0,5.000554397718937e-11,0.07645677536142259,False,False
resolution,N128,128,2.32,10.175674306073333,cpp,128,2,0.0001,2.220446049250313e-12,12,4,False,True,0.018417076918487065,0.004847795573458774,8,0.03226892347673695,5.175246896070173e-11,0.0,0.0,5.175246896070173e-11,0.06956346220890011,False,False
resolution,N128,128,2.33,10.277941533043448,cpp,128,2,0.0001,2.220446049250313e-12,12,4,False,True,0.017455449224739964,0.005575239633439624,8,0.029330233548543243,5.1076100942143974e-11,0.0,0.0,5.1076100942143974e-11,0.06322990123698263,False,False
resolution,N128,128,2.34,10.381236562731843,cpp,128,2,0.0001,2.220446049250313e-12,12,4,False,True,0.01660770697422872,0.006199686068499387,8,0.026669991399317472,4.9730092371082736e-11,0.0,0.0,4.9730092371082736e-11,0.05744021980159066,False,False
resolution,N128,128,2.35,10.485569724727576,cpp,128,2,0.0001,2.220446049250313e-12,12,4,False,True,0.015856629318174144,0.006678196333647545,8,0.02425971065459546,5.0005953799228803e-11,0.0,0.0,5.0005953799228803e-11,0.05216682086702398,False,False
resolution,N128,128,2.36,10.59095145243378,cpp,128,2,0.0001,2.220446049250313e-12,12,4,False,True,0.015187667559336905,0.006717087061667914,8,0.022074592785816225,5.011421755854956e-11,0.0,0.0,5.011421755854956e-11,0.0473758354796312,True,True
resolution,N128,128,2.37,10.697392284111054,cpp,128,2,0.0001,2.220446049250313e-12,12,4,False,True,0.014588647230234836,0.006749308294892258,8,0.02009276199937741,4.973275032359895e-11,0.0,0.0,4.973275032359895e-11,0.04303069045982544,True,True
resolution,N128,128,2.38,10.804902863931257,cpp,128,2,0.0001,2.220446049250313e-12,12,4,False,True,0.014049447495129245,0.006770240891899442,8,0.018294734334094762,5.1373435881303594e-11,0.0,0.0,5.1373435881303594e-11,0.03909439087315065,True,True
resolution,N128,128,2.39,10.913493943041976,cpp,128,2,0.0001,2.220446049250313e-12,12,4,False,True,0.013561688461682013,0.005596130177559679,8,0.016663040393413972,5.033456320944592e-11,0.0,0.0,5.033456320944592e-11,0.0355309336204385,True,True
resolution,N128,128,2.4,11.023176380641601,cpp,128,2,0.0001,2.220446049250313e-12,12,4,False,True,0.013118442490168483,0.0030390381906282276,8,0.015181948343045832,5.0387025857945445e-11,0.0,0.0,5.0387025857945445e-11,0.03230613904638303,True,True
resolution,N128,128,2.41,11.133961145065307,cpp,128,2,0.0001,2.220446049250313e-12,12,4,False,True,0.012713977837097356,0.00340176472618016,7,0.013837252436179257,5.0064638485563067e-11,0.0,0.0,5.0064638485563067e-11,0.02938809709632631,True,True
resolution,N128,128,2.42,11.245859314881844,cpp,128,2,0.0001,2.220446049250313e-12,12,4,False,True,0.012343537978232845,0.004843737272286627,9,0.01261610478917034,5.193595203332069e-11,0.0,0.0,5.193595203332069e-11,0.0267473619524739,True,True
resolution,N128,128,2.43,11.358882080001457,cpp,128,2,0.0001,2.220446049250313e-12,12,4,False,True,0.012003156417924925,0.004246503195478766,9,0.011506876285464842,5.1493380715681875e-11,0.0,0.0,5.1493380715681875e-11,0.024356985948895116,True,True
resolution,N128,128,2.44,11.473040742794833,cpp,128,2,0.0001,2.220446049250313e-12,12,4,False,True,0.01168950440275882,0.003612381020871878,9,0.01049903773486865,5.1649006320111315e-11,0.0,0.0,5.1649006320111315e-11,0.022192453958943776,True,True
resolution,N128,128,2.45,11.588346719223392,cpp,128,2,0.0001,2.220446049250313e-12,12,4,False,True,0.011399767624813442,0.0029176120331920337,9,0.009583055757184721,4.9881370845522356e-11,0.0,0.0,4.9881370845522356e-11,0.02023155918787981,True,True
resolution,N128,128,2.46,11.704811539980854,cpp,128,2,0.0001,2.220446049250313e-12,12,4,False,True,0.011131547508560753,0.0021238999728988395,9,0.008750299938232627,5.071988522141707e-11,0.0,0.0,5.071988522141707e-11,0.018454247476131568,True,True
resolution,N128,128,2.47,11.822446851646363,cpp,128,2,0.0001,2.220446049250313e-12,12,4,False,True,0.01088278275791784,0.0013610397055509502,9,0.007992959078324135,5.025710437827194e-11,0.0,0.0,5.025710437827194e-11,0.0168424478097954,True,True
resolution,N128,128,2.48,11.941264417849103,cpp,128,2,0.0001,2.220446049250313e-12,12,4,False,True,0.010651687261978529,0.0021052707309641996,9,0.007303965132471024,5.111990204694528e-11,0.0,0.0,5.111990204694528e-11,0.015379900356748372,True,True
resolution,N128,128,2.49,12.06127612044472,cpp,128,2,0.0001,2.220446049250313e-12,12,4,False,True,0.010436701010814876,0.0027413611872932507,7,0.006676923897423443,5.132353149696741e-11,0.0,0.0,5.132353149696741e-11,0.014051989044436688,True,True
resolution,N128,128,2.5,12.182493960703473,cpp,128,2,0.0001,2.220446049250313e-12,12,4,False,True,0.010236451256995719,0.0028045326509617908,7,0.006106051766542825,5.0510234074001065e-11,0.0,0.0,5.0510234074001065e-11,0.012845582813350118,True,True
resolution,N128,128,2.51,12.30493006051041,cpp,128,2,0.0001,2.220446049250313e-12,12,4,False,True,0.010049721691365502,0.001723684930280801,7,0.005586118025997855,5.078047515103482e-11,0.0,0.0,5.078047515103482e-11,0.01174888776853943,True,True
resolution,N128,128,2.52,12.428596663577544,cpp,128,2,0.0001,2.220446049250313e-12,12,4,False,True,0.009875427868033252,0.0012754317150185063,6,0.005112392257865412,5.0727451418837466e-11,0.0,0.0,5.0727451418837466e-11,0.010751311201306983,True,True
resolution,N128,128,2.53,12.55350613666823,cpp,128,2,0.0001,2.220446049250313e-12,12,4,False,True,0.009712597493568039,0.0024378842420405265,6,0.004680596451077136,5.130680949709944e-11,0.0,0.0,5.130680949709944e-11,0.009843337652219031,True,True
resolution,N128,128,2.54,12.679670970833877,cpp,128,2,0.0001,2.220446049250313e-12,12,4,False,True,0.009560354506999586,0.0031612811076573485,6,0.004286861478099705,5.052544063965542e-11,0.0,0.0,5.052544063965542e-11,0.009016416689625759,True,True
resolution,N128,128,2.55,12.80710378266303,cpp,128,2,0.0001,2.220446049250313e-12,12,4,False,True,0.00941790611980269,0.003713869849394201,6,0.003927687580293755,5.074373225656134e-11,0.0,0.0,5.074373225656134e-11,0.008262861784838546,True,True
resolution,N128,128,2.56,12.935817315543076,cpp,128,2,0.0001,2.220446049250313e-12,12,4,False,True,0.00928453217428603,0.004165946872635336,6,0.0035999085598137316,5.156758367860865e-11,0.0,0.0,5.156758367860865e-11,0.007575759507806143,True,True
resolution,N128,128,2.57,13.065824440934556,cpp,128,2,0.0001,2.220446049250313e-12,12,4,False,True,0.009159576328735593,0.004549120217839622,6,0.003300659357354778,5.096559138698992e-11,0.0,0.0,5.096559138698992e-11,0.006948888198668192,True,True
resolution,N128,128,2.58,13.197138159658358,cpp,128,2,0.0001,2.220446049250313e-12,12,4,False,True,0.009042438687476746,0.004881020371292926,6,0.003027346740570202,5.074365687538635e-11,0.0,0.0,5.074365687538635e-11,0.006376645259215383,True,True
resolution,N128,128,2.59,13.329771603195772,cpp,128,2,0.0001,2.220446049250313e-12,12,4,False,True,0.008932569583098158,0.0051727650416377,6,0.002777622823558187,5.103137795393479e-11,0.0,0.0,5.103137795393479e-11,0.005853982232282778,True,True
resolution,N128,128,2.6,13.463738035001692,cpp,128,2,0.0001,2.220446049250313e-12,12,4,False,True,0.008829464283302557,0.005431949994543973,6,0.0025493611646336626,5.0880410888494407e-11,0.0,0.0,5.0880410888494407e-11,0.005376346882094709,True,True
resolution,N128,128,2.61,13.599050851830924,cpp,128,2,0.0001,2.220446049250313e-12,12,4,False,True,0.008732658445786117,0.00566406674377041,6,0.0023406352059329575,5.098367412875679e-11,0.0,0.0,5.098367412875679e-11,0.0049396315446137325,True,True
resolution,N128,128,2.62,13.735723585077926,cpp,128,2,0.0001,2.220446049250313e-12,12,4,False,True,0.008641724183902815,0.005834141369472709,6,0.0021496988367448963,5.1525934131582005e-11,0.0,0.0,5.1525934131582005e-11,0.004540127077961233,True,True
resolution,N128,128,2.63,13.873769902129904,cpp,128,2,0.0001,2.220446049250313e-12,12,4,False,True,0.008556266633880715,0.005936485648743186,6,0.001974968875147258,5.110593709279646e-11,0.0,0.0,5.110593709279646e-11,0.004174481804564963,True,True
resolution,N128,128,2.64,14.013203607733615,cpp,128,2,0.0001,2.220446049250313e-12,12,4,False,True,0.008475920940281066,0.006030637669670404,6,0.0018150092853354179,5.12236719040273e-11,0.0,0.0,5.12236719040273e-11,0.003839664896626918,True,True
resolution,N128,128,2.65,14.1540386453758,cpp,128,2,0.0001,2.220446049250313e-12,12,4,False,True,0.008400349590278088,0.006117450214241931,6,0.0016685169597856044,5.089729020704588e-11,0.0,0.0,5.089729020704588e-11,0.0035329337129307043,True,True
resolution,N128,128,2.66,14.296289098677603,cpp,128,2,0.0001,2.220446049250313e-12,12,4,False,True,0.008329240044230602,0.00619766019554005,6,0.0015343089122340347,5.1287474974463953e-11,0.0,0.0,5.1287474974463953e-11,0.0032518046475608266,True,True
resolution,N128,128,2.67,14.43996919280288,cpp,128,2,0.0001,2.220446049250313e-12,12,4,False,True,0.008262302618454046,0.006271908576228664,6,0.0014113107418659324,5.1162887896179716e-11,0.0,0.0,5.1162887896179716e-11,0.002994027098981245,True,True
resolution,N128,128,2.68,14.585093295880792,cpp,128,2,0.0001,2.220446049250313e-12,12,4,False,True,0.00819926858441506,0.006340756121679005,6,0.0012985462405420908,5.1255492639705925e-11,0.0,0.0,5.1255492639705925e-11,0.00275756021147136,True,True
resolution,N128,128,2.69,14.73167592044257,cpp,128,2,0.0001,2.220446049250313e-12,12,4,False,True,0.008139888456722517,0.006404696007556746,6,0.0011951280291419338,5.1064411138291353e-11,0.0,0.0,5.1064411138291353e-11,0.0025405520800203005,True,True
resolution,N128,128,2.7,14.879731724872837,cpp,128,2,0.0001,2.220446049250313e-12,12,4,False,True,0.008083930444733189,0.006464164022819572,6,0.00110024911983278,5.1446295344223755e-11,0.0,0.0,5.1446295344223755e-11,0.002341321144830599,True,True
resolution,N128,128,2.71,15.029275514875401,cpp,128,2,0.0001,2.220446049250313e-12,12,4,False,True,0.00803117904904155,0.006519546906096039,6,0.0010131753097556116,5.1034861643228955e-11,0.0,0.0,5.1034861643228955e-11,0.002158339532757594,True,True
resolution,N128,128,2.72,15.1803222449539,cpp,128,2,0.0001,2.220446049250313e-12,12,4,False,True,0.007981433785247587,0.00657118921743594,6,0.0009332383223977002,5.12203202533756e-11,0.0,0.0,5.12203202533756e-11,0.0019902181307781676,True,True
resolution,N128,128,2.73,15.332887019907195,cpp,128,2,0.0001,2.220446049250313e-12,12,4,False,True,0.007934508021405422,0.00661939904720095,6,0.0008598296226015827,5.11650493552354e-11,0.0,0.0,5.11650493552354e-11,0.0018356932012490576,True,True
resolution,N128,128,2.74,15.486985096339938,cpp,128,2,0.0001,2.220446049250313e-12,12,4,False,True,0.007890227916600056,0.006664452794475879,6,0.0007923948350796175,5.126904655523627e-11,0.0,0.0,5.126904655523627e-11,0.0016936143703222982,True,True
resolution,N128,128,2.75,15.642631884188171,cpp,128,2,0.0001,2.220446049250313e-12,12,4,False,True,0.007848431450916024,0.006664784160142603,6,0.0007304287064344358,5.137654769439761e-11,0.0,0.0,5.137654769439761e-11,0.0015629338403292537,True,True
resolution,N128,128,2.76,15.799842948260395,cpp,128,2,0.0001,2.220446049250313e-12,12,4,False,True,0.00780896753685725,0.006623346079553807,6,0.0006734705565524091,5.120079632722562e-11,0.0,0.0,5.120079632722562e-11,0.0014426966938591516,True,True
resolution,N128,128,2.77,15.958634009794029,cpp,128,2,0.0001,2.220446049250313e-12,12,4,False,True,0.0077716952047184006,0.006584026520958288,6,0.0006211001693261545,5.1134890655516234e-11,0.0,0.0,5.1134890655516234e-11,0.0013320321722465676,True,True
resolution,N128,128,2.78,16.119020948027543,cpp,128,2,0.0001,2.220446049250313e-12,12,4,False,True,0.0077364828552677675,0.006546713944285921,6,0.0005729340786048925,5.136143783362717e-11,0.0,0.0,5.136143783362717e-11,0.001230145824503541,True,True
resolution,N128,128,2.79,16.28101980178843,cpp,128,2,0.0001,2.220446049250313e-12,12,4,False,True,0.007703207572600417,0.006511302793357438,6,0.000528622210957109,5.126630078724704e-11,0.0,0.0,5.126630078724704e-11,0.001136312434433032,True,True
resolution,N128,128,2.8,16.444646771097048,cpp,128,2,0.0001,2.220446049250313e-12,12,4,False,True,0.00767175449290082,0.006477693190230424,6,0.0004878448478694926,5.1273374130493077e-11,0.0,0.0,5.1273374130493077e-11,0.0010498696439555585,True,True
resolution,N128,128,2.81,16.6099182187867,cpp,128,2,0.0001,2.220446049250313e-12,12,4,False,True,0.007642016222917599,0.00644579063990004,6,0.00045030987757622195,5.130540688226821e-11,0.0,0.0,5.130540688226821e-11,0.0009702121998232823,True,True
resolution,N128,128,2.82,16.776850672139872,cpp,128,2,0.0001,2.220446049250313e-12,12,4,False,True,0.007613892304796451,0.006415505746690095,6,0.00041575030649783205,5.134772067743993e-11,0.0,0.0,5.134772067743993e-11,0.0008967867589769721,True,True
resolution,N128,128,2.83,16.94546082454102,cpp,128,2,0.0001,2.220446049250313e-12,12,4,False,True,0.007587288722751551,0.006386753942012109,6,0.00038392200468546065,5.140930497137591e-11,0.0,0.0,5.140930497137591e-11,0.0008290871949100119,True,True
resolution,N128,128,2.84,17.115765537145876,cpp,128,2,0.0001,2.220446049250313e-12,12,4,False,True,0.007562117448062057,0.0063594552246263175,6,0.00035460166393761107,5.118593190233103e-11,0.0,0.0,5.118593190233103e-11,0.0007666503536901161,True,True
resolution,N128,128,2.85,17.28778184056764,cpp,128,2,0.0001,2.220446049250313e-12,12,4,False,True,0.0075382960191797055,0.0063335339123842095,6,0.00032758494480513263,5.138068811737806e-11,0.0,0.0,5.138068811737806e-11,0.0007090522139213997,True,True
resolution,N128,128,2.86,17.46152693657999,cpp,128,2,0.0001,2.220446049250313e-12,12,4,False,True,0.007515747154211636,0.00630891840656125,6,0.00030268479740146843,5.130784222255815e-11,0.0,0.0,5.130784222255815e-11,0.0006559044097840816,True,True
resolution,N128,128,2.87,17.63701819983732,cpp,128,2,0.0001,2.220446049250313e-12,12,4,False,True,0.0074943983926911185,0.00628554096726452,6,0.0002797299367210086,5.142219147110735e-11,0.0,0.0,5.142219147110735e-11,0.0006068510807554112,True,True
