pair_id,carrier_id,family,candidate_null,candidate_active,beta_parameter,beta_total_thread_over_core,thread_coupling_mode,gamma_core,n_threads,helix_turns,campaign_role
PAIR_BE78FCCC170D,TORUS_T2_3,torus,CAND_7B19BB6EC95F0306,CAND_41EEFBD122BCA25A,0.5,0.5,per_thread_beta,1.0,1,1.0,thread_focusing
PAIR_E0931DA3C56B,TORUS_T2_3,torus,CAND_7B19BB6EC95F0306,CAND_97C7675F929A2950,1.0,1.0,per_thread_beta,1.0,1,1.0,thread_focusing
PAIR_26E457CABEAF,TORUS_T2_3,torus,CAND_52BB533951FF3366,CAND_8DD926165DC69EDA,0.5,1.5,per_thread_beta,1.0,3,1.0,thread_focusing
PAIR_C00983DBFE56,TORUS_T2_3,torus,CAND_52BB533951FF3366,CAND_4C605BDAA1671540,1.0,3.0,per_thread_beta,1.0,3,1.0,thread_focusing
PAIR_CA6F459DC5BF,TORUS_T2_3,torus,CAND_68E99019A078DF60,CAND_CF29E5E140EDD30E,0.5,2.5,per_thread_beta,1.0,5,1.0,thread_focusing
PAIR_8E3E459A3CFA,TORUS_T2_3,torus,CAND_68E99019A078DF60,CAND_C7525C46D3556142,1.0,5.0,per_thread_beta,1.0,5,1.0,thread_focusing
PAIR_9C75373A6C4C,TORUS_T2_7,torus,CAND_255DE3A3346F4BAD,CAND_ED12E269089F9D5E,0.5,0.5,per_thread_beta,1.0,1,1.0,thread_focusing
PAIR_DC3D4EC95A7C,TORUS_T2_7,torus,CAND_255DE3A3346F4BAD,CAND_C4C09B436BDBBC1D,1.0,1.0,per_thread_beta,1.0,1,1.0,thread_focusing
PAIR_CE8129B8F0EE,TORUS_T2_7,torus,CAND_CDB977EFF103918B,CAND_91E032250DA71278,0.5,1.5,per_thread_beta,1.0,3,1.0,thread_focusing
PAIR_AEF152DE5723,TORUS_T2_7,torus,CAND_CDB977EFF103918B,CAND_460C3652B9755F4F,1.0,3.0,per_thread_beta,1.0,3,1.0,thread_focusing
PAIR_38DECFBF1A9D,TORUS_T2_7,torus,CAND_87AD5075AB41E317,CAND_2804B2ABE749B450,0.5,2.5,per_thread_beta,1.0,5,1.0,thread_focusing
PAIR_84C2D34E59D4,TORUS_T2_7,torus,CAND_87AD5075AB41E317,CAND_817674867F1014FB,1.0,5.0,per_thread_beta,1.0,5,1.0,thread_focusing
PAIR_CB8B7EC0D2E4,TORUS_T2_9,torus,CAND_516F8A9BD9CAEDF8,CAND_1498BDE1276373AF,0.5,0.5,per_thread_beta,1.0,1,1.0,thread_focusing
PAIR_9345D695951D,TORUS_T2_9,torus,CAND_516F8A9BD9CAEDF8,CAND_749585C86152F009,1.0,1.0,per_thread_beta,1.0,1,1.0,thread_focusing
PAIR_27FA5FC14552,TORUS_T2_9,torus,CAND_051BE6E2BBDDAF1A,CAND_FA1F4EAF95759982,0.5,1.5,per_thread_beta,1.0,3,1.0,thread_focusing
PAIR_CB90BC9CC5F8,TORUS_T2_9,torus,CAND_051BE6E2BBDDAF1A,CAND_BB94C4493FBE5563,1.0,3.0,per_thread_beta,1.0,3,1.0,thread_focusing
PAIR_34F59D3B67B4,TORUS_T2_9,torus,CAND_6BC6256A8B7F43DF,CAND_CBD3E79A67CCFA9D,0.5,2.5,per_thread_beta,1.0,5,1.0,thread_focusing
PAIR_EF3DE1C3085D,TORUS_T2_9,torus,CAND_6BC6256A8B7F43DF,CAND_A4D4549C2A47DA45,1.0,5.0,per_thread_beta,1.0,5,1.0,thread_focusing
PAIR_A699D65084F9,TRIPLE_GEAR_T3_3,triple_gear,CAND_1AA4676EB9EE8DDD,CAND_8C3366DE3746B306,0.5,0.5,per_thread_beta,1.0,1,1.0,thread_focusing
PAIR_82E0398287B0,TRIPLE_GEAR_T3_3,triple_gear,CAND_1AA4676EB9EE8DDD,CAND_72CA0207BE7A4B33,1.0,1.0,per_thread_beta,1.0,1,1.0,thread_focusing
PAIR_75C745EA1700,TRIPLE_GEAR_T3_3,triple_gear,CAND_40F91246DABAFB87,CAND_1BF96EAB13AFE417,0.5,1.5,per_thread_beta,1.0,3,1.0,thread_focusing
PAIR_DFE6C6526C1D,TRIPLE_GEAR_T3_3,triple_gear,CAND_40F91246DABAFB87,CAND_B50E9978C9FDA2FA,1.0,3.0,per_thread_beta,1.0,3,1.0,thread_focusing
PAIR_A5FCCF5E5625,TRIPLE_GEAR_T3_3,triple_gear,CAND_BFFFF8218151888F,CAND_34F01E3A6DA56009,0.5,2.5,per_thread_beta,1.0,5,1.0,thread_focusing
PAIR_5710F242BB2A,TRIPLE_GEAR_T3_3,triple_gear,CAND_BFFFF8218151888F,CAND_01DCC9958727783E,1.0,5.0,per_thread_beta,1.0,5,1.0,thread_focusing
