candidate_id,carrier_id,family,source,source_qualified,condition,gamma_core,beta_parameter,beta_total_thread_over_core,thread_coupling_mode,n_threads,helix_turns,thread_gamma_each,hole_clearance,combined_initial_gap_core,carrier_self_gap_core,bundle_radius,thread_density_proxy,link_matrix_json
CAND_7B19BB6EC95F0306,TORUS_T2_3,torus,"analytic T(2,q)",True,null,1.0,0.0,0.0,per_thread_beta,1,1.0,0.0,0.6618174420968784,11.3066601339996,11.3066601339996,0.11912713957743812,0.7267310395550091,[[2.0022651645560865]]
CAND_41EEFBD122BCA25A,TORUS_T2_3,torus,"analytic T(2,q)",True,active,1.0,0.5,0.5,per_thread_beta,1,1.0,0.5,0.6618174420968784,11.3066601339996,11.3066601339996,0.11912713957743812,0.7267310395550091,[[2.0022651645560865]]
CAND_97C7675F929A2950,TORUS_T2_3,torus,"analytic T(2,q)",True,active,1.0,1.0,1.0,per_thread_beta,1,1.0,1.0,0.6618174420968784,11.3066601339996,11.3066601339996,0.11912713957743812,0.7267310395550091,[[2.0022651645560865]]
CAND_52BB533951FF3366,TORUS_T2_3,torus,"analytic T(2,q)",True,null,1.0,0.0,0.0,per_thread_beta,3,1.0,0.0,0.6618174420968784,4.85802601059427,11.3066601339996,0.11912713957743812,2.180193118665027,"[[2.002260834966026, 2.0022608371738797, 2.00226083784031]]"
CAND_8DD926165DC69EDA,TORUS_T2_3,torus,"analytic T(2,q)",True,active,1.0,0.5,1.5,per_thread_beta,3,1.0,0.5,0.6618174420968784,4.85802601059427,11.3066601339996,0.11912713957743812,2.180193118665027,"[[2.002260834966026, 2.0022608371738797, 2.00226083784031]]"
CAND_4C605BDAA1671540,TORUS_T2_3,torus,"analytic T(2,q)",True,active,1.0,1.0,3.0,per_thread_beta,3,1.0,1.0,0.6618174420968784,4.85802601059427,11.3066601339996,0.11912713957743812,2.180193118665027,"[[2.002260834966026, 2.0022608371738797, 2.00226083784031]]"
CAND_68E99019A078DF60,TORUS_T2_3,torus,"analytic T(2,q)",True,null,1.0,0.0,0.0,per_thread_beta,5,1.0,0.0,0.6618174420968784,3.296827392023442,11.3066601339996,0.11912713957743812,3.6336551977750453,"[[2.002260834966026, 2.00226879044127, 2.0022639522346797, 2.0022638725719006, 2.002268835045105]]"
CAND_CF29E5E140EDD30E,TORUS_T2_3,torus,"analytic T(2,q)",True,active,1.0,0.5,2.5,per_thread_beta,5,1.0,0.5,0.6618174420968784,3.296827392023442,11.3066601339996,0.11912713957743812,3.6336551977750453,"[[2.002260834966026, 2.00226879044127, 2.0022639522346797, 2.0022638725719006, 2.002268835045105]]"
CAND_C7525C46D3556142,TORUS_T2_3,torus,"analytic T(2,q)",True,active,1.0,1.0,5.0,per_thread_beta,5,1.0,1.0,0.6618174420968784,3.296827392023442,11.3066601339996,0.11912713957743812,3.6336551977750453,"[[2.002260834966026, 2.00226879044127, 2.0022639522346797, 2.0022638725719006, 2.002268835045105]]"
CAND_255DE3A3346F4BAD,TORUS_T2_7,torus,"analytic T(2,q)",True,null,1.0,0.0,0.0,per_thread_beta,1,1.0,0.0,0.6747152195687994,14.047428040507166,14.047428040507166,0.12144873952238389,0.6992123877857616,[[1.99794497260174]]
CAND_ED12E269089F9D5E,TORUS_T2_7,torus,"analytic T(2,q)",True,active,1.0,0.5,0.5,per_thread_beta,1,1.0,0.5,0.6747152195687994,14.047428040507166,14.047428040507166,0.12144873952238389,0.6992123877857616,[[1.99794497260174]]
CAND_C4C09B436BDBBC1D,TORUS_T2_7,torus,"analytic T(2,q)",True,active,1.0,1.0,1.0,per_thread_beta,1,1.0,1.0,0.6747152195687994,14.047428040507166,14.047428040507166,0.12144873952238389,0.6992123877857616,[[1.99794497260174]]
CAND_CDB977EFF103918B,TORUS_T2_7,torus,"analytic T(2,q)",True,null,1.0,0.0,0.0,per_thread_beta,3,1.0,0.0,0.6747152195687994,4.972909179360731,14.047428040507166,0.12144873952238389,2.097637163357285,"[[1.997951502605744, 1.9979515717846583, 1.9979516551746863]]"
CAND_91E032250DA71278,TORUS_T2_7,torus,"analytic T(2,q)",True,active,1.0,0.5,1.5,per_thread_beta,3,1.0,0.5,0.6747152195687994,4.972909179360731,14.047428040507166,0.12144873952238389,2.097637163357285,"[[1.997951502605744, 1.9979515717846583, 1.9979516551746863]]"
CAND_460C3652B9755F4F,TORUS_T2_7,torus,"analytic T(2,q)",True,active,1.0,1.0,3.0,per_thread_beta,3,1.0,1.0,0.6747152195687994,4.972909179360731,14.047428040507166,0.12144873952238389,2.097637163357285,"[[1.997951502605744, 1.9979515717846583, 1.9979516551746863]]"
CAND_87AD5075AB41E317,TORUS_T2_7,torus,"analytic T(2,q)",True,null,1.0,0.0,0.0,per_thread_beta,5,1.0,0.0,0.6747152195687994,3.374791192111782,14.047428040507166,0.12144873952238389,3.4960619389288077,"[[1.997951502605744, 1.9979515709554074, 1.9979515708348692, 1.9979516249310447, 1.9979516581374053]]"
CAND_2804B2ABE749B450,TORUS_T2_7,torus,"analytic T(2,q)",True,active,1.0,0.5,2.5,per_thread_beta,5,1.0,0.5,0.6747152195687994,3.374791192111782,14.047428040507166,0.12144873952238389,3.4960619389288077,"[[1.997951502605744, 1.9979515709554074, 1.9979515708348692, 1.9979516249310447, 1.9979516581374053]]"
CAND_817674867F1014FB,TORUS_T2_7,torus,"analytic T(2,q)",True,active,1.0,1.0,5.0,per_thread_beta,5,1.0,1.0,0.6747152195687994,3.374791192111782,14.047428040507166,0.12144873952238389,3.4960619389288077,"[[1.997951502605744, 1.9979515709554074, 1.9979515708348692, 1.9979516249310447, 1.9979516581374053]]"
CAND_516F8A9BD9CAEDF8,TORUS_T2_9,torus,"analytic T(2,q)",True,null,1.0,0.0,0.0,per_thread_beta,1,1.0,0.0,0.6720434371057341,11.690382004904826,11.690382004904826,0.12096781867903214,0.7047830303867376,[[1.9948292830797822]]
CAND_1498BDE1276373AF,TORUS_T2_9,torus,"analytic T(2,q)",True,active,1.0,0.5,0.5,per_thread_beta,1,1.0,0.5,0.6720434371057341,11.690382004904826,11.690382004904826,0.12096781867903214,0.7047830303867376,[[1.9948292830797822]]
CAND_749585C86152F009,TORUS_T2_9,torus,"analytic T(2,q)",True,active,1.0,1.0,1.0,per_thread_beta,1,1.0,1.0,0.6720434371057341,11.690382004904826,11.690382004904826,0.12096781867903214,0.7047830303867376,[[1.9948292830797822]]
CAND_051BE6E2BBDDAF1A,TORUS_T2_9,torus,"analytic T(2,q)",True,null,1.0,0.0,0.0,per_thread_beta,3,1.0,0.0,0.6720434371057341,4.949111055525558,11.690382004904826,0.12096781867903214,2.1143490911602125,"[[1.9948363509255773, 1.9948365843419242, 1.994836584477813]]"
