source,topology_class,canonical_id,classification,growth_verdict,final_kmax,final_growth,tail_ratio,last_relative_step,kmax_boundary_weight,high_k_fraction_within_kelvin,spectral_nyquist_fraction,g_inf,fit_p,threshold_crosses,reasons,g_k16,g_k24,g_k32,g_k48,g_k64
fremlin:8_6:knot.8_6,knot,8_6,SPECTRAL_UNRESOLVED_AT_K64,PASS,64,0.06681935330074854,0.6117435169681681,0.284762530947348,0.0026275062060173472,0.017752403106959087,0.17777777777777778,-0.19599490260598382,0.42500000000000004,,growth_last_step_too_large;P2_verdict_changed_across_tail,0.2842522093864356,0.2153446988280716,0.1568500574241665,0.1009908570144303,0.06681935330074854
fremlin:8_6:knot.8_6p,knot,8_6,SPECTRAL_UNRESOLVED_AT_K64,FAIL,64,0.8522263949955685,1.4455800848803624,0.34635638730858964,0.007024802806539051,0.1485875174826475,0.17777777777777778,3.380015271288348,0.25,,growth_tail_not_contracting;growth_last_step_too_large;high_k_mode_tail_not_decayed,0.35591086656811166,0.32916539478130347,0.3528616079026014,0.5570523396558803,0.8522263949955685
fremlin:8_7:knot.8_7d,knot,8_7,SPECTRAL_UNRESOLVED_AT_K64,FAIL,64,0.39319966274010026,1.3891200533368562,0.310324592107689,0.005755415031862521,0.1818901308917382,0.17777777777777778,0.45293784227973477,6.0,,growth_tail_not_quasi_monotone;growth_tail_not_contracting;growth_last_step_too_large;high_k_mode_tail_not_decayed,0.3670277707440041,0.392283741163871,0.4273797495837362,0.5152191876968027,0.39319966274010026
fremlin:8_7:knot.8_7s,knot,8_7,SPECTRAL_UNRESOLVED_AT_K64,PASS,64,0.07088815791909112,1.5314533132306323,0.23828718938460902,0.002936010517452934,0.028253812505394157,0.17777777777777778,-0.16762942556799415,0.25,,growth_tail_not_contracting;growth_last_step_too_large,0.16843107695697732,0.14351703773773017,0.11815407636584496,0.0994826206452442,0.07088815791909112
fremlin:8_8:knot.8_8d,knot,8_8,SPECTRAL_UNRESOLVED_AT_K64,FAIL,64,0.32204567204069834,0.20918143046092288,0.06379828803040154,0.028764821034552156,0.3185597292571081,0.17777777777777778,0.33438747223182214,3.41,,growth_last_step_too_large;high_k_mode_tail_not_decayed,0.24896715057318503,0.15927594086777297,0.20327893292737298,0.30149970949690164,0.32204567204069834
fremlin:8_9:knot.8_9d,knot,8_9,SPECTRAL_UNRESOLVED_AT_K64,FAIL,64,0.4467286883334638,1.2486182992578128,0.20613968642573938,0.00040797218588124837,0.045332510857694075,0.17777777777777778,-0.39948971948684764,0.25,,growth_tail_not_contracting;growth_last_step_too_large,0.7135986835300436,0.674998400971253,0.6125695323700879,0.5388172000639059,0.4467286883334638
fremlin:9_2:knot.9_2,knot,9_2,SPECTRAL_UNRESOLVED_AT_K64,FAIL,64,0.8962850027335076,0.9939016422768083,0.07517338211893762,0.02346610529101944,0.2986669052735179,0.17777777777777778,0.8622794344683639,6.0,,growth_tail_not_quasi_monotone;growth_tail_not_contracting;growth_last_step_too_large;high_k_mode_tail_not_decayed,0.9896279500198998,0.9786365778096603,0.8966984115243728,0.8289082277355486,0.8962850027335076
fremlin:9_2:knot.9_2n,knot,9_2,SPECTRAL_UNRESOLVED_AT_K64,PASS,64,0.0444500537145927,0.8626550861836908,0.06899024645796656,0.0006401078227504573,0.0152567773714341,0.17777777777777778,-0.04862917225253667,0.25,,growth_tail_not_contracting;growth_last_step_too_large,0.07929092278354533,0.06963985729553854,0.0623258006526408,0.05272888328954869,0.0444500537145927
knotplot:knot_0.1,unknot,0_1,SPECTRAL_CONVERGED_K32,FAIL,32,0.3089980629912664,0.14064135984432563,1.7756386309550486e-07,1.9940991356243182e-09,5.353498833769011e-08,0.08888888888888889,0.30899804211301696,4.48,False,,0.30899850797732037,0.3089981178581562,0.3089980629912664,,
knotplot:knot_10.1,knot,10_1,SPECTRAL_UNRESOLVED_AT_K64,PASS,64,0.04830055494352926,0.6922298400277147,0.032473250687950546,0.0015702072515717206,0.04027584341744438,0.17777777777777778,-0.0018856938719763246,0.25,,growth_last_step_too_large,0.10021816594695225,0.08252171277681919,0.05782667484867238,0.05219734502608332,0.04830055494352926
knotplot:knot_10.123,knot,10_123,SPECTRAL_UNRESOLVED_AT_K64,PASS,64,0.04797722584414584,0.1334000846379646,0.045117815935517315,0.0031839008134175216,0.0535473487964319,0.17777777777777778,0.0460261704435249,4.62,,growth_last_step_too_large;high_k_mode_tail_not_decayed,0.15170240625272557,0.1242587535597875,0.09397707947732027,0.05339136375640792,0.04797722584414584
knotplot:knot_3.1,knot,3_1,SPECTRAL_UNRESOLVED_AT_K64,PASS,64,0.03006710450015901,0.5199475534951916,0.0802046836561029,0.00064451538502729,0.004891999714916556,0.17777777777777778,-0.002908683590797762,0.89,,growth_last_step_too_large,0.11796151488464918,0.07827682350265937,0.05820230664871419,0.039691666538891356,0.03006710450015901
knotplot:knot_4.1,knot,4_1,SPECTRAL_UNRESOLVED_AT_K64,PASS,64,0.0376885757147777,0.22128575253524885,0.031611603544399035,0.002807466792513991,0.051152178768628535,0.17777777777777778,0.03524859853461935,3.2600000000000002,,growth_last_step_too_large;high_k_mode_tail_not_decayed,0.06840527933365459,0.05510031592879493,0.05862447452322046,0.04148196814010558,0.0376885757147777
knotplot:knot_5.1,knot,5_1,SPECTRAL_UNRESOLVED_AT_K64,PASS,64,0.04099352469370778,0.4520288644073789,0.13610871329602822,6.126563550495708e-05,0.0018871188605130095,0.17777777777777778,0.004479101579956639,1.285,,growth_last_step_too_large,0.15552223676821808,0.11760091221002637,0.09345931950412127,0.05732657028923117,0.04099352469370778
knotplot:knot_5.2,knot,5_2,SPECTRAL_CONVERGED_K64,PASS,64,0.013113152660410776,0.25279934618308325,0.016996428346310457,0.006024110623390852,0.033826861332408954,0.17777777777777778,0.011542746144703681,2.895,False,,0.04998956274510591,0.03457815348802739,0.023220669776037043,0.01515272406196803,0.013113152660410776
knotplot:knot_6.1,knot,6_1,SPECTRAL_UNRESOLVED_AT_K64,PASS,64,0.04717796592121448,1.2418170635091172,0.13214151215186742,0.000961148442598918,0.039401093924813765,0.17777777777777778,0.05501277080377206,6.0,,growth_tail_not_quasi_monotone;growth_tail_not_contracting;growth_last_step_too_large,0.06992540623188136,0.05806689767031698,0.05026577072356661,0.06303494737943857,0.04717796592121448
knotplot:knot_6.2,knot,6_2,SPECTRAL_CONVERGED_K64,PASS,64,0.027936392935535192,0.1449042045335253,0.029790202271521463,0.0027300075069737416,0.023259237548751716,0.17777777777777778,0.026531687634771223,4.4,False,,0.08944172988899173,0.06846473956671024,0.05618147632234173,0.03151121720811777,0.027936392935535192
knotplot:knot_6.3,knot,6_3,SPECTRAL_CONVERGED_K64,PASS,64,0.01837817777938563,0.22958114488496517,0.02303318184262267,0.002033999793600591,0.03525601432159084,0.17777777777777778,0.016513561341601788,3.16,False,,0.06195657744285313,0.04560892161990978,0.03318139663148411,0.02114215960050035,0.01837817777938563
knotplot:knot_7.1,knot,7_1,SPECTRAL_UNRESOLVED_AT_K64,PASS,64,0.048758807762613744,0.480588668912904,0.18551923143243365,0.00022563493761752355,0.003974039587518206,0.17777777777777778,-0.010451706818771105,1.1099999999999999,,growth_last_step_too_large,0.16599738037456632,0.1350539376257621,0.11734411316624267,0.07102111553450578,0.048758807762613744
knotplot:knot_7.2,knot,7_2,SPECTRAL_UNRESOLVED_AT_K64,PASS,64,0.03388508834884277,0.5069752489725736,0.036347759208748824,0.0011957671393388511,0.058931889194696364,0.17777777777777778,0.020169311981540834,0.96,,growth_last_step_too_large;high_k_mode_tail_not_decayed,0.0526121143461522,0.051892758948933804,0.04685025939280337,0.038246819453892626,0.03388508834884277
knotplot:knot_7.3,knot,7_3,SPECTRAL_UNRESOLVED_AT_K64,PASS,64,0.022332997852295828,0.10863048088218054,0.010978717188619402,0.001342350533372872,0.019760959476203266,0.17777777777777778,0.021097170267816927,6.0,,growth_tail_not_quasi_monotone,0.0593811824829175,0.042642658576918256,0.03314332708749173,0.0210155517896615,0.022332997852295828
knotplot:knot_7.4,knot,7_4,SPECTRAL_CONVERGED_K64,PASS,64,0.018511409047517555,0.3196391769038042,0.024933698781710232,0.0018902007869589228,0.023079437695039222,0.17777777777777778,0.015222651539355347,2.25,False,,0.05469862396468977,0.03928846588577898,0.03086414480019376,0.021503452901322783,0.018511409047517555
knotplot:knot_8.1,knot,8_1,SPECTRAL_UNRESOLVED_AT_K64,PASS,64,0.04628575005003767,19.705228360881023,0.16667897214670246,0.0016690694330776406,0.03413721106830211,0.17777777777777778,-0.0398764954239241,0.25,,growth_tail_not_quasi_monotone;growth_tail_not_contracting;growth_last_step_too_large,0.1150348903834085,0.08066941931960894,0.0652721927130443,0.06628722670764196,0.04628575005003767
knotplot:knot_8.17,knot,8_17,SPECTRAL_UNRESOLVED_AT_K64,PASS,64,0.0393525580360622,0.3472374404857099,0.06179154934403536,0.004643202912412797,0.07677558745565947,0.17777777777777778,0.029935831503993492,2.02,,growth_last_step_too_large;high_k_mode_tail_not_decayed,0.11192924926551986,0.09073901608279801,0.06812176748494843,0.04676754395734644,0.0393525580360622
knotplot:knot_8.18,knot,8_18,SPECTRAL_UNRESOLVED_AT_K64,PASS,64,0.04595093053489534,0.035727316785618364,0.013406266822342007,0.020084351562383966,0.11358464119258317,0.17777777777777778,0.04429755584905004,6.0,,high_k_mode_tail_not_decayed,0.15253291536893848,0.10740390835464035,0.0925883094816592,0.04755968255357638,0.04595093053489534
knotplot:knot_9.1,knot,9_1,SPECTRAL_UNRESOLVED_AT_K64,PASS,64,0.1051670626483973,0.6263496029604952,0.4173077009442117,8.149413045515653e-06,9.444285961198316e-05,0.17777777777777778,-0.3535876308647616,0.36,,growth_last_step_too_large;P2_verdict_changed_across_tail,0.33144552167701724,0.26814309477037573,0.23519442318987718,0.1552439867617027,0.1051670626483973
knotplot:knot_9.2,knot,9_2,SPECTRAL_UNRESOLVED_AT_K64,PASS,64,0.04540020487523012,0.3892652422718516,0.07695293616236573,1.4825456659193839e-05,0.03442555173977117,0.17777777777777778,0.03082099377903686,1.705,,growth_last_step_too_large,0.13011105074082016,0.10079401446475647,0.07835707681494813,0.054634557214714004,0.04540020487523012
knotplot:knot_9.35,knot,9_35,SPECTRAL_UNRESOLVED_AT_K64,PASS,64,0.036544611011749405,0.44811565146712073,0.05629106459827214,0.0005815488864423457,0.018619842048101763,0.17777777777777778,0.02179031190935537,1.31,,growth_last_step_too_large,0.08495378423704497,0.07232413259692877,0.05837361111445677,0.04329953876354206,0.036544611011749405
knotplot:link_0.2.1,unlink,0_2_1,SPECTRAL_CONVERGED_K32,PASS,32,0.09450581369098279,0.05403825530515317,0.004978903441640176,1.4212722151221177e-11,8.571147133923255e-10,0.17777777777777778,0.09419125576968032,6.0,False,,0.10615967927340943,0.09510328210397961,0.09450581369098279,,
knotplot:link_0.3.1,unlink,0_3_1,SPECTRAL_CONVERGED_K32,FAIL,32,0.12529264702533674,0.010199204735779578,0.00020313667390768104,3.259964921809561e-11,3.357688546380327e-08,0.26666666666666666,0.12517225417892378,6.0,False,,0.12781354131360037,0.12531809855691856,0.12529264702533674,,
knotplot:link_2.2.1,link,2_2_1,SPECTRAL_CONVERGED_K32,PASS,32,0.005876162643667556,0.3001534116659551,0.020375593528111895,0.008077449250161382,0.04907961244033061,0.17777777777777778,0.0034526438323150836,2.4250000000000003,False,,0.016467305603498808,0.008321233867040983,0.005876162643667556,,
knotplot:link_4.2.1,link,4_2_1,SPECTRAL_CONVERGED_K64,PASS,64,0.023484583610128208,0.3915591681412034,0.01805378521812683,3.4042571483691306e-05,0.003679410572942477,0.3699421965317919,0.020008445535410913,1.685,False,,0.049447956868820746,0.0370162698818341,0.03118392890985366,0.025651037836303427,0.023484583610128208
knotplot:link_5.2.1,link,5_2_1,SPECTRAL_CONVERGED_K64,PASS,64,0.015944052280085125,0.4186745539251578,0.024633627947873625,0.0038781309733527994,0.03950255376342022,0.4025157232704403,0.010465844229703472,1.5,False,,0.04036768135722141,0.032319081446558096,0.025960548619651552,0.01890008763382996,0.015944052280085125
knotplot:link_6.2.1,link,6_2_1,SPECTRAL_UNRESOLVED_AT_K64,PASS,64,0.03242809464367845,0.39466350683311857,0.054443163581374576,0.00010984768455209054,0.0016590695747870545,0.3657142857142857,0.02179417832871302,1.665,,growth_last_step_too_large,0.13182851837731913,0.07582468067003316,0.055515071411133834,0.0389612742734434,0.03242809464367845
knotplot:link_6.3.1,link,6_3_1,SPECTRAL_UNRESOLVED_AT_K64,PASS,64,0.04032115687597293,1.1343439277716751,0.05025785716834154,0.0008558632744220675,0.028413668462962637,0.6095238095238096,0.09852962255041027,0.25,,growth_tail_not_contracting;growth_last_step_too_large,0.060047295570159184,0.03594382273565602,0.028973534733106526,0.034290214015771946,0.04032115687597293
knotplot:link_6.3.2,link,6_3_2,SPECTRAL_UNRESOLVED_AT_K64,PASS,64,0.03808090817037808,0.161483855666374,0.005749019642809229,0.013153251653916162,0.07750489551945718,0.5378151260504201,0.037775824906693775,4.109999999999999,,high_k_mode_tail_not_decayed,0.052455321888314435,0.03915502503709773,0.043042934973721664,0.03877079052751519,0.03808090817037808
knotplot:link_6.3.3,link,6_3_3,SPECTRAL_CONVERGED_K64,PASS,64,0.02621638038981895,0.13524342341970114,0.005594156548737658,0.00018191965135519185,0.004325118378531947,0.5565217391304348,0.025971432391066175,4.585,False,,0.034400391022462076,0.024117062221068457,0.03185131266611289,0.026887679175667468,0.02621638038981895
knotplot:link_7.2.5,link,7_2_5,SPECTRAL_CONVERGED_K64,PASS,64,0.02385947273623721,0.24371919339556627,0.008752996647944824,0.002390160938113714,0.021660802843463722,0.4383561643835616,0.023090437230010856,2.995,False,,0.05546777310257611,0.040532958921219754,0.029219544602111392,0.02490983233399059,0.02385947273623721
knotplot:link_7.2.6,link,7_2_6,SPECTRAL_CONVERGED_K32,PASS,32,0.030112446391040125,0.09893145276794041,0.014695319971947247,0.00504681370930731,0.02390817276799406,0.3368421052631579,0.029642931823455544,5.415,False,,0.049700735705107475,0.031875884787673794,0.030112446391040125,,
knotplot:link_7.2.8,link,7_2_8,SPECTRAL_CONVERGED_K64,PASS,64,0.02554288593274564,0.26722521417288403,0.024322001109176383,0.0022561620520671257,0.02506045419523642,0.5333333333333333,0.023116484962402335,2.745,False,,0.0648205206203014,0.04895159856912618,0.03938354980576576,0.028461526065846805,0.02554288593274564
knotplot:link_8.2.1,link,8_2_1,SPECTRAL_CONVERGED_K64,PASS,64,0.02123962237370653,0.47194754021970503,0.01497425241874601,0.00017773994750400473,0.00301745405854358,0.3699421965317919,0.01672896627030753,1.165,False,,0.03630211820819244,0.030978029654904718,0.02684396916296399,0.023036532663956052,0.02123962237370653
knotplot:link_9.2.20,link,9_2_20,SPECTRAL_UNRESOLVED_AT_K64,PASS,64,0.020375785401470746,0.08482072128828001,0.002791304661579492,0.000993597086104998,0.014226399195424668,0.44755244755244755,0.020015835700970826,6.0,,growth_tail_not_quasi_monotone,0.035214834522670595,0.028095546021373936,0.023989823313032742,0.020040828842081207,0.020375785401470746
knotplot:link_9.2.40,link,9_2_40,SPECTRAL_CONVERGED_K48,PASS,48,0.026468121846039024,0.6616722753694372,0.022444357122833585,0.00026801416587599253,0.017814985765301865,0.3380281690140845,0.024635743377977734,2.23,False,,0.04272410546223159,0.03323192332743187,0.029161444700779054,0.026468121846039024,
knotplot:torus_2.11,torus_knot,2_11,SPECTRAL_UNRESOLVED_AT_K64,FAIL,64,0.14179789882668686,0.9762731632899091,0.5806082772034366,1.6601979974045006e-07,3.694368724101936e-05,0.17777777777777778,-0.7201684697566881,0.25,,growth_tail_not_contracting;growth_last_step_too_large,0.3784605483946072,0.32638168389134486,0.30845684846851545,0.22412693257551672,0.14179789882668686
knotplot:torus_2.3,torus_knot,2_3,SPECTRAL_UNRESOLVED_AT_K64,PASS,64,0.030486854835988418,0.45435549979354317,0.07652056242732416,4.6918388238665133e-08,0.006124528434323898,0.17777777777777778,0.00966477627233616,1.27,,growth_last_step_too_large,0.12336113332392924,0.08226970121103774,0.059879196523687006,0.03966932232726732,0.030486854835988418
knotplot:torus_2.4,torus_link,2_4,SPECTRAL_UNRESOLVED_AT_K64,PASS,64,0.02886977708462707,0.374202596545164,0.04018811361462104,0.00029359495802429113,0.0019466655934521277,0.35555555555555557,0.021838774184421345,1.815,,growth_last_step_too_large,0.08908321521468768,0.06049040085452794,0.04657995138785602,0.03369235071838159,0.02886977708462707
knotplot:torus_2.5,torus_knot,2_5,SPECTRAL_UNRESOLVED_AT_K64,PASS,64,0.05796484194139593,0.5557262722592464,0.17368923051423024,7.93060077563585e-11,0.002307369810837814,0.17777777777777778,-0.03546640072818564,0.7,,growth_last_step_too_large,0.19816296684739942,0.15217575612186557,0.11631289837305428,0.07880754960310356,0.05796484194139593
knotplot:torus_2.6,torus_link,2_6,SPECTRAL_UNRESOLVED_AT_K64,PASS,64,0.04110446370415959,0.3968324389028329,0.0681095087248594,4.319066127925809e-07,0.00021824239770607432,0.35555555555555557,0.027650483341658195,1.6500000000000001,,growth_last_step_too_large,0.14449290338868423,0.09821310275621904,0.06987355469308881,0.04927760475114272,0.04110446370415959
knotplot:torus_2.7,torus_knot,2_7,SPECTRAL_UNRESOLVED_AT_K64,PASS,64,0.08031825202189952,0.5497812342078583,0.28855691202644096,6.075807346424458e-06,0.0001967398352840625,0.17777777777777778,-0.06788477550339751,0.73,,growth_last_step_too_large;P2_verdict_changed_across_tail,0.2587929759122783,0.21627277686064156,0.17792800501477182,0.11494508146507243,0.08031825202189952
knotplot:torus_2.8,torus_link,2_8,SPECTRAL_UNRESOLVED_AT_K64,PASS,64,0.049930846710264466,0.3755325049068238,0.0806603976820868,8.2524038542699e-05,0.000371645645502293,0.35555555555555557,0.035718170295286795,1.805,,growth_last_step_too_large,0.18435597405078524,0.12129065680650823,0.08538482124105518,0.05961009443211488,0.049930846710264466
knotplot:torus_2.9,torus_knot,2_9,SPECTRAL_UNRESOLVED_AT_K64,PASS,64,0.10516562543080595,0.6263478684981303,0.41730707853244353,7.483942169285187e-06,9.17566709806348e-05,0.17777777777777778,-0.3535892446510801,0.36,,growth_last_step_too_large;P2_verdict_changed_across_tail,0.33143549545425066,0.2681364910979742,0.2351930134331548,0.15524247485469916,0.10516562543080595
knotplot:torus_3.3,torus_link,3_3,SPECTRAL_CONVERGED_K48,PASS,48,0.03990987705111175,0.48968961993889687,0.022812091906821395,0.00021437778076034155,0.004128109160713921,0.4,0.03884832834368103,3.145,False,,0.061362116690904155,0.04823750381034532,0.04264732807993032,0.03990987705111175,
knotplot:torus_3.6,torus_link,3_6,SPECTRAL_UNRESOLVED_AT_K64,PASS,64,0.06361366032897721,0.28533231895726524,0.06064490333682025,0.004259772897392119,0.014026995418136158,0.5333333333333333,0.056947636470085126,2.565,,growth_last_step_too_large,0.15419773268279513,0.12295168181658599,0.09639600529026941,0.07089104872939564,0.06361366032897721
knotplot:torus_3.9,torus_link,3_9,SPECTRAL_UNRESOLVED_AT_K64,PASS,64,0.06374590877376271,0.3674403310134738,0.05841256034281109,0.00018315900567761638,0.0039401786499104275,0.5663716814159292,0.05387509768419304,1.865,,growth_last_step_too_large,0.13257863985507293,0.10602238962623368,0.08983200246855283,0.07075541601490004,0.06374590877376271
knotplot:torus_6.15,torus_link,6_15,SPECTRAL_UNRESOLVED_AT_K64,FAIL,64,0.15751026774816052,0.20794229642468284,0.046116632474224956,0.0002565946006907507,0.009060486035509636,0.5470085470085471,0.15319644170489355,3.43,,growth_last_step_too_large,0.31019193916809334,0.2459448252087965,0.19970612448613156,0.1647741108768192,0.15751026774816052
knotplot:torus_6.21,torus_link,6_21,SPECTRAL_UNRESOLVED_AT_K64,FAIL,64,0.26688931828202234,10.915720658052662,0.298535167536005,0.00043191582642350266,0.02864073574206439,0.5565217391304348,-0.1413511750571799,0.25,,growth_tail_not_contracting;growth_last_step_too_large,0.45460276565773516,0.37584470154665295,0.3538643490582864,0.34656516562891604,0.26688931828202234
knotplot:torus_6.9,torus_link,6_9,SPECTRAL_UNRESOLVED_AT_K64,PASS,64,0.11150312150479984,1.6060786074719238,0.16419392863137097,0.00032539231117827063,0.009031916253029218,0.5378151260504201,-0.04942310864118076,0.25,,growth_tail_not_contracting;growth_last_step_too_large;P2_verdict_changed_across_tail,0.19090749717691063,0.1634325072692228,0.14347433010385102,0.13120639294056435,0.11150312150479984
