blind_id,source,topology_class,components,status,component_count,core_radius_norm,thickness_norm,core_clearance_radii,shape_velocity_ratio,normalized_growth,jacobian_convergence,nearest_self_distance,nearest_inter_distance,nearest_relevant_rate,TBK_block_diagonal_growth_penalty,ringdown_max_recurrence,ringdown_core_event,linking_drift_max,rpo_found,floquet_valid,floquet_rho_non
B01,fremlin:8_12:knot.8_12z,knot,1,FAIL,1,0.05465677866269986,0.06072975406966651,1.1111111111111112,0.46342670607335706,0.9999999999998883,0.0016829637265450613,0.12145950813933303,inf,0.3064342040322481,-0.0052303532499138276,0.07819392494941904,True,0.0,False,False,nan
B02,knotplot:knot_7.3,knot,1,FAIL,1,0.08848590338779966,0.0983176704308885,1.111156127795698,0.3972372171998607,0.12929488863899233,0.030573649690175918,0.19664330754578344,inf,0.00459070306884124,0.018720880517615106,0.04679803761029955,True,0.0,False,False,nan
B03,knotplot:torus_2.9,torus_knot,1,FAIL,1,0.07041036399997314,0.07823373777774793,1.1111426530342126,0.34410291835998086,0.3280685196107673,0.00420833855009945,0.15647191731206953,inf,-0.16295941558102306,1.6173234159003926e-07,0.04614858291044086,True,0.0,False,False,nan
B04,knotplot:link_6.3.2,link,3,FAIL,3,0.08005699028406214,0.0889522114267357,1.1111303507016486,0.5058157959276134,0.10567891740316784,0.03523725568145952,0.205449359742264,0.1779075033808969,-1.0973667166340404,-0.03950299550776247,0.021647512206832677,True,7.772475364738662e-05,False,False,nan
B05,fremlin:7_3:knot.7_3d,knot,1,FAIL,1,0.04107311167960162,0.04563679075511291,1.1111111111111112,0.7858760274732595,1.0,0.07358100870048265,9.892003979901099e-15,inf,-0.5147413692633807,0.03438579615093021,1.8100115653071595e-16,True,0.0,False,False,nan
B06,knotplot:knot_8.17,knot,1,FAIL,1,0.07556920356871388,0.08396578174301543,1.1111519385353226,0.20117806067238161,0.25815953400473385,0.021193787195999198,0.1679377340778937,inf,-0.21634406158381358,-0.03982711829193927,0.035700219642157416,True,0.0,False,False,nan
B07,knotplot:knot_6.3,knot,1,FAIL,1,0.09779893592563486,0.10866548436181651,1.1111281850354382,0.2277855925529077,0.14900959013425488,0.030890250656307388,0.21733430834689557,inf,0.12172609352909981,-0.01993785332772411,0.04274660435508939,True,0.0,False,False,nan
B08,fremlin:8_19:knot.8_19u,knot,1,FAIL,1,0.07179294128022683,0.07976993475580758,1.1111111111111112,0.4923637373840463,0.9726814184097028,0.005674352424525611,0.15953986951161517,inf,0.08225688197129544,0.09737000410034954,0.18121801524517772,True,0.0,False,False,nan
B09,fremlin:8_15:knot.8_15,knot,1,FAIL,1,0.020819994270195426,0.023133326966883805,1.111111111111111,0.5129720355019802,0.9999999999999594,0.02989577069971147,0.007957429779922847,inf,0.6108753202083278,-0.007010689774877215,0.031162758467893476,True,0.0,False,False,nan
B10,fremlin:10_1:knot.10_1n,knot,1,FAIL,1,0.06610166357208275,0.07344629285786972,1.1111111111111112,0.6419907888961697,0.13151144429294487,0.03286764455308669,0.14689258571573943,inf,-0.6388286665959275,0.0008524539770115968,0.039824273888031364,True,0.0,False,False,nan
B100,knotplot:knot_3.1,knot,1,FAIL,1,0.17270322353583487,0.19189247059537207,1.1111460011813052,0.3225613002322766,0.2257317010877817,0.014259109221328479,0.38379699244592796,inf,-0.033532884475419744,-0.045757852078731225,0.033558571140193345,False,0.0,False,False,nan
B101,fremlin:7_1:knot.7_1,knot,1,FAIL,1,0.08680113178919603,0.09644570198799558,1.111111111111111,0.3333699078359655,6.184749872569442e-08,0.0038685653214666736,0.19289140397599117,inf,-0.14183039117780522,4.4397871985965933e-11,0.053263001457822506,True,0.0,False,False,nan
B102,knotplot:knot_8.18,knot,1,FAIL,1,0.0755182133100368,0.08390912590004089,1.1111780727618428,0.17516862318507295,0.2680468049744196,0.02341593433532073,0.1678240167101288,inf,0.5104710920599097,0.0337185126536438,0.02347753576396108,True,0.0,False,False,nan
B103,fremlin:7_2:knot.7_2d,knot,1,FAIL,1,0.029565402881629368,0.03285044764625485,1.1111111111111112,0.6980419517595812,0.9999999999998141,0.08031599824206065,3.40931134090463e-15,inf,0.25559712123030043,0.008015586795251129,1.7701472166876838e-15,True,0.0,False,False,nan
B104,knotplot:link_5.2.1,link,2,FAIL,2,0.10852062181277053,0.12057846868085614,1.111120829289554,0.40689371445337524,0.08053166671905591,0.041453167647518115,0.2162868141784366,0.24115904660724732,0.08052722536420127,-0.010087464059493331,0.04262692045716742,True,2.2202705052979123e-05,False,False,nan
B105,fremlin:4_1:knot.4_1z,knot,1,FAIL,1,0.12454900672510011,0.13838778525011122,1.111111111111111,0.25442016789466027,0.5900993246509416,0.0008297524987920705,0.27677557050022245,inf,-0.2840988257740071,-0.0748165392662434,0.03993953464345967,True,0.0,False,False,nan
B106,fremlin:4_1:knot.4_1,knot,1,FAIL,1,0.12159877591143538,0.13510975101270598,1.1111111111111112,0.46553177373019783,0.36113190001060425,0.022284437776090203,0.27021950202541195,inf,-0.06840796857966241,-0.0827246744085548,0.04546414781021386,True,0.0,False,False,nan
B107,fremlin:9_2:knot.9_2n,knot,1,FAIL,1,0.07218001788357838,0.08020001987064264,1.1111111111111112,0.38505115615044033,0.12012064680558959,0.033258232633130894,0.16040003974128528,inf,0.7561377242360372,-0.012913050766512363,0.02926740891624235,True,0.0,False,False,nan
B108,fremlin:8_4:knot.8_4d,knot,1,FAIL,1,0.008201974994500075,0.009113305549444527,1.111111111111111,0.8093107192487856,1.0,0.33321942963044987,6.0912864851567414e-15,inf,-0.45577284989637423,-0.04495118870600498,0.534487116188644,True,0.0,False,False,nan
B109,fremlin:8_17:knot.8_17,knot,1,FAIL,1,0.054871433333638774,0.06096825925959864,1.1111111111111112,0.4269714173619817,0.31911005053194713,0.009925626291393813,0.12193651851919728,inf,0.367452721358299,0.025365398698877117,0.08847281374032137,True,0.0,False,False,nan
B11,knotplot:torus_3.9,torus_link,3,FAIL,3,0.05085898321218134,0.05650998134686815,1.1111354582649249,0.36278714462480166,0.33779410066955845,0.034239241013505596,0.17757548259801648,0.11302243923671046,0.5309543387037038,0.01864296071164849,0.0330376255596935,True,0.0002828673111903157,False,False,nan
B110,fremlin:5_2:knot.5_2d,knot,1,FAIL,1,0.024756631060925117,0.02750736784547235,1.111111111111111,0.6734971383882995,0.30364607115409614,0.09570079086672668,3.3286408955706516e-16,inf,-0.4956463463744461,0.0008812510548499715,1.0056468903603142e-15,True,0.0,False,False,nan
B111,fremlin:5_1:knot.5_1p,knot,1,FAIL,1,0.08380076718517951,0.09311196353908834,1.111111111111111,0.27563755773002213,0.40362311977742704,0.020898566473125296,0.18622392707817667,inf,0.29155009424568473,-0.0780536913764204,0.057082725219893285,True,0.0,False,False,nan
B112,knotplot:knot_10.123,knot,1,FAIL,1,0.06127021300724021,0.06807801445248912,1.1111983746573577,0.1810520706315416,0.34128474840260153,0.02253586127976921,0.13616672221711085,inf,-0.29111791424347544,-0.0003324935286243318,0.036912565199466264,True,0.0,False,False,nan
B113,fremlin:8_8:knot.8_8d,knot,1,FAIL,1,0.001184864111842197,0.0013165156798246634,1.1111111111111112,0.969346861789273,0.19957792107470954,0.3818224443445542,9.446216211796311e-16,inf,-0.12012785503159669,-0.009803975689190166,0.3641597349453554,False,0.0,False,False,nan
B114,knotplot:knot_7.1,knot,1,FAIL,1,0.09210979440423742,0.10234421600470824,1.1111376862725253,0.3331147812860727,0.1667460432057073,0.012772736088774599,0.2046933276747247,inf,0.20709481064315502,-0.012378492085478511,0.05433668365193603,True,0.0,False,False,nan
B115,knotplot:link_6.3.3,link,3,FAIL,3,0.10355661946543589,0.11506291051715098,1.1111266232564656,0.4400080008751665,0.09325419286089444,0.03078647432516911,0.22226515373228725,0.2301290338049691,-1.0247322528719987,-0.004073330452267715,0.027798817188187257,True,1.4074127361984878e-05,False,False,nan
