pair_id,carrier_id,family,candidate_null,candidate_active,beta_parameter,beta_total_thread_over_core,thread_coupling_mode,gamma_core,n_threads,helix_turns,campaign_role
PAIR_39107A43BE4D,TORUS_T2_3,torus,CAND_40C9E13C94AF8BD6,CAND_565B6441C4BBBBFB,-1.0,-1.0,total_beta,1.0,3,1.0,general
PAIR_E1CBF7D4D30F,TORUS_T2_3,torus,CAND_40C9E13C94AF8BD6,CAND_03E43AAA28A6DEF3,-0.5,-0.5,total_beta,1.0,3,1.0,general
PAIR_FF5D01044B4E,TORUS_T2_3,torus,CAND_40C9E13C94AF8BD6,CAND_E9CE3FCFE8C35913,0.5,0.5,total_beta,1.0,3,1.0,general
PAIR_86D1F4975137,TORUS_T2_3,torus,CAND_40C9E13C94AF8BD6,CAND_88B49ABEFF815B00,1.0,1.0,total_beta,1.0,3,1.0,general
PAIR_3B90DA5CC313,TORUS_T2_5,torus,CAND_70008AA02AAE17BD,CAND_F42F0004BDDAE42E,-1.0,-1.0,total_beta,1.0,3,1.0,general
PAIR_343AA3FB02C8,TORUS_T2_5,torus,CAND_70008AA02AAE17BD,CAND_00BC01C371538472,-0.5,-0.5,total_beta,1.0,3,1.0,general
PAIR_0D9AE7200BB6,TORUS_T2_5,torus,CAND_70008AA02AAE17BD,CAND_61BBE2AAB0FC9CCE,0.5,0.5,total_beta,1.0,3,1.0,general
PAIR_C09F11D28A37,TORUS_T2_5,torus,CAND_70008AA02AAE17BD,CAND_9E572C0731A8645E,1.0,1.0,total_beta,1.0,3,1.0,general
PAIR_189BF30456AA,TORUS_T2_7,torus,CAND_D8CCCC1F22E987B3,CAND_5E40C0D7E5BA6659,-1.0,-1.0,total_beta,1.0,3,1.0,general
PAIR_00DFD4EEE7DD,TORUS_T2_7,torus,CAND_D8CCCC1F22E987B3,CAND_CE569832C1429269,-0.5,-0.5,total_beta,1.0,3,1.0,general
PAIR_09B7178FFC77,TORUS_T2_7,torus,CAND_D8CCCC1F22E987B3,CAND_3ED49E32F086D90E,0.5,0.5,total_beta,1.0,3,1.0,general
PAIR_A7C70C8D98EB,TORUS_T2_7,torus,CAND_D8CCCC1F22E987B3,CAND_ABC068C969814739,1.0,1.0,total_beta,1.0,3,1.0,general
PAIR_32B014F3C0FA,TORUS_T2_9,torus,CAND_C883D2CA24D34834,CAND_1EDAFCCEDA0EFF5A,-1.0,-1.0,total_beta,1.0,3,1.0,general
PAIR_9C04D5D72F19,TORUS_T2_9,torus,CAND_C883D2CA24D34834,CAND_75312F398DAF21FF,-0.5,-0.5,total_beta,1.0,3,1.0,general
PAIR_AF571D4ECEB7,TORUS_T2_9,torus,CAND_C883D2CA24D34834,CAND_F55FD1D96FA1EAC5,0.5,0.5,total_beta,1.0,3,1.0,general
PAIR_B0AFECD8F469,TORUS_T2_9,torus,CAND_C883D2CA24D34834,CAND_51A217389B3FC711,1.0,1.0,total_beta,1.0,3,1.0,general
PAIR_88F3A35DDA60,TWIST_4_1,twist,CAND_AA958D9F24B0C039,CAND_C236BF61159DE225,-1.0,-1.0,total_beta,1.0,3,1.0,general
PAIR_A0A6156783A4,TWIST_4_1,twist,CAND_AA958D9F24B0C039,CAND_420975F0BF58FB2D,-0.5,-0.5,total_beta,1.0,3,1.0,general
PAIR_329A1732814E,TWIST_4_1,twist,CAND_AA958D9F24B0C039,CAND_88C811B20EEFB00C,0.5,0.5,total_beta,1.0,3,1.0,general
PAIR_EE16F6D26EBB,TWIST_4_1,twist,CAND_AA958D9F24B0C039,CAND_CCF8DF4FA273294C,1.0,1.0,total_beta,1.0,3,1.0,general
PAIR_31CBAEF71DAB,TWIST_5_2,twist,CAND_90AD92BB56EED035,CAND_2B7CFDDD531CD73F,-1.0,-1.0,total_beta,1.0,3,1.0,general
PAIR_F496889ECF4E,TWIST_5_2,twist,CAND_90AD92BB56EED035,CAND_FF8F3A46CE5CF327,-0.5,-0.5,total_beta,1.0,3,1.0,general
PAIR_1293D960CB2F,TWIST_5_2,twist,CAND_90AD92BB56EED035,CAND_B7F7FE703C575EC8,0.5,0.5,total_beta,1.0,3,1.0,general
PAIR_765223A5B09C,TWIST_5_2,twist,CAND_90AD92BB56EED035,CAND_C3A80FFC4913982C,1.0,1.0,total_beta,1.0,3,1.0,general
PAIR_78E98C181DA4,TWIST_7_2,twist,CAND_D26E6A438DCEA768,CAND_00BC591053439774,-1.0,-1.0,total_beta,1.0,3,1.0,general
PAIR_F44091DE70C3,TWIST_7_2,twist,CAND_D26E6A438DCEA768,CAND_C6A20751293D17C4,-0.5,-0.5,total_beta,1.0,3,1.0,general
PAIR_C5B6F581E715,TWIST_7_2,twist,CAND_D26E6A438DCEA768,CAND_16972C5DEFB2889E,0.5,0.5,total_beta,1.0,3,1.0,general
PAIR_5E8A4534B311,TWIST_7_2,twist,CAND_D26E6A438DCEA768,CAND_F9D44FDA8A66B262,1.0,1.0,total_beta,1.0,3,1.0,general
PAIR_F224D6B2F396,TRIPLE_GEAR_T3_3,triple_gear,CAND_65A32DABF9CF5F57,CAND_4C2ABE9E1C1A64ED,-1.0,-1.0,total_beta,1.0,3,1.0,general
PAIR_B63C026DDD37,TRIPLE_GEAR_T3_3,triple_gear,CAND_65A32DABF9CF5F57,CAND_F6DB773A70412C1C,-0.5,-0.5,total_beta,1.0,3,1.0,general
PAIR_8D646A4F4251,TRIPLE_GEAR_T3_3,triple_gear,CAND_65A32DABF9CF5F57,CAND_A8E62CA5702CD288,0.5,0.5,total_beta,1.0,3,1.0,general
PAIR_27E7BB713417,TRIPLE_GEAR_T3_3,triple_gear,CAND_65A32DABF9CF5F57,CAND_CCFCCBDBDC1B8D45,1.0,1.0,total_beta,1.0,3,1.0,general
