group_id,dimension,members,classification,branch_sign,omega_rad_s,omega_hat,sigma_s^-1,sigma_hat,fourier_m,circularity_eigs
0,1,0,oscillatory,-1,-2.415701767769194e+19,-0.062232761864268946,-512.0,-1.319002804883903e-18,-7,-0.997940589262
1,1,1,oscillatory,1,2.415701767769194e+19,0.062232761864268946,-512.0,-1.319002804883903e-18,-7,0.997940589262
2,2,2;4,oscillatory,-1,-2.235555424448118e+19,-0.05759187256485336,-1408.0,-3.6272577134307336e-18,-7;7,-0.997331851006;-0.997331851006
3,2,3;5,oscillatory,1,2.235555424448118e+19,0.05759187256485336,-1408.0,-3.6272577134307336e-18,-7;7,0.997331851006;0.997331851006
4,2,6;8,oscillatory,-1,-1.7459879711915198e+19,-0.044979746704983795,-1536.0,-3.957008414651709e-18,-6,-0.994388304936;-0.994388304936
5,2,7;9,oscillatory,1,1.7459879711915198e+19,0.044979746704983795,-1536.0,-3.957008414651709e-18,6,0.994388304936;0.994388304936
6,2,10;12,oscillatory,-1,-1.082086371425809e+19,-0.027876464043697015,-1280.0,-3.297507012209758e-18,5,-0.981066569895;-0.981066569895
7,2,11;13,oscillatory,1,1.082086371425809e+19,0.027876464043697015,-1280.0,-3.297507012209758e-18,-5,0.981066569895;0.981066569895
8,1,14,oscillatory,-1,-47988815534.58443,-1.2362769979135368e-10,-876.9126604964122,-2.2590825367831514e-18,0,-3.61338520814e-08
9,1,15,oscillatory,1,47988815534.58443,1.2362769979135368e-10,-876.9126604964122,-2.2590825367831514e-18,0,3.61338520814e-08
10,2,16;18,oscillatory,-1,-4.019844391880501e+18,-0.01035583208610783,1968.0,5.069917031272503e-18,-4,-0.861875394035;-0.861875394035
11,2,17;19,oscillatory,1,4.019844391880501e+18,0.01035583208610783,1968.0,5.069917031272503e-18,4,0.861875394035;0.861875394035
12,2,20;21,real_dominant,-1,-0.0,-0.0,-2.44015762500402e+18,-0.00628627881199052,-3,-6.86024530104e-17;6.86024530104e-17
13,2,22;23,real_dominant,-1,-0.0,-0.0,-1.8207637739820756e+18,-0.004690610400221404,0,-1.17786249339e-16;1.17786249339e-16
14,2,24;25,real_dominant,-1,-0.0,-0.0,-1.6798594433491656e+18,-0.004327615854664573,-3;-1,-1.23131974501e-17;1.23131974501e-17
15,2,26;27,real_dominant,1,-0.0,-0.0,2.4401576250040177e+18,0.006286278811990513,-3,-1.03377015342e-16;1.03377015342e-16
16,2,28;29,real_dominant,1,-0.0,-0.0,1.6798594433491653e+18,0.0043276158546645726,-3;-1,-8.07947218285e-17;8.07947218285e-17
17,2,30;31,real_dominant,1,-0.0,-0.0,1.8207637739820744e+18,0.004690610400221401,0,-1.13174148402e-16;1.13174148402e-16
