blind_id,source,topology_class,components,status,component_count,core_radius_norm,thickness_norm,core_clearance_radii,shape_velocity_ratio,normalized_growth,jacobian_convergence,nearest_self_distance,nearest_inter_distance,nearest_relevant_rate,TBK_block_diagonal_growth_penalty,ringdown_max_recurrence,ringdown_core_event,linking_drift_max,rpo_found,floquet_valid,floquet_rho_non
B01,knotplot:link_0.2.1,unlink,2,FAIL,2,0.15009361040373867,0.16677067822637628,2.732655085970953,0.10172815951950454,0.24191597533020492,0.005506708215105161,0.275609225792785,0.9462280180564955,4.644749897760925e-13,4.785575228949303e-10,0.006731785346227385,False,8.167887392133793e-11,False,False,nan
B02,fremlin:8_13:knot.8_13d,knot,1,FAIL,1,0.01360722726133362,0.015119141401481798,1.1111111111111112,0.8937393829427815,0.9999999999999927,0.2720244064487706,2.260590415895887e-14,inf,-0.4669262952859142,-0.012714156060990581,0.08809961025741407,True,0.0,False,False,nan
B03,fremlin:15331:knot.15331,knot,1,FAIL,1,0.022795023229253787,0.025327803588059764,1.1111111111111112,0.5027737903308521,0.04069542228297703,0.3053916772729713,3.0190169694476038e-16,inf,7.195881968382244e-15,-0.0015865940348568852,5.377068997966699e-16,True,0.0,False,False,nan
B04,fremlin:6_3:knot.6_3d,knot,1,FAIL,1,0.03286939406510012,0.03652154896122236,1.1111111111111112,0.5349737607564518,0.553054506381316,0.10386086540571517,2.6598097442811627e-14,inf,-0.9014928184663075,0.008320733193642484,0.09204794975160534,True,0.0,False,False,nan
B05,fremlin:8_10:knot.8_10s,knot,1,FAIL,1,0.05537825946013174,0.061531399400146375,1.1111111111111112,0.33770110559614697,0.39644591879220786,0.055417400861318626,0.12306279880029275,inf,-1.2394814738459948e-13,-0.016694880585611856,0.03017902720814885,True,0.0,False,False,nan
B06,fremlin:5_1:knot.5_1,knot,1,FAIL,1,0.10758236795435988,0.1195359643937332,1.111111111111111,0.3349000304752168,0.3543253410523761,0.006645565320293903,0.2390719287874664,inf,0.3813677626664304,9.950267619594575e-13,0.04545061762304796,True,0.0,False,False,nan
B07,knotplot:link_7.2.5,link,2,FAIL,2,0.07798654553175059,0.08665171725750066,1.111135987970289,0.5466129517211723,0.06353248570499108,0.10284497145867795,0.17330731463562324,0.17330791080096467,1.136512256980165,0.019239530307919674,2.1413357044209684e-16,True,0.0,False,False,nan
B08,fremlin:8_18:knot.8_18z,knot,1,FAIL,1,0.06783074784354542,0.07536749760393936,1.1111111111111112,0.23263895387121197,0.24765225021968126,0.013515705365205329,0.15073499520787872,inf,0.0572608614808259,-0.10078684618446578,0.039699561692603344,True,0.0,False,False,nan
B09,knotplot:link_0.3.1,unlink,3,FAIL,3,0.16038893520997252,0.17820992801108057,1.657340816330975,0.25233753186946556,0.175793902808962,0.01726324923158558,0.18883744341641753,1.4211230814899205,3.799598766824827e-08,0.00022261144480347406,0.008986441988156546,False,1.485662091895438e-09,False,False,nan
B10,knotplot:knot_0.1,unknot,1,FAIL,1,0.8961665689362821,0.9957406321514245,0.9127040177198127,0.00011373873071434616,0.31946323096208085,0.006843011886391768,0.5344484782590074,inf,0.0,-0.014555744902704466,0.0013694112421886585,False,0.0,False,False,nan
B100,fremlin:8_15:knot.8_15d,knot,1,FAIL,1,0.035177756790439635,0.039086396433821814,1.111111111111111,0.68106442267853,1.0,0.07128612560426088,3.3644791662924058e-15,inf,0.6044806878497698,0.07075665797808578,9.963575394477024e-17,True,0.0,False,False,nan
B101,fremlin:3_1:knot.3_1u,knot,1,FAIL,1,0.1275946191206882,0.1417717990229869,1.1111111111111112,0.49059040251074837,0.7362352793503504,0.0032590304094459264,0.2835435980459738,inf,0.15189622275660325,0.06942804904497482,0.10404432221860917,True,0.0,False,False,nan
B102,knotplot:torus_2.9,torus_knot,1,FAIL,1,0.07035615127844756,0.0781735014204973,1.111134572772841,0.340752371233061,0.29797831475061026,0.00931373766356429,0.1563503041854384,inf,0.2445843632872411,4.3411908194960003e-07,0.07653705559856752,True,0.0,False,False,nan
B103,fremlin:8_21:knot.8_21p,knot,1,FAIL,1,0.017171562471454977,0.019079513857172197,1.1111111111111112,0.8340914716858034,0.872530225510994,0.19138448617827858,0.0025689500449962432,inf,2.4785284523242283e-12,0.018893939362811477,0.09706394083498883,True,0.0,False,False,nan
B104,fremlin:6_3:knot.6_3z,knot,1,FAIL,1,0.07745252593800307,0.08605836215333675,1.1111111111111112,0.3236157632629811,0.7961552408744523,0.0030909191083144825,0.1721167243066735,inf,-0.5976681960276674,-0.3212450859072338,0.04907723950216208,True,0.0,False,False,nan
B105,fremlin:3_1:knot.3_1p,knot,1,FAIL,1,0.14556789391802796,0.1617421043533644,1.111111111111111,0.30449435618623155,0.2618356592786343,0.0018731748116053214,0.3234842087067288,inf,-0.03542333468924019,-0.024564566749396242,0.05164554814141198,False,0.0,False,False,nan
B106,fremlin:8_5:knot.8_5,knot,1,FAIL,1,0.05129680712470989,0.05699645236078876,1.1111111111111112,0.44613881739517863,0.42945411899571284,0.015805350139318004,0.14114846035281947,inf,-0.0037145894216892295,0.005243437653557222,0.3699236019640808,True,0.0,False,False,nan
B107,fremlin:8_1:knot.8_1,knot,1,FAIL,1,0.062132048494782405,0.06903560943864712,1.1111111111111112,0.5916349750114019,0.471327222466161,0.014602973597247436,0.13807121887729423,inf,-5.5309155869563023e-14,-0.04534432120163759,0.01946940938836172,True,0.0,False,False,nan
B108,fremlin:10_1:knot.10_1,knot,1,FAIL,1,0.021989798997668716,0.024433109997409684,1.1111111111111112,0.6088550045279882,0.8280899238707443,0.06626966554727114,0.007982968572160989,inf,0.27770118337958083,-0.04250636981105563,0.08806802781489027,True,0.0,False,False,nan
B109,fremlin:7_5:knot.7_5d,knot,1,FAIL,1,0.0124445135606291,0.013827237289587888,1.111111111111111,0.893145306676069,0.4357959265022318,0.3121687620397432,1.2635251361218763e-15,inf,0.3080510709163729,-0.006699428939638339,2.6668178090525457e-16,True,0.0,False,False,nan
B11,fremlin:8_21:knot.8_21r,knot,1,FAIL,1,0.029218535263423488,0.032465039181581654,1.1111111111111112,0.5395081917304385,1.0,0.0173784808267463,0.024952344498917048,inf,0.09320718208705758,-0.247515037675821,1.6999696794108088e-16,True,0.0,False,False,nan
B110,fremlin:8_11:knot.8_11,knot,1,FAIL,1,0.04959845652485963,0.05510939613873292,1.1111111111111112,0.4416212919958693,0.3352967926386027,0.012301827731896666,0.12075551056530365,inf,-0.027056858782928433,0.06077229380918397,0.051626891676359636,True,0.0,False,False,nan
B111,knotplot:torus_2.4,torus_link,2,FAIL,2,0.140002663880359,0.1555585154226211,1.111156582953388,0.3284647749412628,0.16305897315002846,0.02706064963304775,0.26662118501839754,0.31112976320334285,-0.21219726464075606,-0.010466632525689147,0.050588392548370824,True,3.4172055829007064e-05,False,False,nan
B112,knotplot:link_5.2.1,link,2,FAIL,2,0.10848699089561362,0.12054110099512624,1.1111194146650154,0.40721277197558514,0.05120227811510423,0.08294285492816046,0.2232698024732624,0.2410840036454061,0.1749602743035769,-0.00577725743256336,0.03784438473126787,True,1.6745749686321804e-05,False,False,nan
B113,fremlin:8_8:knot.8_8d,knot,1,FAIL,1,0.02231611583956892,0.02479568426618769,1.1111111111111112,0.9352861541091263,0.34466713725903986,0.1626697321590031,1.0976243856544327e-14,inf,-0.07067311654785606,-0.0017994891011588125,6.878289362472501e-16,True,0.0,False,False,nan
B114,fremlin:8_15:knot.8_15,knot,1,FAIL,1,0.02295560362853939,0.025506226253932653,1.111111111111111,0.502322377714594,1.0,0.07730029182640974,0.006042941798145036,inf,0.057897455197489345,-0.009630348937866792,2.3259106615030963e-16,True,0.0,False,False,nan
