stage,family,candidate,file,n,sha256_geometry,length,rg,mean_turn,max_turn,min_nonlocal_point_distance
probe,power,power__6,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.1\out\probe\power__6_i00100.txt,300,fb7055340349a82ef5081989b8f8adcf548518c08f0bcddd9802a92281b39281,317.9829742695526,24.267843539613494,0.04907960477897519,0.07409212030560183,4.21664614253615
probe,power,power__7,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.1\out\probe\power__7_i00100.txt,300,332c28aedebcdc2169cb21563ff73ebb2e0c77426318c37205556c475fbc3207,316.75525496208706,24.19928164727695,0.048954077950851674,0.06497440822681597,4.196416412865387
probe,tinc,tinc__15,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.1\out\probe\tinc__15_i00100.txt,300,b88150ba98895b57ab1647d84fda66b10477c3e668b54b55e1db0acea55b971f,321.498686910385,24.430057529801747,0.06281879173712956,0.15761539094884405,4.245776993906652
probe,tinc,tinc__30,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.1\out\probe\tinc__30_i00100.txt,300,4675772d98c6080dd1e988f5e7e355bfade432491e9d61642e0821f7aa67f030,322.76525346530116,24.513374327996384,0.05655982067850849,0.1376560378181437,4.271269763336775
probe,tinc,tinc__3p75,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.1\out\probe\tinc__3p75_i00100.txt,300,0887512b748bcd2ebec1ad9a6659ba7d733490595950ca5bd9a3a10b36bb7bc2,320.4003410713799,24.361837742062573,0.06330056149954312,0.18060289012599817,4.220477585073756
probe,tinc,tinc__60,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.1\out\probe\tinc__60_i00100.txt,300,387e229156583643713a4016ff9cdc24de87fe991e4e1a906f423f4c9d3805ac,324.68964935153747,24.633423828700753,0.054194476724288176,0.09989910282513347,4.169194478469913
probe,tinc,tinc__7p5,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.1\out\probe\tinc__7p5_i00100.txt,300,ad77da49dac05c5ef54ad8d0c045aa63219fe8b5b8337a2138edf7cbeae6648e,320.7859559694709,24.38517447384837,0.06467274057283805,0.16669294463503856,4.22993620412897
probe,bencon,bencon__0p25,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.1\out\probe\bencon__0p25_i00100.txt,300,0f546eace7f798dea1cd9875a892903efe5141dc10bb48376189466ec7f57a2b,321.499480291855,24.430076045198557,0.0628324022030729,0.15767458100596243,4.2457616397504
probe,bencon,bencon__0p5,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.1\out\probe\bencon__0p5_i00100.txt,300,0b7d8e413a1cbd6d0e53ef5456e6338e3c2cb6d3689bd8660d2409c0f055b0b9,321.5002776129706,24.430094644472447,0.0628461049771163,0.15773570092684544,4.245746407712312
probe,bencon,bencon__1,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.1\out\probe\bencon__1_i00100.txt,300,d5a8c5a3760a4585677865439dc55c6fb774b6cacf0390d745557958b0115bf0,321.5019237797923,24.43013308787947,0.06287425105265075,0.15786294704453305,4.245713646088487
probe,bencon,bencon__2,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.1\out\probe\bencon__2_i00100.txt,300,ba7de3260f8ca738ef04266b134c9bf1e7e3fef0bb01a8e7de8d425cb732e0ff,321.505289541411,24.430211496872534,0.06293206548107465,0.1581182398643507,4.245648909378636
probe,bencon,bencon__4,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.1\out\probe\bencon__4_i00100.txt,300,4bb6a43cc7dfd6ca467394c86f7714363a5ad5083f5a9e0dcacfe3bd31cdb41b,321.5125786574205,24.430381143711774,0.06305698718177527,0.1586934403760983,4.245500712237132
probe,bangle,bangle__10,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.1\out\probe\bangle__10_i00100.txt,300,d5a8c5a3760a4585677865439dc55c6fb774b6cacf0390d745557958b0115bf0,321.5019237797923,24.43013308787947,0.06287425105265075,0.15786294704453305,4.245713646088487
probe,bangle,bangle__20,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.1\out\probe\bangle__20_i00100.txt,300,d5a8c5a3760a4585677865439dc55c6fb774b6cacf0390d745557958b0115bf0,321.5019237797923,24.43013308787947,0.06287425105265075,0.15786294704453305,4.245713646088487
probe,bangle,bangle__30,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.1\out\probe\bangle__30_i00100.txt,300,d5a8c5a3760a4585677865439dc55c6fb774b6cacf0390d745557958b0115bf0,321.5019237797923,24.43013308787947,0.06287425105265075,0.15786294704453305,4.245713646088487
probe,bangle,bangle__45,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.1\out\probe\bangle__45_i00100.txt,300,d5a8c5a3760a4585677865439dc55c6fb774b6cacf0390d745557958b0115bf0,321.5019237797923,24.43013308787947,0.06287425105265075,0.15786294704453305,4.245713646088487
probe,bangle,bangle__60,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.1\out\probe\bangle__60_i00100.txt,300,d5a8c5a3760a4585677865439dc55c6fb774b6cacf0390d745557958b0115bf0,321.5019237797923,24.43013308787947,0.06287425105265075,0.15786294704453305,4.245713646088487
probe,close,close__0p03,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.1\out\probe\close__0p03_i00100.txt,300,b88150ba98895b57ab1647d84fda66b10477c3e668b54b55e1db0acea55b971f,321.498686910385,24.430057529801747,0.06281879173712956,0.15761539094884405,4.245776993906652
probe,close,close__0p06,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.1\out\probe\close__0p06_i00100.txt,300,b88150ba98895b57ab1647d84fda66b10477c3e668b54b55e1db0acea55b971f,321.498686910385,24.430057529801747,0.06281879173712956,0.15761539094884405,4.245776993906652
probe,close,close__0p12,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.1\out\probe\close__0p12_i00100.txt,300,b88150ba98895b57ab1647d84fda66b10477c3e668b54b55e1db0acea55b971f,321.498686910385,24.430057529801747,0.06281879173712956,0.15761539094884405,4.245776993906652
probe,close,close__0p24,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.1\out\probe\close__0p24_i00100.txt,300,b88150ba98895b57ab1647d84fda66b10477c3e668b54b55e1db0acea55b971f,321.498686910385,24.430057529801747,0.06281879173712956,0.15761539094884405,4.245776993906652
probe,close,close__0p48,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.1\out\probe\close__0p48_i00100.txt,300,b88150ba98895b57ab1647d84fda66b10477c3e668b54b55e1db0acea55b971f,321.498686910385,24.430057529801747,0.06281879173712956,0.15761539094884405,4.245776993906652
probe,max-dr,max-dr__0p025,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.1\out\probe\max-dr__0p025_i00100.txt,300,b88150ba98895b57ab1647d84fda66b10477c3e668b54b55e1db0acea55b971f,321.498686910385,24.430057529801747,0.06281879173712956,0.15761539094884405,4.245776993906652
probe,max-dr,max-dr__0p05,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.1\out\probe\max-dr__0p05_i00100.txt,300,b88150ba98895b57ab1647d84fda66b10477c3e668b54b55e1db0acea55b971f,321.498686910385,24.430057529801747,0.06281879173712956,0.15761539094884405,4.245776993906652
probe,max-dr,max-dr__0p1,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.1\out\probe\max-dr__0p1_i00100.txt,300,b88150ba98895b57ab1647d84fda66b10477c3e668b54b55e1db0acea55b971f,321.498686910385,24.430057529801747,0.06281879173712956,0.15761539094884405,4.245776993906652
probe,max-dr,max-dr__0p2,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.1\out\probe\max-dr__0p2_i00100.txt,300,b88150ba98895b57ab1647d84fda66b10477c3e668b54b55e1db0acea55b971f,321.498686910385,24.430057529801747,0.06281879173712956,0.15761539094884405,4.245776993906652
probe,max-dr,max-dr__0p4,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.1\out\probe\max-dr__0p4_i00100.txt,300,b88150ba98895b57ab1647d84fda66b10477c3e668b54b55e1db0acea55b971f,321.498686910385,24.430057529801747,0.06281879173712956,0.15761539094884405,4.245776993906652
probe,dstep,dstep__1,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.1\out\probe\dstep__1_i00100.txt,300,b88150ba98895b57ab1647d84fda66b10477c3e668b54b55e1db0acea55b971f,321.498686910385,24.430057529801747,0.06281879173712956,0.15761539094884405,4.245776993906652
probe,dstep,dstep__2,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.1\out\probe\dstep__2_i00100.txt,300,b88150ba98895b57ab1647d84fda66b10477c3e668b54b55e1db0acea55b971f,321.498686910385,24.430057529801747,0.06281879173712956,0.15761539094884405,4.245776993906652
probe,dstep,dstep__4,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.1\out\probe\dstep__4_i00100.txt,300,b88150ba98895b57ab1647d84fda66b10477c3e668b54b55e1db0acea55b971f,321.498686910385,24.430057529801747,0.06281879173712956,0.15761539094884405,4.245776993906652
probe,dstep,dstep__8,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.1\out\probe\dstep__8_i00100.txt,300,b88150ba98895b57ab1647d84fda66b10477c3e668b54b55e1db0acea55b971f,321.498686910385,24.430057529801747,0.06281879173712956,0.15761539094884405,4.245776993906652
probe,thermalforce,thermalforce__off,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.1\out\probe\thermalforce__off_i00100.txt,300,b88150ba98895b57ab1647d84fda66b10477c3e668b54b55e1db0acea55b971f,321.498686910385,24.430057529801747,0.06281879173712956,0.15761539094884405,4.245776993906652
probe,thermalforce,thermalforce__on,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.1\out\probe\thermalforce__on_i00100.txt,300,bb378bd42fb26aa649652d59c4a5b614ca8e2b66e27eeff5d8b69867733f6659,321.5334348373892,24.430374035666148,0.06648599160646192,0.17456542656214102,4.229039157117136
probe,thfstrength,thfstrength__0p0025,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.1\out\probe\thfstrength__0p0025_i00100.txt,300,aeaf2efd1936ff91fe7732095a85e1f661d6040f468afaa7e87ccf25cce8ff43,321.5114041199183,24.430144365946536,0.06346557212822161,0.16601315671316808,4.243074687594128
probe,thfstrength,thfstrength__0p005,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.1\out\probe\thfstrength__0p005_i00100.txt,300,d5a44f4e7322898a8724ebca995a27b77b48d7eb9d81ca0251d42527c7f8be68,321.5033079029765,24.42964456275271,0.06411283791156829,0.165965916624779,4.240766719197957
probe,thfstrength,thfstrength__0p01,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.1\out\probe\thfstrength__0p01_i00100.txt,300,fa9370ed1204a658c9f835fc26344c811429caeef2f6329e72c27477a3616ca6,321.5661201072535,24.427327318290523,0.06898341457984711,0.1904833269067918,4.231605644386655
probe,thfstrength,thfstrength__0p02,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.1\out\probe\thfstrength__0p02_i00100.txt,300,2974cc585f0da2421846cae93bf2609bc9582d88c559352c572be7cb3f1b2625,321.68552054459263,24.42992470816993,0.07574104528236485,0.22971168784410811,4.220318639128212
probe,thfstrength,thfstrength__0p04,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.1\out\probe\thfstrength__0p04_i00100.txt,300,100b24b806d3e851e2c81715b57ed77491451fa776d588529ccf16c5ea12036a,322.19673481981613,24.434347122168237,0.0994863335303869,0.2503719261556063,4.196432185882312
probe,amechforce,amechforce__off,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.1\out\probe\amechforce__off_i00100.txt,300,b88150ba98895b57ab1647d84fda66b10477c3e668b54b55e1db0acea55b971f,321.498686910385,24.430057529801747,0.06281879173712956,0.15761539094884405,4.245776993906652
probe,amechforce,amechforce__on,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.1\out\probe\amechforce__on_i00100.txt,300,7e0f1f9d15870d2ea697aae6c312e73f736aef1b787d290d29d588e206def7de,325.61651513590334,24.477944405698864,0.13408871687061158,0.28800621256756376,4.2170621632050915
probe,aelecforce,aelecforce__off,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.1\out\probe\aelecforce__off_i00100.txt,300,b88150ba98895b57ab1647d84fda66b10477c3e668b54b55e1db0acea55b971f,321.498686910385,24.430057529801747,0.06281879173712956,0.15761539094884405,4.245776993906652
probe,aelecforce,aelecforce__on,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.1\out\probe\aelecforce__on_i00100.txt,300,b88150ba98895b57ab1647d84fda66b10477c3e668b54b55e1db0acea55b971f,321.498686910385,24.430057529801747,0.06281879173712956,0.15761539094884405,4.245776993906652
probe,amfpower,amfpower__1,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.1\out\probe\amfpower__1_i00100.txt,300,aa0670589bac73cf2330853f762dc5fab6a62bec4863abe30ec480a41233bf0c,362.35915365040387,24.542129504185386,0.42150954214368136,0.6835190914654271,3.9792171634966085
probe,amfpower,amfpower__1p5,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.1\out\probe\amfpower__1p5_i00100.txt,300,5006448638c57d72c62cdf88bb79c776dd4207d9d7979950f021a9e3c8dfc6f9,333.4295193485597,24.50675172923591,0.22399789617897156,0.42241011411013124,4.164578452699986
probe,amfpower,amfpower__2,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.1\out\probe\amfpower__2_i00100.txt,300,7e0f1f9d15870d2ea697aae6c312e73f736aef1b787d290d29d588e206def7de,325.61651513590334,24.477944405698864,0.13408871687061158,0.28800621256756376,4.2170621632050915
probe,amfpower,amfpower__3,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.1\out\probe\amfpower__3_i00100.txt,300,bc5914637e52c22da28e6fb7c30ef82cacca218bd736df7ec9ec7aa30af26e82,322.364960334991,24.446732534232826,0.07982637939092264,0.19216615243345533,4.240461615936878
probe,amfpower,amfpower__4,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.1\out\probe\amfpower__4_i00100.txt,300,e8cc437df731b02e8b9609924b386570dd121d774049081446e6bf90679b71bc,321.75119209848407,24.435651651225825,0.06761928149189238,0.16812803154812153,4.244370879448332
probe,aelmag,aelmag__0p025,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.1\out\probe\aelmag__0p025_i00100.txt,300,b88150ba98895b57ab1647d84fda66b10477c3e668b54b55e1db0acea55b971f,321.498686910385,24.430057529801747,0.06281879173712956,0.15761539094884405,4.245776993906652
probe,aelmag,aelmag__0p05,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.1\out\probe\aelmag__0p05_i00100.txt,300,b88150ba98895b57ab1647d84fda66b10477c3e668b54b55e1db0acea55b971f,321.498686910385,24.430057529801747,0.06281879173712956,0.15761539094884405,4.245776993906652
probe,aelmag,aelmag__0p1,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.1\out\probe\aelmag__0p1_i00100.txt,300,b88150ba98895b57ab1647d84fda66b10477c3e668b54b55e1db0acea55b971f,321.498686910385,24.430057529801747,0.06281879173712956,0.15761539094884405,4.245776993906652
probe,aelmag,aelmag__0p2,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.1\out\probe\aelmag__0p2_i00100.txt,300,b88150ba98895b57ab1647d84fda66b10477c3e668b54b55e1db0acea55b971f,321.498686910385,24.430057529801747,0.06281879173712956,0.15761539094884405,4.245776993906652
probe,aelmag,aelmag__0p4,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.1\out\probe\aelmag__0p4_i00100.txt,300,b88150ba98895b57ab1647d84fda66b10477c3e668b54b55e1db0acea55b971f,321.498686910385,24.430057529801747,0.06281879173712956,0.15761539094884405,4.245776993906652
probe,extforce,extforce__off,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.1\out\probe\extforce__off_i00100.txt,300,b88150ba98895b57ab1647d84fda66b10477c3e668b54b55e1db0acea55b971f,321.498686910385,24.430057529801747,0.06281879173712956,0.15761539094884405,4.245776993906652
probe,extforce,extforce__on,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.1\out\probe\extforce__on_i00100.txt,300,b88150ba98895b57ab1647d84fda66b10477c3e668b54b55e1db0acea55b971f,321.498686910385,24.430057529801747,0.06281879173712956,0.15761539094884405,4.245776993906652
probe,velforce,velforce__off,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.1\out\probe\velforce__off_i00100.txt,300,b88150ba98895b57ab1647d84fda66b10477c3e668b54b55e1db0acea55b971f,321.498686910385,24.430057529801747,0.06281879173712956,0.15761539094884405,4.245776993906652
probe,velforce,velforce__on,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.1\out\probe\velforce__on_i00100.txt,300,b88150ba98895b57ab1647d84fda66b10477c3e668b54b55e1db0acea55b971f,321.498686910385,24.430057529801747,0.06281879173712956,0.15761539094884405,4.245776993906652
