candidate_id,stratum_token,geometry_sha256,n_points,length,segment_cv,curvature_mean,curvature_rms,curvature_max,min_nonlocal_distance_proxy,geometry_to_qgi_phase_coupling_used
QG-171A086D0C3BAA7A,S-1034B2DDED,3f09d5988ae9979bc0a6067c64411e2657853cb0fd6698f063c26e3af075db3d,512,63.60298053160746,6.909230982228516e-05,0.27694288913964404,0.28749387367557433,0.43309921004779384,1.2300443367295748,False
QG-50A0BEF5E1549236,S-1034B2DDED,fa3f2964a7fb08a2dee17fbea9b7b0f23f175194deaccd07ccbc34afb2e5fbd6,512,65.70900544472973,7.086450820654254e-05,0.27036074657926346,0.284930834848218,0.45552063608444626,1.2684045798329073,False
QG-EE46785835C3E3D4,S-1034B2DDED,947726609a5edcf38e04dbb2339248f9fca77bd14123ae24b86064511d9a1219,512,67.93992054529852,8.034353763704293e-05,0.2632937544044984,0.2823690861314029,0.47954462134156356,1.3087688652155174,False
QG-68ED0D927B526220,S-1034B2DDED,d63f89d248bdae9f9d85844e4cd8575f94bb811b2478f0b6ee745bf98484c870,512,70.28274169486528,9.19526608738796e-05,0.2559607167642312,0.2798939675508173,0.5152708042730655,1.3506336424342467,False
QG-8AA515848900CB02,S-1034B2DDED,e1cab5733adf8d1c4543cbd7b5c380f0fc0c4921e1856c6907387953ddafec72,512,64.93117436896095,6.771300496869671e-05,0.28283041391958885,0.2907702380044382,0.42162915445783206,1.2555729229486594,False
QG-51C22B89651B565F,S-1034B2DDED,523d6f99aaadfadc0198c1ebae9e5745f9afab741f6520f0a33fbab4d2efca66,512,67.0244503044778,7.732670934435842e-05,0.2755695257585754,0.28699933940993705,0.4446132834122932,1.2940810704119015,False
QG-B89A2F5F0F137E03,S-1034B2DDED,419ec26eb7d574054a0d2820c6439fd03a9974e545db6a32699026639df4e634,512,69.24233367260958,7.705564404612309e-05,0.2679205013349814,0.283342359595791,0.4632559202800799,1.3341777660402752,False
QG-FEF63C483EE7B53B,S-1034B2DDED,eb97a889f0d7de82036de3af7e4b8eca61d6e475694c7140e1797f5dad7d921a,512,71.56917104770868,9.022312927615875e-05,0.2601000694361891,0.2799162928855965,0.4976921794043143,1.3760661717739697,False
QG-79812CB351B6593B,S-1034B2DDED,9132f1b81fcab80a01cda94d4f4e204f709a93a96feb59b38f5aba65f02307cd,512,66.37439436256037,6.494165172555203e-05,0.2880515178390134,0.2942921205953687,0.42379391036257036,1.283386966213646,False
QG-9963123A9B9E7320,S-1034B2DDED,2cd87e4e8c2f8124604981e9c182432d01c7d8b4bb8511cff6b2c6eae5a2aa81,512,68.45284223345526,7.474736973048754e-05,0.28015699496882124,0.289136651616757,0.43544879267057984,1.321586479461399,False
QG-BE3D10EFEEB6E19B,S-1034B2DDED,ad9898c514bf8bcd0afd31b87be37d94cd024476dcf8623f4311d32fe32777de,512,70.65348478188699,8.324318672518065e-05,0.2719862243280472,0.28435339247562824,0.45405290531610965,1.3618391211017598,False
QG-DB26B2E93DDC875F,S-1034B2DDED,76f0f9529d76d488240011355d71db8b51b8ca6f0f5bb2c7121bec6912cab9f1,512,72.96261464344109,8.427332132782826e-05,0.26372828572253704,0.2799630352744095,0.47238742968340297,1.4033760979431196,False
QG-9248BFEA71996DDF,S-1034B2DDED,dfa421292b6246d97b4918b44b699ee317c55456940ad52b5f902529d684e20b,512,67.92406852645463,7.394082282859886e-05,0.29250130568698496,0.29797111890265676,0.41346107540404137,1.3130814633598085,False
QG-C71B8F98E9221F32,S-1034B2DDED,882bef6eb4d359946b55a12b89a2c97530db9df161f803f79b39647eb4259db9,512,69.98900238798714,7.346105975015794e-05,0.2840209995459006,0.29134526741746697,0.4249636906013935,1.351230854369842,False
QG-5BED605C7DEAEF88,S-1034B2DDED,d6ba9b0df4a40ffd8ee4e2785f83cea75bdb34eb4c7a0ff63076f7df43fe4eb9,512,72.16953751923388,8.361490282689921e-05,0.2753952637838465,0.28538984697501646,0.44412398607980974,1.3912856038945474,False
QG-4B6B5F112E493DC4,S-1034B2DDED,e0ea6158c948adb396c681a5eeeea556bc06c6bf42503b9b106ad8b87a46074b,512,74.45797488415863,8.778302640069932e-05,0.266765074086319,0.2800061105778258,0.45362158245018663,1.432753199399057,False
QG-150D6A20A3002998,S-1034B2DDED,76f6c7aa1d1730e74637ef05b34739f7346275a16ad64b7abc1e8d53e66f4843,512,65.80109311674896,6.333231171185125e-05,0.26056984380614245,0.2703918537562388,0.3999244935405707,1.2735326084561898,False
QG-6B4DDB2D40748991,S-1034B2DDED,4bee0f4d706b2aec30f7e54b0db7fa7959b4b113a5a702ba20c46822ba75a135,512,67.8444229485487,6.980978251518367e-05,0.2553625200590678,0.2687326112093143,0.4210752343218082,1.3108515018863598,False
QG-8CC9E5E7D4495B9B,S-1034B2DDED,1ee7d7d8a2d6eeb4e7f5ae7895290cc872d69f2e1a37227aac78e8a85b75ce7b,512,70.01474054223858,7.704510115660828e-05,0.24958312274919706,0.26694452698273513,0.4475258462991916,1.3502429314274351,False
QG-2FB39CB1524B2C9C,S-1034B2DDED,a205a23855bb5154a31b7c0dc0587fdc28ab3d3762b5fec38cbf264f28b68d7b,512,72.29985467843264,8.80833767540603e-05,0.24343624100432312,0.2651310774749987,0.47907183758820876,1.391329185264948,False
QG-3915D45B3589130D,S-1034B2DDED,14a859b2d0dddd60e8648e7ef29dd286f93a29aa7a5beca4d10af0ba3e609fc5,512,67.06873679041271,6.726340510495023e-05,0.266371911905881,0.27370978343363067,0.39288402569847936,1.2978675883960857,False
QG-3BBD3A9F548C29C4,S-1034B2DDED,3d92ff8830835590a842790a1408c475383660ee211b7f2633a88b7edb36ce64,512,69.10286459725728,7.261978443364113e-05,0.2605357458319537,0.2710198053453232,0.41475529738660116,1.335341464802157,False
QG-43F29684A318AAA2,S-1034B2DDED,156e6d0ec9f0e8aba77eb60eb7d8db3c8883fc6117915d97ff3b26b8e33b81ee,512,71.26353271652103,7.320886273936471e-05,0.2542052930509941,0.26829269005779727,0.4329594334133334,1.3745361874921433,False
QG-05BCEE3EEDAA48CC,S-1034B2DDED,029411ae6c1c41fecec9949ec905d2c577582d006528e092aede6d4250251d02,512,73.53504471565559,8.367183030931919e-05,0.24759196776874184,0.26563873479277716,0.4543911668387357,1.4155577731982527,False
QG-E649F4D9F266BD6D,S-1034B2DDED,62491975e03d5162b72a5110c9582d4887bbda1d4ac0919c2c223ba7506cf660,512,68.44939559192316,6.290668378320814e-05,0.27169155923229604,0.27731273172692317,0.3889429714125623,1.3244769193532937,False
QG-E99740D56DD29224,S-1034B2DDED,11ddf10ca4b9746b0b220014918bca12c9a9f0a46abb9b22d7d0da3006494ca6,512,70.47170598452452,7.250012878375838e-05,0.26525047107529504,0.2734540301744409,0.4018444581006829,1.3616580192791137,False
QG-51F784959329B0B3,S-1034B2DDED,f1ef841abf1a13cc4e85c65aed5f814509ad269d0cf19d8ce6d5b3c65e01311b,512,72.61847475804541,7.956619218941064e-05,0.2584079321602844,0.26971953747921223,0.4250091987832728,1.4010645454632618,False
QG-2B4A7CE6AB126BC5,S-1034B2DDED,816a9810d1e072632ced9580bb4ba457488d51540f066f9cd1bb037d89489e7f,512,74.87581801999829,7.972215520508588e-05,0.2513554748860956,0.2661854873382168,0.43889992516604676,1.4417402019736363,False
QG-C5A908898AB85146,S-1034B2DDED,5d3a69c4a183a6c07ff427513d7ac22b6361485f694981dd98163e846a636a03,512,69.93427536886271,7.140729363582302e-05,0.27640226842446225,0.2811499462093877,0.3903226528352921,1.3529142763894335,False
QG-F51A07D04843FC17,S-1034B2DDED,f79b0b59b5e12eafea58d6586bccea81497323f75591925bb91eb21500b69a3a,512,71.9467702264851,6.966451670250288e-05,0.26937954361836003,0.27597756958375624,0.3979587263139548,1.3901052298141767,False
QG-7106B0BBAC3444A9,S-1034B2DDED,2baeab4be89599e74adbfd4120424a3508a4d599205c7b9f362a34aaba731d91,512,74.07692817125586,7.953587500050597e-05,0.2620715831795162,0.27118545852635373,0.4178622656335603,1.4292376025496265,False
QG-7A9AA7C749A6DC1E,S-1034B2DDED,40dc1dad44190da11d65f82b04a8afe7618de263eca38e63bd9e0699e0d00655,512,76.31679338220451,8.48800228376101e-05,0.2546305374602459,0.26676884626463493,0.43059692733701893,1.470016998152944,False
QG-B57AF2CA1B48B082,S-1034B2DDED,960ffef47cac176a0200f1835aaf180f15128da4962f0262ee9e707221292a69,512,68.40158451852422,5.814116034997478e-05,0.24336877606361587,0.25257093784219203,0.3703654205694706,1.3248467759667228,False
QG-DD496C8DCA9231D4,S-1034B2DDED,6c18e2121de5b2dccdfc8f7a7f2fd1c0917301679cd898dfcce26960db098a93,512,70.37371608338385,6.477766071180592e-05,0.23947003420632493,0.2517065034773187,0.3855130279611646,1.3609988650842493,False
QG-3EE4E2B1D9ACF8CD,S-1034B2DDED,29237075c7b19856c96749a60fe81d22d09e64b3eaa70a20b24b029b0e947812,512,72.47603648178736,7.536029897240148e-05,0.2349396702184547,0.250643588564819,0.4093630611087554,1.399283967426756,False
QG-B2EC4EB87AB02B9B,S-1034B2DDED,196c77ad345695b44de72497fe3e55e7294d3f0fa77ecb9bbbdf5285eee010ad,512,74.69546091822015,8.35003145495461e-05,0.22996729814193875,0.24944585488713156,0.44008038529480903,1.4394005945007324,False
QG-7E1C53AA7FBAB902,S-1034B2DDED,17b580f48715f2c93482c1f46818a2c9fd04579a33272e89f4873d88ed71e564,512,69.60412982824951,6.726993803442772e-05,0.2489364610930117,0.25578007565268146,0.3616405345491752,1.3479511941471276,False
QG-C5EC29B673464CC4,S-1034B2DDED,165a57e5a0ac7c1f43f204fd9fce82aab0ab3f3147d77599b072fd5a218d1980,512,71.57117929488568,6.674311091499775e-05,0.24447748900928568,0.2540997961617759,0.3862818039885336,1.384257409002108,False
QG-8D19854B374BD04D,S-1034B2DDED,1d8aab37498d5089b0d4fe152da3c1353e4b426f27bc24f972f2fe9f3bb1f5fb,512,73.66644612207789,7.047779336054482e-05,0.2394488174575033,0.25224394756558444,0.3990067035981655,1.4223995226920694,False
QG-A2CFF7DAA1FBD857,S-1034B2DDED,45199a764ffe558e75b8d869c154b006f1230e36b830c200d4d1c789dc75d5c5,512,75.87446786238618,7.800957570529868e-05,0.23404719515161548,0.25035241486151705,0.4279933126177255,1.4623770007468933,False
QG-382A66DC81C0381E,S-1034B2DDED,e62e7aa1bd1bc487510a2f8e0b9c2390ba20c00616e0b6c5aa269f420a10325c,512,70.91714706748114,6.185380586434237e-05,0.2542143012535455,0.2593073510748681,0.3593841808541954,1.3732678186942175,False
QG-74FFB8194C8A211D,S-1034B2DDED,3d611cb9c6edc3bab195c9591f17a3471f0fde7d52d3c8930bcf16493eeeb222,512,72.87502586288566,7.075953168289846e-05,0.24920256353124381,0.25666804371014623,0.3731201670124275,1.4092870325020102,False
QG-594B91EAC1518DA8,S-1034B2DDED,5bbb8b3f8b4eabdd7d0c35b22e2491d4f1f508fc550b70123db943ff6f474ce0,512,74.95993078651986,7.483910742745465e-05,0.2436902315014807,0.2539754609978109,0.3939198885472407,1.4476779461355584,False
QG-5585BA6EFA05B43F,S-1034B2DDED,4bead267e056bc2cabb8e902e9066b938b84e886d07cb8b7776886db90c943a9,512,77.15747665431903,7.512105270066211e-05,0.23786421125366441,0.25131325891693346,0.412567711433242,1.4873922754286075,False
QG-BF487FE71546CC35,S-1034B2DDED,854af8c94a337ee77fcfe315ba4c9c58f1619d71f74a19df499dde683f44c640,512,72.33149743302337,6.881785196882696e-05,0.2590549003478056,0.26316948688506947,0.35934872284544633,1.4003037311020576,False
QG-3B3A9AC12BDA27DE,S-1034B2DDED,b09a491bef22d7453e167d648d51b9bba539590481f5ea18266da184e2c34fde,512,74.2832375404844,6.740686013154264e-05,0.25349021558859314,0.2594079317451526,0.3695831538312839,1.436427491199828,False
QG-080E8178AF771842,S-1034B2DDED,860e4dfe04e691b6c79d9270acc0ff2751c33f2764edac9b3d84090fc3349568,512,76.35481430210748,7.625223190280303e-05,0.24752294113141837,0.2557774661566841,0.38563128188486034,1.4744900587941745,False
QG-EC9FA7D9B7547989,S-1034B2DDED,41e5b62f5a0d498e6f56eac221419ea8599f710e3f34d00832b4c0cd94bacf8d,512,78.5382201012844,8.088979752546692e-05,0.24130763604567138,0.2523166358811752,0.4013374804556817,1.514451008616287,False
QG-A959012DBA54FD7A,S-63F74A9B14,73059a99e8a0e37b9d7b1d84749794b8677a58260e32147d587f98a22780b994,512,3.155004366942093,2.2086357519516706e-05,1.9914752028195724,2.1375722029486637,3.515622681534508,0.061581372078681085,False
QG-03512B37ABFD6F79,S-63F74A9B14,ea26e494f2dc7caade0117182df8971a19645c114be995758d6942f6a1e065b6,512,46.223178375893355,0.0014411656597512687,1.0513171449231822,1.1645867996454102,2.4784264615233798,0.8597170123834702,False
QG-95B332EBD2131336,S-63F74A9B14,29b3a9db0a23144182665cf4d6a39b7660665b5173acd1870b8861826d9828fa,512,43.87016295193731,0.0013261670231572932,1.0487248355768914,1.1466354737892115,2.564575104866641,0.8109669740618638,False
QG-5895924EA6221171,S-63F74A9B14,2e4ecc5f1eb7984983b4a199f2332c25a9e8b60785a0fefed4f3cf2bde29df4f,512,16.37417093437726,0.00019023328907321707,1.0622320182842648,1.1541921816127916,2.9929982153474146,0.3170514621793811,False
QG-908A4A141062415C,S-63F74A9B14,78873731a74651ae2218da202f7d8db0f88ed6f4513736726fb3e9bc935722e6,512,22.43095675103961,0.0005000581372505025,0.9905608450107954,1.1844644095558008,3.4917616619660627,0.42853542582850673,False
QG-1CEEA89021B82E96,S-63F74A9B14,61fd1f1defa8993f2d6d18c3833d9121dc7b18e0b5f2ad7066cc3bbeb3efa2c0,512,23.68318936822066,0.00041155984232655755,1.0809741488462303,1.1724974552756922,2.7086030999621658,0.454680704907414,False
QG-106016A5B701E6A1,S-63F74A9B14,0ff15022deb70fa5819828f97df79beead3d3eea205fa511c962eb6c6401d2ae,512,25.981481305866428,0.0005350533599705381,1.0045696000612383,1.137201893736469,3.172668165230513,0.4864073201824192,False
