mode,sigma_s^-1,omega_rad_s,abs_omega_rad_s,circularity,omega_times_C_s^-1
31,-1.7879001809950487e+18,-0.0,0.0,0.0,-0.0
46,1.7879001809950505e+18,-0.0,0.0,0.0,-0.0
47,1.7879001809950523e+18,-0.0,0.0,0.0,-0.0
30,-1.7879001809950536e+18,-0.0,0.0,0.0,-0.0
45,2.0623987892475548e+18,-0.0,0.0,0.0,-0.0
29,-2.06239878924756e+18,-0.0,0.0,0.0,-0.0
44,2.0623987892475617e+18,-0.0,0.0,0.0,-0.0
28,-2.0623987892475674e+18,-0.0,0.0,0.0,-0.0
26,-581.1791527833278,-74963021797.27298,74963021797.27298,-5.0181615141844606e-08,3761.765509700461
27,-581.1791527833278,74963021797.27298,74963021797.27298,5.0181615141844606e-08,3761.765509700461
38,320.0,-1.786257179502895e+18,1.786257179502895e+18,-0.5504670278781266,9.83275680626924e+17
39,320.0,1.786257179502895e+18,1.786257179502895e+18,0.5504670278781266,9.83275680626924e+17
36,-3840.0,-1.7862571795029732e+18,1.7862571795029732e+18,-0.5504670278781438,9.832756806269978e+17
37,-3840.0,1.7862571795029732e+18,1.7862571795029732e+18,0.5504670278781438,9.832756806269978e+17
42,3648.0,-2.2785212375532403e+18,2.2785212375532403e+18,0.692577426757194,-1.5780523755162404e+18
43,3648.0,2.2785212375532403e+18,2.2785212375532403e+18,-0.692577426757194,-1.5780523755162404e+18
40,-52.0,-2.2785212375532416e+18,2.2785212375532416e+18,0.6925774267571938,-1.5780523755162406e+18
41,-52.0,2.2785212375532416e+18,2.2785212375532416e+18,-0.6925774267571938,-1.5780523755162406e+18
32,3312.0,-2.81456970743278e+18,2.81456970743278e+18,0.7369148003191205,-2.0740980739370724e+18
33,3312.0,2.81456970743278e+18,2.81456970743278e+18,-0.7369148003191205,-2.0740980739370724e+18
34,1984.0,-2.8145697074327946e+18,2.8145697074327946e+18,0.7369148003191202,-2.0740980739370824e+18
35,1984.0,2.8145697074327946e+18,2.8145697074327946e+18,-0.7369148003191202,-2.0740980739370824e+18
22,-3328.0,-1.0494680167641776e+19,1.0494680167641776e+19,-0.9698363023023131,1.017812180763112e+19
23,-3328.0,1.0494680167641776e+19,1.0494680167641776e+19,0.9698363023023131,1.017812180763112e+19
24,256.0,-1.0494680167641809e+19,1.0494680167641809e+19,-0.9698363023023133,1.0178121807631153e+19
25,256.0,1.0494680167641809e+19,1.0494680167641809e+19,0.9698363023023133,1.0178121807631153e+19
18,-4608.0,-2.0073732222948327e+19,2.0073732222948327e+19,-0.9923274736001301,1.991971598252384e+19
19,-4608.0,2.0073732222948327e+19,2.0073732222948327e+19,0.9923274736001301,1.991971598252384e+19
20,-512.0,-2.007373222294839e+19,2.007373222294839e+19,-0.9923274736001304,1.9919715982523904e+19
21,-512.0,2.007373222294839e+19,2.007373222294839e+19,0.9923274736001304,1.9919715982523904e+19
14,2048.0,-3.0286411737704755e+19,3.0286411737704755e+19,-0.9970597093781788,3.0197360885303767e+19
15,2048.0,3.0286411737704755e+19,3.0286411737704755e+19,0.9970597093781788,3.0197360885303767e+19
16,0.0,-3.0286411737704792e+19,3.0286411737704792e+19,-0.9970597093781791,3.0197360885303812e+19
17,0.0,3.0286411737704792e+19,3.0286411737704792e+19,0.9970597093781791,3.0197360885303812e+19
10,1024.0,-3.995934331073509e+19,3.995934331073509e+19,-0.9985567738240546,3.990167294049545e+19
11,1024.0,3.995934331073509e+19,3.995934331073509e+19,0.9985567738240546,3.990167294049545e+19
12,-2560.0,-3.995934331073517e+19,3.995934331073517e+19,-0.9985567738240548,3.990167294049554e+19
13,-2560.0,3.995934331073517e+19,3.995934331073517e+19,0.9985567738240548,3.990167294049554e+19
8,0.0,-4.789986772575118e+19,4.789986772575118e+19,-0.9991329370779534,4.785833552647524e+19
9,0.0,4.789986772575118e+19,4.789986772575118e+19,0.9991329370779534,4.785833552647524e+19
6,-3840.0,-4.789986772575118e+19,4.789986772575118e+19,-0.9991329370779536,4.785833552647525e+19
7,-3840.0,4.789986772575118e+19,4.789986772575118e+19,0.9991329370779536,4.785833552647525e+19
2,0.0,-5.310752988468033e+19,5.310752988468033e+19,-0.9993652725560273,5.307382107798092e+19
3,0.0,5.310752988468033e+19,5.310752988468033e+19,0.9993652725560273,5.307382107798092e+19
4,4608.0,-5.3107529884680356e+19,5.3107529884680356e+19,-0.9993652725560275,5.3073821077980955e+19
5,4608.0,5.3107529884680356e+19,5.3107529884680356e+19,0.9993652725560275,5.3073821077980955e+19
0,-1536.0,-5.492047244778656e+19,5.492047244778656e+19,-0.9994289130322211,5.488910808170737e+19
1,-1536.0,5.492047244778656e+19,5.492047244778656e+19,0.9994289130322211,5.488910808170737e+19
