carrier_id,family,best_beta_total,best_beta_parameter,best_n_threads,best_helix_turns,best_gamma_core,best_log_ratio_active_over_null,best_ratio_active_over_null,discovery_only
TORUS_T2_3,torus,-1.5,-1.5,1,1.0,1.0,-0.2333099515520513,0.791908082341889,True
TORUS_T2_7,torus,1.5,1.5,1,1.0,1.0,-0.14529516731706352,0.8647670044795673,True
TORUS_T2_9,torus,1.5,1.5,1,1.0,1.0,-0.21627863548310833,0.8055108267032108,True
TRIPLE_GEAR_T3_3,triple_gear,-1.5,-1.5,3,1.0,1.0,-0.03277922327010995,0.9677521931700546,True
TWIST_4_1,twist,0.25,0.25,1,0.0,1.0,-0.020653185617687142,0.9795586306869486,True
TWIST_5_2,twist,-1.0,-1.0,1,0.0,1.0,-0.13056240403070096,0.8776017253548848,True
TWIST_7_2,twist,1.0,1.0,1,1.0,1.0,-0.06790251634230587,0.9343515531447295,True
