low_group,high_group,low_dimension,high_dimension,low_members,high_members,low_omega_hat,high_omega_hat,frequency_rel_error,overlap,minimum_overlap,fingerprint_similarity,low_dominant_m,high_dominant_m,low_circularity_eigs,high_circularity_eigs,circularity_error,low_condition_number_max,high_condition_number_max,low_class,high_class,low_core_status,high_core_status,equilibrium_ready,score,numerically_trackable,physical_interpretation_allowed
55,100,1,1,71,124,-0.0,-0.0,0.0,0.9985397444739961,0.9985397444739961,0.9999161848231534,3,3,0,0,0.0,1.1369139964224255,1.1522372450677543,real_dominant,real_dominant,DIAGNOSTIC,DIAGNOSTIC,False,0.9991028928901861,True,False
54,103,1,1,70,127,-0.0,-0.0,0.0,0.9985397444739955,0.9985397444739955,0.9999161848231534,3,3,0,0,0.0,1.1369139964224249,1.1522372450677552,real_dominant,real_dominant,DIAGNOSTIC,DIAGNOSTIC,False,0.9991028928901857,True,False
58,104,1,1,74,128,-0.034287708456588774,-0.04252664337679792,0.19373583866494912,0.9961579636720496,0.9961579636720496,0.9990291491530016,1,1,0.0182135314122,0.0137925133355,0.00442101807667785,1.2550626170516839,1.1930764120502868,mixed,mixed,DIAGNOSTIC,DIAGNOSTIC,False,0.9683916896917377,False,False
59,105,1,1,75,129,0.034287708456588774,0.04252664337679792,0.19373583866494912,0.9961579636720496,0.9961579636720496,0.9990291491530016,1,1,-0.0182135314122,-0.0137925133355,0.00442101807667785,1.2550626170516839,1.1930764120502868,mixed,mixed,DIAGNOSTIC,DIAGNOSTIC,False,0.9683916896917377,False,False
60,101,1,1,76,125,-0.03428770845658873,-0.042526643376798005,0.1937358386649516,0.9961579636720496,0.9961579636720496,0.9990291491530016,1,1,0.0182135314122,0.0137925133355,0.0044210180766762475,1.2550626170516859,1.1930764120502875,mixed,mixed,DIAGNOSTIC,DIAGNOSTIC,False,0.9683916896917374,False,False
61,102,1,1,77,126,0.03428770845658873,0.042526643376798005,0.1937358386649516,0.9961579636720496,0.9961579636720496,0.9990291491530016,1,1,-0.0182135314122,-0.0137925133355,0.0044210180766762475,1.2550626170516859,1.1930764120502875,mixed,mixed,DIAGNOSTIC,DIAGNOSTIC,False,0.9683916896917374,False,False
96,148,1,1,112,172,-0.022151879792053544,-0.02548284626014417,0.13071406679168115,0.9790452312044278,0.9790452312044278,0.9982664354325539,4,4,0.004072307666,0.018086230616,0.014013922950049669,1.735484847476929,1.7609455438220365,mixed,mixed,DIAGNOSTIC,DIAGNOSTIC,False,0.967386637562043,True,False
97,149,1,1,113,173,0.022151879792053544,0.02548284626014417,0.13071406679168115,0.9790452312044278,0.9790452312044278,0.9982664354325539,4,4,-0.004072307666,-0.018086230616,0.014013922950049669,1.735484847476929,1.7609455438220365,mixed,mixed,DIAGNOSTIC,DIAGNOSTIC,False,0.967386637562043,True,False
92,146,1,1,108,170,-0.022151879792053505,-0.025482846260144208,0.13071406679168396,0.9790452312044278,0.9790452312044278,0.998266435432554,4,4,0.004072307666,0.018086230616,0.014013922950050588,1.7354848474769273,1.760945543822033,mixed,mixed,DIAGNOSTIC,DIAGNOSTIC,False,0.9673866375620426,True,False
93,147,1,1,109,171,0.022151879792053505,0.025482846260144208,0.13071406679168396,0.9790452312044278,0.9790452312044278,0.998266435432554,4,4,-0.004072307666,-0.018086230616,0.014013922950050588,1.7354848474769273,1.760945543822033,mixed,mixed,DIAGNOSTIC,DIAGNOSTIC,False,0.9673866375620426,True,False
