eigen_index,lambda_real,lambda_imag,frequency,growth_abs,growth_ratio,k2,k
0,-0.1962397864393674,0.0,0.0,0.1962397864393674,196239786439367.38,2.389135949472229,1.5456830041998355
3,0.19641277153482906,0.0,0.0,0.19641277153482906,196412771534829.03,2.3884536359196957,1.5454622725643274
4,-0.14420676773152646,0.0,0.0,0.14420676773152646,144206767731526.44,1.7442918196567705,1.3207164039477857
9,0.1442067313554791,0.0,0.0,0.1442067313554791,144206731355479.1,1.7442923726798196,1.320716613312568
10,-0.09504902742524522,0.03420291791724182,0.03420291791724182,0.09504902742524522,2.7789742283166623,3.613324941355712,1.9008747831868653
12,0.09504712385151834,0.0342041615673078,0.0342041615673078,0.09504712385151834,2.778817532611704,3.613326688287316,1.90087524269409
26,0.0209671638889019,0.04671539289132852,0.04671539289132852,0.0209671638889019,0.44882773302745577,3.286553754019356,1.8128854773590515
24,-0.02096625815167768,0.04671764414164532,0.04671764414164532,0.02096625815167768,0.448786717243471,3.2865253424156298,1.8128776413248715
1,-0.1777115430653771,0.04726330710580729,0.04726330710580729,0.1777115430653771,3.7600319137113765,2.4644127255320063,1.5698448093783048
7,0.17771210679309712,0.04726394486135866,0.04726394486135866,0.17771210679309712,3.7599931049849435,2.464408768430985,1.5698435490299616
22,0.020199823558482814,0.05869327954528646,0.05869327954528646,0.020199823558482814,0.34415905389810547,1.9617377377826481,1.4006204831369018
14,-0.02027059841774058,0.058733113669085985,0.058733113669085985,0.02027059841774058,0.34513066226914435,1.962498748092516,1.4008921257871771
16,4.792444306973148e-07,0.08808192205490582,0.08808192205490582,4.792444306973148e-07,5.440894334691948e-06,0.6064120695010395,0.7787246429265222
20,0.0034101602299390008,0.09389004835080335,0.09389004835080335,0.0034101602299390008,0.036320784682073524,2.7575272126630272,1.6605803842822626
18,-0.003409274884492902,0.09389317912544624,0.09389317912544624,0.003409274884492902,0.03631014431770311,2.757375571027252,1.660534724426819
5,-6.617487434065761e-07,0.16106288530500654,0.16106288530500654,6.617487434065761e-07,4.108635842164477e-06,2.5351825928366223,1.5922256727099404
