pair_id,carrier_id,family,candidate_null,candidate_active,beta_parameter,beta_total_thread_over_core,thread_coupling_mode,gamma_core,n_threads,helix_turns,campaign_role
PAIR_077475CC4151,TORUS_T2_3,torus,CAND_F905B293DCC94FDC,CAND_CC68FCCC4BDBF447,-1.0,-1.0,total_beta,1.0,3,1.0,general
PAIR_042D5E5CD0CA,TORUS_T2_3,torus,CAND_F905B293DCC94FDC,CAND_FEE7D506076EF006,1.0,1.0,total_beta,1.0,3,1.0,general
PAIR_0C951012C607,TORUS_T2_7,torus,CAND_24B6338C249DD295,CAND_B901742E54A46555,-1.0,-1.0,total_beta,1.0,3,1.0,general
PAIR_35B1C343C4A6,TORUS_T2_7,torus,CAND_24B6338C249DD295,CAND_2254CFD4EF083466,1.0,1.0,total_beta,1.0,3,1.0,general
PAIR_C38EC202D06E,TWIST_4_1,twist,CAND_8F91A328DCB04162,CAND_56A9E551F9B537F4,-1.0,-1.0,total_beta,1.0,3,1.0,general
PAIR_8DD310ADA101,TWIST_4_1,twist,CAND_8F91A328DCB04162,CAND_6C3B5924C0C17289,1.0,1.0,total_beta,1.0,3,1.0,general
PAIR_143DCD813620,TWIST_5_2,twist,CAND_F22AE7A4C90B0CFF,CAND_60F37637CD00FCC4,-1.0,-1.0,total_beta,1.0,3,1.0,general
PAIR_54223FD3A6EA,TWIST_5_2,twist,CAND_F22AE7A4C90B0CFF,CAND_842DE32213A498CE,1.0,1.0,total_beta,1.0,3,1.0,general
PAIR_EC10DDCC410E,TWIST_7_2,twist,CAND_2668DB4014D35C3E,CAND_B0CEEEC6A20D55B1,-1.0,-1.0,total_beta,1.0,3,1.0,general
PAIR_A21A9B666752,TWIST_7_2,twist,CAND_2668DB4014D35C3E,CAND_5BCDEDF6AE747432,1.0,1.0,total_beta,1.0,3,1.0,general
PAIR_2CF62CD0E0C1,TRIPLE_GEAR_T3_3,triple_gear,CAND_76AEA5F25061CB6E,CAND_F9879959172C3C9A,-1.0,-1.0,total_beta,1.0,3,1.0,general
PAIR_CFD72F4CA03C,TRIPLE_GEAR_T3_3,triple_gear,CAND_76AEA5F25061CB6E,CAND_797D07DD85D8CA9F,1.0,1.0,total_beta,1.0,3,1.0,general
