pair_id,candidate_a,candidate_b,valid,winner_anonymous,decision_basis,median_log_ratio_A_over_B,n_metrics_A_better,n_metrics_B_better,delta_far_profile_nu_blind,delta_far_profile_r2_blind,delta_far_profile_coeff_A_minus_B_blind,delta_far_profile_boundary_hit_blind,delta_source_monopole_A_minus_B_blind,delta_source_monopole_fraction_abs_blind,delta_pressure_ladder_n_blind,delta_pressure_ladder_nu_span_blind,delta_pressure_ladder_monopole_rel_span_blind
PAIR_1293D960CB2F,CAND_90AD92BB56EED035,CAND_B7F7FE703C575EC8,True,A,FULL_HORIZON_PRIMARY_METRICS,-0.05924731057724586,4,0,0.1,0.9964794744534218,-0.16209436896909754,True,1.1674340131252432,0.05407610189446406,0,nan,nan
PAIR_343AA3FB02C8,CAND_00BC01C371538472,CAND_70008AA02AAE17BD,True,TIE,FULL_HORIZON_PRIMARY_METRICS,0.0047647717570187265,2,2,0.42499999999999993,0.9984913850734167,0.07566922117914343,False,-1.2298436678534035,0.03836986438419847,0,nan,nan
PAIR_00DFD4EEE7DD,CAND_D8CCCC1F22E987B3,CAND_CE569832C1429269,True,A,FULL_HORIZON_PRIMARY_METRICS,-0.06695616708870611,3,1,0.44999999999999996,0.9987061619115127,-0.08161079285916777,False,1.3353107597365028,0.05335042255289151,0,nan,nan
PAIR_EE16F6D26EBB,CAND_AA958D9F24B0C039,CAND_CCF8DF4FA273294C,True,A,FULL_HORIZON_PRIMARY_METRICS,-0.15498577741587855,3,1,0.4,0.9984974615352822,-0.3465298772027849,False,5.487261661398944,0.20244261566777486,0,nan,nan
PAIR_A0A6156783A4,CAND_420975F0BF58FB2D,CAND_AA958D9F24B0C039,True,B,CONTACT_GATE,inf,0,0,0.42499999999999993,0.9987034021492583,0.09122372394157652,False,-1.4599881043606127,0.07191278679740301,0,nan,nan
PAIR_C09F11D28A37,CAND_9E572C0731A8645E,CAND_70008AA02AAE17BD,True,B,FULL_HORIZON_PRIMARY_METRICS,0.03357353633190074,2,2,0.35,0.9980038761047177,0.2813649326505113,False,-4.359455395419902,0.11591293968211977,0,nan,nan
PAIR_FF5D01044B4E,CAND_40C9E13C94AF8BD6,CAND_E9CE3FCFE8C35913,True,A,FULL_HORIZON_PRIMARY_METRICS,-0.06332280368132429,4,0,0.3,0.9977742065836358,-0.07120460056879133,False,1.0394642009195785,0.03895773940634106,0,nan,nan
PAIR_86D1F4975137,CAND_40C9E13C94AF8BD6,CAND_88B49ABEFF815B00,True,A,FULL_HORIZON_PRIMARY_METRICS,-0.11819584789638027,4,0,0.35,0.9979977957448333,-0.2807767670298613,False,4.350920465663851,0.13601517146304068,0,nan,nan
PAIR_88F3A35DDA60,CAND_AA958D9F24B0C039,CAND_C236BF61159DE225,True,A,CONTACT_GATE,-inf,0,0,0.42499999999999993,0.9986407676670029,-0.35693009631627953,False,5.722388832094617,0.20627112302535952,0,nan,nan
PAIR_9C04D5D72F19,CAND_C883D2CA24D34834,CAND_75312F398DAF21FF,True,A,FULL_HORIZON_PRIMARY_METRICS,-0.0987988947220443,4,0,0.5,0.9989088607565778,-0.08620979669773737,False,1.4245156017217298,0.05409914501498901,0,nan,nan
PAIR_765223A5B09C,CAND_90AD92BB56EED035,CAND_C3A80FFC4913982C,True,A,FULL_HORIZON_PRIMARY_METRICS,-0.14641301613901275,3,1,0.1,0.9968520629964988,-0.6800627251870782,True,4.86809811684609,0.17866379411700822,0,nan,nan
PAIR_B63C026DDD37,CAND_F6DB773A70412C1C,CAND_65A32DABF9CF5F57,True,TIE,FULL_HORIZON_PRIMARY_METRICS,-0.012950253913712823,3,1,0.42499999999999993,0.9985138869702972,0.07601187373936259,False,-1.2345024179449435,0.02766408825538214,0,nan,nan
PAIR_C5B6F581E715,CAND_16972C5DEFB2889E,CAND_D26E6A438DCEA768,True,B,CONTACT_GATE,inf,0,0,0.275,0.9981624990156251,0.10829445412274458,False,-1.5144494315279324,0.06718510939810032,0,nan,nan
PAIR_39107A43BE4D,CAND_565B6441C4BBBBFB,CAND_40C9E13C94AF8BD6,True,A,FULL_HORIZON_PRIMARY_METRICS,-0.1464231079155751,4,0,0.4,0.9983564745867204,0.29508438646178325,False,-4.737047789634868,0.14971503026327818,0,nan,nan
