pair_id,candidate_a,candidate_b,valid,winner_anonymous,decision_basis,median_log_ratio_A_over_B,n_metrics_A_better,n_metrics_B_better,delta_far_profile_nu_blind,delta_far_profile_r2_blind,delta_far_profile_coeff_A_minus_B_blind,delta_far_profile_boundary_hit_blind,delta_source_monopole_A_minus_B_blind,delta_source_monopole_fraction_abs_blind,delta_pressure_ladder_n_blind,delta_pressure_ladder_nu_span_blind,delta_pressure_ladder_monopole_rel_span_blind,carrier_id,family,beta_parameter,beta_total_thread_over_core,thread_coupling_mode,campaign_role,gamma_core,n_threads,helix_turns,winner_condition,log_ratio_active_over_null,analysis_mode,decision_mode,active_dynamic_status,null_dynamic_status,active_actual_tau_end,null_actual_tau_end,pressure_delta_active_minus_null,delta_source_monopole_active_minus_null,delta_source_monopole_fraction_abs,delta_far_profile_coeff_active_minus_null,active_pressure_center_minus_shell,null_pressure_center_minus_shell,active_far_profile_nu_best,active_far_profile_r2_best,active_far_profile_coeff_best,active_far_profile_nu_boundary_hit,delta_far_profile_nu_best,delta_far_profile_r2_best,delta_far_profile_coeff_best,delta_far_profile_nu_boundary_hit,active_r2_1_over_r,active_r2_1_over_r2,active_r2_advantage_1_over_r,delta_pressure_ladder_n,delta_pressure_ladder_nu_median,delta_pressure_ladder_nu_span,delta_pressure_ladder_monopole_rel_span,active_thread_density_log_growth,null_thread_density_log_growth,thread_density_growth_active_minus_null,active_restoring_fraction,null_restoring_fraction,active_max_real_growth,null_max_real_growth,active_gear_phase_lock_score,null_gear_phase_lock_score,active_best_rational_p,active_best_rational_q,active_thread_over_carrier_rate
PAIR_0A216D98562F,CAND_3BBA40D44FA00374,CAND_BC642B6DD63B924E,True,A,FULL_HORIZON_PRIMARY_METRICS,-0.18596905724873075,4,0,nan,nan,nan,True,nan,nan,0,nan,nan,TORUS_T2_3,torus,2.0,2.0,total_beta,discovery_stability,1.0,1,0.0,null,0.18596905724873075,dynamics_only,self_confinement,PASS_FULL_HORIZON,PASS_FULL_HORIZON,0.14,0.14,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,True,nan,nan,nan,0,nan,nan,nan,-0.0005692815728000456,-1.953629188065259e-05,-0.000549745280919393,0.5,0.5,0.12480730773895832,0.11235025572344581,nan,nan,,,nan
PAIR_A04F28F94A3C,CAND_8B0BC939FE754185,CAND_F7341D6FB81A1800,True,B,FULL_HORIZON_PRIMARY_METRICS,0.06088507425474568,0,4,nan,nan,nan,True,nan,nan,0,nan,nan,TORUS_T2_3,torus,0.5,0.5,total_beta,discovery_stability,1.0,3,1.0,null,0.06088507425474568,dynamics_only,self_confinement,PASS_FULL_HORIZON,PASS_FULL_HORIZON,0.14,0.14,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,True,nan,nan,nan,0,nan,nan,nan,4.839843959178047e-05,5.241083661722216e-05,-4.0123970254416925e-06,0.5,0.5,0.11828893213617912,0.11235025572344581,nan,nan,,,nan
PAIR_C6B2F00769D8,CAND_1EFD74C47DAEF5F8,CAND_42EA61DF6A3E14B6,True,B,FULL_HORIZON_PRIMARY_METRICS,0.28859489573757063,1,3,nan,nan,nan,True,nan,nan,0,nan,nan,TORUS_T2_9,torus,-2.5,-2.5,total_beta,discovery_stability,1.0,3,1.0,null,0.28859489573757063,dynamics_only,self_confinement,PASS_FULL_HORIZON,PASS_FULL_HORIZON,0.14,0.14,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,True,nan,nan,nan,0,nan,nan,nan,-5.4144306348758104e-05,4.411783222821807e-05,-9.826213857697618e-05,0.5,0.5,0.018337475267684197,0.08232773130269128,nan,nan,,,nan
PAIR_28BE8D6CF53D,CAND_0C788B8411553E0D,CAND_12333E829CFBB676,True,A,FULL_HORIZON_PRIMARY_METRICS,-0.026303527679321516,4,0,nan,nan,nan,True,nan,nan,0,nan,nan,TRIPLE_GEAR_T3_3,triple_gear,1.0,1.0,total_beta,discovery_stability,1.0,3,0.0,null,0.026303527679321516,dynamics_only,self_confinement,PASS_FULL_HORIZON,PASS_FULL_HORIZON,0.14,0.14,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,True,nan,nan,nan,0,nan,nan,nan,0.14816658918731573,0.14819223845483573,-2.5649267519994856e-05,0.5,0.5,2.578541547604285e-05,2.534159157940863e-05,nan,nan,,,nan
PAIR_4CDA32EB9BAB,CAND_FDB40D83521E9FF7,CAND_6E4973894BC2C9C1,True,B,CONTACT_GATE,inf,0,0,nan,nan,nan,True,nan,nan,0,nan,nan,TWIST_4_1,twist,0.5,0.5,total_beta,discovery_stability,1.0,3,3.0,null,inf,dynamics_only,self_confinement,FAIL_CONTACT,PASS_FULL_HORIZON,0.1107150782511561,0.14,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,True,nan,nan,nan,0,nan,nan,nan,-8.425202306673151e-05,-0.00022138320416234273,0.00013713118109561122,nan,0.5,nan,0.17165466880772742,nan,nan,,,nan
PAIR_839A8EDFFD8C,CAND_26C7FD72E7894905,CAND_CBBE18828CE88136,True,B,FULL_HORIZON_PRIMARY_METRICS,0.06038980822767033,1,3,nan,nan,nan,True,nan,nan,0,nan,nan,TORUS_T2_7,torus,0.5,0.5,total_beta,discovery_stability,1.0,3,1.0,active,-0.06038980822767033,dynamics_only,self_confinement,PASS_FULL_HORIZON,PASS_FULL_HORIZON,0.14,0.14,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,True,nan,nan,nan,0,nan,nan,nan,4.6242854425334354e-05,4.801241290507948e-05,-1.7695584797451254e-06,0.5,0.5,0.04183805055804308,0.03242836650135499,nan,nan,,,nan
PAIR_5B904114C7F9,CAND_67BC51754E6473F8,CAND_04CEB1E36431574A,True,A,FULL_HORIZON_PRIMARY_METRICS,-0.32889204932840715,3,1,nan,nan,nan,True,nan,nan,0,nan,nan,TORUS_T2_9,torus,2.5,2.5,total_beta,discovery_stability,1.0,1,3.0,active,-0.32889204932840715,dynamics_only,self_confinement,PASS_FULL_HORIZON,PASS_FULL_HORIZON,0.14,0.14,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,True,nan,nan,nan,0,nan,nan,nan,-0.0006832952673733789,0.0001170488131178281,-0.0008003440804912069,0.5,0.5,0.11069854412716358,0.08232773130269128,nan,nan,,,nan
PAIR_314B1CEDD974,CAND_EDFF6073277B969C,CAND_E3BF1BE74FA3F60F,True,A,FULL_HORIZON_PRIMARY_METRICS,-0.030326730192318838,4,0,nan,nan,nan,True,nan,nan,0,nan,nan,TORUS_T2_3,torus,0.25,0.25,total_beta,discovery_stability,1.0,1,1.0,null,0.030326730192318838,dynamics_only,self_confinement,PASS_FULL_HORIZON,PASS_FULL_HORIZON,0.14,0.14,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,True,nan,nan,nan,0,nan,nan,nan,3.79886812111188e-05,4.657622883847584e-05,-8.58754762735704e-06,0.5,0.5,0.11522798742310972,0.11235025572344581,nan,nan,,,nan
PAIR_2320EE2CBD79,CAND_E9770AB4DF46926E,CAND_2D97FEA4BEC087CC,True,B,FULL_HORIZON_PRIMARY_METRICS,0.025257014781775805,1,3,nan,nan,nan,True,nan,nan,0,nan,nan,TRIPLE_GEAR_T3_3,triple_gear,-1.5,-1.5,total_beta,discovery_stability,1.0,1,3.0,active,-0.025257014781775805,dynamics_only,self_confinement,PASS_FULL_HORIZON,PASS_FULL_HORIZON,0.14,0.14,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,True,nan,nan,nan,0,nan,nan,nan,-9.906393972101381e-05,0.00022983815679106896,-0.0003289020965120828,0.5,0.5,5.226977531036514e-05,2.534159157940863e-05,nan,nan,,,nan
PAIR_A9CDF3D878A9,CAND_89529D496024C832,CAND_2498F2F718FFE644,True,A,FULL_HORIZON_PRIMARY_METRICS,-0.07230977476335279,4,0,nan,nan,nan,True,nan,nan,0,nan,nan,TORUS_T2_3,torus,-0.5,-0.5,total_beta,discovery_stability,1.0,3,3.0,active,-0.07230977476335279,dynamics_only,self_confinement,PASS_FULL_HORIZON,PASS_FULL_HORIZON,0.14,0.14,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,True,nan,nan,nan,0,nan,nan,nan,3.928726688850499e-05,3.942226290711104e-05,-1.3499601860605476e-07,0.5,0.5,0.10428656739921602,0.11235025572344581,nan,nan,,,nan
