pair_id,candidate_a,candidate_b,geometry_a,geometry_b
P00000,9200b770c506f0c5,2cd7b65a4f95fe18,geometry/9200b770c506f0c5.npz,geometry/2cd7b65a4f95fe18.npz
P00001,be9e40c026d81543,c806560afc8753f9,geometry/be9e40c026d81543.npz,geometry/c806560afc8753f9.npz
P00002,b10e418b5769d14a,684238c65a6067cb,geometry/b10e418b5769d14a.npz,geometry/684238c65a6067cb.npz
P00003,996bbb06ee1d0433,cb08cace8553cd40,geometry/996bbb06ee1d0433.npz,geometry/cb08cace8553cd40.npz
P00004,bbdf007853784594,0742c3e856047fbd,geometry/bbdf007853784594.npz,geometry/0742c3e856047fbd.npz
P00005,5aa5fe17157b3c5e,94889a0f72c32d22,geometry/5aa5fe17157b3c5e.npz,geometry/94889a0f72c32d22.npz
P00006,637f1fde16376839,878c1526fd66c534,geometry/637f1fde16376839.npz,geometry/878c1526fd66c534.npz
P00007,96c2c5c85ebde356,767fe02c7b651482,geometry/96c2c5c85ebde356.npz,geometry/767fe02c7b651482.npz
P00008,c8d128f4b13adee7,db0901d83b8b33db,geometry/c8d128f4b13adee7.npz,geometry/db0901d83b8b33db.npz
P00009,eed83f3dd6ee91d2,81c01d391828d3fd,geometry/eed83f3dd6ee91d2.npz,geometry/81c01d391828d3fd.npz
P00010,def7ba03003782f2,d9d44e688cbff1bb,geometry/def7ba03003782f2.npz,geometry/d9d44e688cbff1bb.npz
P00011,5ddcc3377f0e98a5,fb40e6579ddfaf13,geometry/5ddcc3377f0e98a5.npz,geometry/fb40e6579ddfaf13.npz
P00012,f074bbe6bcfff941,20afacc130ed39a9,geometry/f074bbe6bcfff941.npz,geometry/20afacc130ed39a9.npz
P00013,b820b0b548ae769d,7f1799897e93f4c7,geometry/b820b0b548ae769d.npz,geometry/7f1799897e93f4c7.npz
P00014,8db61a789b779def,624367c75759b2d4,geometry/8db61a789b779def.npz,geometry/624367c75759b2d4.npz
P00015,6baf958809d95f82,74198e06f9b85509,geometry/6baf958809d95f82.npz,geometry/74198e06f9b85509.npz
P00016,83e0d414a9bfacf3,6ac54006ee8ef50c,geometry/83e0d414a9bfacf3.npz,geometry/6ac54006ee8ef50c.npz
P00017,a1d3423c92eb0143,672ce53c6e5d169c,geometry/a1d3423c92eb0143.npz,geometry/672ce53c6e5d169c.npz
P00018,3d7991985dd90cc6,4390518e4b812710,geometry/3d7991985dd90cc6.npz,geometry/4390518e4b812710.npz
P00019,c23ad5eb68acfe33,9222c74956f9c8bc,geometry/c23ad5eb68acfe33.npz,geometry/9222c74956f9c8bc.npz
P00020,508cc9db12d46c9a,456586322a7efdbe,geometry/508cc9db12d46c9a.npz,geometry/456586322a7efdbe.npz
P00021,0f5955535aa827ab,b40a4d3828ce275e,geometry/0f5955535aa827ab.npz,geometry/b40a4d3828ce275e.npz
P00022,c9b983eb6ce99e21,37874791b1793d61,geometry/c9b983eb6ce99e21.npz,geometry/37874791b1793d61.npz
P00023,0612e95ccd5dd3e5,89a0cb129341cf47,geometry/0612e95ccd5dd3e5.npz,geometry/89a0cb129341cf47.npz
P00024,d6aac3fff4c97b87,45b9a2401d50d4a0,geometry/d6aac3fff4c97b87.npz,geometry/45b9a2401d50d4a0.npz
