axis,case,value,q,cell_over_core,backend,n_nodes,image_shell,fd_eps_over_core,max_m,symmetry_order,c4_acceleration_used,self_jacobian_cached,global_spectral_abscissa_reference,global_gap_after_neutral_reference,global_unstable_count_reference,low_mode_projection_leakage,c4_symmetry_leakage_projected,c4_symmetry_audit_self,c4_symmetry_audit_interaction,c4_symmetry_leakage,relative_shape_residual,equilibrium_gate_ok,fourier_quality_gate_ok
fd_eps,H3e-4,0.0003,2.36,10.59095145243378,cpp,48,2,0.0003,12,4,True,True,0.016599228611190002,0.004329975782460214,7,0.019571527883039428,2.082717516496212e-15,7.614837669450106e-13,1.2532620511491148e-11,1.2532620511491148e-11,0.0486071540614307,True,True
fd_eps,H3e-4,0.0003,2.385,10.859062664920515,cpp,48,2,0.0003,12,4,True,True,0.015133614069319271,0.0043573019930397555,7,0.015459980795463537,2.075636557868441e-15,7.614837669450106e-13,2.0799088364916432e-11,2.0799088364916432e-11,0.03818801572029263,True,True
fd_eps,H3e-4,0.0003,2.41,11.133961145065307,cpp,48,2,0.0003,12,4,True,True,0.013931179921679157,0.004657481263955216,7,0.01224148764263753,2.074176164683917e-15,7.614837669450106e-13,2.208287342595931e-11,2.208287342595931e-11,0.03008412000266489,True,True
fd_eps,H3e-4,0.0003,2.435,11.41581871336694,cpp,48,2,0.0003,12,4,True,True,0.012940275804360427,0.0049447822770894,7,0.009716753114223138,2.0739044055016584e-15,7.614837669450106e-13,2.022114691988466e-11,2.022114691988466e-11,0.02378068315317236,True,True
fd_eps,H3e-4,0.0003,2.46,11.704811539980854,cpp,48,2,0.0003,12,4,True,True,0.012120841347121304,0.005195037097462603,7,0.007732009205707556,2.0825184362362114e-15,7.614837669450106e-13,2.376161922464009e-11,2.376161922464009e-11,0.018866104533204666,True,True
fd_eps,H3e-4,0.0003,2.485,12.001120254831195,cpp,48,2,0.0003,12,4,True,True,0.011441130764305344,0.005408683296870259,7,0.006168155062092737,2.0954162361771528e-15,7.614837669450106e-13,2.3070163309786498e-11,2.3070163309786498e-11,0.015021120888494057,True,True
fd_eps,H3e-4,0.0003,2.51,12.30493006051041,cpp,48,2,0.0003,12,4,True,True,0.010875681395600065,0.004709199885128573,7,0.004932878235404085,2.088574844852715e-15,7.614837669450106e-13,2.6075107316212974e-11,2.6075107316212974e-11,0.012001190209928663,True,True
fd_eps,H3e-4,0.0003,2.535,12.616430848036902,cpp,48,2,0.0003,12,4,True,True,0.010403931221689663,0.003492633338260329,7,0.003954613676913921,2.088761007794609e-15,7.614837669450106e-13,2.6287718659892945e-11,2.6287718659892945e-11,0.009619750394449195,True,True
fd_eps,H3e-4,0.0003,2.56,12.935817315543076,cpp,48,2,0.0003,12,4,True,True,0.010009210377813956,0.0019201954145762288,7,0.003177843639032954,2.0892815708508413e-15,7.614837669450106e-13,2.2912557318683824e-11,2.2912557318683824e-11,0.007734412637607573,True,True
fd_eps,H3e-4,0.0003,2.585,13.263289089968042,cpp,48,2,0.0003,12,4,True,True,0.009677970633689177,0.0018861770339150062,6,0.002559443094370752,2.089818053627896e-15,7.614837669450106e-13,2.9342225911987936e-11,2.9342225911987936e-11,0.006236205698214491,True,True
fd_eps,H3e-4,0.0003,2.61,13.599050851830924,cpp,48,2,0.0003,12,4,True,True,0.009399180029407383,0.003117386684823761,6,0.0020658506651401814,2.087777151587106e-15,7.614837669450106e-13,3.008639278589744e-11,3.008639278589744e-11,0.005041407207165592,True,True
fd_eps,H3e-4,0.0003,2.635,13.94331246316286,cpp,48,2,0.0003,12,4,True,True,0.009163839941581597,0.0029873549500446074,6,0.0016708876182676877,2.081006848869596e-15,7.614837669450106e-13,2.7913449781259662e-11,2.7913449781259662e-11,0.0040854070219406334,True,True
fd_eps,H3e-4,0.0003,2.66,14.296289098677603,cpp,48,2,0.0003,12,4,True,True,0.008964596924207688,0.002524347815238753,6,0.0013540809728694219,2.08743658048462e-15,7.614837669450106e-13,3.709167246321896e-11,3.709167246321896e-11,0.003318113009215588,True,True
fd_eps,H3e-4,0.0003,2.685,14.658201380262703,cpp,48,2,0.0003,12,4,True,True,0.008795429766482189,0.0020445675966450335,6,0.0010993756712890015,2.0720188833735663e-15,7.614837669450106e-13,3.683039084389125e-11,3.683039084389125e-11,0.0027005095212713093,True,True
fd_eps,H3e-4,0.0003,2.71,15.029275514875401,cpp,48,2,0.0003,12,4,True,True,0.008651396984274229,0.0015147240533588693,6,0.0008941453913664482,2.0879395660544868e-15,7.614837669450106e-13,4.435184887798488e-11,4.435184887798488e-11,0.0022020720221948677,True,True
fd_eps,H3e-4,0.0003,2.735,15.409743435929318,cpp,48,2,0.0003,12,4,True,True,0.008528433100069736,0.0008200071100243458,6,0.0007284318790614233,2.0952368467110143e-15,7.614837669450106e-13,3.2850494189971355e-11,3.2850494189971355e-11,0.0017988169565005998,True,True
fd_eps,H3e-4,0.0003,2.76,15.799842948260395,cpp,48,2,0.0003,12,4,True,True,0.008423184337138253,0.0003581784080023147,4,0.0005943589140159243,2.0874603060534647e-15,7.614837669450106e-13,4.065733117550225e-11,4.065733117550225e-11,0.0014718238361382562,True,True
fd_eps,H3e-4,0.0003,2.785,16.19981787676266,cpp,48,2,0.0003,12,4,True,True,0.008332876120815416,0.0012474020558935752,4,0.00048567975118826186,2.0855482894797206e-15,7.614837669450106e-13,4.4317921345085687e-11,4.4317921345085687e-11,0.0012061096005881046,True,True
fd_eps,H3e-4,0.0003,2.81,16.6099182187867,cpp,48,2,0.0003,12,4,True,True,0.008255206203469053,0.0016705245089992404,4,0.0003974266974505672,2.084036292795771e-15,7.614837669450106e-13,4.7444128612871885e-11,4.7444128612871885e-11,0.0009897669445027427,True,True
fd_eps,H3e-4,0.0003,2.835,17.03040030039619,cpp,48,2,0.0003,12,4,True,True,0.008188258399772066,0.001967687532414679,8,0.0003256389897852982,2.084960939835951e-15,7.614837669450106e-13,5.486901730867204e-11,5.486901730867204e-11,0.0008133014214463324,True,True
fd_eps,H3e-4,0.0003,2.86,17.46152693657999,cpp,48,2,0.0003,12,4,True,True,0.00813043288080591,0.002172837818168695,8,0.0002671508468006895,2.101498553383773e-15,7.614837669450106e-13,4.502885753140982e-11,4.502885753140982e-11,0.000669119003097863,True,True
fd_eps,H3e-4,0.0003,2.885,17.90356759552007,cpp,48,2,0.0003,12,4,True,True,0.008080389763589687,0.0023360577520802504,8,0.00021942588890776996,2.0921963191725877e-15,7.614837669450106e-13,6.151193741910181e-11,6.151193741910181e-11,0.0005511281090827346,True,True
fd_eps,H3e-4,0.0003,2.91,18.356798567017925,cpp,48,2,0.0003,12,4,True,True,0.008037003376120438,0.0024690698495939607,8,0.0001804273927454545,2.0844662903130527e-15,7.614837669450106e-13,6.922320672981744e-11,6.922320672981744e-11,0.00045442917282698456,True,True
fd_eps,H1e-4,0.0001,2.31,10.074424655013587,cpp,48,2,0.0001,12,4,True,True,0.020625901313359903,0.001312537397442361,8,0.03161697605702068,2.065858451538061e-15,2.2058329096062554e-12,3.5512398618152863e-11,3.5512398618152863e-11,0.07876192018334435,False,False
fd_eps,H1e-4,0.0001,2.335,10.329459929369532,cpp,48,2,0.0001,12,4,True,True,0.018397157262067823,0.0033959992884364082,9,0.02483802989439619,2.066564310223522e-15,2.2058329096062554e-12,4.449259413085923e-11,4.449259413085923e-11,0.06194080496365606,False,False
fd_eps,H1e-4,0.0001,2.36,10.59095145243378,cpp,48,2,0.0001,12,4,True,True,0.01659922969569051,0.004329957311580967,7,0.019571527230295944,2.0760607365564493e-15,2.2058329096062554e-12,3.313493927048214e-11,3.313493927048214e-11,0.0486071540614307,True,True
fd_eps,H1e-4,0.0001,2.385,10.859062664920515,cpp,48,2,0.0001,12,4,True,True,0.015133615041799067,0.004357290789568229,7,0.015459980226174919,2.0693967738816144e-15,2.2058329096062554e-12,5.0083028146806755e-11,5.0083028146806755e-11,0.03818801572029263,True,True
fd_eps,H1e-4,0.0001,2.41,11.133961145065307,cpp,48,2,0.0001,12,4,True,True,0.01393118080319244,0.004657472160784599,7,0.012241487160532439,2.074178891059797e-15,2.2058329096062554e-12,5.168652197458676e-11,5.168652197458676e-11,0.03008412000266489,True,True
fd_eps,H1e-4,0.0001,2.435,11.41581871336694,cpp,48,2,0.0001,12,4,True,True,0.012940276612987169,0.004944774365957628,7,0.009716752712013627,2.0864049779828472e-15,2.2058329096062554e-12,5.1610002183521475e-11,5.1610002183521475e-11,0.02378068315317236,True,True
fd_eps,H1e-4,0.0001,2.46,11.704811539980854,cpp,48,2,0.0001,12,4,True,True,0.01212084209731452,0.0051950299789726645,7,0.007732008874393929,2.073549209376153e-15,2.2058329096062554e-12,5.828404313974779e-11,5.828404313974779e-11,0.018866104533204666,True,True
fd_eps,H1e-4,0.0001,2.485,12.001120254831195,cpp,48,2,0.0001,12,4,True,True,0.011441131468022022,0.005408676745493468,7,0.0061681547907039775,2.081185865546562e-15,2.2058329096062554e-12,5.1048518762143464e-11,5.1048518762143464e-11,0.015021120888494057,True,True
fd_eps,H1e-4,0.0001,2.51,12.30493006051041,cpp,48,2,0.0001,12,4,True,True,0.010875682062917147,0.0047092041317771385,7,0.004932878014107682,2.087893421173446e-15,2.2058329096062554e-12,6.858318736885422e-11,6.858318736885422e-11,0.012001190209928663,True,True
fd_eps,H1e-4,0.0001,2.535,12.616430848036902,cpp,48,2,0.0001,12,4,True,True,0.010403931860549121,0.0034926394231455386,7,0.0039546134968035844,2.0938531299404332e-15,2.2058329096062554e-12,6.531083579538063e-11,6.531083579538063e-11,0.009619750394449195,True,True
fd_eps,H1e-4,0.0001,2.56,12.935817315543076,cpp,48,2,0.0001,12,4,True,True,0.010009210994837552,0.0019202070331970408,7,0.003177843492351949,2.082248487675786e-15,2.2058329096062554e-12,7.414100440700592e-11,7.414100440700592e-11,0.007734412637607573,True,True
fd_eps,H1e-4,0.0001,2.585,13.263289089968042,cpp,48,2,0.0001,12,4,True,True,0.009677971234260488,0.0018861647321973328,6,0.0025594429749545397,2.0893819605209737e-15,2.2058329096062554e-12,7.094308302932097e-11,7.094308302932097e-11,0.006236205698214491,True,True
fd_eps,H1e-4,0.0001,2.61,13.599050851830924,cpp,48,2,0.0001,12,4,True,True,0.009399180617949669,0.0031173789992829876,6,0.0020658505681309777,2.09360163649919e-15,2.2058329096062554e-12,7.637040399540675e-11,7.637040399540675e-11,0.005041407207165592,True,True
fd_eps,H1e-4,0.0001,2.635,13.94331246316286,cpp,48,2,0.0001,12,4,True,True,0.009163840521293294,0.0029873609749817825,6,0.0016708875393726607,2.0876205562842534e-15,2.2058329096062554e-12,9.456891094920192e-11,9.456891094920192e-11,0.0040854070219406334,True,True
fd_eps,H1e-4,0.0001,2.66,14.296289098677603,cpp,48,2,0.0001,12,4,True,True,0.008964597497753565,0.002524355416144773,6,0.0013540809086218237,2.0917626551792412e-15,2.2058329096062554e-12,1.0666413249286239e-10,1.0666413249286239e-10,0.003318113009215588,True,True
fd_eps,H1e-4,0.0001,2.685,14.658201380262703,cpp,48,2,0.0001,12,4,True,True,0.008795430335888366,0.00204457756201657,6,0.0010993756188171987,2.0824957586371294e-15,2.2058329096062554e-12,1.0600805322845188e-10,1.0600805322845188e-10,0.0027005095212713093,True,True
fd_eps,H1e-4,0.0001,2.71,15.029275514875401,cpp,48,2,0.0001,12,4,True,True,0.008651397551165311,0.001514738302737218,6,0.0008941453486049541,2.0764320434391406e-15,2.2058329096062554e-12,1.0029313478489117e-10,1.0029313478489117e-10,0.0022020720221948677,True,True
fd_eps,H1e-4,0.0001,2.735,15.409743435929318,cpp,48,2,0.0001,12,4,True,True,0.008528433665492333,0.0008200347582355914,6,0.0007284318441285094,2.087657427709703e-15,2.2058329096062554e-12,1.1718485038608683e-10,1.1718485038608683e-10,0.0017988169565005998,True,True
fd_eps,H1e-4,0.0001,2.76,15.799842948260395,cpp,48,2,0.0001,12,4,True,True,0.00842318490201451,0.0003582487159121147,4,0.000594358885345317,2.08454543105294e-15,2.2058329096062554e-12,1.0926523223737799e-10,1.0926523223737799e-10,0.0014718238361382562,True,True
fd_eps,H1e-4,0.0001,2.785,16.19981787676266,cpp,48,2,0.0001,12,4,True,True,0.008332876685759449,0.0012474253763124436,4,0.0004856797278515309,2.0829472534170285e-15,2.2058329096062554e-12,1.3375640787953986e-10,1.3375640787953986e-10,0.0012061096005881046,True,True
fd_eps,H1e-4,0.0001,2.81,16.6099182187867,cpp,48,2,0.0001,12,4,True,True,0.008255206768890824,0.0016705474573969381,4,0.00039742667827084844,2.0777308890715137e-15,2.2058329096062554e-12,1.4125685537063413e-10,1.4125685537063413e-10,0.0009897669445027427,True,True
fd_eps,H1e-4,0.0001,2.835,17.03040030039619,cpp,48,2,0.0001,12,4,True,True,0.008188258966006704,0.0019676881282149287,8,0.00032563897397906895,2.078224243335221e-15,2.2058329096062554e-12,1.5158952738335583e-10,1.5158952738335583e-10,0.0008133014214463324,True,True
fd_eps,H1e-4,0.0001,2.86,17.46152693657999,cpp,48,2,0.0001,12,4,True,True,0.00813043344800544,0.0021728381883948916,8,0.0002671508338675357,2.093822590300294e-15,2.2058329096062554e-12,1.6836864880476157e-10,1.6836864880476157e-10,0.000669119003097863,True,True
fd_eps,H1e-4,0.0001,2.885,17.90356759552007,cpp,48,2,0.0001,12,4,True,True,0.008080390331889394,0.0023360580033190614,8,0.00021942587830820897,2.075600582551432e-15,2.2058329096062554e-12,1.9244304845522255e-10,1.9244304845522255e-10,0.0005511281090827346,True,True
fd_eps,H1e-4,0.0001,2.91,18.356798567017925,cpp,48,2,0.0001,12,4,True,True,0.008037003945564582,0.0024690700303244763,8,0.00018042738393492282,2.0906835381508044e-15,2.2058329096062554e-12,1.6286029030372505e-10,1.6286029030372505e-10,0.00045442917282698456,True,True
