pair_id,candidate_a,geometry_a,candidate_b,geometry_b
PAIR_AF0CC5648EEB,CAND_23540E0F8C51258B,geometry/CAND_23540E0F8C51258B.npz,CAND_AAD389D0D91F46F8,geometry/CAND_AAD389D0D91F46F8.npz
PAIR_E04BC1E564B0,CAND_39D0319DA6FDBA15,geometry/CAND_39D0319DA6FDBA15.npz,CAND_FD445CDF135CCDCB,geometry/CAND_FD445CDF135CCDCB.npz
PAIR_6A320A640D36,CAND_A8730A4F02E9E946,geometry/CAND_A8730A4F02E9E946.npz,CAND_0876179CE1EB18BB,geometry/CAND_0876179CE1EB18BB.npz
PAIR_34297FCE1317,CAND_5CE34AFFB122016E,geometry/CAND_5CE34AFFB122016E.npz,CAND_8F3C450DCECC1A08,geometry/CAND_8F3C450DCECC1A08.npz
PAIR_A6701C96927C,CAND_607D35F76D467B59,geometry/CAND_607D35F76D467B59.npz,CAND_A8F432D763185E08,geometry/CAND_A8F432D763185E08.npz
PAIR_5FC69091ECE9,CAND_39D0319DA6FDBA15,geometry/CAND_39D0319DA6FDBA15.npz,CAND_3F5FC720619DAE09,geometry/CAND_3F5FC720619DAE09.npz
PAIR_A450A3234BA6,CAND_23540E0F8C51258B,geometry/CAND_23540E0F8C51258B.npz,CAND_C8C691B2C6DC071E,geometry/CAND_C8C691B2C6DC071E.npz
PAIR_E4B108F114AF,CAND_B7FFB3969C4BF6E0,geometry/CAND_B7FFB3969C4BF6E0.npz,CAND_A8F432D763185E08,geometry/CAND_A8F432D763185E08.npz
PAIR_7D0EA6615D6A,CAND_5A2596EDED87AE19,geometry/CAND_5A2596EDED87AE19.npz,CAND_96720C5E5BDD9AE6,geometry/CAND_96720C5E5BDD9AE6.npz
PAIR_FC7FB6B4AC5F,CAND_E9D90ABA8BCABA7F,geometry/CAND_E9D90ABA8BCABA7F.npz,CAND_30F6C66F2C7AAA5C,geometry/CAND_30F6C66F2C7AAA5C.npz
PAIR_72649232C615,CAND_A98F6D0778211637,geometry/CAND_A98F6D0778211637.npz,CAND_1E9E3D337528F22E,geometry/CAND_1E9E3D337528F22E.npz
PAIR_02934F51E1D5,CAND_1380731D39265366,geometry/CAND_1380731D39265366.npz,CAND_8F3C450DCECC1A08,geometry/CAND_8F3C450DCECC1A08.npz
PAIR_C331F41C5BDC,CAND_B9AFC9DEFA3090B2,geometry/CAND_B9AFC9DEFA3090B2.npz,CAND_FA7B0D6E851CA1C1,geometry/CAND_FA7B0D6E851CA1C1.npz
PAIR_EC1E5E40CB18,CAND_1B67D03FC100B0DA,geometry/CAND_1B67D03FC100B0DA.npz,CAND_A8F432D763185E08,geometry/CAND_A8F432D763185E08.npz
PAIR_E0CF6453B670,CAND_5A2596EDED87AE19,geometry/CAND_5A2596EDED87AE19.npz,CAND_10A218A784FF5612,geometry/CAND_10A218A784FF5612.npz
PAIR_B3BEAB1F0FF2,CAND_23540E0F8C51258B,geometry/CAND_23540E0F8C51258B.npz,CAND_018377CE5035B28F,geometry/CAND_018377CE5035B28F.npz
PAIR_F70A723C2525,CAND_787A2F092618029A,geometry/CAND_787A2F092618029A.npz,CAND_0876179CE1EB18BB,geometry/CAND_0876179CE1EB18BB.npz
