mirror,circulation_sign,omega_plus_hat,omega_minus_hat,relative_equilibrium_residual
False,1,1.2804612744731536,0.1556249716545299,0.6782164020944901
False,-1,0.1556249716545299,1.2804612744731536,0.6782164020944901
True,1,1.2804612744264088,0.1556249718516412,0.6782164020944901
True,-1,0.1556249718516412,1.2804612744264088,0.6782164020944901
