blind_id,source,status,core_clearance_radii,shape_velocity_ratio,normalized_growth,cross_jacobian_fraction,cross_growth_improvement,nearest_pair_cross_rate,control_growth_delta,jacobian_convergence
B01,knotplot_final,FAIL,1.1111111111111112,0.3220001176170574,0.8112408000134429,0.8314649291890825,-0.5326583396397515,0.022967311068837926,-0.11452305823864328,0.001431687975654932
B02,fremlin_fseries,FAIL,1.111111111111111,0.3426799225120443,0.8878995735085222,0.989438007303514,-0.4271583493697052,-0.11589264128853816,-0.028730682206904556,0.001196199518968329
