schema,catalog_id,topology_key,knotplot_key,conway,component_count,coefficient_count_total,source_database_sha256,source_entry_sha256,source_L,source_D,source_length_over_D,sample_count_per_component,sampled_total_length,sampled_length_over_source_D,source_length_relative_error,edge_cv_max,edge_ratio_max,flatness_min,curvature_max,min_curvature_radius,sampled_dcsd_proxy,inter_component_min_distance,sampled_reach_proxy,length_over_diameter_proxy,ropelength_radius_proxy,writhe_sum_midpoint_proxy,acn_self_sum_midpoint_proxy,linking_matrix_midpoint_proxy,bishop_closure_mismatch_max_rad,Q_geom_reference,Q_phase,Dmin_projected_det1,phase_structure_ir_exponent,catalog_topology_status,geometry_status,dynamic_status,epistemic_status,native_backend,native_backend_error,gates_json,entity_role,topology_class,crossing_number,braid_index,genus,determinant,chirality,amphichirality,metadata_status,notes
sst21d.master-row.v0.1,0:1:1,0_1,0.1.1,0,1,1,520d03d146de32283d694b78b7a2b0a769ea336eaefc5edfc8b3d4b51e1b94bf,db0c1afea8e9a521ae5839c181b3e03add87ee55b627e361036d3d22bf803ae2,6.283185307179586,1.0,6.283185307179586,256,6.283027602288602,6.283027602288602,-2.5099512949941093e-05,6.748827805130538e-15,1.0000000000000422,0.0,1.000000000000517,0.9999999999994831,,,0.9999999999994831,3.141513801145925,6.28302760229185,0.0,0.0,[[0.0]],0.0,1.0,,,,CATALOG_LABEL_ONLY_NOT_RECOMPUTED,FOURIER_CATALOG_SAMPLED,NOT_MEASURED_REQUIRES_TRAJECTORY,RESEARCH_TRACK_DIAGNOSTIC_ONLY,True,,"{""G0_PARSE"":true,""G1_FINITE"":true,""G2_EDGE_UNIFORMITY"":true,""G3_POSITIVE_REACH_PROXY"":true,""G4_SOURCE_LENGTH_CONSISTENCY"":true,""G5_NATIVE_BACKEND_AVAILABLE"":true,""G6_TOPOLOGY_SIDECAR_PRESENT"":false,""G7_RIDGERUNNER_RESIDUAL_PRESENT"":false,""G8_DYNAMIC_TRAJECTORY_PRESENT"":false,""G9_PHASE_FIELD_PRESENT"":false,""G10_CONVERGENCE_CERTIFIED"":false}",reference ring,unknot,0,1,0,1,achiral,true,ORTHODOX_SEED,Reference only
sst21d.master-row.v0.1,3:1:1,3_1,3.1.1,3,1,4,520d03d146de32283d694b78b7a2b0a769ea336eaefc5edfc8b3d4b51e1b94bf,41d97c8cc83687e48cbb2d8a2a7d17f15a86286c8a3f7e8c24fecb975b4356f4,31.8910790100106,1.0,31.8910790100106,256,31.8910790100106,31.8910790100106,0.0,6.71581110748188e-05,1.0002427760864085,0.4402298124528634,0.7038602723901267,1.4207365285786904,1.664180685877057,,0.8320903429385285,19.16323106057643,38.32646212115286,-3.509269539576567,4.476059693895931,[[0.0]],3.0456803968358273,1.0,,,,CATALOG_LABEL_ONLY_NOT_RECOMPUTED,FOURIER_CATALOG_SAMPLED,NOT_MEASURED_REQUIRES_TRAJECTORY,RESEARCH_TRACK_DIAGNOSTIC_ONLY,True,,"{""G0_PARSE"":true,""G1_FINITE"":true,""G2_EDGE_UNIFORMITY"":true,""G3_POSITIVE_REACH_PROXY"":true,""G4_SOURCE_LENGTH_CONSISTENCY"":true,""G5_NATIVE_BACKEND_AVAILABLE"":true,""G6_TOPOLOGY_SIDECAR_PRESENT"":false,""G7_RIDGERUNNER_RESIDUAL_PRESENT"":false,""G8_DYNAMIC_TRAJECTORY_PRESENT"":false,""G9_PHASE_FIELD_PRESENT"":false,""G10_CONVERGENCE_CERTIFIED"":false}",electron candidate,"T(2,3) torus knot",3,2,1,3,chiral,false,ORTHODOX_TOPOLOGY_SST_ASSIGNMENT_HYPOTHESIS,Particle assignment not certified
