blind_id,source,topology_class,components,status,component_count,core_radius_norm,thickness_norm,core_clearance_radii,shape_velocity_ratio,normalized_growth,jacobian_convergence,nearest_self_distance,nearest_inter_distance,nearest_relevant_rate,TBK_block_diagonal_growth_penalty,ringdown_max_recurrence,ringdown_core_event,linking_drift_max,rpo_found,floquet_valid,floquet_rho_non
B01,knotplot:link_0.2.1,unlink,2,FAIL,2,0.15009361040373867,0.16677067822637628,2.732655085970953,0.10172815460978513,0.24191596285103706,0.005506716033532644,0.275609225792785,0.9462280180564955,-1.2377743112255477e-12,4.531196399265577e-10,0.006731786204721834,False,8.166317724897834e-11,False,False,nan
B02,fremlin:8_13:knot.8_13d,knot,1,FAIL,1,0.01360722726133362,0.015119141401481798,1.1111111111111112,0.8937393829427804,1.0,0.27202440644877285,2.260590415895887e-14,inf,-0.46692629528592006,-0.012714156060996424,0.08809961025740891,True,0.0,False,False,nan
B03,fremlin:15331:knot.15331,knot,1,FAIL,1,0.022795023229253787,0.025327803588059764,1.1111111111111112,0.5027737903308533,0.0406954222829751,0.30539167727297156,3.0190169694476038e-16,inf,-9.165818450506744e-15,-0.0015865940348576877,2.4172869614218394e-16,True,0.0,False,False,nan
B04,fremlin:6_3:knot.6_3d,knot,1,FAIL,1,0.03286939406510012,0.03652154896122236,1.1111111111111112,0.5349737607564519,0.5530545063813311,0.10386086540571521,2.6598097442811627e-14,inf,-0.9014928184662729,0.008320733193641001,0.09204794975160185,True,0.0,False,False,nan
B05,fremlin:8_10:knot.8_10s,knot,1,FAIL,1,0.05537825946013174,0.061531399400146375,1.1111111111111112,0.3377011055961476,0.39644591879218555,0.05541740086131157,0.12306279880029275,inf,-1.104013403304586e-13,-0.016694880585596965,0.05568437904875475,True,0.0,False,False,nan
B06,fremlin:5_1:knot.5_1,knot,1,FAIL,1,0.10758236795435988,0.1195359643937332,1.111111111111111,0.3349000304752174,0.3543253410523846,0.006645565320293216,0.2390719287874664,inf,0.38136776266644434,9.970396896618286e-13,0.045450617623046,True,0.0,False,False,nan
B07,knotplot:link_7.2.5,link,2,FAIL,2,0.07798654553175059,0.08665171725750066,1.111135987970289,0.5466129482529443,0.06353254790525031,0.10284495862806789,0.17330731463562324,0.17330791080096467,1.1365125633979887,0.019239421741601818,3.060979960625852e-16,True,0.0,False,False,nan
B08,fremlin:8_18:knot.8_18z,knot,1,FAIL,1,0.06783074784354542,0.07536749760393936,1.1111111111111112,0.23263895387121303,0.247652250219713,0.013515705365206122,0.15073499520787872,inf,0.05726086148083834,-0.10078684618446665,0.024316216261906408,True,0.0,False,False,nan
B09,knotplot:link_0.3.1,unlink,3,FAIL,3,0.16038893520997252,0.17820992801108057,1.657340816330975,0.2523375301466241,0.1757938971383185,0.017263249372142724,0.18883744341641753,1.4211230814899205,4.514822610126451e-08,0.00022260999665428766,0.008965611362573291,False,1.5898676081387356e-09,False,False,nan
B10,knotplot:knot_0.1,unknot,1,FAIL,1,0.8961665689362821,0.9957406321514245,0.9127040177198127,0.00011373873071396716,0.3194632309621011,0.006843011886393315,0.5344484782590074,inf,0.0,-0.014555744902741963,0.0013694429963526504,False,0.0,False,False,nan
B100,fremlin:8_15:knot.8_15d,knot,1,FAIL,1,0.035177756790439635,0.039086396433821814,1.111111111111111,0.6810644226785291,1.0,0.071286125604264,3.3644791662924058e-15,inf,0.604480687849782,0.07075665797810433,3.614932918173723e-16,True,0.0,False,False,nan
B101,fremlin:3_1:knot.3_1u,knot,1,FAIL,1,0.1275946191206882,0.1417717990229869,1.1111111111111112,0.4905904025107491,0.7362352793503504,0.0032590304094468475,0.2835435980459738,inf,0.15189622275660258,0.06942804904497456,0.10404432221860824,True,0.0,False,False,nan
B102,knotplot:torus_2.9,torus_knot,1,FAIL,1,0.07035615127844756,0.0781735014204973,1.111134572772841,0.3407523712330613,0.29797831475059117,0.009313737663558651,0.1563503041854384,inf,0.24458436328722555,4.341190824012454e-07,0.0705684376972186,True,0.0,False,False,nan
