q,cell_over_core,backend,n_nodes,ring_radius_over_core,image_shell,core_model,fd_eps_over_core,spectral_abscissa,gap_after_neutral,unstable_count,self_jacobian_norm,interaction_jacobian_norm,interaction_to_self_norm,neutral_effective_norm,neutral_gap_normalized,neutral_abscissa_normalized,neutral_positive_count,raw_rms,shape_rms,relative_shape_residual,equilibrium_gate_ok,interaction_decay_exponent
6.0,403.4287934927351,cpp,32,4.0,1,0,0.0001,0.00722250887718925,0.003941632090230653,4,0.5954337493135075,4.196002149010775e-10,7.04696728032038e-10,4.71855795979194e-11,1.4088447117834298e-05,8.000155950953724e-09,0,0.045722316820858915,6.211014289080214e-15,1.3584207277630114e-13,True,4.999602053077447
6.25,518.012824668342,cpp,32,4.0,1,0,0.0001,0.007222508835258727,0.003941632167086423,4,0.5954337493135075,1.2022475559000597e-10,2.0191122140559972e-10,1.3519921264542501e-11,1.3697931301777445e-05,4.640624081980282e-08,1,0.04572231693018433,1.0851548859447584e-15,2.3733593544739543e-14,True,4.999757737822171
6.5,665.1416330443618,cpp,32,4.0,1,0,0.0001,0.007222508823244523,0.00394163218910469,4,0.5954337493135075,3.4446242884744386e-11,5.7850672597007545e-11,3.873701336067432e-12,1.3921126994539843e-05,9.766569123362745e-08,1,0.04572231696150846,1.967442929557642e-16,4.303025437695869e-15,True,4.9998520906425385
6.75,854.0587625261516,cpp,32,4.0,1,0,0.0001,0.00722250881980221,0.003941632195412397,4,0.5954337493135075,9.869225994391035e-12,1.6574851535992958e-11,1.1098649365621695e-12,1.4770583214437437e-05,-5.497225554060538e-09,0,0.04572231697048328,8.143324722824104e-17,1.7810393834768145e-15,True,4.999914004854506
7.0,1096.6331584284585,cpp,32,4.0,1,0,0.0001,0.007222508818815943,0.003941632197218986,4,0.5954337493135075,2.8276206566606816e-12,4.7488417643788685e-12,3.1798631652726016e-13,1.5611343031926303e-05,5.986131706826097e-07,3,0.04572231697305472,6.345753572925777e-17,1.3878897643497562e-15,True,4.9999433187699145
7.25,1408.1048482046956,cpp,32,4.0,1,0,0.0001,0.007222508818533386,0.003941632197736044,4,0.5954337493135075,8.101335352025575e-13,1.3605771190104415e-12,9.11056463376936e-14,1.0694468158823e-05,-1.9146577850659764e-07,0,0.0457223169737914,6.018617846704811e-17,1.316341394106243e-15,True,4.999967149141006
7.5,1808.0424144560632,cpp,32,4.0,1,0,0.0001,0.007222508818452419,0.003941632197883781,4,0.5954337493135075,2.3210795248058964e-13,3.8981322900859e-13,2.6101931862125604e-14,1.2055776844143657e-05,1.2055776844143657e-05,3,0.045722316974002496,6.01104237762975e-17,1.3146845513204418e-15,True,4.999986065980887
7.75,2321.572414611057,cpp,32,4.0,1,0,0.0001,0.007222508818429205,0.003941632197926189,4,0.5954337493135075,6.650057387596927e-14,1.116842536262677e-13,7.478320272690916e-15,9.072234397866845e-06,9.072234397866845e-06,1,0.045722316974062996,4.9735275257161687e-17,1.0877680430187982e-15,True,4.999967994079987
8.0,2980.9579870417283,cpp,32,4.0,1,0,0.0001,0.0072225088184225674,0.003941632197938297,4,0.5954337493135075,1.9052908500505425e-14,3.199836845404223e-14,2.1427100041799176e-15,3.89183893756149e-05,6.0179518304498005e-06,1,0.04572231697408026,5.888892665758143e-17,1.2879689953368997e-15,True,4.999963240911107
8.25,3827.6258214399063,cpp,32,4.0,1,0,0.0001,0.007222508818420676,0.003941632197941849,4,0.5954337493135075,5.458508780223581e-15,9.167281475927173e-15,6.138925205795131e-16,4.452025226163325e-05,3.216344646495959e-05,3,0.04572231697408526,4.6469910589270244e-17,1.0163507377722942e-15,True,5.000176527329049
8.5,4914.768840299134,cpp,32,4.0,1,0,0.0001,0.007222508818420118,0.00394163219794277,4,0.5954337493135075,1.5640491477223752e-15,2.6267391620404656e-15,1.7596049675480589e-16,1.4918680451027028e-05,-1.4918680451027028e-05,0,0.045722316974086664,4.443220056286936e-17,9.717836606585688e-16,True,4.999590277096213
8.75,6310.688108089024,cpp,32,4.0,1,0,0.0001,0.007222508818419957,0.003941632197943061,4,0.5954337493135075,4.483337833104558e-16,7.529532610930311e-16,5.039981987685974e-17,0.00011372493601927034,0.00018774383549822744,1,0.04572231697408708,5.0266648110465165e-17,1.099389782432801e-15,True,4.997981351810684
9.0,8103.083927575384,cpp,32,4.0,1,0,0.0001,0.00722250881841992,0.003941632197943166,4,0.5954337493135075,1.2849212501012802e-16,2.1579583817388626e-16,1.4438100039217228e-17,0.0002881359770963437,-0.00016506270661135084,0,0.045722316974087227,5.3348140245204503e-17,1.1667855825294058e-15,True,4.9986815541772405
9.25,10404.565716560723,cpp,32,4.0,1,0,0.0001,0.007222508818419911,0.003941632197943086,4,0.5954337493135075,3.6779551789576426e-17,6.176934349452079e-17,4.109120337874208e-18,0.00016954073601647276,0.0011060279085522858,1,0.04572231697408723,3.7538544639444004e-17,8.210114255740514e-16,True,5.00370234256631
9.5,13359.726829661873,cpp,32,4.0,1,0,0.0001,0.007222508818419913,0.003941632197943202,4,0.5954337493135075,1.0553957353910198e-17,1.7724822225945634e-17,1.18955521503242e-18,0.0006328917712388214,0.0006328917712388214,1,0.04572231697408727,4.2401376691836335e-17,9.273671917341143e-16,True,4.993764554495701
9.75,17154.228809290984,cpp,32,4.0,1,0,0.0001,0.007222508818419919,0.003941632197943167,4,0.5954337493135075,3.017350337435838e-18,5.067482891110266e-18,3.4157750348533066e-19,0.0028437501039311596,0.0037779820385999887,1,0.045722316974087254,7.002107792359213e-17,1.5314420300107712e-15,True,5.008487278652005
10.0,22026.465794806718,cpp,32,4.0,1,0,0.0001,0.007222508818419916,0.003941632197943191,4,0.5954337493135075,8.69852394091769e-19,1.4608718351867803e-18,9.623284155025906e-20,0.0036140020779195595,0.0040225013737929935,1,0.04572231697408728,5.209165235558524e-17,1.1393047378834218e-15,True,4.975243273008666
10.25,28282.541920334977,cpp,32,4.0,1,0,0.0001,0.0072225088184199055,0.003941632197943177,4,0.5954337493135075,2.512347497033646e-19,4.2193568972706084e-19,2.7768954608937657e-20,0.014030421443349417,0.05882950814382564,1,0.045722316974087254,3.604456451608782e-17,7.883363508571926e-16,True,4.967743101831488
10.5,36315.502674246636,cpp,32,4.0,1,0,0.0001,0.007222508818419888,0.003941632197943189,4,0.5954337493135075,7.519115741099122e-20,1.2627963647959365e-19,7.638364289509798e-21,0.026063954319427214,0.03525114039300604,1,0.045722316974087227,4.2281708453476455e-17,9.247499088342197e-16,True,4.825416493644096
10.75,46630.028453524326,cpp,32,4.0,1,0,0.0001,0.007222508818419893,0.003941632197943145,4,0.5954337493135075,2.668469177569294e-20,4.4815551363117195e-20,1.7392833658749276e-21,0.048062579677969966,0.12456453772886858,2,0.045722316974087254,5.078968182791906e-17,1.1108291352930276e-15,True,4.143774308693582
11.0,59874.14171519782,cpp,32,4.0,1,0,0.0001,0.007222508818419902,0.00394163219794314,4,0.5954337493135075,1.2384536298093552e-20,2.079918431290137e-20,5.9310230326695315e-22,0.06148198911623382,0.24880428396546556,2,0.04572231697408723,6.816539025617657e-17,1.4908559925956678e-15,True,3.0705657504572827
11.25,76879.91976467776,cpp,32,4.0,1,0,0.0001,0.007222508818419912,0.003941632197943206,4,0.5954337493135075,6.903809566336911e-21,1.1594588943432431e-20,5.591973062993308e-22,0.009781553327781923,-0.0024274572950167103,0,0.0457223169740873,4.6217275830749746e-17,1.0108253231554945e-15,True,2.337501005300067
11.5,98715.7710107605,cpp,32,4.0,1,0,0.0001,0.007222508818419904,0.003941632197943167,4,0.5954337493135075,4.4079224607253315e-21,7.402876417078056e-21,1.6587206979540945e-22,0.013513576262473207,0.13371652357097907,1,0.04572231697408722,8.009610202507381e-17,1.7517944698749119e-15,True,1.7946795567718108
11.75,126753.55900574342,cpp,32,4.0,1,0,0.0001,0.007222508818419898,0.003941632197943174,4,0.5954337493135075,2.5197736475887315e-21,4.231828730725879e-21,9.527813828072488e-23,0.1679442237997708,0.1792175855891513,2,0.045722316974087227,5.644058393490906e-17,1.234420905810533e-15,True,2.2369376240508343
12.0,162754.79141900392,cpp,32,4.0,1,0,0.0001,0.007222508818419899,0.003941632197943212,4,0.5954337493135075,1.4636315524133821e-21,2.4580930357085816e-21,8.784004140072256e-23,0.0973392405779691,0.10057247032513039,1,0.04572231697408727,4.1651999644082834e-17,9.109774482270605e-16,True,2.1729934523518923
12.25,208981.28886971297,cpp,32,4.0,1,0,0.0001,0.007222508818419887,0.003941632197943211,4,0.5954337493135075,8.946716862150449e-22,1.5025545448952757e-21,4.1400058983967154e-23,0.14340030280791513,0.3177247917051863,1,0.0457223169740872,6.513360318971103e-17,1.4245472998803854e-15,True,1.9688766842662144
12.5,268337.2865208745,cpp,32,4.0,1,0,0.0001,0.007222508818419901,0.003941632197943218,4,0.5954337493135075,5.981162426269755e-22,1.0045051079428413e-21,2.0523957888604594e-23,0.12405096993624672,0.1514155291157608,3,0.04572231697408726,3.854258328237304e-17,8.42970912961754e-16,True,1.6106867968288845
12.75,344551.8961378237,cpp,32,4.0,1,0,0.0001,0.007222508818419908,0.003941632197943215,4,0.5954337493135075,3.637200830463802e-22,6.108489541711793e-22,1.783249966163157e-23,0.22717363919820285,0.2722904887484083,1,0.04572231697408725,3.578905007393381e-17,7.827479542258753e-16,True,1.9896022061652336
13.0,442413.3920089205,cpp,32,4.0,1,0,0.0001,0.007222508818419908,0.0039416321979432066,4,0.5954337493135075,2.0733807860439862e-22,3.4821351467471336e-22,1.1798584376853202e-23,0.01393052485180283,0.08463499264073446,2,0.045722316974087254,3.0222237819618427e-17,6.609953261280839e-16,True,2.248135512856301
13.25,568070.0400224912,cpp,32,4.0,1,0,0.0001,0.007222508818419915,0.003941632197943209,4,0.5954337493135075,1.2144049774368633e-22,2.039529970944686e-22,9.209731156374078e-24,0.17189725506918113,0.15855550015444206,2,0.04572231697408721,2.4474278197658835e-17,5.352807954052165e-16,True,2.139705114599309
13.5,729416.3698477013,cpp,32,4.0,1,0,0.0001,0.007222508818419912,0.003941632197943209,4,0.5954337493135075,7.709193830073434e-23,1.2947189908132656e-22,3.5145112295480724e-24,0.14111817178481853,0.2422997086199167,2,0.045722316974087227,2.4997671810933478e-17,5.467280196036591e-16,True,1.8177027952610074
13.75,936589.1582325544,cpp,32,4.0,1,0,0.0001,0.007222508818419902,0.0039416321979432135,4,0.5954337493135075,4.4709089153073046e-23,7.508658890198856e-23,2.7240245576871944e-24,0.14402129702460328,0.14402129702460328,3,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,2.1792875831854777
14.0,1202604.2841647768,cpp,32,4.0,1,0,0.0001,0.007222508818419903,0.003941632197943209,4,0.5954337493135075,2.637624657799675e-23,4.429753370279511e-23,1.0362541487790702e-24,0.38798078805748343,0.5072830371910313,1,0.04572231697408725,1.4210546731145955e-17,3.1080110702175627e-16,True,2.110851853628488
14.25,1544174.4670851405,cpp,32,4.0,1,0,0.0001,0.007222508818419898,0.003941632197943204,4,0.5954337493135075,1.6404760332575665e-23,2.755094139606494e-23,7.44271789038729e-25,0.31040132494466693,0.2948709620283,2,0.04572231697408725,1.937757944795186e-17,4.238100938527229e-16,True,1.8995691896278895
14.5,1982759.2635375687,cpp,32,4.0,1,0,0.0001,0.007222508818419889,0.003941632197943207,4,0.5954337493135075,1.0889345368741415e-23,1.82880889457409e-23,8.176697368789554e-25,0.05831921539099375,0.23780282843159378,1,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,1.6391469392732916
14.75,2545913.289555306,cpp,32,4.0,1,0,0.0001,0.007222508818419909,0.003941632197943211,4,0.5954337493135075,6.092741089100708e-24,1.0232441637923954e-23,2.974700251321531e-25,0.12484003118640793,0.12484003118640793,1,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,2.322746979534622
15.0,3269017.3724721107,cpp,32,4.0,1,0,0.0001,0.007222508818419894,0.003941632197943204,4,0.5954337493135075,3.72354207401333e-24,6.253495167692977e-24,1.5892422613406345e-25,0.08970736086338175,0.25764907563434863,1,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,1.969690765996367
15.25,4197501.3938479675,cpp,32,4.0,1,0,0.0001,0.0072225088184198994,0.003941632197943198,4,0.5954337493135075,2.296126917971244e-24,3.85622568525636e-24,1.0475656959691252e-25,0.15775419600328036,0.06943876792556823,2,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,1.9338065236017326
15.5,5389698.476283012,cpp,32,4.0,1,0,0.0001,0.007222508818419898,0.003941632197943206,4,0.5954337493135075,1.3867181039094839e-24,2.3289209009537513e-24,9.35425168184883e-26,0.12768937072369496,0.17950339689805683,3,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,2.017135502836046
15.75,6920509.831830581,cpp,32,4.0,1,0,0.0001,0.007222508818419901,0.003941632197943213,4,0.5954337493135075,7.9056820102471455e-25,1.3277181582941565e-24,5.715884763000243e-26,0.038851707318408465,0.2933021923494463,2,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,2.2477729173225875
16.0,8886110.520507872,cpp,32,4.0,1,0,0.0001,0.007222508818419881,0.003941632197943209,4,0.5954337493135075,4.932070857520149e-25,8.283156376685861e-25,3.5829614425815907e-26,0.09722151760429376,0.09722151760429376,1,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,1.887291162613209
16.25,11409991.763828445,cpp,32,4.0,1,0,0.0001,0.007222508818419896,0.003941632197943207,4,0.5954337493135075,2.937668532603904e-25,4.933661445947304e-25,2.1550781860596992e-26,0.05669809950436441,0.05669809950436441,1,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,2.072570805867321
16.5,14650719.428953517,cpp,32,4.0,1,0,0.0001,0.007222508818419889,0.0039416321979432005,4,0.5954337493135075,1.7661260724445203e-25,2.966116842521502e-25,8.741830982740595e-27,0.22439668048651537,-0.0382163488927856,0,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,2.0353110491678104
16.75,18811896.11953723,cpp,32,4.0,1,0,0.0001,0.007222508818419895,0.003941632197943201,4,0.5954337493135075,1.1308382597117174e-25,1.8991840167197326e-25,3.4498531656674905e-27,0.09346380355135804,0.09346380355135804,1,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,1.7833172314816623
17.0,24154952.7535753,cpp,32,4.0,1,0,0.0001,0.007222508818419887,0.003941632197943211,4,0.5954337493135075,6.982461552152543e-26,1.1726680861141683e-25,2.2635142288723297e-27,0.09489271123581691,0.3443562892052544,2,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,1.9285710438036723
17.25,31015573.27448223,cpp,32,4.0,1,0,0.0001,0.007222508818419884,0.003941632197943211,4,0.5954337493135075,4.180704785334923e-26,7.021276153988545e-26,2.6603632884034424e-27,0.010227606993063347,0.2063524600135947,1,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,2.0516866850041335
17.5,39824784.39757623,cpp,32,4.0,1,0,0.0001,0.007222508818419892,0.00394163219794321,4,0.5954337493135075,2.271898960884489e-26,3.8155360919729967e-26,1.3825612593761545e-27,0.14424842184604184,0.14424842184604184,1,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,2.4394552513089653
17.75,51136035.38059728,cpp,32,4.0,1,0,0.0001,0.007222508818419888,0.00394163219794321,4,0.5954337493135075,1.4888123139060518e-26,2.500382814414779e-26,8.874208287731041e-28,0.12380977295419869,0.16008102577925665,2,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,1.6905493243557108
18.0,65659969.13733051,cpp,32,4.0,1,0,0.0001,0.007222508818419885,0.003941632197943211,4,0.5954337493135075,9.3798723011013e-27,1.5753007470462704e-26,4.828473981313289e-28,0.09864912208831504,0.09864912208831504,1,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,1.847990565452303
18.25,84309069.23126505,cpp,32,4.0,1,0,0.0001,0.0072225088184198856,0.00394163219794321,4,0.5954337493135075,5.5620932904137576e-27,9.341246271019157e-27,5.047678937412347e-28,0.07134482649153875,0.21068871708958098,1,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,2.0903664819250354
18.5,108254987.75023076,cpp,32,4.0,1,0,0.0001,0.007222508818419889,0.003941632197943211,4,0.5954337493135075,3.2103316725931894e-27,5.391585002184495e-27,1.2232577371967237e-28,0.03122196425164591,0.3071551998792941,3,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,2.1984010875577873
18.75,139002155.7545164,cpp,32,4.0,1,0,0.0001,0.007222508818419886,0.003941632197943211,4,0.5954337493135075,2.0390235920925264e-27,3.424434027200129e-27,1.004835539118746e-28,0.025731244847763825,-0.025731244847763825,0,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,1.8156127786051037
19.0,178482300.96318725,cpp,32,4.0,1,0,0.0001,0.007222508818419887,0.003941632197943211,4,0.5954337493135075,1.2441876295079783e-27,2.089548385429005e-27,8.576049594042814e-29,0.04521081083188761,0.16648082821926183,2,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,1.9759530057039323
19.25,229175810.8656434,cpp,32,4.0,1,0,0.0001,0.007222508818419889,0.00394163219794321,4,0.5954337493135075,6.974082794268849e-28,1.171260917324466e-27,4.980697254713418e-29,0.044817618149275915,0.1740912109034,1,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,2.315468333941361
19.5,294267566.0415088,cpp,32,4.0,1,0,0.0001,0.007222508818419888,0.00394163219794321,4,0.5954337493135075,4.445706313150345e-28,7.466332431233411e-28,2.9362800116819186e-29,0.09918201795617639,0.09173071004002023,2,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,1.8010482523694387
19.75,377847034.1041358,cpp,32,4.0,1,0,0.0001,0.007222508818419889,0.003941632197943212,4,0.5954337493135075,2.6015394196143227e-28,4.369150090356335e-28,2.0241847892105687e-29,0.026447669147883827,0.021535726808316058,2,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,2.1433416106285037
20.0,485165195.4097903,cpp,32,4.0,1,0,0.0001,0.0072225088184198925,0.003941632197943211,4,0.5954337493135075,1.6181075641086785e-28,2.717527459560767e-28,1.253065061289725e-29,0.1780076310040387,0.2562504862674223,1,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,1.8993842327335588
20.25,622964442.1984454,cpp,32,4.0,1,0,0.0001,0.007222508818419888,0.003941632197943211,4,0.5954337493135075,9.035717738059807e-29,1.517501778909466e-28,3.8177851617341455e-30,0.07871608221515225,0.2114421301541966,2,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,2.33062811384912
20.5,799902177.4755054,cpp,32,4.0,1,0,0.0001,0.007222508818419895,0.003941632197943212,4,0.5954337493135075,5.895611346094644e-29,9.9013724917203e-29,2.9628601662903734e-30,0.03710975957835161,0.03710975957835161,1,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,1.707908504597135
20.75,1027094726.7424176,cpp,32,4.0,1,0,0.0001,0.007222508818419897,0.003941632197943213,4,0.5954337493135075,3.3495595207358005e-29,5.625410928751693e-29,1.657712210208307e-30,0.16920083799840602,0.17144852702961125,1,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,2.2615175345454377
21.0,1318815734.4832146,cpp,32,4.0,1,0,0.0001,0.007222508818419892,0.003941632197943209,4,0.5954337493135075,2.1404957926221935e-29,3.594851308126273e-29,1.2335862460913029e-30,0.018447834229080792,0.11101506627851623,2,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,1.7911654793943013
21.25,1693392923.0041597,cpp,32,4.0,1,0,0.0001,0.0072225088184198925,0.00394163219794321,4,0.5954337493135075,1.3615923349509708e-29,2.2867234793472648e-29,6.745589680023896e-31,0.0005253647217072272,0.5087505184552422,3,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,1.8095305264690063
21.5,2174359553.5764885,cpp,32,4.0,1,0,0.0001,0.007222508818419886,0.003941632197943211,4,0.5954337493135075,8.976073912261633e-30,1.5074849087090552e-29,6.876152010881418e-31,0.0065145475159510725,0.23135216234756942,1,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,1.6667094367765842
21.75,2791932931.8100224,cpp,32,4.0,1,0,0.0001,0.007222508818419886,0.003941632197943211,4,0.5954337493135075,4.907009240487613e-30,8.24106669490106e-30,2.249530979110388e-31,0.07529165511479018,0.4511334193508745,1,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,2.4155917717952904
22.0,3584912846.131592,cpp,32,4.0,1,0,0.0001,0.007222508818419887,0.00394163219794321,4,0.5954337493135075,2.9022196106785618e-30,4.87412682607362e-30,1.9075609356140548e-31,0.03121083605746626,0.046092238975300015,1,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,2.1007552520030845
22.25,4603119211.043354,cpp,32,4.0,1,0,0.0001,0.007222508818419893,0.003941632197943212,4,0.5954337493135075,1.8351903020864596e-30,3.082106622613016e-30,8.542511333344532e-32,0.12920459431106024,0.22602276963287762,1,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,1.8333105769615559
22.5,5910522063.023291,cpp,32,4.0,1,0,0.0001,0.007222508818419888,0.00394163219794321,4,0.5954337493135075,1.0437638597734549e-30,1.75294709273171e-30,5.512276836852927e-32,0.043121405124282856,0.03703116251675921,2,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,2.257259628275291
22.75,7589260554.81557,cpp,32,4.0,1,0,0.0001,0.00722250881841989,0.003941632197943212,4,0.5954337493135075,6.210544112269021e-31,1.0430285685736379e-30,2.9823994270339944e-32,0.16162246484641302,0.21440274347163213,1,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,2.076679432334868
23.0,9744803446.248903,cpp,32,4.0,1,0,0.0001,0.007222508818419887,0.00394163219794321,4,0.5954337493135075,3.7748436809555408e-31,6.339653547195915e-31,1.8407738263819016e-32,0.0281433511588465,0.05688858089714792,1,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,1.9915581520189993
23.25,12512575305.609886,cpp,32,4.0,1,0,0.0001,0.0072225088184198856,0.00394163219794321,4,0.5954337493135075,2.441423592239115e-31,4.1002438895240685e-31,1.6246434264037447e-32,0.06357275669609833,0.06357275669609833,1,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,1.7431106568498382
23.5,16066464720.622478,cpp,32,4.0,1,0,0.0001,0.00722250881841989,0.003941632197943211,4,0.5954337493135075,1.4840059643432463e-31,2.492310800410959e-31,5.116990903300978e-33,0.2250186124403281,0.012796073862014513,2,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,1.9913445791056679
