q,cell_over_core,backend,n_nodes,ring_radius_over_core,image_shell,core_model,fd_eps_over_core,spectral_abscissa,gap_after_neutral,unstable_count,self_jacobian_norm,interaction_jacobian_norm,interaction_to_self_norm,neutral_effective_norm,neutral_gap_normalized,neutral_abscissa_normalized,neutral_positive_count,raw_rms,shape_rms,relative_shape_residual,equilibrium_gate_ok,interaction_decay_exponent
23.75,20629749057.596176,cpp,32,4.0,1,0,0.0001,0.00722250881841989,0.00394163219794321,4,0.5954337493135075,8.58023822033377e-32,1.4410063638861873e-31,4.860442821187125e-33,0.13104349381482416,0.13104349381482416,1,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,2.1914743164330943
24.0,26489122129.84347,cpp,32,4.0,1,0,0.0001,0.00722250881841989,0.003941632197943211,4,0.5954337493135075,5.464382995264162e-32,9.177146914437089e-32,1.6794465120492977e-33,0.11680812031745991,-0.11680812031745991,0,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,1.8048418544338731
24.25,34012706080.464737,cpp,32,4.0,1,0,0.0001,0.00722250881841989,0.003941632197943212,4,0.5954337493135075,3.192212797316156e-32,5.361155293929088e-32,1.8792226607634985e-33,0.09903620528790881,0.20689684174810677,2,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,2.1501474836891203
24.5,43673179097.646416,cpp,32,4.0,1,0,0.0001,0.00722250881841989,0.003941632197943212,4,0.5954337493135075,1.9797632602910053e-32,3.324909383409205e-32,1.0987406483404266e-33,0.03928477364484282,0.059323602882505495,2,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,1.9109482845721328
24.75,56077471988.9338,cpp,32,4.0,1,0,0.0001,0.00722250881841989,0.003941632197943208,4,0.5954337493135075,1.1047291558561077e-32,1.8553351353190534e-32,4.941334788090617e-34,0.17165856461389625,0.20940001273538922,1,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,2.3335082997798717
25.0,72004899337.38588,cpp,32,4.0,1,0,0.0001,0.00722250881841989,0.003941632197943211,4,0.5954337493135075,7.032383382669295e-33,1.1810521977931432e-32,3.087754192170423e-34,0.10535411202282455,0.23536025133639724,2,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,1.8066384459236853
25.25,92456120875.24577,cpp,32,4.0,1,0,0.0001,0.00722250881841989,0.003941632197943211,4,0.5954337493135075,4.939160499295861e-33,8.295063061155603e-33,2.7524717453342115e-34,0.12006975315298804,0.0892515588214215,2,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,1.4133212050871289
25.5,118716009132.16965,cpp,32,4.0,1,0,0.0001,0.00722250881841989,0.003941632197943212,4,0.5954337493135075,2.589937837768696e-33,4.3496658373071886e-33,1.4008637462871102e-34,0.04489295998310387,0.6861032739524916,2,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,2.5822460111311436
25.75,152434373093.43985,cpp,32,4.0,1,0,0.0001,0.00722250881841989,0.003941632197943211,4,0.5954337493135075,1.668532317529476e-33,2.802213209199469e-33,6.093538799804629e-35,0.15831491896932579,0.2704423412415605,2,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,1.7587579453146
26.0,195729609428.83878,cpp,32,4.0,1,0,0.0001,0.00722250881841989,0.003941632197943211,4,0.5954337493135075,1.035244611820552e-33,1.7386394590735157e-33,4.7765620278752887e-35,0.1084010967103883,0.1084010967103883,1,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,1.909226598066291
26.25,251321793304.9936,cpp,32,4.0,1,0,0.0001,0.00722250881841989,0.003941632197943209,4,0.5954337493135075,5.773870238570841e-34,9.696914636141638e-34,2.3940377098552947e-35,0.03658582181423409,0.2443343765468033,1,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,2.3355208965022602
26.5,322703570371.15485,cpp,32,4.0,1,0,0.0001,0.00722250881841989,0.003941632197943209,4,0.5954337493135075,3.6211322634807605e-34,6.0815032195532535e-34,2.7343461874532055e-35,0.023599050348905137,0.09899752814072733,2,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,1.8662234027435494
26.75,414359586412.444,cpp,32,4.0,1,0,0.0001,0.00722250881841989,0.003941632197943211,4,0.5954337493135075,2.2184549596792215e-34,3.725779672779619e-34,1.4145949905454794e-35,0.044810984849793484,0.2527848464260118,3,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,1.9599030696760034
27.0,532048240601.7986,cpp,32,4.0,1,0,0.0001,0.00722250881841989,0.003941632197943212,4,0.5954337493135075,1.2190020296416015e-34,2.0472504809259192e-34,3.862877693017007e-36,0.04327711432348208,0.19424003608424356,1,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,2.3951138959084775
27.25,683163463836.7042,cpp,32,4.0,1,0,0.0001,0.00722250881841989,0.003941632197943213,4,0.5954337493135075,7.712067972541368e-35,1.2952016880858418e-34,3.510192342946337e-36,0.003170287185382896,0.11696887444120407,3,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,1.8313249494437127
27.5,877199251318.7649,cpp,32,4.0,1,0,0.0001,0.00722250881841989,0.003941632197943209,4,0.5954337493135075,3.816524309904372e-35,6.409653994763568e-35,1.557945442627146e-36,0.09407779910006506,0.09407779910006506,3,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,2.813784916859073
27.75,1126346134192.752,cpp,32,4.0,1,0,0.0001,0.00722250881841989,0.003941632197943209,4,0.5954337493135075,2.1325370549574799e-35,3.581485022332279e-35,9.542096126442326e-37,0.2291482161042045,-0.07858154177765389,0,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,2.3281110615593863
28.0,1446257064291.475,cpp,32,4.0,1,0,0.0001,0.00722250881841989,0.003941632197943211,4,0.5954337493135075,1.2627550514363332e-35,2.1207314044462538e-35,3.1799831411639433e-37,0.15036851967314188,0.2925632937542642,1,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,2.0960659753124036
28.25,1857030829614.4512,cpp,32,4.0,1,0,0.0001,0.00722250881841989,0.003941632197943211,4,0.5954337493135075,7.510294861979663e-36,1.2613149440451597e-35,7.229148278872918e-37,0.04137726933558377,0.11317476185330305,2,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,2.078424992447234
28.5,2384474784797.6777,cpp,32,4.0,1,0,0.0001,0.00722250881841989,0.003941632197943211,4,0.5954337493135075,4.094259497156359e-36,6.87609579046661e-36,1.4485832573180222e-37,0.2418646643193887,0.4306637333873786,1,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,2.4267554304316414
28.75,3061726229131.251,cpp,32,4.0,1,0,0.0001,0.00722250881841989,0.00394163219794321,4,0.5954337493135075,2.660314813439995e-36,4.4678603060494095e-36,1.7979955999249047e-37,0.10016924965660332,0.03238805240571585,2,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,1.7245656130796434
29.0,3931334297144.042,cpp,32,4.0,1,0,0.0001,0.00722250881841989,0.003941632197943207,4,0.5954337493135075,1.5163599127179928e-36,2.5466475732459695e-36,9.383365114561105e-38,0.12341580621310808,0.2549895854876702,1,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,2.2485271928815127
29.25,5047933159029.1875,cpp,32,4.0,1,0,0.0001,0.00722250881841989,0.003941632197943209,4,0.5954337493135075,7.1744952324194065e-37,1.2049191435136296e-36,4.417620447598796e-38,0.10655773470726834,0.40302341571067596,1,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,2.9934614127720662
29.5,6481674477934.32,cpp,32,4.0,1,0,0.0001,0.00722250881841989,0.003941632197943211,4,0.5954337493135075,4.598290316497256e-37,7.722589325510615e-37,1.9348685361311405e-38,0.12207835362860585,-0.04351118287387121,0,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,1.779391376827206
29.75,8322634772363.915,cpp,32,4.0,1,0,0.0001,0.00722250881841989,0.00394163219794321,4,0.5954337493135075,2.9314114690567905e-37,4.923153033291274e-37,1.0773842215965093e-38,0.13682795720033278,0.5649151511394028,2,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,1.8008021079760592
30.0,10686474581524.463,cpp,32,4.0,1,0,0.0001,0.00722250881841989,0.003941632197943212,4,0.5954337493135075,1.6003132018983775e-37,2.687642754115675e-37,9.245072448990717e-39,0.08594854987905633,0.10437559106793692,1,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,2.421138703249434
30.25,13721704977464.906,cpp,32,4.0,1,0,0.0001,0.00722250881841989,0.00394163219794321,4,0.5954337493135075,1.1019789560805704e-37,1.8507163178961107e-37,1.1601299887504211e-38,0.05693181458182383,0.04272847626694691,2,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,1.492366987370813
30.5,17619017951355.633,cpp,32,4.0,1,0,0.0001,0.00722250881841989,0.00394163219794321,4,0.5954337493135075,5.549482979642703e-38,9.320067910226554e-38,2.0854494543347794e-39,0.0011086208714846818,0.2943396906848926,1,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,2.7439517633158323
30.75,22623266866618.21,cpp,32,4.0,1,0,0.0001,0.00722250881841989,0.003941632197943211,4,0.5954337493135075,3.458703268701395e-38,5.808712174425841e-38,1.1955813497282574e-39,0.2870190176934993,0.47907839776192507,2,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,1.8912441024277584
31.0,29048849665247.426,cpp,32,4.0,1,0,0.0001,0.00722250881841989,0.00394163219794321,4,0.5954337493135075,1.9508784168438246e-38,3.276398791793458e-38,3.0114916111256598e-40,0.05935517619850074,0.7720246187904073,1,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,2.2904559986806277
31.25,37299461295718.88,cpp,32,4.0,1,0,0.0001,0.00722250881841989,0.003941632197943212,4,0.5954337493135075,1.1342115070198793e-38,1.904849210054929e-38,1.843771022565502e-40,0.11000007357169878,0.25340465608402046,1,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,2.169368157119621
31.5,47893456332463.73,cpp,32,4.0,1,0,0.0001,0.00722250881841989,0.003941632197943211,4,0.5954337493135075,7.160206956894084e-39,1.2025195019847785e-38,1.0061168209480753e-40,0.08772967277436432,0.40987115143654684,2,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,1.8399356395436643
31.75,61496415223907.89,cpp,32,4.0,1,0,0.0001,0.00722250881841989,0.00394163219794321,4,0.5954337493135075,4.5369675882349545e-39,7.61960099417568e-39,1.2036123488152226e-40,0.012091917662062137,0.20420025460339797,2,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,1.8251201134743211
32.0,78962960182680.69,cpp,32,4.0,1,0,0.0001,0.00722250881841989,0.003941632197943209,4,0.5954337493135075,2.8010806752397357e-39,4.7042692465268915e-39,4.930610178110364e-41,0.14411449310950228,0.14411449310950228,1,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,1.9290142344724492
32.25,101390447851464.12,cpp,32,4.0,1,0,0.0001,0.00722250881841989,0.003941632197943209,4,0.5954337493135075,1.732309917233884e-39,2.9093243693880525e-39,4.638011835321364e-41,0.3517164373332685,0.10792285492169829,2,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,1.9221982719276094
32.5,130187912050632.94,cpp,32,4.0,1,0,0.0001,0.00722250881841989,0.003941632197943209,4,0.5954337493135075,9.631061342716824e-40,1.6174866395834547e-39,1.4965088774369865e-41,0.2457339635234615,0.2457339635234615,1,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,2.3481895652686777
32.75,167164588018521.0,cpp,32,4.0,1,0,0.0001,0.00722250881841989,0.003941632197943209,4,0.5954337493135075,5.976662442704854e-40,1.003749359117705e-39,1.2625861628823418e-41,0.07520769539046042,0.07520769539046042,1,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,1.9085245586025856
33.0,214643579785916.06,cpp,32,4.0,1,0,0.0001,0.00722250881841989,0.003941632197943209,4,0.5954337493135075,4.046719822481697e-40,6.7962553804638655e-40,1.2214162257602062e-41,0.049627622076592666,0.4245543180738818,1,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,1.5598226385030254
33.25,275607811973959.38,cpp,32,4.0,1,0,0.0001,0.00722250881841989,0.003941632197943209,4,0.5954337493135075,2.139533190653333e-40,3.593234668206265e-40,6.506680636387906e-42,0.19869323517430232,0.19869323517430232,3,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,2.549275850203027
33.5,353887435612259.9,cpp,32,4.0,1,0,0.0001,0.00722250881841989,0.003941632197943209,4,0.5954337493135075,1.280670322192458e-40,2.15081916950287e-40,1.8892284619955324e-42,0.21057273984128824,0.6784288323947234,1,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,2.0528161598521972
33.75,454400461972588.25,cpp,32,4.0,1,0,0.0001,0.00722250881841989,0.003941632197943209,4,0.5954337493135075,7.467884150139666e-41,1.2541922856656349e-40,1.0103129927276695e-42,0.05339106790716298,0.9356817884394448,3,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,2.1574280413523326
34.0,583461742527454.9,cpp,32,4.0,1,0,0.0001,0.00722250881841989,0.003941632197943209,4,0.5954337493135075,5.239392670951339e-41,8.799287371587493e-41,1.1432099058263587e-42,0.3696515959262904,0.3696515959262904,1,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,1.417624494389879
34.25,749179707070171.0,cpp,32,4.0,1,0,0.0001,0.00722250881841989,0.003941632197943209,4,0.5954337493135075,2.924714042097722e-41,4.911905053198124e-41,3.7871412639245356e-43,0.2068404098836868,0.24125843670982047,3,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,2.332035506425045
34.5,961965785544776.4,cpp,32,4.0,1,0,0.0001,0.00722250881841989,0.003941632197943209,4,0.5954337493135075,1.931594536111597e-41,3.244012517494326e-41,4.963064184027919e-43,0.5042971807587913,0.40840005463182605,2,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,1.6594034647650477
34.75,1235188518623482.0,cpp,32,4.0,1,0,0.0001,0.00722250881841989,0.003941632197943209,4,0.5954337493135075,1.2879736832414858e-41,2.163084784371775e-41,2.698820084018881e-43,0.0990687037766577,0.18970625315157977,1,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,1.6211026044820773
35.0,1586013452313430.8,cpp,32,4.0,1,0,0.0001,0.00722250881841989,0.003941632197943209,4,0.5954337493135075,6.852144780917744e-42,1.150782062457457e-41,1.3670648665595167e-43,0.027239929670063848,0.31570842802838184,3,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,2.5243743129270353
35.25,2036481583979116.2,cpp,32,4.0,1,0,0.0001,0.00722250881841989,0.003941632197943209,4,0.5954337493135075,4.1986945854436985e-42,7.051489087214981e-42,7.304332720043335e-44,0.22022128770406935,0.20963865111787067,2,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,1.9591521839296848
35.5,2614894114445696.5,cpp,32,4.0,1,0,0.0001,0.00722250881841989,0.003941632197943209,4,0.5954337493135075,2.5606493625814383e-42,4.300477367185995e-42,6.701787170456203e-44,0.24622519895480677,0.7829766219682466,2,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,1.9780511216123062
35.75,3357590504895458.5,cpp,32,4.0,1,0,0.0001,0.00722250881841989,0.003941632197943209,4,0.5954337493135075,1.6850193142765142e-42,2.8299022623746488e-42,7.617572031500248e-44,0.14445788487337904,0.17501668047735175,1,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,1.6739354294680302
36.0,4311231547115195.0,cpp,32,4.0,1,0,0.0001,0.00722250881841989,0.003941632197943209,4,0.5954337493135075,9.261653593212275e-43,1.5554465301791004e-42,2.596984408023831e-44,0.2941811091620449,0.2941811091620449,1,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,2.393918050858436
36.25,5535730883721925.0,cpp,32,4.0,1,0,0.0001,0.00722250881841989,0.003941632197943209,4,0.5954337493135075,5.701761011433197e-43,9.575810941195253e-43,1.6109411123100579e-44,0.3603619592659563,0.6395618824946181,2,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,1.94043011998797
36.5,7108019154642244.0,cpp,32,4.0,1,0,0.0001,0.00722250881841989,0.003941632197943209,4,0.5954337493135075,3.186416948637569e-43,5.351421467646535e-43,7.584816408430083e-45,0.10892290818413207,0.8320162410069334,2,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,2.3275120182933704
36.75,9126877256863956.0,cpp,32,4.0,1,0,0.0001,0.00722250881841989,0.003941632197943209,4,0.5954337493135075,1.9067168474079494e-43,3.2022317337676233e-43,9.060796088573996e-45,0.31551016283651845,0.31551016283651845,1,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,2.0540569479140167
37.0,1.1719142372802612e+16,cpp,32,4.0,1,0,0.0001,0.00722250881841989,0.003941632197943209,4,0.5954337493135075,1.1190403272975834e-43,1.87937000310741e-43,3.2616354266962984e-45,0.10016165435583736,0.2969513985409329,2,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,2.1316454702974323
37.25,1.504767666846084e+16,cpp,32,4.0,1,0,0.0001,0.00722250881841989,0.003941632197943209,4,0.5954337493135075,6.775434042787413e-44,1.1378988931344593e-43,2.4701149250350972e-45,0.010272423034013328,0.010272423034013328,1,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,2.007012521191267
37.5,1.9321599304402836e+16,cpp,32,4.0,1,0,0.0001,0.00722250881841989,0.003941632197943209,4,0.5954337493135075,3.3295157599484893e-44,5.591748475438591e-44,1.9887111938420677e-45,0.3465494155285356,0.28513968985103383,2,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,2.8419062163376663
37.75,2.4809424597909428e+16,cpp,32,4.0,1,0,0.0001,0.00722250881841989,0.003941632197943209,4,0.5954337493135075,2.477021566532149e-44,4.1600288350937076e-44,1.5333625164391372e-45,0.04761374200739315,0.25267779156253284,1,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,1.183080075205491
38.0,3.1855931757113756e+16,cpp,32,4.0,1,0,0.0001,0.00722250881841989,0.003941632197943209,4,0.5954337493135075,1.2898828907120507e-44,2.166291198977541e-44,4.632073374434326e-46,0.2663417843550325,0.5918388488551174,3,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,2.6100217013004117
38.25,4.090382604840425e+16,cpp,32,4.0,1,0,0.0001,0.00722250881841989,0.003941632197943209,4,0.5954337493135075,7.570075905052617e-45,1.2713548591728926e-44,8.527461880533953e-47,0.16157361255683916,0.00940693069530283,2,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,2.1317337214651113
38.5,5.252155228592516e+16,cpp,32,4.0,1,0,0.0001,0.00722250881841989,0.003941632197943209,4,0.5954337493135075,3.626517744084985e-45,6.090547854007436e-45,5.269280914123455e-47,0.3320314168853075,0.4352543370933115,2,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,2.9437208231276366
38.75,6.7439008059022056e+16,cpp,32,4.0,1,0,0.0001,0.00722250881841989,0.003941632197943209,4,0.5954337493135075,3.2585615348884566e-45,5.472584546383783e-45,1.3536498380809073e-47,0.19600048104368262,0.45912356266782217,3,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,0.427948150683653
39.0,8.659340042399374e+16,cpp,32,4.0,1,0,0.0001,0.007222508818419909,0.003941632197943136,4,0.5954337493135075,0.0,0.0,0.0,0.0,0.0,0,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,
39.25,1.1118812706182702e+17,cpp,32,4.0,1,0,0.0001,0.007222508818419909,0.003941632197943136,4,0.5954337493135075,0.0,0.0,0.0,0.0,0.0,0,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,
39.5,1.4276838118129198e+17,cpp,32,4.0,1,0,0.0001,0.007222508818419909,0.003941632197943136,4,0.5954337493135075,0.0,0.0,0.0,0.0,0.0,0,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,
39.75,1.8331823013614275e+17,cpp,32,4.0,1,0,0.0001,0.007222508818419909,0.003941632197943136,4,0.5954337493135075,0.0,0.0,0.0,0.0,0.0,0,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,
40.0,2.3538526683702e+17,cpp,32,4.0,1,0,0.0001,0.007222508818419909,0.003941632197943136,4,0.5954337493135075,0.0,0.0,0.0,0.0,0.0,0,0.04572231697408725,1.7177660916611698e-17,3.75695328964781e-16,True,
