mode,tau_linear_hat,tau_nonlinear_hat,omega_mean_hat,delta_omega_hat,separation_within_run
2,0.13901936855964087,1.931534203656964,-6.495811620879123,0.5177231643668049,False
3,0.07578310064131714,2.149352641132731,-12.003599124410393,0.4652563664345883,False
4,0.05178326717407041,1.7679966599299617,-17.091929894459795,0.5656119282711849,False
5,0.03980564677388677,0.3852236380590556,-16.701513579138865,2.5958946990856724,True
6,0.03295422697634542,0.2310819316604044,-19.225367474302413,4.32746945126627,True
7,0.028746546498235673,0.2700931749883404,-25.82431932597606,3.7024260240680604,True
