pair_id,carrier_id,family,candidate_null,candidate_active,beta,gamma_core,n_threads,helix_turns
PAIR_CBE9E13017DF,TORUS_T2_3,torus,CAND_8599FFA7D53FBDAE,CAND_15B5900737CD549B,-0.75,1.0,3,1.0
PAIR_30EC4DD2DEB6,TORUS_T2_3,torus,CAND_8599FFA7D53FBDAE,CAND_663A5634D7093C9B,0.75,1.0,3,1.0
PAIR_F6F1BEAF02FE,TWIST_5_2,twist,CAND_0B7F7B2545183C21,CAND_9C59C90D6BD240A0,-0.75,1.0,3,1.0
PAIR_0CE0E65EB529,TWIST_5_2,twist,CAND_0B7F7B2545183C21,CAND_AAF270A2776E335E,0.75,1.0,3,1.0
PAIR_D4CFF3D05095,TRIPLE_GEAR_T3_3,triple_gear,CAND_A8648EE6F89C05A2,CAND_B4E3234D8D4E0610,-0.75,1.0,3,1.0
PAIR_681C1A514E94,TRIPLE_GEAR_T3_3,triple_gear,CAND_A8648EE6F89C05A2,CAND_ABCF04F00C65356A,0.75,1.0,3,1.0
