candidate_id,carrier_id,family,source,source_qualified,condition,gamma_core,beta_total_thread_over_core,n_threads,helix_turns,thread_gamma_each,hole_clearance,bundle_radius,thread_density_proxy,link_matrix_json
CAND_8599FFA7D53FBDAE,TORUS_T2_3,torus,"analytic T(2,q)",True,null,1.0,0.0,3,1.0,0.0,0.66875533192627,0.18,2.1351916713915333,"[[2.004009575959538, 2.003805996785422, 2.003767211099019]]"
CAND_15B5900737CD549B,TORUS_T2_3,torus,"analytic T(2,q)",True,active,1.0,-0.75,3,1.0,-0.25,0.66875533192627,0.18,2.1351916713915333,"[[2.004009575959538, 2.003805996785422, 2.003767211099019]]"
CAND_663A5634D7093C9B,TORUS_T2_3,torus,"analytic T(2,q)",True,active,1.0,0.75,3,1.0,0.25,0.66875533192627,0.18,2.1351916713915333,"[[2.004009575959538, 2.003805996785422, 2.003767211099019]]"
CAND_0B7F7B2545183C21,TWIST_5_2,twist,knot.5_2.fseries,True,null,1.0,0.0,3,1.0,0.0,0.3070847725872427,0.098,10.126393948390664,"[[-1.02945352741804, -1.0739970876102765, -1.0542274087572747]]"
CAND_9C59C90D6BD240A0,TWIST_5_2,twist,knot.5_2.fseries,True,active,1.0,-0.75,3,1.0,-0.25,0.3070847725872427,0.098,10.126393948390664,"[[-1.02945352741804, -1.0739970876102765, -1.0542274087572747]]"
CAND_AAF270A2776E335E,TWIST_5_2,twist,knot.5_2.fseries,True,active,1.0,0.75,3,1.0,0.25,0.3070847725872427,0.098,10.126393948390664,"[[-1.02945352741804, -1.0739970876102765, -1.0542274087572747]]"
CAND_A8648EE6F89C05A2,TRIPLE_GEAR_T3_3,triple_gear,"analytic T(3,3) three-unknot-link proxy",True,null,1.0,0.0,3,1.0,0.0,0.6676789831641659,0.18,2.142081399583726,"[[1.0008619864863662, 1.0007909133816775, 1.0008359071717625], [1.0007159550526803, 1.0007549750097136, 1.0007025807144982], [1.0007186859859234, 1.0007028509529372, 1.0007622182093672]]"
CAND_B4E3234D8D4E0610,TRIPLE_GEAR_T3_3,triple_gear,"analytic T(3,3) three-unknot-link proxy",True,active,1.0,-0.75,3,1.0,-0.25,0.6676789831641659,0.18,2.142081399583726,"[[1.0008619864863662, 1.0007909133816775, 1.0008359071717625], [1.0007159550526803, 1.0007549750097136, 1.0007025807144982], [1.0007186859859234, 1.0007028509529372, 1.0007622182093672]]"
CAND_ABCF04F00C65356A,TRIPLE_GEAR_T3_3,triple_gear,"analytic T(3,3) three-unknot-link proxy",True,active,1.0,0.75,3,1.0,0.25,0.6676789831641659,0.18,2.142081399583726,"[[1.0008619864863662, 1.0007909133816775, 1.0008359071717625], [1.0007159550526803, 1.0007549750097136, 1.0007025807144982], [1.0007186859859234, 1.0007028509529372, 1.0007622182093672]]"
