pair_id,candidate_a,candidate_b,valid,winner_anonymous,decision_basis,median_log_ratio_A_over_B,n_metrics_A_better,n_metrics_B_better,delta_far_profile_nu_blind,delta_far_profile_r2_blind,delta_far_profile_coeff_A_minus_B_blind,delta_far_profile_boundary_hit_blind,delta_source_monopole_A_minus_B_blind,delta_source_monopole_fraction_abs_blind,delta_pressure_ladder_n_blind,delta_pressure_ladder_nu_span_blind,delta_pressure_ladder_monopole_rel_span_blind
PAIR_47442281EAFD,CAND_75AE734F9C297BAF,CAND_A33A2F97AD9562ED,True,TIE,FULL_HORIZON_PRIMARY_METRICS,0.0009589267630775611,2,2,0.42499999999999993,0.9985621193572833,-0.07827635027116422,False,1.2690304018918592,0.02840587149790721,0,nan,nan
PAIR_AFC9BDD93BC6,CAND_74014ED4C91E1524,CAND_8AD55AA003CA6E0D,True,A,FULL_HORIZON_PRIMARY_METRICS,-0.037512354124678536,3,1,0.3,0.9975291024701717,-0.7003478697296741,False,10.160754409482003,0.17496250278404377,0,nan,nan
PAIR_835BF6906694,CAND_74014ED4C91E1524,CAND_24E0DAFA2C69EC10,True,TIE,FULL_HORIZON_PRIMARY_METRICS,-0.00043463299604231667,2,2,0.35,0.9978534627991041,-0.17488247344591148,False,2.6903840121596474,0.05774488685279796,0,nan,nan
PAIR_C16D13D133CF,CAND_3C32F9322216CA46,CAND_C360440B30471306,True,A,FULL_HORIZON_PRIMARY_METRICS,-0.041978434138466095,2,2,0.3,0.9978041068097558,0.0726818398969375,False,-1.0602732501911465,0.023636684750381227,0,nan,nan
PAIR_90D4D327BDC9,CAND_6F6F0E1613D41344,CAND_36133B01BA9AF25C,True,A,FULL_HORIZON_PRIMARY_METRICS,-0.039214958096855004,3,1,0.32499999999999996,0.9979503954420673,-0.18915514155632024,False,2.8449485812483246,0.0588588430450754,0,nan,nan
PAIR_319EF59771D9,CAND_294032415601F581,CAND_77C4D04C4ADEAC6C,True,TIE,FULL_HORIZON_PRIMARY_METRICS,-0.004171930411350719,2,2,0.4,0.9984264168377173,0.3047799171928554,False,-4.881337559058057,0.09813713599456786,0,nan,nan
PAIR_94C5C16959A8,CAND_75AE734F9C297BAF,CAND_36C2B1641A4238BE,True,B,FULL_HORIZON_PRIMARY_METRICS,0.029765887404115402,2,2,0.32499999999999996,0.9978758093193217,-0.07097500799042375,False,1.0705146948696136,0.023873972409500496,0,nan,nan
PAIR_5279A564C574,CAND_9415227ADA5CDABC,CAND_6F6F0E1613D41344,True,TIE,FULL_HORIZON_PRIMARY_METRICS,-0.01781594217643584,2,2,0.275,0.9974891744639067,0.046810159018306374,False,-0.6571124493176939,0.014796644784289225,0,nan,nan
PAIR_6557306C9DF0,CAND_0ECE40036EF94C65,CAND_0661E96CA381A64B,True,TIE,FULL_HORIZON_PRIMARY_METRICS,-0.00534569715401376,2,2,0.42499999999999993,0.998560517624651,0.20121124384953434,False,-3.266179627699234,0.06815579588630365,0,nan,nan
PAIR_7DB1E2222CE6,CAND_74014ED4C91E1524,CAND_183EC35F328ECDCA,True,TIE,FULL_HORIZON_PRIMARY_METRICS,0.0028153048168398772,2,2,0.32499999999999996,0.9977517488174464,-0.7056339538842015,False,10.561275502253057,0.18349223538666598,0,nan,nan
PAIR_8B3E986587D1,CAND_618328F5F5E7D2A4,CAND_E491AFCA48321742,True,B,FULL_HORIZON_PRIMARY_METRICS,0.036375429202914714,1,3,0.3,0.9975275284337723,0.7002755965368176,False,-10.16126137541752,0.1750537795570989,0,nan,nan
PAIR_694247F74CA3,CAND_C360440B30471306,CAND_352CDB374D9682F8,True,TIE,FULL_HORIZON_PRIMARY_METRICS,0.004078139303683699,2,2,0.4,0.9984343499094955,-0.3063880543298755,False,4.90767275031574,0.09860882899149055,0,nan,nan
PAIR_EFDE2988853C,CAND_679059491CAEFEE9,CAND_6F6F0E1613D41344,True,TIE,FULL_HORIZON_PRIMARY_METRICS,-0.005329363832852,2,2,0.42499999999999993,0.9985716975342184,0.2019927366144094,False,-3.277946149203469,0.06839169608211018,0,nan,nan
PAIR_7D2BDB47ABB8,CAND_77C4D04C4ADEAC6C,CAND_40CCA9A4E1D962DF,True,TIE,FULL_HORIZON_PRIMARY_METRICS,0.0010076905201031345,2,2,0.42499999999999993,0.9985673272615301,-0.07845437365173008,False,1.2717756647243004,0.028482651662483646,0,nan,nan
PAIR_B5D4D8F96716,CAND_2CB2C0D17DE09CA4,CAND_337797251A33CBD9,True,B,FULL_HORIZON_PRIMARY_METRICS,0.029364690346173433,2,2,0.25,0.9973901600015183,-0.048449281529186365,False,0.6479987486013155,0.014591730249054226,0,nan,nan
PAIR_8BD0BB09D765,CAND_BD1529C09903E5A3,CAND_0661E96CA381A64B,True,TIE,FULL_HORIZON_PRIMARY_METRICS,-0.018193138338556618,2,2,0.275,0.9974772549452161,0.04669562269975802,False,-0.6556263167767309,0.014761889549719699,0,nan,nan
PAIR_7637B0257623,CAND_2CB2C0D17DE09CA4,CAND_BC3FEB79C5466577,True,TIE,FULL_HORIZON_PRIMARY_METRICS,0.005270612575929869,2,2,0.42499999999999993,0.9985994749775222,-0.204210552166603,False,3.312010300641326,0.06906906817687883,0,nan,nan
PAIR_8B5FB8871E3C,CAND_77C4D04C4ADEAC6C,CAND_7FFB8E4B5500E2FD,True,B,FULL_HORIZON_PRIMARY_METRICS,0.030365974622620376,2,2,0.32499999999999996,0.9978508453091843,-0.07063182563411556,False,1.0660105648851577,0.02376479340675746,0,nan,nan
PAIR_347A335D7F29,CAND_C177DEDF8B0EA57A,CAND_C360440B30471306,True,TIE,FULL_HORIZON_PRIMARY_METRICS,-0.0009560314475752994,2,2,0.42499999999999993,0.9985839152970117,0.07912701183062384,False,-1.2824665000415276,0.02871806619587478,0,nan,nan
PAIR_15E1B3FD2D6C,CAND_3B4101DD15C12964,CAND_46735136E4242219,True,TIE,FULL_HORIZON_PRIMARY_METRICS,-0.0032453911601195693,2,2,0.35,0.997858095898741,-0.1750309149507172,False,2.6922268233102375,0.05776241231002156,0,nan,nan
PAIR_C9131B6288D8,CAND_74014ED4C91E1524,CAND_7A68BAB9BC30C673,True,B,FULL_HORIZON_PRIMARY_METRICS,0.038274764117001286,2,2,0.3,0.9974040089740565,-0.17125144067904377,False,2.490123465774113,0.053124584405981085,0,nan,nan
PAIR_97329C3D6718,CAND_AE6541F4AFBF8A08,CAND_75AE734F9C297BAF,True,TIE,FULL_HORIZON_PRIMARY_METRICS,-0.004087224659847182,2,2,0.4,0.9984256331701828,0.3045562571722664,False,-4.877605900545202,0.09795768597833888,0,nan,nan
PAIR_08E30F72728B,CAND_C360440B30471306,CAND_8CF81D0AE6B11819,True,A,FULL_HORIZON_PRIMARY_METRICS,-0.038819075103075536,3,1,0.35,0.9980529064295949,-0.2884070031405665,False,4.463286250614988,0.08901986400210227,0,nan,nan
PAIR_9C156D79EE9E,CAND_E491AFCA48321742,CAND_7B7B30CCD5F7633A,True,TIE,FULL_HORIZON_PRIMARY_METRICS,-0.0013903109398426324,2,2,0.35,0.9978578852792492,-0.17508987880855037,False,2.6936029718607095,0.057807580145294406,0,nan,nan
PAIR_F6492D81DA2B,CAND_6F6F0E1613D41344,CAND_AED304F90A6C91B0,True,TIE,FULL_HORIZON_PRIMARY_METRICS,0.001609884850964667,2,2,0.44999999999999996,0.9987850695258037,-0.05345699635221742,False,0.8736112332952519,0.01977002031955858,0,nan,nan
PAIR_C5160318FA58,CAND_3B4101DD15C12964,CAND_5283A8514FB6B4DD,True,TIE,FULL_HORIZON_PRIMARY_METRICS,-0.002906321621063918,2,2,0.32499999999999996,0.9977541996730015,-0.7059136029841511,False,10.564334944134377,0.18344956249569533,0,nan,nan
PAIR_DCFFF238F3C3,CAND_5E146753DFB61C58,CAND_0661E96CA381A64B,True,B,FULL_HORIZON_PRIMARY_METRICS,0.03904754202021069,1,3,0.32499999999999996,0.9979385345150551,0.18858764023273963,False,-2.8370633873043403,0.05869344956448625,0,nan,nan
PAIR_5567229D7A2D,CAND_7B6F9919A8832899,CAND_2CB2C0D17DE09CA4,True,TIE,FULL_HORIZON_PRIMARY_METRICS,-0.0015787266454487365,2,2,0.475,0.9988248642723685,0.053877283471412636,False,-0.8880038506800005,0.0200922275801084,0,nan,nan
PAIR_4F93BB526D85,CAND_3B4101DD15C12964,CAND_3841C78A359F3BB9,True,A,FULL_HORIZON_PRIMARY_METRICS,-0.03431840197169904,3,1,0.3,0.9975267053591549,-0.6999503946624297,False,10.155190245921208,0.17513034999003882,0,nan,nan
PAIR_AFC12A265C37,CAND_7405E3F877FC1690,CAND_2CB2C0D17DE09CA4,True,B,FULL_HORIZON_PRIMARY_METRICS,0.039917341570746195,1,3,0.32499999999999996,0.9979182882952586,0.1881115585859427,False,-2.832000096483956,0.0585821108645454,0,nan,nan
PAIR_FF2954AD715E,CAND_E4C4E595BAAB0C0C,CAND_3B4101DD15C12964,True,A,FULL_HORIZON_PRIMARY_METRICS,-0.06564050611028309,2,2,0.3,0.9973983404486401,0.17106618811215374,False,-2.4876544742036586,0.053136760325074237,0,nan,nan
PAIR_50BA4D9D8112,CAND_E491AFCA48321742,CAND_018F528D0A8DA167,True,TIE,FULL_HORIZON_PRIMARY_METRICS,0.0008686449835817915,2,2,0.32499999999999996,0.9977544390334186,-0.7061802394530254,False,10.57002838343443,0.18361079468901756,0,nan,nan
PAIR_86B864FBBA34,CAND_9453FAABC40B5CC1,CAND_E491AFCA48321742,True,A,FULL_HORIZON_PRIMARY_METRICS,-0.06356023526998897,2,2,0.3,0.9973993814721096,0.17115359187964177,False,-2.4892194678522728,0.05312383028814368,0,nan,nan
PAIR_941CFE14E887,CAND_75AE734F9C297BAF,CAND_533B4D4750E28054,True,A,FULL_HORIZON_PRIMARY_METRICS,-0.037850751647305614,3,1,0.35,0.9980879018883402,-0.28988964894737107,False,4.4805744865006965,0.08945133592676673,0,nan,nan
PAIR_F4574871E939,CAND_0661E96CA381A64B,CAND_3F1BB38B9BC9B167,True,TIE,FULL_HORIZON_PRIMARY_METRICS,0.0016184206681309778,2,2,0.44999999999999996,0.9987752966113779,-0.053231649773906736,False,0.8701844369741547,0.019693825940536726,0,nan,nan
PAIR_2786D60C32A1,CAND_9B1F3CFCBEF2A3DA,CAND_77C4D04C4ADEAC6C,True,B,FULL_HORIZON_PRIMARY_METRICS,0.0381624139335543,1,3,0.35,0.9980745079975596,0.28907877810120486,False,-4.469807359379782,0.08918878822618183,0,nan,nan
