pair_key,topology_key,variant_key,representation,samples,total_length,sampled_reach_proxy,length_over_diameter_proxy,writhe_sum_midpoint_proxy,edge_cv_max,native_backend
10_1/knot.10_1,10_1,10_1,fseries,128,42.43973133770382,0.5000513922519434,42.43536963928819,-3.7720315492455563,0.0013639783616313519,True
10_1/knot.10_1,10_1,10_1,fseries,256,42.59784164628902,0.49999798628867576,42.59801320649219,-3.510239832732175,0.0003696027865194361,True
10_1/knot.10_1,10_1,10_1,fseries,512,42.63817768165322,0.49999938335694927,42.638230266789996,-3.4069559361120527,9.496481899431886e-05,True
10_1/knot.10_1,10_1,10_1,fseries,1024,42.648334466324705,0.4999516851676227,42.65245595884497,-3.372970813286936,2.405590581160546e-05,True
10_1/knot.10_1n,10_1,10_1n,fseries,128,42.43335482230695,0.4976186254010391,42.63642140415183,-3.772515998031297,0.001449811236980898,True
10_1/knot.10_1n,10_1,10_1n,fseries,256,42.58993933343926,0.49714592803821567,42.83444450757461,-3.5105206014349366,0.0003947176203597938,True
10_1/knot.10_1n,10_1,10_1n,fseries,512,42.63003348489591,0.4971292250499425,42.8762093805823,-3.4102040928509294,0.00010389983456438017,True
10_1/knot.10_1n,10_1,10_1n,fseries,1024,42.640291909155856,0.49712115696630704,42.887223075929,-3.379166756651056,2.7461224932832638e-05,True
12a_1202/knot.12a_1202,12a_1202,12a_1202,fseries,128,5.131525425519566,0.030202678192851374,84.95149656519764,-0.14254912763570032,0.007274770185817622,True
12a_1202/knot.12a_1202,12a_1202,12a_1202,fseries,256,5.159078323546152,0.03011857936367792,85.64611001818767,-0.29665227340439604,0.0018244135130995038,True
12a_1202/knot.12a_1202,12a_1202,12a_1202,fseries,512,5.165917528375812,0.03008357567543013,85.8594334681253,-0.3480167250827803,0.00046438311350433263,True
12a_1202/knot.12a_1202,12a_1202,12a_1202,fseries,1024,5.167652571091041,0.030081170669777373,85.89513732394387,-0.3624130320016685,0.00011553056417523336,True
12a_1202/knot.12a_1202z6,12a_1202,12a_1202z6,fseries,128,5.81475854673238,0.03517616949274454,82.65195771148043,8.178056442676287e-15,0.020720142357015255,True
12a_1202/knot.12a_1202z6,12a_1202,12a_1202z6,fseries,256,5.8605732377953785,0.02532418579421986,115.71099038321363,-3.723122936939089e-15,0.0061868588327744336,True
12a_1202/knot.12a_1202z6,12a_1202,12a_1202z6,fseries,512,5.872760407754152,0.021858750368097507,134.33431254893122,7.059702875725702e-15,0.0016504086303265456,True
12a_1202/knot.12a_1202z6,12a_1202,12a_1202z6,fseries,1024,5.875869840760383,0.020521211850872356,143.16576144382526,2.692980713317724e-14,0.0004232089622383544,True
15331/knot.15331,15331,15331,fseries,128,6.179299236509429,0.044771271360408496,69.00964668577427,1.9094440703879097e-14,0.004148325240490757,True
15331/knot.15331,15331,15331,fseries,256,6.202528682300446,0.04479740918760241,69.22865400904683,-1.2186984106118632e-14,0.0010623667723045186,True
15331/knot.15331,15331,15331,fseries,512,6.20844434569116,0.044628535325901005,69.55689112754698,6.028438390140927e-15,0.0002683361827464326,True
15331/knot.15331,15331,15331,fseries,1024,6.209926582414594,0.04461190266975965,69.59943659412689,-2.2386414881752172e-14,6.779019128724029e-05,True
1_1/knot.1_1,1_1,1_1,fseries,128,6.282554501865545,0.9999999999998734,3.14127725093317,0.0,1.5502211437419434e-14,True
1_1/knot.1_1,1_1,1_1,fseries,256,6.283027602288602,0.9999999999994831,3.141513801145925,0.0,6.835721155619348e-15,True
1_1/knot.1_1,1_1,1_1,fseries,512,6.283145880734183,0.9999999999981197,3.141572940372998,0.0,4.95211558085104e-14,True
1_1/knot.1_1,1_1,1_1,fseries,1024,6.283175450554318,0.9999999999910141,3.141587725305389,0.0,1.3660743034087799e-13,True
3_1/knot.3_1,3_1,3_1,fseries,128,15.215861392584404,0.4456502776988759,17.071526883312863,3.3973976825495957,0.00023005230107103536,True
3_1/knot.3_1,3_1,3_1,fseries,256,15.225274810311952,0.4456976868971511,17.08027128916346,3.4121898801421664,5.8668817099588784e-05,True
3_1/knot.3_1,3_1,3_1,fseries,512,15.227646779632122,0.4457114900624306,17.082403212781426,3.416671681341736,1.4814573636345931e-05,True
3_1/knot.3_1,3_1,3_1,fseries,1024,15.228242600952626,0.44571531980079804,17.082924822685623,3.4179162679679638,3.70266751000093e-06,True
3_1/knot.3_1p,3_1,3_1p,fseries,128,5.132335944859726,0.1322907456861208,19.397940189395207,3.5975396845153256,0.0004345542907818845,True
3_1/knot.3_1p,3_1,3_1p,fseries,256,5.1359000029058794,0.1322139208900843,19.42269001754965,3.5957508741826616,0.0001094982904292072,True
3_1/knot.3_1p,3_1,3_1p,fseries,512,5.136788817817887,0.1322146590660966,19.42594283456084,3.5953729306126028,2.7766541894210187e-05,True
3_1/knot.3_1p,3_1,3_1p,fseries,1024,5.137012790567518,0.13221104121226213,19.42732143800361,3.5953028536743674,6.987755978957371e-06,True
3_1/knot.3_1u,3_1,3_1u,fseries,128,16.82900817589799,0.38006755918848517,22.139495688386358,3.894716492028816,0.0004144730528392048,True
3_1/knot.3_1u,3_1,3_1u,fseries,256,16.842257393576052,0.3801118356193909,22.154344873439225,3.8927192218876914,0.00010564558747840167,True
3_1/knot.3_1u,3_1,3_1u,fseries,512,16.845583915714847,0.38006725554773735,22.161319700427338,3.8924978788060898,2.664851301954613e-05,True
3_1/knot.3_1u,3_1,3_1u,fseries,1024,16.846422210985605,0.3800720512668385,22.162142881637696,3.892488894350182,6.581182709220846e-06,True
4_1/knot.4_1,4_1,4_1,fseries,128,6.160118677230976,0.13261481733236316,23.225604804749327,0.19315373543505004,0.0006124428966299424,True
4_1/knot.4_1,4_1,4_1,fseries,256,6.165872736860355,0.132575242299885,23.254238988728986,0.19554563432855634,0.00015718350586283247,True
