profile,a_core_over_rc,backend,classification,critical_count,first_x_star,first_r_star_m,first_K_hat,outside_declared_core,horizon_count
rankine,0.0038,cpp,RADIAL_FERMAT_CRITICAL_CANDIDATE,1,0.005160007477848897,7.270296613266032e-18,-75115.46043134114,True,0
rankine,0.0042,cpp,RADIAL_FERMAT_CRITICAL_CANDIDATE,1,0.005160007477893683,7.270296613329135e-18,-75115.46042742938,True,0
rankine,0.0048,cpp,RADIAL_FERMAT_CRITICAL_CANDIDATE,1,0.005160007477840993,7.270296613254896e-18,-75115.46043203153,True,0
rankine,0.0052,cpp,NO_RADIAL_FERMAT_CRITICAL_RADIUS,0,,,,,0
rankine,0.006,cpp,NO_RADIAL_FERMAT_CRITICAL_RADIUS,0,,,,,0
