carrier_id,family,n,poly_r2,c1_A,c2_B,c3_C,c4_D,median_even_quadratic_B,median_odd_linear_A,n_symmetric_pairs
TORUS_T2_3,torus,12,1.0,0.035788956980288146,-0.1302651967960007,-2.7755575615628914e-17,-3.478468018640395e-17,-0.1302651967960008,0.035788956980288,6
TORUS_T2_5,torus,12,1.0,0.04741954505662469,-0.13026220390692014,-5.551115123125783e-17,3.281329669233818e-17,-0.13026220390692012,0.04741954505662448,6
TORUS_T2_7,torus,12,1.0,0.07741394453908858,-0.13017242589702926,-2.7755575615628914e-17,-1.5394259341776087e-18,-0.13017242589702938,0.07741394453908848,6
TORUS_T2_9,torus,12,1.0,0.10783265405362898,-0.13022803733442884,1.1102230246251565e-16,9.02489907241007e-17,-0.13022803733442875,0.10783265405362939,6
TRIPLE_GEAR_T3_3,triple_gear,12,1.0,0.03373163042586032,-0.1302784166447147,-2.7755575615628914e-17,2.9703826989580754e-17,-0.1302784166447145,0.033731630425860235,6
TWIST_4_1,twist,12,1.0,0.09035333102548807,-0.031664276571444896,-6.245004513516506e-17,4.331042795363921e-17,-0.031664276571444855,0.0903533310254879,6
TWIST_5_2,twist,12,1.0,0.12807393951573107,-0.12715855933388462,2.7755575615628914e-17,7.142970762855516e-18,-0.1271585593338847,0.128073939515731,6
TWIST_7_2,twist,12,1.0,-0.11641809741653666,-0.1271585593338846,0.0,-1.9450951950631745e-17,-0.12715855933388467,-0.11641809741653653,6
