pair_id,candidate_a,candidate_b,geometry_a,geometry_b
P00000,2ce0113239f2cd69,f4398bd5751f024e,geometry/2ce0113239f2cd69.npz,geometry/f4398bd5751f024e.npz
P00001,0c83133538d4cd09,74f82b1af96c4cd8,geometry/0c83133538d4cd09.npz,geometry/74f82b1af96c4cd8.npz
P00002,349f609d147921bb,867a64e3a19a6c29,geometry/349f609d147921bb.npz,geometry/867a64e3a19a6c29.npz
P00003,e5bfd456b4206d5e,012b330790bcb2d5,geometry/e5bfd456b4206d5e.npz,geometry/012b330790bcb2d5.npz
P00004,eff0afaa7803ec83,607cc1241214ceda,geometry/eff0afaa7803ec83.npz,geometry/607cc1241214ceda.npz
P00005,0669a3c8d8bf2af4,c4682fef7ede35a1,geometry/0669a3c8d8bf2af4.npz,geometry/c4682fef7ede35a1.npz
P00006,792984808d86f45b,5e0aae6a952a53cf,geometry/792984808d86f45b.npz,geometry/5e0aae6a952a53cf.npz
P00007,755ea7d82f55bf13,48f3b183ff5aea58,geometry/755ea7d82f55bf13.npz,geometry/48f3b183ff5aea58.npz
P00008,4cbfa9a07c3233b6,5a8162da0664eb6b,geometry/4cbfa9a07c3233b6.npz,geometry/5a8162da0664eb6b.npz
P00009,522b2c69786c08a9,df5e79739d7bd6bf,geometry/522b2c69786c08a9.npz,geometry/df5e79739d7bd6bf.npz
P00010,9708180392cf6ee7,01d9b95ef9bd79f6,geometry/9708180392cf6ee7.npz,geometry/01d9b95ef9bd79f6.npz
P00011,2760a44dbaeba948,e40490372bd3cc4e,geometry/2760a44dbaeba948.npz,geometry/e40490372bd3cc4e.npz
P00012,aac215ab25327657,3d30e4951e1f64f7,geometry/aac215ab25327657.npz,geometry/3d30e4951e1f64f7.npz
P00013,abd65a8d6390845b,fed1c110bf659e81,geometry/abd65a8d6390845b.npz,geometry/fed1c110bf659e81.npz
P00014,968a2daf626d2632,36cd10573fb61107,geometry/968a2daf626d2632.npz,geometry/36cd10573fb61107.npz
P00015,4fd6e3b07c311099,a6bac598db7bf649,geometry/4fd6e3b07c311099.npz,geometry/a6bac598db7bf649.npz
P00016,bae23385c3b0d1ac,f0f2a0ba26fc7fd3,geometry/bae23385c3b0d1ac.npz,geometry/f0f2a0ba26fc7fd3.npz
P00017,ae2cf032fbc0b961,82018c6d7fbc47bf,geometry/ae2cf032fbc0b961.npz,geometry/82018c6d7fbc47bf.npz
P00018,dfaa5968a033cf7c,59e8901795a83647,geometry/dfaa5968a033cf7c.npz,geometry/59e8901795a83647.npz
P00019,e53ef8516d5d3bf7,3ec0ced710b3ed5a,geometry/e53ef8516d5d3bf7.npz,geometry/3ec0ced710b3ed5a.npz
P00020,0528d3aef7864770,d564c0b9f7f55cc3,geometry/0528d3aef7864770.npz,geometry/d564c0b9f7f55cc3.npz
P00021,f2d01570269b4146,fe21533a6bc32f2b,geometry/f2d01570269b4146.npz,geometry/fe21533a6bc32f2b.npz
P00022,5afb0ac2150bcb25,3ce54a04e767f0d4,geometry/5afb0ac2150bcb25.npz,geometry/3ce54a04e767f0d4.npz
P00023,974cd1bebbb69d2c,efe81519db5bffa6,geometry/974cd1bebbb69d2c.npz,geometry/efe81519db5bffa6.npz
P00024,a115e8112a636dfc,a8e98aa692e59425,geometry/a115e8112a636dfc.npz,geometry/a8e98aa692e59425.npz
P00025,afa761bae109ddbf,dd1f21d9580518c3,geometry/afa761bae109ddbf.npz,geometry/dd1f21d9580518c3.npz
P00026,82e94c9d18d88474,1fca22864a5e4890,geometry/82e94c9d18d88474.npz,geometry/1fca22864a5e4890.npz
P00027,09faa7abf9ee8607,8b900c27b9abcac1,geometry/09faa7abf9ee8607.npz,geometry/8b900c27b9abcac1.npz
P00028,150504b127744ab9,193c2a5fb8e926d4,geometry/150504b127744ab9.npz,geometry/193c2a5fb8e926d4.npz
P00029,5db8b15e66042e39,e93e0c604b36a07f,geometry/5db8b15e66042e39.npz,geometry/e93e0c604b36a07f.npz
P00030,beda6f31eb783fb4,21f0bec5500c4add,geometry/beda6f31eb783fb4.npz,geometry/21f0bec5500c4add.npz
P00031,36b9ff332b70d8ef,1815a8671e551da5,geometry/36b9ff332b70d8ef.npz,geometry/1815a8671e551da5.npz
P00032,1dc84e371ec73861,47b4b382627ad711,geometry/1dc84e371ec73861.npz,geometry/47b4b382627ad711.npz
P00033,53c8b66aa4d928d0,310405e6a631711a,geometry/53c8b66aa4d928d0.npz,geometry/310405e6a631711a.npz
P00034,bf52bec55eae8aa7,a222f5c24dc1ca09,geometry/bf52bec55eae8aa7.npz,geometry/a222f5c24dc1ca09.npz
P00035,e484025a8105f1ec,a6e078e1fea3a251,geometry/e484025a8105f1ec.npz,geometry/a6e078e1fea3a251.npz
P00036,6fa32f1e4e13aff3,aaac61e112c68703,geometry/6fa32f1e4e13aff3.npz,geometry/aaac61e112c68703.npz
P00037,8f22fb558cb64f9f,b5b4ae37efe57b8f,geometry/8f22fb558cb64f9f.npz,geometry/b5b4ae37efe57b8f.npz
P00038,0380768a79cb798d,60ac966d32766e49,geometry/0380768a79cb798d.npz,geometry/60ac966d32766e49.npz
P00039,9cbe11e17a2c4d97,f89e3c474a0185b7,geometry/9cbe11e17a2c4d97.npz,geometry/f89e3c474a0185b7.npz
P00040,0c6d8f0b3b9dd52e,63517847a36348bc,geometry/0c6d8f0b3b9dd52e.npz,geometry/63517847a36348bc.npz
P00041,d6e89edb5d7ec168,3f92630f23bbb218,geometry/d6e89edb5d7ec168.npz,geometry/3f92630f23bbb218.npz
P00042,47398176bc0c73e1,50b7e803fbca1648,geometry/47398176bc0c73e1.npz,geometry/50b7e803fbca1648.npz
P00043,975ee4bf66af9bb0,ad17269d4bd9a76c,geometry/975ee4bf66af9bb0.npz,geometry/ad17269d4bd9a76c.npz
P00044,b7e539f828c0fab3,e18cbec8d45d2264,geometry/b7e539f828c0fab3.npz,geometry/e18cbec8d45d2264.npz
P00045,6b86b5de0a16b21b,160f39365c03a29e,geometry/6b86b5de0a16b21b.npz,geometry/160f39365c03a29e.npz
P00046,72b5fb04a3f75b46,4508801fa2e25b68,geometry/72b5fb04a3f75b46.npz,geometry/4508801fa2e25b68.npz
P00047,0e5958a3586d744b,b16a9e3089bf6a0f,geometry/0e5958a3586d744b.npz,geometry/b16a9e3089bf6a0f.npz
P00048,12bf3a510ab5c07f,89e34270a877905b,geometry/12bf3a510ab5c07f.npz,geometry/89e34270a877905b.npz
P00049,520710fe6a7017c1,4f1c4e2e0a6fe68c,geometry/520710fe6a7017c1.npz,geometry/4f1c4e2e0a6fe68c.npz
P00050,4a3bb1be60b5658f,8d1f7368a8376a09,geometry/4a3bb1be60b5658f.npz,geometry/8d1f7368a8376a09.npz
P00051,b7745bac1812c1f7,3e458cf51768b780,geometry/b7745bac1812c1f7.npz,geometry/3e458cf51768b780.npz
P00052,a9096882f32f4481,4b58a30fd27fc8bb,geometry/a9096882f32f4481.npz,geometry/4b58a30fd27fc8bb.npz
P00053,00dc86e63d0aac0c,2cfe4aaa6b770ca2,geometry/00dc86e63d0aac0c.npz,geometry/2cfe4aaa6b770ca2.npz
P00054,d1087fb3e85603b8,adf97ff147185462,geometry/d1087fb3e85603b8.npz,geometry/adf97ff147185462.npz
P00055,f95b0f507e0d5aef,5a6a12a3afb03adc,geometry/f95b0f507e0d5aef.npz,geometry/5a6a12a3afb03adc.npz
P00056,f9fe74752398d266,2af384bdcd0d250d,geometry/f9fe74752398d266.npz,geometry/2af384bdcd0d250d.npz
P00057,d59557a0af2531a1,f24a6711457211f6,geometry/d59557a0af2531a1.npz,geometry/f24a6711457211f6.npz
P00058,8b1e446a6a298049,6c7d06d1caf32aa3,geometry/8b1e446a6a298049.npz,geometry/6c7d06d1caf32aa3.npz
P00059,51c8618f4e7bbdd4,80569f5b4e04d1b3,geometry/51c8618f4e7bbdd4.npz,geometry/80569f5b4e04d1b3.npz
P00060,3db07bdae3db83e2,0a3be4cba46a4b81,geometry/3db07bdae3db83e2.npz,geometry/0a3be4cba46a4b81.npz
P00061,b5e670e26cfa3586,395f916f807816a0,geometry/b5e670e26cfa3586.npz,geometry/395f916f807816a0.npz
P00062,52a69e2ba03d2923,91f1792f6ebce486,geometry/52a69e2ba03d2923.npz,geometry/91f1792f6ebce486.npz
P00063,cea50ad4f940ad3c,051b86834e806e03,geometry/cea50ad4f940ad3c.npz,geometry/051b86834e806e03.npz
P00064,8068d053f23ad38f,310039b5f01bffc6,geometry/8068d053f23ad38f.npz,geometry/310039b5f01bffc6.npz
P00065,04fd820666a3575f,9a0c2455551dcc2c,geometry/04fd820666a3575f.npz,geometry/9a0c2455551dcc2c.npz
P00066,89c01f20be9827e3,1a0508afdd09175f,geometry/89c01f20be9827e3.npz,geometry/1a0508afdd09175f.npz
P00067,3fbda5f5d3f57709,726cb2c1b09b329a,geometry/3fbda5f5d3f57709.npz,geometry/726cb2c1b09b329a.npz
P00068,cfdbbe1a0b05e876,e24092e4b162345d,geometry/cfdbbe1a0b05e876.npz,geometry/e24092e4b162345d.npz
P00069,7873d923d840ff8a,0dd29196d8a94d31,geometry/7873d923d840ff8a.npz,geometry/0dd29196d8a94d31.npz
P00070,7097043d1b97d5cf,fc023275e6296d20,geometry/7097043d1b97d5cf.npz,geometry/fc023275e6296d20.npz
P00071,1abebdcaa063c426,8d9e62243b5db138,geometry/1abebdcaa063c426.npz,geometry/8d9e62243b5db138.npz
