link_id,conway,crossings,components,total_length_D,standard_ropelength,length_imbalance_cv,max_curvature_Dinv,bending_integral,spectral_entropy,spectral_tail,total_abs_linking,signed_linking,linking_integer_error,refined_mutual_min_D,contact_edges,contact_cycle_rank,mirror_proxy,best_relative_equilibrium_score
L8n1,"2 1 1,2,2-",8,2,33.316769186249836,66.63353837249967,0.478438691055132,4.753947811789151,53.104863089248944,0.11360006887023448,1.628149826147683e-08,2.0002936654741807,-2.0002936654741807,0.00029366547418074873,0.9996889278155325,383,0,0.3574157350218907,0.23180431587386804
L8n2,"2 2,2,2-",8,2,32.113343060634634,64.22668612126927,0.47744734777488274,4.360701667013687,47.708651671753884,0.09807561966828722,2.0945095762196182e-08,2.409908832796918e-05,2.409908832796918e-05,2.409908832796918e-05,0.9995436582165793,291,0,0.3229878260721586,0.2312810698452251
L8n3,"4,2,2-",8,3,30.288001218400527,60.576002436801055,0.12602174633874155,4.785189915607698,44.09161978371377,0.0372100488086725,9.837546168115206e-10,4.000193612174316,2.000147952609103,0.00014754308871456345,0.9997256184648206,1457,59,0.28620649797958586,0.17953912183761556
L8n4,"3 1,2,2-",8,3,32.54883825049242,65.09767650098485,0.18763270080203953,4.809273781145144,56.016456295524485,0.04538836338001633,1.763581538862511e-09,4.000252672620996,-2.0001408069641355,0.00015273723725428567,0.999677465856551,1676,25,0.2725406907377057,0.223405660702152
L8n5,"(2,2)(2,2-)",8,3,33.37031119403803,66.74062238807606,0.15002466252041521,5.185390460106712,53.48709494002405,0.04803168556593904,1.9643086829323095e-09,2.0001395642903144,-2.000139015298845,0.00013916436630445617,0.9996844783947948,1664,17,0.2895777974613756,0.23725527446051117
L8n6,"(2,2)-(2,2)",8,3,32.73617809491896,65.47235618983792,0.3276500310179924,5.357381720961894,47.570653576712424,0.055408148954550436,2.951283244238407e-09,4.00028120507116,-1.1876131141072943e-06,0.00014000872902331096,0.9996691180057111,1903,0,0.24684341920696104,0.19515771543772412
L8n7,"2,2,2,2-",8,4,33.68866754040013,67.37733508080026,0.008887430782642418,9.885417926675219,117.40522301528159,0.013814750429011398,5.144043239352954e-10,4.000138694548743,-2.0000566590346245,3.6397142669564175e-05,0.9991019395266394,2152,68,0.2698597145815855,0.21723514247654627
L8n8,"2,2,2,2--",8,4,33.12932778613775,66.2586555722755,1.177806034874903e-05,4.372901724259506,87.93867919142151,0.00388701647835602,3.28919905480477e-10,4.000104382650447,4.000104382650447,2.6096724362822954e-05,0.9992677704866549,3748,412,8.642224357612259e-05,0.2452126149394054
L9a1,.3 1,9,2,40.90350470968217,81.80700941936433,0.4790881914637929,5.0773078323896454,60.801808870052376,0.1158722516082229,2.7322860816382826e-08,7.946737562028664e-05,7.946737562028664e-05,7.946737562028664e-05,0.9995158212039721,339,0,0.26111135978064554,0.2944449963012243
L9a10,.3:2,9,2,40.36873810450335,80.7374762090067,0.41131572438718156,4.132478322822561,66.58330756640231,0.13011777326270085,3.825070937263887e-08,6.9878519473812655e-06,-6.9878519473812655e-06,6.9878519473812655e-06,0.9988858535512628,353,0,0.2647794663665401,0.3322999343370661
L9a11,"2 1 1,2,2+",9,2,40.88545506097242,81.77091012194484,0.22439431573223037,4.005161972320453,60.40784550601454,0.18396460230026648,2.423112358508831e-08,2.000458603875405,2.000458603875405,0.0004586038754048616,0.9988986904455646,386,0,0.26296093159839107,0.29694262934902926
L9a12,"4 1,2,2",9,2,40.54917906545106,81.09835813090211,0.39244939053598693,4.308659537409108,60.66087911049887,0.14403091998350656,3.4702435126525776e-08,2.0004596220208444,2.0004596220208444,0.00045962202084437465,0.9991860909425303,353,0,0.2485689748155424,0.22002659299734395
L9a13,"3 1 1,2,2",9,2,40.86653901297324,81.73307802594648,0.3994146063197647,3.9436813051437167,61.07763452589907,0.15134673093831919,3.478878542439251e-08,2.000459457236366,-2.000459457236366,0.00045945723636586777,0.9990177762431361,306,0,0.23853043135595275,0.3046759800141709
L9a14,"5,2,2",9,2,39.84821478155138,79.69642956310275,0.3966699900198597,3.4236730915743654,62.677091413927016,0.139902283470866,3.6162551998013225e-08,2.9451131550605597e-05,-2.9451131550605597e-05,2.9451131550605597e-05,0.99932296136435,327,0,0.2973784841744105,0.26698605845579804
L9a15,"3 2,2,2",9,2,40.41145923613332,80.82291847226664,0.369530408234006,3.6817796412797543,63.39479728709359,0.1637131918784684,3.1803187305562855e-08,9.94331836766874e-06,9.94331836766874e-06,9.94331836766874e-06,0.9994748407102486,286,0,0.2745646296839665,0.2914647622512564
L9a16,"2 1,2,2++",9,2,41.29985457490069,82.59970914980138,0.4687648524607502,3.643045488824762,63.80599203860338,0.16026622841349436,4.633145315091611e-08,2.000620378108598,-2.000620378108598,0.0006203781085978299,0.9992203210755876,361,0,0.27535913947632973,0.27008036178710393
L9a17,"3,2,2++",9,2,41.29486970747563,82.58973941495125,0.5028212093789254,3.840477363596908,64.00979574382463,0.1594714104523464,4.8203168841366084e-08,0.00010870195187000955,-0.00010870195187000955,0.00010870195187000955,0.998761610028306,344,0,0.27602461771907977,0.28028154704831226
L9a18,2 5 2,9,2,40.557219021182206,81.11443804236441,0.4740904810953637,3.6337891121931256,66.32015015479469,0.15532336938332963,4.683035628854612e-08,2.9920871930132305e-05,-2.9920871930132305e-05,2.9920871930132305e-05,0.9988603992416853,403,0,0.32325152894062137,0.3573947140685579
L9a19,.2 1:2 0,9,2,41.529815979237455,83.05963195847491,0.44000593752917116,3.7321615014153866,65.81015112719167,0.1385453412317046,4.5116640174639265e-08,2.000518837475577,-2.000518837475577,0.0005188374755769054,0.9987285399432723,363,0,0.2690553230315754,0.38342052158098316
L9a2,.4,9,2,40.54303858877642,81.08607717755284,0.44345356352809673,4.016793932562735,61.49591118172054,0.10985676834443447,3.574374071118164e-08,9.294246553293452e-06,-9.294246553293452e-06,9.294246553293452e-06,0.999220553814403,342,0,0.2529833928429073,0.25564952909479594
L9a20,8*2,9,2,41.5123311609555,83.024662321911,0.4033034261028625,4.45021691461616,66.58842484059042,0.1311205275285036,4.2903796990133293e-08,1.0003029422975427,1.0003029422975427,0.0003029422975426854,0.9991865768157995,550,0,0.26073281593494724,0.2276945858412052
L9a21,.3.2,9,2,41.014514598309,82.029029196618,0.2510130796110186,4.095682922363853,61.67328499055715,0.17063198212564273,2.6239011506282043e-08,1.0002840994112894,-1.0002840994112894,0.00028409941128937355,0.9988268735381552,505,0,0.29835535856413836,0.27873445491471854
L9a22,.3.2 0,9,2,40.392758434265616,80.78551686853123,0.24660862333897368,4.002497453509031,60.52057177108084,0.14618309351858594,2.421595719999033e-08,1.0001888536215435,1.0001888536215435,0.0001888536215435277,0.9991052751977356,508,0,0.2420643628175876,0.2581662777833136
L9a23,"3 1,2 1,2",9,2,40.48941073173041,80.97882146346082,0.29187636614530504,4.627285397338773,59.45100323975247,0.18623281436096323,2.2098963730529167e-08,3.0006724504284925,-3.0006724504284925,0.0006724504284925104,0.9993814381924642,512,0,0.26930855880055166,0.38880315339294325
L9a24,"3 1,3,2",9,2,40.40612757670104,80.81225515340208,0.26037436874272696,3.6373031213397065,63.32870809670082,0.17722472821189073,2.317511313172124e-08,1.0001828117821874,-1.0001828117821874,0.00018281178218737537,0.9991902646857254,529,0,0.26892420463953287,0.329215124148936
L9a25,3 1 3 2,9,2,40.15784251564176,80.31568503128352,0.27995433251307733,2.979552162372896,58.67125748001854,0.18560201626075984,2.2949538994104868e-08,1.000172503028367,1.000172503028367,0.00017250302836702147,0.9993144980282029,539,0,0.2932568342558697,0.3161028104861112
L9a26,2 2 2 1 2,9,2,41.34807417503827,82.69614835007654,0.30843342522015343,4.02738582884392,61.310167060406876,0.1613487575876417,2.797843210572415e-08,1.000267982034256,-1.000267982034256,0.00026798203425593137,0.9991889956796293,591,0,0.27331554444834116,0.31906201102805615
L9a27,2 2 1 1 1 2,9,2,41.00195031306964,82.00390062613928,0.045047748653432314,3.850276991102913,71.22765463319455,0.1816831237996468,1.186149181505414e-08,1.0002557308478421,-1.0002557308478421,0.0002557308478421394,0.9990651951906128,664,0,0.2608037882985303,0.2912225002005104
L9a28,"4,2 1,2",9,2,40.26430322194694,80.52860644389388,0.17380246084568857,4.681432068291764,66.40414448590423,0.18904607946783789,2.077677953216559e-08,3.000615642408388,3.000615642408388,0.0006156424083880729,0.9991954194629131,483,0,0.26648999958193825,0.24031965838885883
L9a29,"4,3,2",9,2,39.88251327968439,79.76502655936878,0.16514310610162147,3.336955713495871,63.793650472359545,0.17892137109170778,1.763007117005651e-08,1.0002074412085722,1.0002074412085722,0.00020744120857218995,0.9995403554114147,491,0,0.2785380737139142,0.2527286394914881
L9a3,.2 2,9,2,41.37408712210833,82.74817424421666,0.4487044916776872,4.429128240159709,62.88492502323779,0.14428140475547063,4.493947793173578e-08,4.2572548288385436e-05,-4.2572548288385436e-05,4.2572548288385436e-05,0.9990339590893862,312,0,0.26297615627244064,0.31226903426073804
L9a30,4 3 2,9,2,39.940715647598516,79.88143129519703,0.28461522594943367,3.581133887288078,56.86381080047048,0.1863707391272047,1.708716073969701e-08,1.0002048680319457,1.0002048680319457,0.00020486803194574854,0.9995141886683704,558,0,0.2830900806147474,0.35085008793907857
L9a31,.2.2.2 0,9,2,41.027276691144394,82.05455338228879,0.15112606226115372,4.186602143474967,63.87472816146659,0.15262981035502665,2.0568327203126036e-08,1.0002484361935282,1.0002484361935282,0.000248436193528212,0.9992389557692822,555,0,0.31567914889076565,0.2457615356942021
L9a32,2:2:2,9,2,41.22334540709164,82.44669081418328,0.2901507233538003,3.867881153838731,64.99723884889848,0.15238201678813237,3.146984405494252e-08,3.000819040905321,3.000819040905321,0.0008190409053208114,0.9991233527165112,593,0,0.29518284021198615,0.22025034618201106
L9a33,"2 1,2 1,2 1",9,2,40.93887154935701,81.87774309871402,0.1485766531349958,4.422885068693646,63.66224858013935,0.18939315130577594,2.007170435101809e-08,3.0007214912371167,-3.0007214912371167,0.0007214912371167337,0.9992204166131703,735,0,0.27553331328069547,0.2633686874782183
L9a34,3 3 1 2,9,2,40.00854425569805,80.0170885113961,0.2136165995902384,3.895276163113499,58.468780208217474,0.17877739319915065,1.4008141165720966e-08,2.000453888196513,2.000453888196513,0.00045388819651304146,0.9992611545101036,818,0,0.26264336274662536,0.3301294982543373
L9a35,3 1 1 1 3,9,2,40.20132813181398,80.40265626362796,0.1862695813894344,3.8499002480262305,56.54342322007971,0.17444695742328695,1.4150070225218621e-08,5.187030975991501e-05,-5.187030975991501e-05,5.187030975991501e-05,0.999458406304128,821,0,0.3045399309925564,0.3766233326110281
L9a36,6 1 2,9,2,39.22518692960827,78.45037385921654,0.010990127422019227,4.656366573278428,76.21123895827006,0.171906701311347,9.925564760902452e-09,2.0004582101818498,-2.0004582101818498,0.0004582101818497719,0.9991549504477646,1019,0,0.2844354699273251,0.27504880589764524
L9a37,3 2 1 1 2,9,2,40.61893885214597,81.23787770429195,0.18113323820954044,4.42396503116093,59.95192173363479,0.18706323366121208,1.7690681849407184e-08,2.000467317021263,2.000467317021263,0.000467317021263014,0.9993528130038558,761,0,0.28590848168825894,0.35519037065283493
L9a38,4 1 1 3,9,2,39.86338684154852,79.72677368309704,0.03180184879700956,4.553719063469045,72.83411275899775,0.14631060732083878,1.0995239301399345e-08,8.902548469118347e-06,8.902548469118347e-06,8.902548469118347e-06,0.999100800028555,761,0,0.1900780895536525,0.2723138300767622
L9a39,5 1 1 2,9,2,39.66537534570078,79.33075069140156,0.0141851025445868,4.305094397513961,72.09388346609884,0.1747161367900032,9.40374263207681e-09,2.0004343153882065,2.0004343153882065,0.0004343153882064854,0.9991014769617009,1024,0,0.2954042728726278,0.2755277477220648
L9a4,"2 2 1,2,2",9,2,41.27017553591548,82.54035107183095,0.5448866437211858,6.055751324839887,74.46927580637453,0.15089658716777007,5.018684434429013e-08,0.00010173576559342172,-0.00010173576559342172,0.00010173576559342172,0.9989684463479165,339,0,0.26237497118110936,0.34499536484060955
L9a40,4 1 4,9,2,39.342125856628996,78.68425171325799,0.04053573175196792,4.034922522189292,74.26654181678076,0.150657203491261,1.1827511995507733e-08,1.2782599519513076e-06,1.2782599519513076e-06,1.2782599519513076e-06,0.9991304327898946,778,0,0.25287813201850223,0.3907356040330772
L9a41,"3,3,2 1",9,2,40.21547734172543,80.43095468345086,0.17834830079350286,4.122040682611456,70.33880381954322,0.18478289806887357,1.4471114981352687e-08,2.000445903366189,2.000445903366189,0.0004459033661889933,0.9991441525967276,813,0,0.2436867184358745,0.2863802456032888
L9a42,2:2 0:2 0,9,2,40.91835979700461,81.83671959400922,0.02298436254336449,5.134373688604294,77.19823614257915,0.1754313956909423,1.1624160673646109e-08,4.713845332938979e-06,-4.713845332938979e-06,4.713845332938979e-06,0.9990728328598959,1014,0,0.2666099802343827,0.29281671017727745
L9a43,"2 1,2,2,2",9,3,41.427944293994756,82.85588858798951,0.37814223343646874,4.235235513518767,64.21489141191532,0.09066828311551221,1.4389599793894582e-08,3.0003773698525116,-1.0002541751750444,0.00017543375032547104,0.9995973959607481,1015,15,0.25046161250213655,0.2350531088658678
L9a44,"3,2,2,2",9,3,41.1657484938727,82.3314969877454,0.38111027871149233,4.12330243281831,60.471195715335746,0.08662140465881545,1.1723599838059678e-08,3.0003215516389146,-1.000071032098429,0.00012629231400085317,0.9995792312371226,886,0,0.3029169126543602,0.228479529010672
L9a45,"2,2,2+++",9,3,40.87985902256718,81.75971804513436,0.46794754274201916,6.042989080778298,54.49459220706446,0.09063745977873496,7.91036234913456e-09,3.000420959732408,-1.000047433041082,0.00018929420362390204,0.9995045293113048,1031,0,0.24145221551265236,0.3053682236251815
L9a46,.2 1 1,9,3,41.023559711865595,82.04711942373119,0.26073626716206516,4.38529513089069,56.63051106635443,0.072203901015264,3.6218880898693077e-09,1.0001596250095324,-1.0001596250095324,0.00013311347608602198,0.9997858570464535,992,19,0.2642394959475832,0.19924919373382965
L9a47,"2 1 1 1,2,2",9,3,40.8034469228661,81.6068938457322,0.2712229282146129,4.370057902811137,61.150319269342376,0.09214444995401265,5.338303592531429e-09,2.0002111914247496,-2.0002111914247496,0.0001160607800396729,0.9995420817402941,1270,15,0.3169860708801352,0.20306211290818182
L9a48,"4,2,2+",9,3,40.17162895132609,80.34325790265218,0.24546213235707143,4.471382252283621,65.45605450182615,0.09999234968354866,4.267644493183894e-09,4.000455897293626,-4.000455897293626,0.00026906747309807244,0.999573960259192,1213,1,0.25312671354152,0.34168484144275957
L9a49,"3 1,2,2+",9,3,40.615973870804524,81.23194774160905,0.25764120978752464,4.36280944737862,63.368920229204065,0.10217774761924525,4.9425625255352735e-09,4.000458335179444,2.0002098570081737,0.0002628786877907352,0.9994804984795526,1129,0,0.23289330298323918,0.26308999157455937
L9a5,"(2 1,2)(2,2)",9,2,41.30617548434284,82.61235096868567,0.40450101165189056,5.35728044271128,65.46148522551849,0.1697991063461595,4.2331844182145086e-08,2.000553772249468,-2.000553772249468,0.0005537722494679542,0.9990648191763923,327,0,0.26063753339707435,0.3465197996147709
L9a50,"2 1 2,2,2",9,3,40.404070318864946,80.80814063772989,0.2416915343216865,4.881575599461381,60.52193476784441,0.09429006236077024,6.845587236054859e-09,2.000186308544863,-2.000186308544863,0.0001021122768583016,0.9995914347420745,1379,9,0.27838096570977505,0.25450747429289466
L9a51,.2 1:2,9,3,41.05135312976532,82.10270625953063,0.19283800246448438,5.0196498250814034,67.16735388951417,0.08282055333808513,5.969249238412699e-09,4.000449568264333,-2.0001997493927837,0.0002477303705199496,0.9995488794838642,1412,15,0.18978862831313636,0.2200447396523019
L9a52,"(2,2+)(2,2)",9,3,40.69644292426671,81.39288584853342,0.23004335542680085,4.709383482436581,69.35604469421946,0.09798712949723469,3.909912652204246e-09,2.0001966057673326,2.0001925352881886,0.000194570527760618,0.9995229900293151,1202,18,0.23596434758019413,0.3330673919826652
L9a53,".(2,2)",9,3,41.329044924916175,82.65808984983235,0.2895259643329945,4.657645894838461,68.3516169873964,0.08815456554009997,5.087820996339836e-09,1.0906540666053366e-06,-9.571132120830073e-07,9.214602597398124e-07,0.9994901524131516,1031,24,0.23933587965274156,0.24235404440267563
L9a54,"(2,2)1(2,2)",9,3,40.923152638920556,81.84630527784111,0.29198969592314694,3.724334285504592,52.30238790062997,0.09013630620134801,3.84410667033747e-09,8.857378719527909e-05,-9.448401157371842e-06,3.956269301895362e-05,0.9996058434232844,997,4,0.23726950540925038,0.22074868152616028
L9a55,"2,2,2,2+",9,4,40.8804426739863,81.7608853479726,0.21379908267421,5.498866167427307,92.24786375208959,0.05369755149807908,7.280054755042879e-10,4.000254086698697,-2.0000915153014804,8.085012060887742e-05,0.9991586529366075,1975,11,0.22847115302634674,0.29834659809459013
L9a6,"(3,2)(2,2)",9,2,41.139793410997555,82.27958682199511,0.3790930565295472,3.531226049106436,60.679449983466924,0.1719966139238578,3.729804724790755e-08,2.0004607149134994,2.0004607149134994,0.00046071491349941596,0.9989065682965754,344,0,0.2961921645008663,0.24047372830957603
