link_id,conway,crossings,components,total_length_D,standard_ropelength,length_imbalance_cv,max_curvature_Dinv,bending_integral,spectral_entropy,spectral_tail,total_abs_linking,signed_linking,linking_integer_error,refined_mutual_min_D,contact_edges,contact_cycle_rank,mirror_proxy,best_relative_equilibrium_score
L4a1,4,4,2,20.01057297864821,40.02114595729642,0.13355507470210481,4.964881302620721,37.05780866273436,0.060467415510538594,8.780309707240067e-10,2.000142890635402,2.000142890635402,0.00014289063540218194,0.9998309679292813,1024,0,0.29640044216430983,0.15368982065504036
L5a1,2 1 2,5,2,25.051152974003024,50.10230594800605,0.24938382657616526,5.017497766823974,38.625306307572494,0.08570216568553694,4.243259764085029e-09,7.592704915041716e-08,-7.592704915041716e-08,7.592704915041716e-08,0.9997955328722763,730,0,0.252348723232336,0.2317837397286439
L6a1,2 2 2,6,2,29.305871638852445,58.61174327770489,0.32776144426745674,5.034640654930548,47.8730448779599,0.12250635896440575,1.0898083527209542e-08,2.000292203872425,-2.000292203872425,0.000292203872425123,0.9996197920174975,596,0,0.2927134263342257,0.3298518653469055
L6a2,3 3,6,2,28.34701376327601,56.69402752655202,0.0006099511204319094,5.665165226626972,52.96607178048404,0.13317381137666134,3.112433855907896e-09,3.0003401475463494,-3.0003401475463494,0.0003401475463493675,0.9995093812828666,1024,0,0.294129537228003,0.3819160963744372
L6a3,6,6,2,27.181585766642257,54.363171533284515,2.661831943102794e-05,3.7233462061058016,48.631436900710426,0.11236682339202242,2.1851559654224557e-09,3.0003674017513022,3.0003674017513022,0.00036740175130223207,0.9996739133848034,1024,0,0.3122918430808937,0.21129572159487084
L6a4,.1,6,3,29.006256804921115,58.01251360984223,2.1021904867739628e-06,3.5002573843651956,49.004947185265124,0.01227133675297395,6.593153430633828e-10,4.982403513529566e-10,3.3985900759210643e-10,3.1914586830964674e-10,0.9999724640735475,2010,56,0.00068769191441897,0.195442782085879
L6a5,"2,2,2",6,3,28.910256390507048,57.820512781014095,0.12184728803905666,5.56088710567644,53.764384129968064,0.04267004020944839,1.1641671309616328e-09,3.0001815159079728,1.0000443320577204,6.859192512642664e-05,0.9997967452595712,1614,17,0.2792029505898305,0.21778702556862758
L6n1,"2,2,2-",6,3,25.17494170716487,50.34988341432974,0.003750836562021236,6.014308457831944,40.39532560420126,0.011583820757901292,4.774386789431871e-10,3.000098808513674,-1.0000309714948632,3.66078739217901e-05,0.9998610193321703,1694,45,0.31677169328977683,0.1858933711531161
L7a1,.2,7,2,33.270502975119776,66.54100595023955,0.37342466891247933,4.208239319686034,50.0664981483187,0.08455946571612843,1.7620031379623423e-08,3.767996225511713e-05,-3.767996225511713e-05,3.767996225511713e-05,0.9993680518500474,459,0,0.31478013397613835,0.19600806020940578
L7a2,"2 1,2,2",7,2,33.058900843481005,66.11780168696201,0.43354103371210245,4.453682050941168,48.44037263181092,0.1269546520750847,1.521966538634917e-08,2.0003688943342213,2.0003688943342213,0.00036889433422127027,0.999519576459982,439,0,0.3200478501389983,0.2192212391875738
L7a3,"3,2,2",7,2,32.592292597611134,65.18458519522227,0.29012704496148334,4.853728011739716,54.39694313219255,0.1165714449373435,9.54504153862229e-09,4.5513044954232636e-07,4.5513044954232636e-07,4.5513044954232636e-07,0.999639195156438,459,0,0.2920447313937912,0.25744154964746907
L7a4,2 3 2,7,2,33.03713984654456,66.07427969308912,0.3867254784383534,3.757135767620222,52.245984841855815,0.13646794283258265,1.8823256861422887e-08,9.401329405568108e-06,-9.401329405568108e-06,9.401329405568108e-06,0.9992989741904784,528,0,0.2829965154754568,0.2700078901155732
L7a5,3 1 1 2,7,2,32.523676609388886,65.04735321877777,0.1287992310918469,4.693160579069373,48.497019566746125,0.1436526647386258,4.964642899330477e-09,1.000125818353241,1.000125818353241,0.0001258183532411028,0.9995524473603021,713,0,0.2717148491290545,0.2647264887088978
L7a6,4 1 2,7,2,32.125949198084776,64.25189839616955,0.1367055662512814,4.575676426391792,60.478235559497826,0.14627545978310721,8.09109517308996e-09,1.0001387129323926,1.0001387129323926,0.00013871293239264837,0.9994270716753317,745,0,0.29107112369114674,0.2506268275573919
L7a7,"2,2,2+",7,3,32.97597214231302,65.95194428462604,0.2762671088135088,5.913130044082121,45.76816109634095,0.06228035773774567,2.121029801954364e-09,3.0002167266177056,1.0000378527569413,8.943693038210299e-05,0.9997302334138335,1262,0,0.2518299114635239,0.26160899498826645
L7n1,"3,2,2-",7,2,27.766259229919285,55.53251845983857,0.4017482509008063,4.732503316572137,36.1254048013733,0.05782493332398891,5.67728219872395e-09,2.00012931201372,-2.00012931201372,0.00012931201372001766,0.9998729940518335,313,0,0.17650546879882817,0.20558898878389023
L7n2,"2 1,2,2-",7,2,28.918789456372856,57.83757891274571,0.41484354088566894,4.1769295640768815,41.473342625758626,0.07581452694502824,9.672366237148056e-09,4.462209468779682e-06,-4.462209468779682e-06,4.462209468779682e-06,0.9996801352310588,515,0,0.2439692454654195,0.232633498178945
L8a1,.2 1,8,2,37.238092854117816,74.47618570823563,0.42668904319001666,4.549765031654389,56.641753267523356,0.11377871937352046,2.8981473161463682e-08,3.283638516373013e-05,-3.283638516373013e-05,3.283638516373013e-05,0.9990333532428803,364,0,0.27774097260253505,0.2051714979142682
L8a10,3 1 2 2,8,2,36.51101691671244,73.02203383342489,0.21784508695111032,4.148244131574527,56.75154599095444,0.17172729673680454,1.6630036466957087e-08,3.000579160065254,3.000579160065254,0.0005791600652540474,0.9992518068662213,622,0,0.24948746348192735,0.3980337519161034
L8a11,4 2 2,8,2,36.26638778861783,72.53277557723565,0.22123887074294007,4.487360647764901,55.870956123087666,0.17207715240118424,1.3638882086244494e-08,3.000576512622382,-3.000576512622382,0.0005765126223820083,0.9992141882232157,638,0,0.2465861206744194,0.40307448973543397
L8a12,5 3,8,2,35.54074716661252,71.08149433322504,0.12738823146506265,3.6693346332381482,64.29853922716565,0.1573479077566327,8.983895177421332e-09,4.0007560419697885,4.0007560419697885,0.0007560419697885123,0.9994583631938775,1009,0,0.3294177657407985,0.32272174446702073
L8a13,3 2 3,8,2,36.32079712159282,72.64159424318564,0.10941743206622367,5.116105559418566,65.91121299833088,0.17011932281413772,9.118929299077428e-09,4.000731928134944,4.000731928134944,0.0007319281349440487,0.9992867884684393,931,0,0.30748848745325563,0.3633876642598266
L8a14,8,8,2,34.27499175758648,68.54998351517295,0.0705271444788526,4.433214175826721,69.10243493827193,0.15034286742930503,7.151095675274713e-09,4.000733333021595,4.000733333021595,0.0007333330215946177,0.9993748046053649,1024,0,0.30289563365877725,0.24214326994514815
L8a15,"2,2,2++",8,3,37.17954901566001,74.35909803132002,0.3531998824177917,4.0571139852054,52.260179237847595,0.09242092555072971,7.007600486430905e-09,3.0003149661196473,-1.000216390427219,0.00013504236213468523,0.9995486209300039,1145,0,0.33675005126906216,0.2815239630574906
L8a16,.3,8,3,36.71909830089291,73.43819660178582,0.1446409612891258,5.333217220568499,64.77422783848232,0.06473351280488907,3.1360172982660202e-09,1.000121019541417,-1.0001069164169576,0.00011125411244194972,0.9996251372061187,1330,33,0.2908098360763558,0.2434590104447108
L8a17,"3 1,2,2",8,3,36.493064614844016,72.98612922968803,0.18907418160608785,4.6853878205919965,62.73243878966756,0.08273697636461555,2.774459104152451e-09,4.0003739685736255,2.000205430812536,0.00021849435905929582,0.9995634131136747,1568,16,0.2702477662731513,0.2717452544879113
L8a18,"4,2,2",8,3,36.06946124176315,72.1389224835263,0.11647412420672087,6.209865299691345,69.01601463262838,0.08135032618867545,2.7734537495237426e-09,4.0003680804476955,1.5679883593744393e-05,0.00019188016564486432,0.9996048048124959,1534,17,0.27877174479285177,0.26227760458469856
L8a19,.2:2 0,8,3,37.44656200109346,74.89312400218692,0.07753656740274811,5.160860029828992,67.93683651973518,0.06619209104538194,2.1208628904687305e-09,2.00017447473573,2.00017447473573,8.809593574299335e-05,0.9996046911886066,1538,48,0.2413242961754733,0.21017937688475902
L8a2,"2 1 1,2,2",8,2,37.06567303152001,74.13134606304001,0.4772244903820824,4.911248197602199,59.80722698214398,0.1403981287161554,3.385535292201528e-08,8.121012728087138e-05,-8.121012728087138e-05,8.121012728087138e-05,0.9993691140571315,369,0,0.29167669845691835,0.2764503724026889
L8a20,"(2,2)(2,2)",8,3,37.411061698831865,74.82212339766373,0.0755407088209412,4.718249820049503,63.539304579743686,0.08841424161442346,2.717897428553971e-09,4.000358817562245,4.0003574669227815,0.00017963103315477014,0.9997062263214076,1297,38,0.3142069910836331,0.21179450093329946
L8a21,"2,2,2,2",8,4,37.66788743646994,75.33577487293988,0.059922220239097934,7.651823217767655,142.14194226393516,0.04906915975664994,7.651424706949758e-10,4.000224237082422,2.197953945137776e-05,6.42515490842932e-05,0.9988090864365285,2124,49,0.2718248684742881,0.2529177956058377
L8a3,"2 2,2,2",8,2,36.655855521388865,73.31171104277773,0.3136131729862768,4.945535867942191,60.482103745096325,0.15679228081561228,2.6041335875814457e-08,2.000362650905979,2.000362650905979,0.0003626509059788674,0.9993174628613444,339,0,0.2572206402886901,0.315218248840372
L8a4,"2 1,2,2+",8,2,37.463956005958174,74.92791201191635,0.43284060797820173,4.346535115069327,59.842562190656565,0.14382969996627376,3.2407931382353236e-08,9.8392177739173e-05,-9.8392177739173e-05,9.8392177739173e-05,0.9992910831302948,414,0,0.275537762180943,0.25978925663012997
L8a5,"3,2,2+",8,2,36.96070003087374,73.92140006174748,0.4402855034303857,3.8477098917899535,58.29013867881736,0.14334156584964733,2.643819333596292e-08,2.0004527893139707,2.0004527893139707,0.0004527893139707473,0.9994531453535914,429,0,0.2793186535892927,0.289077894330816
L8a6,2 4 2,8,2,36.710634682276876,73.42126936455375,0.44724703807089533,4.78698370781035,59.8837480001011,0.14169142645298885,2.8311650262507005e-08,2.0005224754892335,-2.0005224754892335,0.0005224754892334538,0.999259399972263,449,0,0.29806560016388256,0.3469799635345059
L8a7,.2:2,8,2,36.86196933205032,73.72393866410064,0.35573447705981626,4.019256162511152,57.11996578957239,0.12746838880840297,2.4588907667421907e-08,2.0004387947739906,-2.0004387947739906,0.00043879477399055844,0.9993636553648745,391,0,0.2790370218731422,0.1777458218035075
L8a8,2 1 2 1 2,8,2,36.4888358743759,72.9776717487518,0.0019816069893191903,5.496407912768173,66.61094843768589,0.15845318473991835,8.134095715349768e-09,1.0001466266733263,-1.0001466266733263,0.00014662667332632218,0.9993600590928043,738,0,0.2950898454123004,0.2147755293775601
L8a9,2 1 1 1 1 2,8,2,37.253738455059164,74.50747691011833,0.30964208950269567,4.11075366459848,54.04215507233742,0.14971347769526278,1.3729114769326654e-08,1.000248575710176,-1.000248575710176,0.0002485757101760022,0.9994380211860376,667,0,0.24235987792415034,0.29362953621973537
