link_id,component_a,component_b,sampled_min_distance_D,refined_min_distance_D,refined_t,refined_u,contact_sample_count,contact_coverage_a,distance_q01_D,distance_q05_D
L4a1,1,2,0.9998330899752736,0.9998309679292813,0.5072757478296294,1.5321710730636826,1024,1.0,0.9998522567659943,0.9998678118196946
L5a1,1,2,0.9998071995073119,0.9997955328722763,3.027318339845504,1.7310518892245663,730,0.712890625,0.999828997529244,0.9998785859422267
L6a1,1,2,0.9996432647247246,0.9996197920174975,1.8260125420993554,2.1764724127818056,596,0.58203125,0.9997094533924404,0.9997935218388212
L6a2,1,2,0.9995505393711697,0.9995093812828666,1.505578222132935,1.2127541467515153,1024,1.0,0.999605143117041,0.9996495609927314
L6a3,1,2,0.999679399271955,0.9996739133848034,3.911993274522338,4.796704190206063,1024,1.0,0.9997320311005987,0.9997902673317095
L6a4,1,2,0.9999864390638827,0.9999811128777101,0.12207503576712364,4.987420864697193,894,0.873046875,0.9999982503898487,1.000009052669056
L6a4,1,3,0.999983334683444,0.9999724640735475,1.296087958336519,6.1620251906688175,222,0.216796875,1.000033610794877,1.0000602721726188
L6a4,2,3,0.9999768384423926,0.9999741705438299,6.184786000261497,4.987695069696471,894,0.873046875,1.0000028824234486,1.0000120032123998
L6a5,1,2,0.9998000374622124,0.9997967452595712,4.528865561751091,0.47700404671277186,539,0.5263671875,0.9998364424647281,0.9998579693387342
L6a5,1,3,0.9998124890762592,0.9997981885659859,1.3653497250216393,5.186529787543536,538,0.525390625,0.9998418390624987,0.9998808420699408
L6a5,2,3,0.9998934747636011,0.9998814220629031,1.6758975204299786,1.6594673820050865,537,0.5244140625,0.9999467648655311,0.999970419082062
L6n1,1,2,0.9998673457978507,0.9998610193321703,1.6521381598943707,5.582948401819918,624,0.609375,0.9999008156637293,0.9999212945530518
L6n1,1,3,0.9998815397657843,0.9998753190500047,4.867664656296571,0.4542805457135056,571,0.5576171875,0.999898745986931,0.9999224749634402
L6n1,2,3,0.9998853017975954,0.9998703481990884,2.956909584542739,2.094752822131088,499,0.4873046875,0.9999008187049419,0.9999284792908577
L7a1,1,2,0.9993764499378984,0.9993680518500474,1.774041181359974,4.601195705890993,459,0.4482421875,0.9996420496942972,0.9997601986672269
L7a2,1,2,0.999523736150313,0.999519576459982,6.147574131101793,4.2713700399805,439,0.4287109375,0.999807967177825,0.999938476661216
