blind_id,source,topology_class,components,status,component_count,core_radius_norm,thickness_norm,core_clearance_radii,shape_velocity_ratio,normalized_growth,jacobian_convergence,nearest_self_distance,nearest_inter_distance,nearest_relevant_rate,TBK_block_diagonal_growth_penalty,ringdown_max_recurrence,ringdown_core_event,linking_drift_max,rpo_found,floquet_valid,floquet_rho_non,analysis_scope,jacobian_reference_eps,jacobian_convergence_eps_count,jacobian_robustness_eps_count,jacobian_robustness_relative_drift_max,dominant_kmax_boundary_weight,dominant_kelvin_k,kmax_basis_present,reduced_mode_count
B100,fremlin:8_15:knot.8_15d,knot,1,LINEAR_FAIL,1,0.03481067197495504,0.03867852441661671,1.1111111111111112,0.6810433484123116,1.0,0.07243386900338947,3.3634660173060535e-15,inf,0.4234358884860954,0.0704558253220536,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.08476384952507998,3,True,31
B101,fremlin:3_1:knot.3_1u,knot,1,LINEAR_FAIL,1,0.12758470615978734,0.14176078462198594,1.1111111111111112,0.4904489646475837,0.7341899079266366,0.0033725402131112585,0.28352156924397187,inf,0.12798979599606203,0.06925302369416608,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.010237883052691552,2,True,31
B102,knotplot:torus_2.9,torus_knot,1,LINEAR_FAIL,1,0.07031947627156132,0.07813275141284591,0.9553338339396652,0.33928118280819436,0.2844169941042947,0.009638153752720926,0.15626858044260125,inf,0.1527917761755449,5.813813460787722e-07,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,1.6330939951922336e-09,3,True,31
B103,fremlin:8_21:knot.8_21p,knot,1,LINEAR_FAIL,1,0.017116437320395597,0.019018263689328442,1.1111111111111112,0.8347573459439556,0.905156387715692,0.1926910107154468,0.0008681632352426588,inf,1.5667970655229134e-12,0.021850954745586564,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.09691249405596,2,True,31
B104,fremlin:6_3:knot.6_3z,knot,1,LINEAR_FAIL,1,0.07744692362563461,0.08605213736181623,1.111111111111111,0.3237571688224376,0.7905927580461293,0.00310057533815684,0.17210427472363246,inf,-0.6752033800278355,-0.31789232161959874,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,3.192287107721281e-27,7,True,31
B105,fremlin:3_1:knot.3_1p,knot,1,LINEAR_FAIL,1,0.1455440508439898,0.16171561204887755,1.111111111111111,0.30452830790564556,0.2603021653375805,0.0018826410298828718,0.3234312240977551,inf,-0.051061781999300615,-0.024032352644111375,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,2.5150645843223344e-26,3,True,31
B106,fremlin:8_5:knot.8_5,knot,1,LINEAR_FAIL,1,0.05018116892997128,0.05575685436663475,1.1111111111111112,0.44517011838059906,0.42729199583546795,0.034664835835129644,0.14092216987149644,inf,-0.08519665197045256,0.0053961768283526486,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.1479304052071078,6,True,31
B107,fremlin:8_1:knot.8_1,knot,1,LINEAR_FAIL,1,0.06210444403956927,0.06900493782174363,1.1111111111111112,0.5929512837198855,0.4712071566359866,0.015187075467733813,0.13800987564348727,inf,5.0211790938257265e-14,-0.04624094430444514,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.11512073039013869,4,True,31
B108,fremlin:10_1:knot.10_1,knot,1,LINEAR_FAIL,1,0.019295431061702763,0.0214393678463364,1.111111111111111,0.6166404274994928,0.793253820624159,0.09024655093421474,0.004506551523562608,inf,-0.2776957468291572,-0.02023116623553738,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.04479965714969979,5,True,31
B109,fremlin:7_5:knot.7_5d,knot,1,LINEAR_FAIL,1,0.012438606513864955,0.013820673904294395,1.1111111111111112,0.894678854558018,0.4380575827244018,0.31599727540705547,1.262925377679702e-15,inf,0.25807252415788756,-0.005008934310897161,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.32990406548947326,8,True,31
B11,fremlin:8_21:knot.8_21r,knot,1,LINEAR_FAIL,1,0.026985852499667805,0.029984280555186447,1.111111111111111,0.536187348896036,1.0,0.020282608310803654,0.023780657757660945,inf,-0.13328879565893903,-0.2517002004647728,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.1046441252738254,3,True,31
B110,fremlin:8_11:knot.8_11,knot,1,LINEAR_FAIL,1,0.04927681385487572,0.05475201539430635,1.111111111111111,0.4436196091690346,0.35360086468221386,0.012589945243445881,0.12069058064125825,inf,-0.3390707615666129,0.05388891264845686,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.26350342470432375,8,True,31
B111,knotplot:torus_2.4,torus_link,2,LINEAR_FAIL,2,0.13999136424837247,0.1555459602759694,1.111156670836655,0.328225566051379,0.16257893496144432,0.04741025200990148,0.25622446713230307,0.31110467648820617,-0.19635351712657823,-0.012465937508847147,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.03194045748096548,2,True,62
B112,knotplot:link_5.2.1,link,2,LINEAR_PASS,2,0.10847203101140913,0.1205244789015657,1.1111140589703505,0.40743791688794756,0.04808596679112992,0.11306468353895995,0.21347483466565403,0.24104959732368908,0.0019630847394405126,-0.004475971424622405,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.18934060389031832,5,True,62
B113,fremlin:8_8:knot.8_8d,knot,1,LINEAR_FAIL,1,0.014814306339825965,0.016460340377584405,1.1111111111111112,0.9458731015934981,0.2837137086336236,0.23846370211060502,1.0970662005885146e-14,inf,-0.056761494719779544,0.00017690881577893207,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.01334762864877014,7,True,31
B114,fremlin:8_15:knot.8_15,knot,1,LINEAR_FAIL,1,0.017517008751535137,0.019463343057261263,1.1111111111111112,0.5126318398122441,1.0,0.14428593409905638,0.006084349451927572,inf,-0.4015676789209326,-0.0064594687946155395,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.022370863599442015,2,True,31
B115,fremlin:8_6:knot.8_6,knot,1,LINEAR_FAIL,1,0.03658196122004012,0.04064662357782235,1.111111111111111,0.5380507915532137,0.22101142480523964,0.018968200510193572,0.1080164792034392,inf,-0.2663936784905462,-0.06193913966755275,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.0830863745214768,2,True,31
B116,fremlin:8_2:knot.8_2,knot,1,LINEAR_FAIL,1,0.059789060867021425,0.06643228985224603,1.1111111111111112,0.36596771315154975,0.24389440683032532,0.07465898701176629,0.13286457970449206,inf,-0.27954081149303867,0.018628017268028832,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.054820338841269356,4,True,31
B117,fremlin:7_1:knot.7_1,knot,1,LINEAR_FAIL,1,0.08672740739719466,0.09636378599688296,1.1111111111111112,0.3303305249040725,0.35740233520261144,0.007129939128825586,0.19272757199376592,inf,0.0007205253908023836,-0.17901469398687875,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,4.515633970339564e-16,7,True,31
B118,fremlin:8_3:knot.8_3,knot,1,LINEAR_FAIL,1,0.04135895606222207,0.04595439562469119,1.1111111111111112,0.47790474536757044,0.5871808065039749,0.022834389023526917,0.09190879124938238,inf,-0.5381451332812587,-0.005682604335120189,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.2931600896836673,6,True,31
B119,fremlin:8_14:knot.8_14d,knot,1,LINEAR_FAIL,1,0.02520106941750571,0.02800118824167301,1.1111111111111112,0.8717687652864421,0.9999999999999941,0.18104984732598187,1.8708352784723626e-14,inf,-0.27231215312864826,-0.12206900924552938,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.06011361183875448,6,True,31
B12,knotplot:knot_7.2,knot,1,LINEAR_FAIL,1,0.08852410760660233,0.09836011956289148,0.9992370204745876,0.35017235042289124,0.07129942905004338,0.08643765836993209,0.1967246401474221,inf,-0.5146296878527703,-0.03193647585409995,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.15476197372985356,4,True,31
B120,fremlin:5_2:knot.5_2d,knot,1,LINEAR_FAIL,1,0.024597172661552393,0.027330191846169326,1.1111111111111112,0.6777512775870033,0.30670974508823245,0.15802885935050465,7.770052740719509e-15,inf,0.5723950873397008,-0.041734003610913784,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.09769950010501337,5,True,31
B121,fremlin:7_2:knot.7_2r,knot,1,LINEAR_FAIL,1,0.026053217509011326,0.02894801945445703,1.1111111111111112,0.6760045495942677,0.6236840475582311,0.06820555465289593,0.011154565487118307,inf,0.03241210808677575,-0.10154250604661096,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.14090229388598538,5,True,31
B122,knotplot:knot_8.18,knot,1,LINEAR_FAIL,1,0.07544439863904553,0.08382710959893948,1.109554550920531,0.17671688985372455,0.20049451495463752,0.1060637983193968,0.1676562904953319,inf,0.7957675187274504,-0.01744274675366478,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,1.486019949460567e-08,5,True,31
B123,knotplot:knot_6.1,knot,1,LINEAR_FAIL,1,0.09555663165655189,0.10617403517394654,0.7982438596729643,0.48286196448104807,0.10485552344017547,0.06288319679101531,0.21234971120237361,inf,-0.3972922985978431,-0.020361717762188425,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.2192117158112929,6,True,31
B124,knotplot:torus_6.21,torus_link,3,LINEAR_FAIL,3,0.012699213268929112,0.01411023696547679,1.1111138900086885,0.5726264153944522,0.7453488155372908,0.27067883034576695,0.028244986165126874,0.02822054451057956,2.084399667949372,-0.00047609561444681407,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.006372300363651119,2,True,93
B125,fremlin:1_1:knot.1_1,unknot,1,LINEAR_FAIL,1,0.8974322704729543,0.9971469671921714,1.1111111111111112,5.953936390840252e-09,0.32002573514885374,0.001347377184777739,0.5288713070584307,inf,0.0,-5.9267535310962985e-12,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,2.145281576474889e-26,2,True,31
B126,fremlin:7_4:knot.7_4,knot,1,LINEAR_FAIL,1,0.024333254009825,0.027036948899805555,1.111111111111111,0.9272063111230545,0.7863791968755485,0.11803334922369087,6.497415706703001e-16,inf,-0.15110150562942343,-0.024108349605771396,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.2600104561908001,8,True,31
B127,fremlin:7_1:knot.7_1p,knot,1,LINEAR_FAIL,1,0.05836361711637803,0.06484846346264225,1.111111111111111,0.2645503423846679,0.524968583505874,0.010781787296504567,0.1296969269252845,inf,-0.16026603082412877,0.009700919292524765,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,5.590963070251273e-06,3,True,31
B13,fremlin:8_14:knot.8_14r,knot,1,LINEAR_FAIL,1,0.02142756901471942,0.023808410016354913,1.1111111111111112,0.641190348827259,1.0,0.11743774033299686,0.006495227656832017,inf,4.6900947029479806e-12,-0.151128087566301,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.1230584274226112,5,True,31
B14,fremlin:9_2:knot.9_2,knot,1,LINEAR_FAIL,1,0.01874719755565664,0.020830219506285153,1.111111111111111,0.8315825696315882,1.0,0.14338230429507146,0.004517741018585195,inf,-0.9895100833209434,0.011814703497009006,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.06360385806648672,6,True,31
B15,fremlin:8_15:knot.8_15p,knot,1,LINEAR_FAIL,1,0.02351878676574015,0.026131985295266835,1.1111111111111112,0.689078203995716,0.5824717910001449,0.12580954063653269,0.000982402164013289,inf,9.383584588710926e-13,-0.03252878277187721,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.06782006720814954,2,True,31
B16,knotplot:knot_3.1,knot,1,LINEAR_FAIL,1,0.17266980743970975,0.1918553415996775,0.8748378442782703,0.32205436203299886,0.1726959195784535,0.051452606490826884,0.3837224507072106,inf,-0.055619088899194896,-0.035316710796301255,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,2.0862065642474906e-05,3,True,31
B17,fremlin:8_3:knot.8_3z,knot,1,LINEAR_FAIL,1,0.05896249431653385,0.0655138825739265,1.1111111111111112,0.722372227967269,0.4483520667392378,0.004748852346841879,0.131027765147853,inf,-0.28467332708979254,-0.03394064649593015,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,1.344163671288907e-26,7,True,31
B18,fremlin:5_2:knot.5_2r,knot,1,LINEAR_FAIL,1,0.024406577029589226,0.027118418921765804,1.111111111111111,0.6503693339934244,0.610321828979374,0.04983922469175359,0.008084632436890562,inf,-0.38038094510172993,-0.07026498872503072,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.23478051706613365,8,True,31
B19,knotplot:torus_3.9,torus_link,3,LINEAR_FAIL,3,0.050783126622563325,0.05642569624729258,1.1111180807408225,0.3603571678192755,0.21110558262492948,0.1608659144492045,0.1574451029413359,0.11285210037376146,0.03866358533402292,0.0072893113347549275,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.085684524574612,5,True,93
B20,knotplot:torus_3.3,torus_link,3,LINEAR_PASS,3,0.11026073047359441,0.12251192274843824,1.111118836719299,0.3884652744835447,0.1012408578592199,0.14876322218330054,0.18114187320187844,0.2450255491592808,0.05065378114441421,-0.009430496576282213,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.010444272425789783,2,True,93
B21,fremlin:7_3:knot.7_3,knot,1,LINEAR_FAIL,1,0.06514732552399484,0.07238591724888316,1.1111111111111112,0.36229117000468897,0.23188388868584137,0.01797254695331116,0.14477183449776632,inf,-8.327158514307886e-14,-0.009353168012729063,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.08457154667374939,5,True,31
B22,fremlin:8_7:knot.8_7s,knot,1,LINEAR_FAIL,1,0.05045817430318765,0.05606463811465295,1.1111111111111112,0.42470010203755154,0.24954409261462196,0.03953916268112198,0.13596523765348092,inf,-1.556136555516995e-13,0.014136258424785933,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.20117192311388088,7,True,31
B23,fremlin:8_12:knot.8_12z,knot,1,LINEAR_FAIL,1,0.05465832852019539,0.060731476133550434,1.1111111111111112,0.46165864636281606,0.9999999999999575,0.0035715313628741936,0.12146295226710087,inf,0.42929808996842345,0.024243923536293874,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,9.376410993401964e-27,3,True,31
B24,knotplot:knot_8.17,knot,1,LINEAR_FAIL,1,0.07549413045296317,0.08388236716995907,0.9519308685726291,0.2015890827785806,0.14117770538933136,0.09342407059730927,0.16776825336398918,inf,-0.2613777284632456,0.02813393492645226,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.1038031213555212,3,True,31
B25,fremlin:3_1:knot.3_1,knot,1,LINEAR_FAIL,1,0.16551736437107764,0.1839081826345307,1.1111111111111112,0.34277504484411875,0.2544686047347268,0.010264298081890626,0.3678163652690614,inf,0.24773939836118172,-0.03945719511765418,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,4.2896726858528624e-27,3,True,31
B26,fremlin:8_18:knot.8_18,knot,1,LINEAR_FAIL,1,0.0342525767718859,0.038058418635428776,1.111111111111111,0.6194718019268762,0.4944577462132816,0.07734267516709263,1.2994654232124162e-14,inf,-0.07410600152390392,-0.04781667353609162,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.011970157756089953,4,True,31
B27,fremlin:4_1:knot.4_1,knot,1,LINEAR_FAIL,1,0.12156071505587972,0.13506746117319968,1.111111111111111,0.46596446703769395,0.3165640959168569,0.06177710619598867,0.27013492234639935,inf,-0.05031585964755875,-0.017394213755830976,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.02152306819424589,4,True,31
B28,knotplot:knot_7.3,knot,1,LINEAR_FAIL,1,0.0884213075039319,0.098245897226591,0.8534144110106991,0.39948792520583126,0.11739535704239915,0.0992679404182197,0.19649333295702898,inf,0.2799588295986645,-0.004968807914136989,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.1221862829895475,5,True,31
B29,knotplot:knot_7.1,knot,1,LINEAR_FAIL,1,0.0920410422312503,0.10226782470138922,0.9847276820302601,0.3327713275651744,0.1959559977489291,0.03175748404695671,0.20453660697001386,inf,-0.01688171185781024,-0.039468518190421,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.07478854201692853,6,True,31
B30,knotplot:knot_5.2,knot,1,LINEAR_FAIL,1,0.10882320914002559,0.12091467682225066,0.7852126596415321,0.49535753174459024,0.046059006436215424,0.07563458752776155,0.24183038925485442,inf,0.04515746541921445,6.117745011152321e-05,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.014887675950329094,5,True,31
B31,fremlin:5_1:knot.5_1u,knot,1,LINEAR_FAIL,1,0.05221401828400217,0.05801557587111352,1.1111111111111112,0.6294114398977745,1.0,0.010453896045017893,0.11603115174222704,inf,-0.04561009365834212,0.036355290578368823,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,4.951555054061461e-27,3,True,31
B32,knotplot:knot_9.1,knot,1,LINEAR_FAIL,1,0.07032065977839326,0.07813406642043695,0.9559865794925894,0.3392896469800398,0.2843732245057643,0.009637279448046635,0.15627093828802613,inf,0.30812445783873027,7.182030942444985e-07,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,3.472971764457496e-09,3,True,31
B33,fremlin:6_2:knot.6_2p,knot,1,LINEAR_FAIL,1,0.028102910584878026,0.03122545620542003,1.1111111111111112,0.7015158964651023,0.42246060762380466,0.0648068853064415,0.0019245403234322855,inf,-1.0519908690935204e-12,0.03190862848275938,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.1577741803808262,4,True,31
B34,fremlin:8_16:knot.8_16,knot,1,LINEAR_FAIL,1,0.01055494540238061,0.011727717113756232,1.1111111111111112,0.7527676637966364,0.18849012851810318,0.2715004090008107,0.005838033874862868,inf,-0.07207024042463128,0.0015072762654089451,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.16853805614010356,5,True,31
B35,fremlin:8_1:knot.8_1d,knot,1,LINEAR_FAIL,1,0.021104454693274308,0.02344939410363812,1.1111111111111112,0.8107407496475411,0.4640310077085031,0.2661155604508995,4.3287085170509984e-16,inf,0.7485381276012443,-0.07089380484152497,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.06859959061807014,5,True,31
B36,knotplot:knot_6.2,knot,1,LINEAR_FAIL,1,0.09914012139384736,0.11015569043760817,0.8721018358523658,0.29612047563577454,0.11032424143546349,0.08144644121652625,0.2203132344234771,inf,-0.08514976688844725,-0.024456081848025543,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.08079664954348602,3,True,31
B37,fremlin:6_2:knot.6_2,knot,1,LINEAR_FAIL,1,0.08621900823765483,0.09579889804183869,1.1111111111111112,0.40456724966150265,0.16671903712596545,0.0335404966815355,0.19159779608367739,inf,5.114644840750325e-14,-0.024515382283058208,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.06748700547882468,2,True,31
B38,fremlin:8_12:knot.8_12d,knot,1,LINEAR_FAIL,1,0.00018106571834715853,0.0002011841314968428,1.111111111111111,0.9126396680674694,0.08622632203568391,0.5953435213214282,1.4905285074484726e-14,inf,-1.6638157201654078,0.03213334005829961,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.09770546295334691,7,True,31
B39,knotplot:link_2.2.1,link,2,LINEAR_PASS,2,0.08543193748539063,0.09492437498376737,1.1111740700642272,0.29005399153109124,0.06143689287027607,0.019611463453061605,0.26335528046184703,0.18985950737822826,-0.010529684844600035,-0.0008916718245816351,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.06360971812962454,6,True,62
B40,fremlin:4_1:knot.4_1p,knot,1,LINEAR_FAIL,1,0.0323934473175206,0.03599271924168955,1.111111111111111,0.5338291488424481,0.8036001279735442,0.07469705642015996,0.0018785032391385843,inf,8.162828744406186e-14,-0.023716064968915748,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.05611505502718011,6,True,31
B41,knotplot:torus_6.9,torus_link,3,LINEAR_FAIL,3,0.025807935997237165,0.02867548444137463,1.1111870197013969,0.5119393767554552,0.28574715517647903,0.2026702177394404,0.07508289365191403,0.05735488697082873,1.1077969774587735,0.003267505988191628,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.04155694753728557,5,True,93
B42,knotplot:link_4.2.1,link,2,LINEAR_PASS,2,0.1224205998288541,0.13602288869872678,1.1111121717963037,0.6830946002321184,0.09012339377579649,0.09631928064165995,0.24661988857054612,0.27204603709688857,0.6028479617980201,-0.04698181922305423,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.001441222533303119,3,True,62
B43,fremlin:7_6:knot.7_6s,knot,1,LINEAR_FAIL,1,0.04473680693168901,0.04970756325743223,1.1111111111111112,0.4453386827765456,0.3956008995354552,0.006683776624780438,0.12272776561147894,inf,0.1443321819673347,-0.019416779693279044,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.11381064959324273,3,True,31
B44,knotplot:knot_8.1,knot,1,LINEAR_FAIL,1,0.07672375980080973,0.0852486220008997,0.8709626910390582,0.47440716986335235,0.13695952444134016,0.07399585394298122,0.17049737241314047,inf,-0.2209715490762134,0.0068491654305263125,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.049348521236702615,4,True,31
B45,fremlin:5_1:knot.5_1p,knot,1,LINEAR_FAIL,1,0.08372663793407445,0.09302959770452716,1.1111111111111112,0.27623919605962843,0.3436191516460819,0.06339844643387263,0.18605919540905433,inf,0.26626459806168,-0.08137346581272745,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,3.0948154278755784e-27,3,True,31
B46,fremlin:6_2:knot.6_2d,knot,1,LINEAR_FAIL,1,0.0070417831461346775,0.007824203495705197,1.1111111111111112,0.7583379216058523,0.3408495359884251,0.43385550027637193,1.1202132949387614e-14,inf,-0.05370034889134288,-0.011770562185580827,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.0029458151427323017,6,True,31
B47,fremlin:8_6:knot.8_6p,knot,1,LINEAR_FAIL,1,0.005229322679444977,0.005810358532716641,1.1111111111111112,0.8463658304156743,0.2256445093489208,0.47261824373357547,0.0020658370283500385,inf,-3.6047310053674424e-14,-0.04099532089237238,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.04559780542321971,5,True,31
B48,knotplot:link_7.2.6,link,2,LINEAR_PASS,2,0.061714651769144556,0.0685718352990495,1.1111208165089033,0.46310556462107644,0.08509719914699723,0.10197676718711855,0.13280048588370885,0.13714486852858906,-1.9455788822445665,-0.00029297274137883876,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.08633020947133639,2,True,62
