1 1.24537e-06 
2 1.58617e-06 
3 1.43419e-06 
4 1.37477e-06 
5 1.81123e-06 
6 2.25888e-06 
7 2.73517e-06 
8 2.13975e-06 
9 1.72596e-06 
10 2.39387e-06 
11 1.78491e-06 
12 1.67143e-06 
13 1e-06 
14 2.1054e-06 
15 1.54343e-06 
16 1.87054e-06 
17 1.40618e-06 
18 2.96259e-06 
19 1.84892e-06 
20 1.62142e-06 
21 2.24725e-06 
22 1.50142e-06 
23 2.22588e-06 
24 2.36587e-06 
25 2.0302e-06 
26 3.06031e-06 
27 2.26802e-06 
28 3.4895e-06 
29 2.32056e-06 
30 2.10534e-06 
31 2.22406e-06 
32 2.88845e-06 
33 2.21629e-06 
34 3.09928e-06 
35 3.88884e-06 
36 4.71702e-06 
37 2.38623e-06 
38 2.55781e-06 
39 2.43919e-06 
40 7.64966e-06 
41 4.41727e-06 
42 2.70444e-06 
43 8.4949e-06 
44 3.94686e-06 
45 2.15663e-06 
46 3.54106e-06 
47 1.75537e-06 
48 8.70643e-06 
49 5.26225e-06 
50 3.21876e-06 
51 8.82506e-06 
52 6.335e-06 
53 2.24549e-06 
54 2.45406e-06 
55 2.22406e-06 
56 3.03502e-06 
57 1.94394e-06 
58 3.68628e-06 
59 1.11456e-05 
60 4.14258e-06 
61 1.23948e-05 
62 3.73823e-06 
63 1.72103e-06 
64 3.76624e-06 
65 2.69212e-06 
66 1.68881e-06 
67 1.41614e-06 
68 1.23564e-06 
69 1e-06 
70 1.88475e-06 
71 2.35349e-06 
72 2.9712e-06 
73 4.64112e-06 
74 6.23921e-06 
75 4.00501e-06 
76 9.86085e-06 
77 5.46516e-06 
78 7.39087e-06 
79 5.64805e-06 
80 3.49451e-06 
81 3.98749e-06 
82 7.69833e-06 
83 3.13362e-06 
84 2.27525e-06 
85 1.2431e-05 
86 1.60373e-06 
87 1.62922e-06 
88 1.34845e-05 
89 1.60875e-05 
90 1e-06 
91 4.53072e-06 
92 7.00699e-06 
93 8.51177e-06 
94 7.90096e-06 
95 6.85804e-06 
96 5.96919e-06 
97 5.91174e-06 
98 5.57154e-06 
99 4.94135e-06 
100 3.66106e-06 
101 8.62271e-06 
102 4.17885e-06 
103 7.45214e-06 
104 7.6143e-06 
105 4.41315e-06 
106 7.01385e-06 
107 4.6492e-06 
108 3.75623e-06 
109 6.00955e-06 
110 3.57347e-06 
111 1.86795e-06 
112 4.02563e-06 
113 1e-06 
