1 0.000301235 
2 0.000918517 
3 0.00236137 
4 0.000639008 
5 0.00718162 
6 0.0110545 
7 0.22607 
8 0.00370285 
9 0.00316583 
10 0.00248395 
11 0.000544206 
12 0.000592667 
13 0.0012828 
14 0.000779134 
15 0.00155743 
16 0.00158496 
17 0.00113674 
18 0.00119192 
19 0.00341913 
20 0.0175805 
21 0.000995434 
22 0.000737961 
23 2.7144e-06 
24 5.14852e-06 
25 1.62377e-05 
26 2.29494e-05 
27 3.51469e-05 
28 2.92525e-05 
29 7.07176e-05 
30 1.52114e-05 
31 5.40199e-05 
32 9.98991e-06 
33 2.2215e-05 
34 1.04668e-05 
35 6.54537e-06 
36 7.80301e-06 
37 2.75096e-05 
38 2.52967e-05 
