blind_id,n_input,G1,G1_metric,G2,G2_holonomy_rad,G2_physical_phase_lock,G3,G3_metric,G4,G4_rel_rmse,G4_a2,G4_a4,G4_quartic_gain,T_CONV,S_CONV
B02CE9C98EAE4064A,300,PASS,0.016532426826418478,FAIL,-0.9084632666515973,UNTESTED,PASS,2.0972795044374603e-16,FAIL,0.6030264370419116,0.3463830937437941,-1.2620539358287943,0.15634595663219036,FAIL,FAIL
B07DC4CD9D4B3F508,300,PASS,0.018133248719383117,PASS,2.5919063773705706,UNTESTED,PASS,8.542138262474392e-17,PASS,0.16950646072423536,0.02087522392055296,-0.030023166439271446,0.4857114420123279,FAIL,PASS
B15880EDE00D1EB7B,900,FAIL,0.4772830173095009,FAIL,1.8605077097292584,UNTESTED,PASS,1.7498810895517193e-16,PASS,0.27607455832679545,0.014395457423595518,-41.89826358221064,0.5993945507335796,FAIL,FAIL
B2023FF4546F74A85,300,FAIL,0.9029829499179285,PASS,0.00817549414387004,UNTESTED,PASS,4.369627979685557e-17,PASS,0.12953044452993676,0.03262798702375223,-0.04377511352228542,0.481961752260422,SKIP,SKIP
B26E217453D31913B,300,PASS,0.04677080320088375,FAIL,0.6708201644988556,UNTESTED,PASS,1.8595514931631668e-17,FAIL,0.7195194833954696,0.13695567727962038,-0.5251650983212198,0.094723760584452,SKIP,SKIP
B27C5FEBC78F2900B,300,PASS,0.029856841265374228,FAIL,0.32717755872116455,UNTESTED,PASS,6.640546364782009e-17,SKIP,,,,,SKIP,SKIP
B32CF48E02B6FD11E,300,PASS,0.018590224173701264,PASS,-1.593223451313285,UNTESTED,PASS,6.862360742167749e-17,FAIL,0.6095311621546934,0.18167884011965538,-0.37455762126772374,0.2127205958274121,SKIP,SKIP
B3CB988E4F1F88675,300,PASS,0.03600757210031547,PASS,2.2103933974992294,UNTESTED,PASS,6.947745561553162e-17,SKIP,,,,,SKIP,SKIP
B3DAA63B54DF726DA,300,PASS,0.04144247944745033,PASS,3.0216143040715036,UNTESTED,PASS,1.0983916147327927e-16,PASS,0.16981377512444143,-0.013970270125639467,0.13016748132156086,0.630524110322491,SKIP,SKIP
B3EF8B2E2F94BC5C3,900,FAIL,1.3828151212541466,PASS,-5.153247087233422e-05,UNTESTED,PASS,1.237408504229978e-16,SKIP,,,,,SKIP,SKIP
B469AB0E19D852510,900,FAIL,0.33905908827059045,FAIL,-2.453589486235242,UNTESTED,PASS,1.129375592686278e-16,FAIL,0.5926005312187268,0.0030652168368591626,-3.696110173555429,0.11082694076124569,SKIP,SKIP
B4D81FBB9D380E94D,300,PASS,0.015056398181620113,FAIL,2.235379255582911,UNTESTED,PASS,1.0705031606024999e-16,FAIL,0.6087886819589559,0.1172357353586538,-0.8200047392112804,0.34761001350102083,SKIP,SKIP
B52D06719D43E7D5F,900,FAIL,0.6293701444458217,FAIL,2.0978236328729083,UNTESTED,PASS,7.058570106322624e-17,SKIP,,,,,SKIP,SKIP
B62B1992F042CAC3F,600,FAIL,0.33444592359368525,PASS,-8.703255303943447e-11,UNTESTED,PASS,0.0,FAIL,0.46796177326920774,1.4917004896402957,-896.3767092106024,0.042806253363122104,SKIP,SKIP
B6E0269414248FB84,600,FAIL,0.8923699715239575,PASS,-1.9208589924479753,UNTESTED,PASS,1.5436465355194888e-16,FAIL,0.5563007864238314,1.2979617267179362,-5738.310419963415,0.20287428455469425,SKIP,SKIP
B6FFEE3F92E4C7A2C,600,FAIL,0.4547947460270974,FAIL,2.2248059558480318,UNTESTED,PASS,7.258217799198109e-17,FAIL,0.5868193753906981,0.005695704965551753,-1.1554961136106667,0.00013099291925218034,SKIP,SKIP
B733C2D898A346365,900,FAIL,0.16787591854184547,FAIL,3.136878984910031,UNTESTED,PASS,8.986438971495171e-17,SKIP,,,,,SKIP,SKIP
B73965072D72F8863,600,FAIL,0.42601979672608276,PASS,-1.369132165077952,UNTESTED,PASS,1.3525867389899699e-16,FAIL,0.5503067194089675,0.0012195553054306265,31.26557059238164,0.0344098508913087,SKIP,SKIP
B75A3A3510DA5E1E7,600,FAIL,0.1424292754164411,PASS,-1.9529961072254292,UNTESTED,PASS,5.1628385939512453e-17,FAIL,0.47272193081264985,0.06674293996045995,-77.52454662305594,0.04949640716169466,SKIP,SKIP
B7789C71C58293C9E,300,PASS,0.02477023152089302,PASS,1.8029265625272097,UNTESTED,PASS,2.5524956521079974e-16,FAIL,0.5525946819089114,0.0912779230573911,-0.19075510814254773,0.2749599898936229,SKIP,SKIP
B83E6B74C60B44770,600,FAIL,0.8901047430700467,FAIL,2.6861480404749,UNTESTED,PASS,7.556601559422204e-17,PASS,0.26471864176820664,0.04876236945610698,103.9542133825178,0.06810799769353575,SKIP,SKIP
B862EBE76549CD6A4,300,FAIL,0.2710582777880651,PASS,-0.038067884792053225,UNTESTED,PASS,6.371949950272666e-17,FAIL,0.3200507471565825,0.08538085469538066,-0.3658076842805699,0.3884220336471812,SKIP,SKIP
B8D60824198EC7725,300,PASS,0.003356187861726426,PASS,0.0,UNTESTED,PASS,7.155469021717744e-17,PASS,0.04020517999669456,0.020134019125331228,-0.02841254122832636,0.8752609695854426,SKIP,SKIP
B902ABCD81B2D80ED,300,FAIL,0.05582442444548938,PASS,-0.08090972945224983,UNTESTED,PASS,1.2283995798338384e-16,FAIL,0.7543667040491788,0.013562111585860893,-0.017131420851427312,0.00299150503293779,SKIP,SKIP
B96CE155537FB81EC,600,FAIL,1.2690893905846397,PASS,1.5524870288903811,UNTESTED,PASS,3.210788641350267e-17,FAIL,0.7296116749806597,1.1429598478174356,-1357.3390261488078,0.08595140972843955,SKIP,SKIP
B97DF7B124CD5C99E,900,FAIL,0.42169306422559566,FAIL,-2.446553121737478,UNTESTED,PASS,1.6426697207843242e-16,SKIP,,,,,SKIP,SKIP
B98AC550E5E858305,600,FAIL,0.16432473073628867,PASS,-0.19217449301446013,UNTESTED,PASS,2.2915799832944087e-16,FAIL,0.5594995004028303,0.014265947918173618,-76.82235493101551,0.04901969033615629,SKIP,SKIP
B9B5383B7CDA789CE,600,FAIL,0.8158378093546884,PASS,-2.619204707155157,UNTESTED,PASS,1.2887239258167718e-16,FAIL,0.6758861158503094,13.817295320998996,-39468.9356137717,0.1715688353911214,SKIP,SKIP
B9EC60F77ACB29699,300,PASS,0.02224138700679741,PASS,-2.6027627102747206,UNTESTED,PASS,1.594950447034258e-16,PASS,0.17329795182724567,0.02161101176587919,-0.03319024122693601,0.5284318386849449,SKIP,SKIP
B9ECC8C31BD337633,300,FAIL,1.8201363332969014,PASS,0.00934259002670225,UNTESTED,PASS,7.465927782174529e-17,SKIP,,,,,SKIP,SKIP
BAC1A5E4B0DD58FBE,300,PASS,0.011133729862205975,FAIL,-0.42125458209832817,UNTESTED,PASS,8.617294571284839e-17,FAIL,0.3003499489361778,0.06858876521209491,0.7839684078462986,0.16955407639950246,SKIP,SKIP
BAD9B0E293E2C1B81,900,FAIL,0.6417941262493212,FAIL,1.3239327851306124,UNTESTED,PASS,1.2808467907780143e-16,FAIL,0.658527678117607,0.018222645787138263,-136.39150035296188,0.19669308462555338,SKIP,SKIP
