basis,candidate_a,candidate_b,growth_A_over_B,pair_id,winner_anonymous
MODE_GATE,093fec3c0671f7ca,40fc5604382d5fe4,,P00000,INDETERMINATE
CONVERGED_GROWTH,f083ff2eedf76150,0ad5eb61bb0648f2,0.7440926688003403,P00001,A
MODE_GATE,34fe8be579bffed4,f95b49594bae3df3,,P00002,INDETERMINATE
MODE_GATE,d14a02fa8e788aa7,e68048a09f3d47f3,,P00003,B
MODE_GATE,dd9703ca26951d81,692ea5a78ce93b0d,,P00004,INDETERMINATE
MODE_GATE,d6e9c30af9534005,88a695c8f4409b38,,P00005,A
MODE_GATE,c25374cf1d828a98,cb6bef7def9b1655,,P00006,INDETERMINATE
MODE_GATE,ee09ced4186265d5,85086777e3e15d52,,P00007,INDETERMINATE
CONVERGED_GROWTH,259c9912d17fc382,e8746cca44dc0b8c,1.0893382751674385,P00008,B
CONVERGED_GROWTH,3c3e009e4af1f5b4,fb2f029be1652a94,1.0211649872810755,P00009,TIE
MODE_GATE,298b605bc6dc7129,095b70304147a948,,P00010,INDETERMINATE
MODE_GATE,1c5169a575821663,1a7e5b8461b0002f,,P00011,A
MODE_GATE,1948eba8870a1f0c,e1b8cd3688cdc77f,,P00012,INDETERMINATE
MODE_GATE,7ec5dc225171b5d0,11ac5123f979c967,,P00013,B
MODE_GATE,f05afc64006ffbcd,f5d749dfd6c0efc4,,P00014,INDETERMINATE
MODE_GATE,1ef98c64718945ad,1240f0c8e778883e,,P00015,INDETERMINATE
MODE_GATE,a48c8028722bab20,ac94a0673cc53610,,P00016,A
CONVERGED_GROWTH,cb3a41963386daf0,a630d904d64b97cf,0.8799541691264465,P00017,A
MODE_GATE,0073d6b9fdf755b6,ed2f504e44d812ab,,P00018,A
MODE_GATE,8d78285098b591e1,13961788e8fd65db,,P00019,INDETERMINATE
MODE_GATE,aa1e7bf248e01017,2ce90737639e8d6f,,P00020,B
MODE_GATE,046713c8cb30589d,b73342935a9b95e0,,P00021,INDETERMINATE
MODE_GATE,dd732bf045ec1f57,3853c91574a4a3b8,,P00022,B
MODE_GATE,b9ef91a2ef25ad91,2788e63e93cba6ae,,P00023,INDETERMINATE
CONVERGED_GROWTH,f5c5a4fb1fcf4d20,d4cf654600ef08c3,0.991207891257178,P00024,TIE
CONVERGED_GROWTH,8b8712b826507d46,d62b013d2d68df8d,1.000905967507252,P00025,TIE
MODE_GATE,3781a99690c56b48,dab03cab2668506d,,P00026,A
MODE_GATE,413d5537dc41ea41,35542309647ee606,,P00027,A
MODE_GATE,6511f82367938f6f,c7922a5e57a39178,,P00028,INDETERMINATE
MODE_GATE,60c6be8fdea5eaa3,7e7499e8aaa6c84e,,P00029,INDETERMINATE
MODE_GATE,da38c62e069ee694,598a0f38a502658d,,P00030,INDETERMINATE
MODE_GATE,dc4916fc0f31e080,bbc5232efed04552,,P00031,INDETERMINATE
MODE_GATE,14fcfb679710d407,822711fddb81e37c,,P00032,B
CONVERGED_GROWTH,ff0accf122c41fc0,dc908c436d6da08a,0.7947916694722836,P00033,A
