group_id,dimension,members,classification,branch_sign,omega_rad_s,omega_hat,sigma_s^-1,sigma_hat,fourier_m,circularity_eigs
0,1,0,oscillatory,-1,-5.492047244778656e+19,-0.14148487735191326,2048.0,5.276011219535612e-18,-11,-0.999428913032
1,1,1,oscillatory,1,5.492047244778656e+19,0.14148487735191326,2048.0,5.276011219535612e-18,11,0.999428913032
2,2,2;4,oscillatory,-1,-5.3107529884680356e+19,-0.13681441577802558,768.0,1.9785042073258546e-18,-11;11,-0.999365272556;-0.999365272556
3,2,3;5,oscillatory,1,5.3107529884680356e+19,0.13681441577802558,768.0,1.9785042073258546e-18,-11;11,0.999365272556;0.999365272556
4,2,6;8,oscillatory,-1,-4.7899867725751255e+19,-0.12339855446061299,4096.0,1.0552022439071224e-17,-10;10,-0.999132937078;-0.999132937078
5,2,7;9,oscillatory,1,4.7899867725751255e+19,0.12339855446061299,4096.0,1.0552022439071224e-17,-10;10,0.999132937078;0.999132937078
6,2,10;12,oscillatory,-1,-3.99593433107351e+19,-0.102942355289411,1024.0,2.638005609767806e-18,-9;9,-0.998556773824;-0.998556773824
7,2,11;13,oscillatory,1,3.99593433107351e+19,0.102942355289411,1024.0,2.638005609767806e-18,-9;9,0.998556773824;0.998556773824
8,2,14;16,oscillatory,-1,-3.028641173770475e+19,-0.07802316803105729,-256.0,-6.595014024419515e-19,-8,-0.997059709378;-0.997059709378
9,2,15;17,oscillatory,1,3.028641173770475e+19,0.07802316803105729,-256.0,-6.595014024419515e-19,8,0.997059709378;0.997059709378
10,2,18;20,oscillatory,-1,-2.0073732222948364e+19,-0.05171349434874469,1280.0,3.297507012209758e-18,-7,-0.9923274736;-0.9923274736
11,2,19;21,oscillatory,1,2.0073732222948364e+19,0.05171349434874469,1280.0,3.297507012209758e-18,7,0.9923274736;0.9923274736
12,2,22;24,oscillatory,-1,-1.0494680167641815e+19,-0.027036157377888722,3712.0,9.562770335408298e-18,-6,-0.969836302302;-0.969836302302
13,2,23;25,oscillatory,1,1.0494680167641815e+19,0.027036157377888722,3712.0,9.562770335408298e-18,6,0.969836302302;0.969836302302
14,1,26,real_dominant,-1,-0.0,-0.0,-142716165334.45673,-3.6766215308285795e-10,0,0
15,1,27,real_dominant,1,-0.0,-0.0,142716166155.43167,3.6766215519783506e-10,0,0
16,2,28;29,real_dominant,-1,-0.0,-0.0,-2.0623987892475566e+18,-0.005313105054309947,-5;-3,-1.43659781933e-16;1.43659781933e-16
17,2,30;31,real_dominant,-1,-0.0,-0.0,-1.7879001809950556e+18,-0.00460594795622054,0,-1.76371802022e-16;1.76371802022e-16
18,2,32;34,oscillatory,-1,-2.814569707432786e+18,-0.007250830739541233,-976.0,-2.5143490968099403e-18,2;4,0.736914800319;0.736914800319
19,2,33;35,oscillatory,1,2.814569707432786e+18,0.007250830739541233,-976.0,-2.5143490968099403e-18,-4;-2,-0.736914800319;-0.736914800319
20,2,36;38,oscillatory,-1,-1.786257179502938e+18,-0.004601715292985127,-4306.0,-1.1093019683261888e-17,5,-0.550467027878;-0.550467027878
21,2,37;39,oscillatory,1,1.786257179502938e+18,0.004601715292985127,-4306.0,-1.1093019683261888e-17,-5,0.550467027878;0.550467027878
22,2,40;42,oscillatory,-1,-2.278521237553239e+18,-0.005869874811172391,-1564.0,-4.029141380543798e-18,-3;3,0.692577426757;0.692577426757
23,2,41;43,oscillatory,1,2.278521237553239e+18,0.005869874811172391,-1564.0,-4.029141380543798e-18,-3;3,-0.692577426757;-0.692577426757
24,2,44;45,real_dominant,1,-0.0,-0.0,2.0623987892475556e+18,0.005313105054309945,-5,-1.3574796743e-16;1.3574796743e-16
25,2,46;47,real_dominant,1,-0.0,-0.0,1.7879001809950556e+18,0.00460594795622054,0,-3.16504669638e-16;3.16504669638e-16
