low_group,high_group,low_dimension,high_dimension,low_members,high_members,low_m,high_m,low_omega_hat,high_omega_hat,frequency_rel_error,low_sigma_hat,high_sigma_hat,sigma_hat_abs_error,overlap,minimum_overlap,low_circularity_eigs,high_circularity_eigs,circularity_error,low_class,high_class,converged,physical_interpretation_allowed
13,17,2,2,22;23,30;31,0,0,-0.0,-0.0,0.0,-0.004690610400221404,-0.00460594795622054,8.466244400086396e-05,0.9968623170454767,0.9968623170454766,-1.17786249339e-16;1.17786249339e-16,-1.76371802022e-16;1.76371802022e-16,5.858555268241639e-17,real_dominant,real_dominant,True,True
17,25,2,2,30;31,46;47,0,0,-0.0,-0.0,0.0,0.004690610400221401,0.00460594795622054,8.466244400086049e-05,0.9968623170454767,0.9968623170454766,-1.13174148402e-16;1.13174148402e-16,-3.16504669638e-16;3.16504669638e-16,2.0333052123572364e-16,real_dominant,real_dominant,True,True
9,15,1,1,15,27,0,0,1.2362769979135368e-10,-0.0,1.0,-2.2590825367831514e-18,3.6766215519783506e-10,3.676621574569176e-10,0.9999999999999987,0.9999999999999987,3.61338520814e-08,0,3.6133852081386284e-08,oscillatory,real_dominant,False,False
8,14,1,1,14,26,0,0,-1.2362769979135368e-10,-0.0,1.0,-2.2590825367831514e-18,-3.6766215308285795e-10,3.6766215082377543e-10,0.9999999999999984,0.9999999999999984,-3.61338520814e-08,0,3.6133852081386284e-08,oscillatory,real_dominant,False,False
4,12,2,2,6;8,22;24,-6,-6,-0.044979746704983795,-0.027036157377888722,0.3989259753903173,-3.957008414651709e-18,9.562770335408298e-18,1.3519778750060008e-17,0.9108322138462397,0.9108322138462394,-0.994388304936;-0.994388304936,-0.969836302302;-0.969836302302,0.024552002633885905,oscillatory,oscillatory,False,False
5,13,2,2,7;9,23;25,6,6,0.044979746704983795,0.027036157377888722,0.3989259753903173,-3.957008414651709e-18,9.562770335408298e-18,1.3519778750060008e-17,0.9108322138462397,0.9108322138462394,0.994388304936;0.994388304936,0.969836302302;0.969836302302,0.024552002633885905,oscillatory,oscillatory,False,False
6,20,2,2,10;12,36;38,5,5,-0.027876464043697015,-0.004601715292985127,0.8349247133434201,-3.297507012209758e-18,-1.1093019683261888e-17,7.79551267105213e-18,0.8887682594027067,0.8887682594027052,-0.981066569895;-0.981066569895,-0.550467027878;-0.550467027878,0.4305995420166133,oscillatory,oscillatory,False,False
7,21,2,2,11;13,37;39,-5,-5,0.027876464043697015,0.004601715292985127,0.8349247133434201,-3.297507012209758e-18,-1.1093019683261888e-17,7.79551267105213e-18,0.8887682594027067,0.8887682594027052,0.981066569895;0.981066569895,0.550467027878;0.550467027878,0.4305995420166133,oscillatory,oscillatory,False,False
2,10,2,2,2;4,18;20,-7;7,-7,-0.05759187256485336,-0.05171349434874469,0.10206957951383017,-3.6272577134307336e-18,3.297507012209758e-18,6.9247647256404916e-18,0.8235449861321434,0.8235449861321431,-0.997331851006;-0.997331851006,-0.9923274736;-0.9923274736,0.005004377405592231,oscillatory,oscillatory,True,True
3,11,2,2,3;5,19;21,-7;7,7,0.05759187256485336,0.05171349434874469,0.10206957951383017,-3.6272577134307336e-18,3.297507012209758e-18,6.9247647256404916e-18,0.8235449861321434,0.8235449861321431,0.997331851006;0.997331851006,0.9923274736;0.9923274736,0.005004377405592231,oscillatory,oscillatory,True,True
14,22,2,2,24;25,40;42,-3;-1,-3;3,-0.0,-0.005869874811172391,1.0,-0.004327615854664573,-4.029141380543798e-18,0.004327615854664569,0.8617099496068822,0.861709949606882,-1.23131974501e-17;1.23131974501e-17,0.692577426757;0.692577426757,0.692577426757194,real_dominant,oscillatory,False,False
