pair_key,topology_key,variant_key,representation,samples,total_length,sampled_reach_proxy,length_over_diameter_proxy,writhe_sum_midpoint_proxy,edge_cv_max,native_backend
4_1/knot.4_1,4_1,4_1,short,512,22.79564404480736,0.22676308962211572,50.26312721967815,0.19544511072863782,0.0011171951475135253,True
4_1/knot.4_1,4_1,4_1,short,1024,22.800865080331494,0.1017893152598429,112.00028717221711,0.19548928529657977,0.0008916368851411721,True
4_1/knot.4_1d,4_1,4_1d,short,128,29.13884287286926,0.49928266356624307,29.180707642378636,0.03466760450433424,0.0016312903656129833,True
4_1/knot.4_1d,4_1,4_1d,short,256,29.17175228674359,0.49928266356624307,29.21366433833045,0.040563610618365595,0.001230831773443836,True
4_1/knot.4_1d,4_1,4_1d,short,512,29.186392740103507,0.3111876750540499,46.8951617943001,0.04179106330352524,0.0009525368442902067,True
4_1/knot.4_1d,4_1,4_1d,short,1024,29.193569922957607,0.15336801006551343,95.1748996107048,0.04191693398899033,0.0007126514344599046,True
4_1/knot.4_1i8,4_1,4_1i8,short,128,23.324492242515113,0.3580714406338776,32.569607061128394,-5.291890708551885e-05,0.008225601607416453,True
4_1/knot.4_1i8,4_1,4_1i8,short,256,23.37356686553113,0.1779507823040723,65.67424588668482,7.601965955294201e-05,0.005036653729573312,True
4_1/knot.4_1i8,4_1,4_1i8,short,512,23.397753740625042,0.10039406254143354,116.52956932073835,0.00016644637499934137,0.004012435356566179,True
4_1/knot.4_1i8,4_1,4_1i8,short,1024,23.407332416694153,0.06406920192498704,182.6722646248952,-0.00026654889757522397,0.0036177870537875334,True
4_1/knot.4_1p,4_1,4_1p,short,128,23.24219206222581,0.49694623422806894,23.385016789924016,0.112449359753193,0.0019197446641069638,True
4_1/knot.4_1p,4_1,4_1p,short,256,23.268703786151534,0.37919719030232163,30.68153507097475,0.10549881035488026,0.0015845231965569708,True
4_1/knot.4_1p,4_1,4_1p,short,512,23.279370202510076,0.1949097701426886,59.71832552433833,0.10362491626150624,0.001388092982088168,True
4_1/knot.4_1p,4_1,4_1p,short,1024,23.28608598646545,0.09956773890057066,116.9358983320851,0.10343365076232218,0.0010211338537044951,True
4_1/knot.4_1z,4_1,4_1z,short,128,22.631947732891206,0.49826494789376136,22.71075642442816,2.6404587836196732e-05,0.0016337764827003714,True
4_1/knot.4_1z,4_1,4_1z,short,256,22.669276894849798,0.45501353431039504,24.91055230830296,1.676474759057362e-05,0.0010998857623212813,True
4_1/knot.4_1z,4_1,4_1z,short,512,22.674267416594077,0.2396427741281918,47.30847299502751,8.87306589337361e-06,0.001054747313167938,True
4_1/knot.4_1z,4_1,4_1z,short,1024,22.679072221470975,0.124403243938817,91.15145032964257,1.3651862130589594e-05,0.0008050294302645121,True
5_1/knot.5_1,5_1,5_1,short,128,26.133508033501904,0.498132477775842,26.231483791408092,6.451048758051291,0.02570474026405165,True
5_1/knot.5_1,5_1,5_1,short,256,26.203897557333374,0.3436519670808133,38.125633005865,6.61147404876071,0.03661934142724415,True
5_1/knot.5_1,5_1,5_1,short,512,26.244000847797402,0.08232401574011874,159.394561914015,6.658943884598833,0.0363577053429488,True
5_1/knot.5_1,5_1,5_1,short,1024,26.289448641045773,0.012856964607024839,1022.3816213463651,6.670410465298805,0.010937438536261317,True
5_1/knot.5_1p,5_1,5_1p,short,128,33.55189517353109,0.49875325831988093,33.63576539485203,6.37559495778307,0.0016557595587235088,True
5_1/knot.5_1p,5_1,5_1p,short,256,33.62140194472075,0.49832546807423084,33.73438053913842,6.409092184505923,0.0015219231164558555,True
5_1/knot.5_1p,5_1,5_1p,short,512,33.640280495441175,0.32617323641545604,51.568118931426675,6.416975497433651,0.001542404533597617,True
5_1/knot.5_1p,5_1,5_1p,short,1024,33.65800563659632,0.1528720306835375,110.08555811714251,6.419787535235762,0.0010155790721975571,True
5_1/knot.5_1u,5_1,5_1u,short,128,53.94713680413194,0.49930124974380896,54.02263346207542,7.768217635570292,0.026571903969402563,True
5_1/knot.5_1u,5_1,5_1u,short,256,54.055063187509404,0.49930124974380896,54.130710883704985,7.755291223095767,0.03770407641162059,True
5_1/knot.5_1u,5_1,5_1u,short,512,54.135357619881034,0.4986710567738922,54.27962670432979,7.7520639724786005,0.035103408605492166,True
5_1/knot.5_1u,5_1,5_1u,short,1024,54.214619201694106,0.026498659686112355,1022.9690830383275,7.751373478473526,0.012899471097673646,True
5_2/knot.5_2,5_2,5_2,short,128,26.96493567709544,0.4853290210745645,27.780056936830725,4.882471094690866,0.0014653899116887966,True
5_2/knot.5_2,5_2,5_2,short,256,27.003212450818687,0.48465444146669373,27.85821209963511,4.833053321279605,0.001523888531827347,True
5_2/knot.5_2,5_2,5_2,short,512,27.02107119731169,0.28006806378395965,48.24018638939737,4.819891391230448,0.0013255906952452223,True
5_2/knot.5_2,5_2,5_2,short,1024,27.03135130270949,0.14050385380282465,96.19434119096759,4.816754051196418,0.0008879507027960287,True
5_2/knot.5_2d,5_2,5_2d,short,128,34.69910136478682,0.49884660272709797,34.779330133846294,-4.66327657248357,0.0017483045385098123,True
5_2/knot.5_2d,5_2,5_2d,short,256,34.75771557262037,0.49801444836542824,34.89629235326541,-4.614874115838809,0.001120195116658004,True
5_2/knot.5_2d,5_2,5_2d,short,512,34.779501806708524,0.41184130548366726,42.22439729043619,-4.602659494487891,0.001039201259541294,True
5_2/knot.5_2d,5_2,5_2d,short,1024,34.79081489972857,0.20379132940032102,85.35891836542916,-4.599708772501461,0.0008073270613814945,True
5_2/knot.5_2r,5_2,5_2r,short,128,31.022301300193035,0.4981249456226201,31.139076222550354,4.4741326692479095,0.0016579414775244072,True
5_2/knot.5_2r,5_2,5_2r,short,256,31.06090836354273,0.49647930210044644,31.281171472943463,4.468502481422046,0.0015024068929120674,True
5_2/knot.5_2r,5_2,5_2r,short,512,31.0776857841378,0.29437834054412715,52.78527918646119,4.46726426944566,0.0012328053803519442,True
5_2/knot.5_2r,5_2,5_2r,short,1024,31.087008556610932,0.14751837126707784,105.36656651505724,4.466848400352801,0.0008779198110925614,True
6_1/knot.6_1,6_1,6_1,short,128,32.849843092461676,0.4821825515645021,34.06369951160221,1.4974512910939937,0.0016886243988234338,True
6_1/knot.6_1,6_1,6_1,short,256,32.902244906010125,0.4808413733377505,34.213200787631756,1.4415215386899372,0.0014243191702374217,True
6_1/knot.6_1,6_1,6_1,short,512,32.92492363817988,0.3250381645602146,50.64778113476026,1.426409918091701,0.0012253781295085094,True
6_1/knot.6_1,6_1,6_1,short,1024,32.936723495877445,0.16553708279683896,99.48442650853092,1.423148361453193,0.0009129745643070693,True
6_2/knot.6_2,6_2,6_2,short,128,31.23367154709597,0.47594555241553277,32.81223176535418,2.4414410659919272,0.0019427118301646885,True
6_2/knot.6_2,6_2,6_2,short,256,31.278239370645757,0.47443538782580724,32.963644969638956,2.4553118711919586,0.0014877893180389769,True
6_2/knot.6_2,6_2,6_2,short,512,31.298266789637676,0.29568606505876643,52.924825495948326,2.459816300841135,0.0012262960874718449,True
6_2/knot.6_2,6_2,6_2,short,1024,31.30823038533282,0.15228527419231208,102.79467450607045,2.46082960465699,0.0009516027388629668,True
6_2/knot.6_2d,6_2,6_2d,short,128,48.748826667705174,0.5003534269489377,48.71439270933595,3.8042225782722316,0.00222709996727355,True
6_2/knot.6_2d,6_2,6_2d,short,256,48.85708125635657,0.49863131417040585,48.9911883468873,3.8460962612381766,0.0007755049675851512,True
6_2/knot.6_2d,6_2,6_2d,short,512,48.885854589258855,0.49863131417040585,49.02004065929186,3.856646200570052,0.0006226171425052192,True
6_2/knot.6_2d,6_2,6_2d,short,1024,48.89857025822114,0.32879497194498886,74.36027681469902,3.8594354032293605,0.0005152452064070112,True
6_2/knot.6_2p,6_2,6_2p,short,128,36.3648432244568,0.497428135711203,36.5528612213137,3.185131328961464,0.002940286119048541,True
6_2/knot.6_2p,6_2,6_2p,short,256,36.44300170434575,0.49656116596063676,36.695380350418546,3.217488620084803,0.0015718832575998482,True
6_2/knot.6_2p,6_2,6_2p,short,512,36.47166226184022,0.34263854338817124,53.221774032178715,3.2269954023636487,0.0013679705928499124,True
6_2/knot.6_2p,6_2,6_2p,short,1024,36.48701714758843,0.16068794077407778,113.53377537797948,3.2295457994104386,0.0010085510246875197,True
6_3/knot.6_3d,6_3,6_3d,short,128,47.51099019027458,0.4997068805717727,47.53885931679762,0.07380688162984914,0.0021293105198388557,True
6_3/knot.6_3d,6_3,6_3d,short,256,47.60908110376498,0.49825299391718025,47.776011067661116,0.09226947195860925,0.0008009459186700338,True
6_3/knot.6_3d,6_3,6_3d,short,512,47.63742967382023,0.49780201762778215,47.84776676963955,0.09725475306403196,0.0007746529668169963,True
6_3/knot.6_3d,6_3,6_3d,short,1024,47.651273595858946,0.29683548908773677,80.26545906337783,0.09860809244007263,0.0006019046758710776,True
6_3/knot.6_3z,6_3,6_3z,short,128,36.273688293340946,0.4983332077064425,36.39501415156443,-6.132715331536735e-08,0.001955199279587733,True
6_3/knot.6_3z,6_3,6_3z,short,256,36.33849033530744,0.4983332077064425,36.46003293915913,-6.681102701748118e-08,0.0011776898239263325,True
6_3/knot.6_3z,6_3,6_3z,short,512,36.36637569179701,0.434660067216893,41.83312251876406,-7.079016460187406e-08,0.0008824992705356945,True
6_3/knot.6_3z,6_3,6_3z,short,1024,36.37609148961934,0.21346461237873915,85.20403237862942,-7.110411851272441e-08,0.0006557894720578548,True
7_1/knot.7_1,7_1,7_1,short,128,32.419894243835486,0.4974984204713789,32.58291173378771,8.796709613606879,0.02564642328632577,True
7_1/knot.7_1,7_1,7_1,short,256,32.49866083005411,0.36509644673895825,44.50695305354541,8.96250108415124,0.03650207818598254,True
7_1/knot.7_1,7_1,7_1,short,512,32.553183747256114,0.08716905685504635,186.72442333171557,9.011111315017194,0.0363596776321976,True
7_1/knot.7_1,7_1,7_1,short,1024,32.610732255993774,0.015952877536059326,1022.0956119760092,9.023369341030042,0.010802112479195138,True
7_1/knot.7_1p,7_1,7_1p,short,128,47.21599555159389,0.49950268878371373,47.26300439599692,9.135433019890884,0.0033142804868107594,True
7_1/knot.7_1p,7_1,7_1p,short,256,47.39441233632449,0.4992449180200191,47.466093920683676,9.327008368433184,0.001071274588111691,True
7_1/knot.7_1p,7_1,7_1p,short,512,47.44017603248254,0.49924260592956626,47.51214686910702,9.375407603170062,0.0007486012212216081,True
7_1/knot.7_1p,7_1,7_1p,short,1024,47.458511120166186,0.27467670228296476,86.38976426780395,9.388588969463646,0.0006475872425710987,True
7_2/knot.7_2,7_2,7_2,short,128,35.776082957774406,0.4614667061591576,38.76344975734329,6.431693290876334,0.0023684693404017352,True
7_2/knot.7_2,7_2,7_2,short,256,35.84850767805834,0.4614667061591576,38.84192207107393,6.286934087522838,0.0015807294116540933,True
7_2/knot.7_2,7_2,7_2,short,512,35.88475192964179,0.3758629858468005,47.73648015485648,6.248065968292629,0.0013025945515744446,True
7_2/knot.7_2,7_2,7_2,short,1024,35.89948192668848,0.1727290542970836,103.91848109393203,6.238672167742493,0.0010204106906101307,True
7_2/knot.7_2d,7_2,7_2d,short,128,52.827702006056995,0.5007033172884671,52.75349711296371,4.510961218898199,0.0031133458374332647,True
7_2/knot.7_2d,7_2,7_2d,short,256,52.97202064959359,0.4991539211804874,53.06180959604203,4.402431699876678,0.001016509348096343,True
7_2/knot.7_2d,7_2,7_2d,short,512,53.01091150409597,0.4991539211804874,53.10076637154968,4.374956144255904,0.0007788380358914649,True
7_2/knot.7_2d,7_2,7_2d,short,1024,53.028540257201456,0.3336038105984531,79.47831915060166,4.367945863349666,0.0006281603845528172,True
7_2/knot.7_2r,7_2,7_2r,short,128,38.215008831872396,0.49754503794429095,38.403567433579,5.939554704444701,0.0023614836022251345,True
7_2/knot.7_2r,7_2,7_2r,short,256,38.27413033597219,0.49754503794429095,38.46298065207281,5.872631559292004,0.0015867231292085735,True
7_2/knot.7_2r,7_2,7_2r,short,512,38.30061032513399,0.3642790569807303,52.570425874304405,5.855475366042863,0.001258803463982318,True
7_2/knot.7_2r,7_2,7_2r,short,1024,38.31346687005307,0.17423375962577184,109.94845933516183,5.851427977721264,0.0008715422347974726,True
7_3/knot.7_3,7_3,7_3,short,128,39.802505672007655,0.45817891275849165,43.43554948041416,-7.059406427015448,0.003456631582320228,True
7_3/knot.7_3,7_3,7_3,short,256,39.89537968737169,0.4572019316930232,43.62993342967593,-6.965989042120132,0.0017258924907717632,True
7_3/knot.7_3,7_3,7_3,short,512,39.93595197309294,0.36653066933707196,54.478322435232165,-6.942794297432392,0.0013685152716568661,True
7_3/knot.7_3,7_3,7_3,short,1024,39.9519154872467,0.16182194360498114,123.44406017261838,-6.9370186272362355,0.0010777575213068065,True
7_3/knot.7_3d,7_3,7_3d,short,128,56.813376601516374,0.49804505101879903,57.036383039344685,7.075601561889654,0.0061480440081798544,True
7_3/knot.7_3d,7_3,7_3d,short,256,57.058156085433126,0.4966293081989818,57.445417682208095,7.1242949704397525,0.0020182053409553155,True
7_3/knot.7_3d,7_3,7_3d,short,512,57.13114768888925,0.48928649384886974,58.382101700252385,7.137569788532277,0.001591198558854145,True
7_3/knot.7_3d,7_3,7_3d,short,1024,57.16378371558015,0.24890871979871754,114.8288090545928,7.1419773670884075,0.0012475026390429752,True
7_4/knot.7_4,7_4,7_4,short,128,40.6075627475653,0.4993215442792104,40.66273848265836,-6.510815808634897,0.0020177669215247053,True
7_4/knot.7_4,7_4,7_4,short,256,40.66898625826123,0.49766672447510285,40.85965994728246,-6.4434615721610795,0.0011502239439709343,True
7_4/knot.7_4,7_4,7_4,short,512,40.691417205901104,0.40953566416569526,49.67994336805505,-6.426761693508214,0.0009960397496087182,True
7_4/knot.7_4,7_4,7_4,short,1024,40.7040625779715,0.2087413684164795,97.49879213390754,-6.422247203911097,0.0006739477179761465,True
7_5/knot.7_5,7_5,7_5,short,128,41.27390695285183,0.478238203324552,43.15203873919883,7.124300053585626,0.0024219748720224936,True
7_5/knot.7_5,7_5,7_5,short,256,41.351608171348815,0.478238203324552,43.23327568133021,7.025142445835514,0.0013509327594772075,True
7_5/knot.7_5,7_5,7_5,short,512,41.380937744233705,0.41348317736689005,50.039445386572226,6.999701042306047,0.001072868143173241,True
7_5/knot.7_5,7_5,7_5,short,1024,41.39320702494007,0.20723109461030814,99.87209473264316,6.993387870501441,0.0008718850882156503,True
7_5/knot.7_5d,7_5,7_5d,short,128,60.62567268000548,0.49950429538142016,60.685837179550056,-7.918435419658133,0.004864359364661908,True
7_5/knot.7_5d,7_5,7_5d,short,256,60.85906116412026,0.49950429538142016,60.91945727678723,-7.898352391336362,0.0015092049122764478,True
7_5/knot.7_5d,7_5,7_5d,short,512,60.91896489017578,0.4979834446040241,61.16565274435582,-7.895775694076992,0.0010216606485673608,True
7_5/knot.7_5d,7_5,7_5d,short,1024,60.943784673300584,0.32874651989886394,92.69114801891959,-7.895576293820188,0.0008351181875772087,True
7_6/knot.7_6d,7_6,7_6d,short,128,60.85071950339923,0.5010819974086367,60.719323202680286,3.4811160579989004,0.004769065681622595,True
7_6/knot.7_6d,7_6,7_6d,short,256,61.06013893043102,0.49862435232634483,61.22859688416075,3.4465340794766934,0.0015398866121821419,True
7_6/knot.7_6d,7_6,7_6d,short,512,61.11469883714181,0.4982132862953073,61.333870972799716,3.4354838924762228,0.0009149181182821073,True
7_6/knot.7_6d,7_6,7_6d,short,1024,61.13634679781464,0.3696157958745317,82.70256233660498,3.4324724272348353,0.0008027075833282957,True
7_6/knot.7_6s,7_6,7_6s,short,128,41.973317186799605,0.37903220087266526,55.36906506909213,2.7754831269257756,0.008689025750232343,True
7_6/knot.7_6s,7_6,7_6s,short,256,42.121304380760435,0.332778446239784,63.28730850316229,2.698182549346602,0.00333952015369179,True
7_6/knot.7_6s,7_6,7_6s,short,512,42.175841514738,0.25185438910390123,83.73060653181346,2.6782867611287386,0.002343245888289977,True
7_6/knot.7_6s,7_6,7_6s,short,1024,42.2006503696979,0.12088871148449827,174.54338726701272,2.6733469054540406,0.0017145110442870056,True
7_7/knot.7_7d,7_7,7_7d,short,128,41.71758838152882,0.5004545694154273,41.67969575166278,-1.032035533539436,0.0019582700966119778,True
7_7/knot.7_7d,7_7,7_7d,short,256,41.79865745172844,0.49911151355559713,41.87306475256495,-0.951066387509307,0.0008511821792760405,True
7_7/knot.7_7d,7_7,7_7d,short,512,41.821078533381694,0.4987342232352649,41.9272195339738,-0.9297641328179979,0.0008510976657550012,True
7_7/knot.7_7d,7_7,7_7d,short,1024,41.834050663816456,0.2657121707694482,78.72061438261105,-0.9240531472775758,0.0006490824949747386,True
8_1/knot.8_1,8_1,8_1,short,128,39.78190193945753,0.43705444234633767,45.511380373904224,3.0010247913152184,0.0037093733403202123,True
8_1/knot.8_1,8_1,8_1,short,256,39.892655946706505,0.4366382211425844,45.681589488795055,2.790260442435143,0.0017430789175274697,True
8_1/knot.8_1,8_1,8_1,short,512,39.93448018789948,0.3459121975644734,57.72343454361165,2.732746231030191,0.001524004558970492,True
8_1/knot.8_1,8_1,8_1,short,1024,39.95497124381525,0.17379374023399835,114.94939688282015,2.7180838295900185,0.001077525238276097,True
8_1/knot.8_1d,8_1,8_1d,short,128,55.56536336277594,0.49827566164982245,55.75765348320996,-2.5592614250540784,0.0049567159788183185,True
8_1/knot.8_1d,8_1,8_1d,short,256,55.803769075576064,0.49765711775915195,56.06648341216238,-2.17926511173343,0.0016835087682125335,True
8_1/knot.8_1d,8_1,8_1d,short,512,55.873726450173145,0.49656444383791826,56.26029727212072,-2.0790888618318784,0.0013499817839164633,True
8_1/knot.8_1d,8_1,8_1d,short,1024,55.899508937716256,0.271071943493674,103.10825277094895,-2.0529778776509446,0.0010478596392643868,True
8_10/knot.8_10s,8_10,8_10s,short,128,50.811726469590866,0.4964433966923539,51.175750154129766,-2.3611169000123335,0.0038177592005196755,True
8_10/knot.8_10s,8_10,8_10s,short,256,50.94697188630044,0.4964433966923539,51.31196449156548,-2.339857329830719,0.0015757112418656538,True
8_10/knot.8_10s,8_10,8_10s,short,512,50.9932707831659,0.46213122381925825,55.1718517975639,-2.333660873197156,0.0013205080025336332,True
8_10/knot.8_10s,8_10,8_10s,short,1024,51.01420687252329,0.24387996344504626,104.58876193004346,-2.332050598290985,0.001056606206908169,True
8_11/knot.8_11,8_11,8_11,short,128,51.67471696534946,0.49096750092892094,52.62539462141567,3.2478201583931448,0.007547706922154356,True
8_11/knot.8_11,8_11,8_11,short,256,51.88997200579405,0.44828169920978506,57.876522839616065,3.0732060958310288,0.0025222695167814737,True
8_11/knot.8_11,8_11,8_11,short,512,51.950583284960814,0.41813100108923196,62.12237689818437,3.0258121220267884,0.0016789411918174293,True
8_11/knot.8_11,8_11,8_11,short,1024,51.9800948944049,0.2094559524552751,124.08359439081626,3.013048934064962,0.0013186231279338067,True
8_11/knot.8_11d,8_11,8_11d,short,128,71.85827358297618,0.4984693839028652,72.07892390536358,4.730610168119441,0.005933254476363514,True
8_11/knot.8_11d,8_11,8_11d,short,256,72.16788420243245,0.4984693839028652,72.38948522513022,4.48508105224335,0.0018944249117721467,True
8_11/knot.8_11d,8_11,8_11d,short,512,72.2468349404845,0.49772708707771135,72.57675623469176,4.438132913721017,0.0009835710832944036,True
8_11/knot.8_11d,8_11,8_11d,short,1024,72.27974972454672,0.4148200185207743,87.12181970182199,4.428053230258007,0.0007757674315791616,True
8_12/knot.8_12d,8_12,8_12d,short,128,87.6252193655589,0.49817509838923685,87.94620571048203,-0.08332932613933144,0.010295408188313409,True
8_12/knot.8_12d,8_12,8_12d,short,256,88.02097367388362,0.49817509838923685,88.34340973533627,-0.12417179922448449,0.003582926607691641,True
8_12/knot.8_12d,8_12,8_12d,short,512,88.13154473911352,0.461238391327415,95.5379543379688,-0.16226058980005417,0.001502810380358911,True
8_12/knot.8_12d,8_12,8_12d,short,1024,88.17070298512542,0.3171737425370971,138.9943289123513,-0.17587919104593702,0.0011611803666468836,True
8_12/knot.8_12z,8_12,8_12z,short,128,51.391868339725434,0.5000206165634808,51.389749379664735,-5.203449353690112e-08,0.0024657814605571794,True
8_12/knot.8_12z,8_12,8_12z,short,256,51.50808975064122,0.4982797601942139,51.68591408425357,-4.2205432670339054e-08,0.0008474538624000896,True
8_12/knot.8_12z,8_12,8_12z,short,512,51.54108639928357,0.4982797601942139,51.71902464911927,-5.7962867476127836e-08,0.0007229104852495681,True
8_12/knot.8_12z,8_12,8_12z,short,1024,51.55705079529859,0.3692687550257742,69.80965772706658,-5.06890158937025e-08,0.0005979891011501265,True
8_13/knot.8_13d,8_13,8_13d,short,128,67.29631475094922,0.5005001153539971,67.2290701704948,-0.6132125255176125,0.005871655682902618,True
8_13/knot.8_13d,8_13,8_13d,short,256,67.5671082228293,0.49935697261921075,67.6541151197194,-0.5355611909846789,0.001741375327344286,True
8_13/knot.8_13d,8_13,8_13d,short,512,67.63679260071306,0.49913815116954036,67.75357928684872,-0.5125591281374726,0.0008632674287782284,True
8_13/knot.8_13d,8_13,8_13d,short,1024,67.66217716104155,0.36579752706589824,92.48583185316647,-0.5063326565969842,0.000748345827040437,True
8_13/knot.8_13p,8_13,8_13p,short,128,48.40578955196078,0.46313787274471024,52.25850918333654,-1.1797570695407276,0.007609241929508203,True
8_13/knot.8_13p,8_13,8_13p,short,256,48.55071729810535,0.31574730771973225,76.8822347983416,-1.1682159114475883,0.0021981481273015352,True
8_13/knot.8_13p,8_13,8_13p,short,512,48.59345429618133,0.29064381197767547,83.59623066723647,-1.1683028170825132,0.001219763493554202,True
8_13/knot.8_13p,8_13,8_13p,short,1024,48.61084506178511,0.21747472949286142,111.76205432038658,-1.1687446416614773,0.0009073165522523457,True
8_14/knot.8_14d,8_14,8_14d,short,128,67.35413295407416,0.49853580658348007,67.55195119851003,3.739433842113666,0.0039889777042040565,True
8_14/knot.8_14d,8_14,8_14d,short,256,67.58773831909895,0.49853580658348007,67.78624265956446,3.749675773657621,0.0012785570417589434,True
8_14/knot.8_14d,8_14,8_14d,short,512,67.64620893478758,0.4969223566603383,68.06516956634519,3.7478776195254166,0.0007843717266648638,True
8_14/knot.8_14d,8_14,8_14d,short,1024,67.67053487718395,0.4193538129534968,80.68429663317275,3.7471416623557894,0.0006606274714588301,True
8_14/knot.8_14r,8_14,8_14r,short,128,48.32335786252099,0.49856709489688783,48.462241448681134,3.6217857945260503,0.004110808349581618,True
8_14/knot.8_14r,8_14,8_14r,short,256,48.46766859917456,0.4977569030518116,48.686083811206885,3.555130218943988,0.0017649813189382687,True
8_14/knot.8_14r,8_14,8_14r,short,512,48.52758807627197,0.44655721917376384,54.33524080750441,3.539088059286348,0.001303875946167789,True
8_14/knot.8_14r,8_14,8_14r,short,1024,48.54973818296498,0.2238774063724468,108.42929389265099,3.5351555632369402,0.0010257079798982514,True
8_15/knot.8_15,8_15,8_15,short,128,48.766564131351686,0.5001069638883597,48.75613384003785,7.5464650743372435,0.003399041221383009,True
8_15/knot.8_15,8_15,8_15,short,256,48.87427142925948,0.4969814300977253,49.17112438149747,7.426680834821459,0.0011537414649728061,True
8_15/knot.8_15,8_15,8_15,short,512,48.905818437850854,0.4969814300977253,49.20286300056939,7.393947162100304,0.0007826395549984461,True
8_15/knot.8_15,8_15,8_15,short,1024,48.92016166914681,0.3057195858202368,80.0082231203726,7.385438999761179,0.000599105734154985,True
8_15/knot.8_15d,8_15,8_15d,short,128,44.75590579382728,0.5015092514392251,44.621216523311716,8.573957374280946,0.002412375413237316,True
8_15/knot.8_15d,8_15,8_15d,short,256,44.86038870971005,0.4996785888787549,44.88924451453258,8.473871237693519,0.0008687487866310867,True
8_15/knot.8_15d,8_15,8_15d,short,512,44.88968949563905,0.4995282892128281,44.93207938871449,8.44855417641788,0.0008511844717430907,True
8_15/knot.8_15d,8_15,8_15d,short,1024,44.903990091597535,0.2819082441644133,79.64291754697466,8.44215940268575,0.0006844804450703061,True
