pair_key,topology_key,variant_key,representation,resolutions_json,last_length_relative_change,last_reach_relative_change,last_writhe_absolute_change,convergence_status
8_13/knot.8_13p,8_13,8_13p,short,"[128, 256, 512, 1024]",0.00035775485041828777,0.336448665348108,0.00044182457896413396,NOT_CONVERGED_AT_REQUESTED_LEVELS
8_14/knot.8_14d,8_14,8_14d,short,"[128, 256, 512, 1024]",0.0003594761359655716,0.1849715951323502,0.000735957169627266,NOT_CONVERGED_AT_REQUESTED_LEVELS
8_14/knot.8_14r,8_14,8_14r,short,"[128, 256, 512, 1024]",0.000456235347954639,0.9946506724794846,0.003932496049407597,NOT_CONVERGED_AT_REQUESTED_LEVELS
8_15/knot.8_15,8_15,8_15,short,"[128, 256, 512, 1024]",0.00029319672720949587,0.625612009006026,0.008508162339124326,NOT_CONVERGED_AT_REQUESTED_LEVELS
8_15/knot.8_15d,8_15,8_15d,short,"[128, 256, 512, 1024]",0.00031847049514569203,0.7719534619977109,0.006394773732131043,NOT_CONVERGED_AT_REQUESTED_LEVELS
8_15/knot.8_15p,8_15,8_15p,short,"[128, 256, 512, 1024]",0.0004856082760899723,0.5312481442209639,0.0043636278609744394,NOT_CONVERGED_AT_REQUESTED_LEVELS
8_16/knot.8_16,8_16,8_16,short,"[128, 256, 512, 1024]",0.0002374936816414379,0.5542723369638751,2.65441710922687e-06,NOT_CONVERGED_AT_REQUESTED_LEVELS
8_17/knot.8_17,8_17,8_17,short,"[128, 256, 512, 1024]",0.0002943191870348829,0.9395952589668123,0.0032737378173332,NOT_CONVERGED_AT_REQUESTED_LEVELS
8_18/knot.8_18,8_18,8_18,short,"[128, 256, 512, 1024]",0.000313170484604341,0.6940434739384682,0.0023878053305947944,NOT_CONVERGED_AT_REQUESTED_LEVELS
8_18/knot.8_18z,8_18,8_18z,short,"[128, 256, 512, 1024]",0.0008072476667129465,1.285011879014487,0.00018707141715114273,NOT_CONVERGED_AT_REQUESTED_LEVELS
8_19/knot.8_19t,8_19,8_19t,short,"[128, 256, 512, 1024]",0.0014809723758932721,7.112298253262688,0.0004598965077526884,NOT_CONVERGED_AT_REQUESTED_LEVELS
8_19/knot.8_19u,8_19,8_19u,short,"[128, 256, 512, 1024]",0.0015788780282402983,10.300499661493953,0.0006327883154728653,NOT_CONVERGED_AT_REQUESTED_LEVELS
8_2/knot.8_2,8_2,8_2,short,"[128, 256, 512, 1024]",0.0004346143609361867,0.9722885687499259,0.006277480394810908,NOT_CONVERGED_AT_REQUESTED_LEVELS
8_2/knot.8_2d,8_2,8_2d,short,"[128, 256, 512, 1024]",0.0004349347234861842,0.5002796652230044,0.00901388724956842,NOT_CONVERGED_AT_REQUESTED_LEVELS
8_20/knot.8_20r,8_20,8_20r,short,"[128, 256, 512, 1024]",0.00043120568872585563,0.9016093578856866,0.0048521223221720255,NOT_CONVERGED_AT_REQUESTED_LEVELS
8_21/knot.8_21d,8_21,8_21d,short,"[128, 256, 512, 1024]",0.00023738106915268187,0.6076625150209005,0.00042433104575767544,NOT_CONVERGED_AT_REQUESTED_LEVELS
8_21/knot.8_21p,8_21,8_21p,short,"[128, 256, 512, 1024]",0.0003227775632550109,0.47772364221016445,0.00183852032642573,NOT_CONVERGED_AT_REQUESTED_LEVELS
8_21/knot.8_21r,8_21,8_21r,short,"[128, 256, 512, 1024]",0.00022470077216203512,0.9154304514651942,0.00028329974606489117,NOT_CONVERGED_AT_REQUESTED_LEVELS
8_3/knot.8_3,8_3,8_3,short,"[128, 256, 512, 1024]",0.0005340871905461173,0.911155901810132,0.029937826753362318,NOT_CONVERGED_AT_REQUESTED_LEVELS
8_3/knot.8_3d,8_3,8_3d,short,"[128, 256, 512, 1024]",0.0005529919603621445,0.7564408862866501,0.01593564967953609,NOT_CONVERGED_AT_REQUESTED_LEVELS
8_3/knot.8_3i8,8_3,8_3i8,short,"[128, 256, 512, 1024]",0.0008907666940036529,0.6896803416483877,8.297882967379256e-06,NOT_CONVERGED_AT_REQUESTED_LEVELS
8_3/knot.8_3z,8_3,8_3z,short,"[128, 256, 512, 1024]",0.00033763577727579237,0.6726412330721341,4.581191869365293e-09,NOT_CONVERGED_AT_REQUESTED_LEVELS
8_4/knot.8_4,8_4,8_4,short,"[128, 256, 512, 1024]",0.0003526411245542735,0.9105120823644933,0.004864530133335654,NOT_CONVERGED_AT_REQUESTED_LEVELS
8_4/knot.8_4d,8_4,8_4d,short,"[128, 256, 512, 1024]",0.0005055795985501111,0.6338770337408448,0.01770050002999346,NOT_CONVERGED_AT_REQUESTED_LEVELS
8_5/knot.8_5,8_5,8_5,short,"[128, 256, 512, 1024]",0.0005896352677375684,0.946137960509498,0.006323693789959783,NOT_CONVERGED_AT_REQUESTED_LEVELS
8_6/knot.8_6,8_6,8_6,short,"[128, 256, 512, 1024]",0.000504972478570959,0.6902002928838101,0.012604533598083556,NOT_CONVERGED_AT_REQUESTED_LEVELS
8_6/knot.8_6p,8_6,8_6p,short,"[128, 256, 512, 1024]",0.00030678106872710517,0.9668316270656583,0.002740335378828007,NOT_CONVERGED_AT_REQUESTED_LEVELS
8_7/knot.8_7d,8_7,8_7d,short,"[128, 256, 512, 1024]",0.00044268628993493166,0.26405272709652045,0.010075681335111053,NOT_CONVERGED_AT_REQUESTED_LEVELS
8_7/knot.8_7s,8_7,8_7s,short,"[128, 256, 512, 1024]",0.0004071937508287211,1.250452287348163,9.759112105056644e-05,NOT_CONVERGED_AT_REQUESTED_LEVELS
8_8/knot.8_8d,8_8,8_8d,short,"[128, 256, 512, 1024]",0.00043506199125337066,0.23201538435332297,0.0029861211898363216,NOT_CONVERGED_AT_REQUESTED_LEVELS
8_9/knot.8_9d,8_9,8_9d,short,"[128, 256, 512, 1024]",0.0003779711739393117,0.10216848001135044,0.004901832474974777,NOT_CONVERGED_AT_REQUESTED_LEVELS
8_9/knot.8_9i4,8_9,8_9i4,short,"[128, 256, 512, 1024]",0.0029699283446813704,1.133650088049222,0.0647413779851766,NOT_CONVERGED_AT_REQUESTED_LEVELS
