low_group,high_group,low_dimension,high_dimension,low_members,high_members,low_omega_hat,high_omega_hat,frequency_rel_error,overlap,minimum_overlap,fingerprint_similarity,low_dominant_m,high_dominant_m,low_circularity_eigs,high_circularity_eigs,circularity_error,low_condition_number_max,high_condition_number_max,low_class,high_class,low_core_status,high_core_status,equilibrium_ready,score,numerically_trackable,physical_interpretation_allowed
64,91,2,2,125;126,180;181,-0.0,-0.0,0.0,0.9928974724377624,0.9928974724377616,0.9950339879947224,0,0,-1.41563273727e-15;1.41563273727e-15,-1.98074075036e-15;1.98074075036e-15,5.651080130860832e-16,1.9026749600007742,2.7927726125122403,real_dominant,real_dominant,DIAGNOSTIC,DIAGNOSTIC,True,0.994496980461338,True,False
63,82,2,2,123;124,162;163,-0.0,-0.0,0.0,0.9928974724377619,0.9928974724377607,0.9950339879947219,2,0,-3.01106502111e-15;3.01106502111e-15,-5.44462070487e-15;5.44462070487e-15,2.4335556837644277e-15,2.3442535919521443,2.725398949482262,real_dominant,real_dominant,DIAGNOSTIC,DIAGNOSTIC,True,0.9944969804613376,True,False
61,89,2,2,119;121,176;178,-0.015233654835295436,-0.016970112781425517,0.10232447883497311,0.9997148472703651,0.999714847270365,0.998865295724851,1,2,0.930933894879;0.930933894879,0.947330797805;0.947330797805,0.01639690292609275,3.3292134478637756,2.46746079907842,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,True,0.9841965604681858,True,False
62,90,2,2,120;122,177;179,0.015233654835295436,0.016970112781425517,0.10232447883497311,0.9997148472703651,0.999714847270365,0.998865295724851,1,2,-0.930933894879;-0.930933894879,-0.947330797805;-0.947330797805,0.01639690292609275,3.3292134478637756,2.46746079907842,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,True,0.9841965604681858,True,False
58,76,2,2,114;116,150;152,-0.028444339131980145,-0.03211805514308626,0.11438164592282031,0.9998472170739832,0.9998472170739829,0.9994265897799971,3,3,0.97602889751;0.97602889751,0.98272290697;0.98272290697,0.006694009459636052,2.1311894991974936,1.2251951726761066,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,True,0.982607730800966,True,False
59,77,2,2,115;117,151;153,0.028444339131980145,0.03211805514308626,0.11438164592282031,0.9998472170739832,0.9998472170739829,0.9994265897799971,3,3,-0.97602889751;-0.97602889751,-0.98272290697;-0.98272290697,0.006694009459636052,2.1311894991974936,1.2251951726761066,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,True,0.982607730800966,True,False
48,80,2,2,94;96,158;160,-0.040025135465003185,-0.046844279992517494,0.14557048434949882,0.9998360047212943,0.9998360047212942,0.9995139290501049,4,4,0.986510366858;0.986510366858,0.99109337947;0.99109337947,0.004583012612081605,2.0377869566166087,10.549424782273283,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,True,0.977944512442878,True,False
49,81,2,2,95;97,159;161,0.040025135465003185,0.046844279992517494,0.14557048434949882,0.9998360047212943,0.9998360047212942,0.9995139290501049,4,4,-0.986510366858;-0.986510366858,-0.99109337947;-0.99109337947,0.004583012612081605,2.0377869566166087,10.549424782273283,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,True,0.977944512442878,True,False
44,74,2,2,86;88,146;148,-0.04865879293096058,-0.06001265008122211,0.18919106446549244,0.9997624571948146,0.999762457194814,0.9994567015413569,5,5,0.990109610445;0.990109610445,0.994185458007;0.994185458007,0.004075847562204027,1.2644965006035267,2.6960426860298004,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,True,0.9713429900324041,False,False
45,75,2,2,87;89,147;149,0.04865879293096058,0.06001265008122211,0.18919106446549244,0.9997624571948146,0.999762457194814,0.9994567015413569,5,5,-0.990109610445;-0.990109610445,-0.994185458007;-0.994185458007,0.004075847562204027,1.2644965006035267,2.6960426860298004,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,True,0.9713429900324041,False,False
40,83,2,2,78;80,164;166,-0.053273556801325186,-0.07071420744630685,0.2466357366477496,0.9996109759441847,0.9996109759441844,0.9992592690509232,6,6,0.99121113827;0.99121113827,0.99557074268;0.99557074268,0.004359604409895357,1.1678765997501497,3.0979908482708307,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,True,0.9625860423320791,False,False
41,84,2,2,79;81,165;167,0.053273556801325186,0.07071420744630685,0.2466357366477496,0.9996109759441847,0.9996109759441844,0.9992592690509232,6,6,-0.99121113827;-0.99121113827,-0.99557074268;-0.99557074268,0.004359604409895357,1.1678765997501497,3.0979908482708307,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,True,0.9625860423320791,False,False
42,85,2,2,82;84,168;170,-0.053068809337321915,-0.07825921208832014,0.3218841856287713,0.999326380145723,0.999326380145723,0.9987823161534101,7,7,0.99069517292;0.99069517292,0.996209684973;0.996209684973,0.005514512053619969,2.8984422884531544,2.3583144885295373,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,True,0.9510087792814705,False,False
43,86,2,2,83;85,169;171,0.053068809337321915,0.07825921208832014,0.3218841856287713,0.999326380145723,0.999326380145723,0.9987823161534101,7,7,-0.99069517292;-0.99069517292,-0.996209684973;-0.996209684973,0.005514512053619969,2.8984422884531544,2.3583144885295373,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,True,0.9510087792814705,False,False
46,66,2,2,90;92,130;132,-0.047477491155209696,-0.08213532435025661,0.42196014284003536,0.998752421334579,0.9987524213345789,0.9974933395705184,8,8,0.987949973239;0.987949973239,0.996419245956;0.996419245956,0.008469272716507659,1.451584231586234,4.313870358113394,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,True,0.9353307662673715,False,False
47,67,2,2,91;93,131;133,0.047477491155209696,0.08213532435025661,0.42196014284003536,0.998752421334579,0.9987524213345789,0.9974933395705184,8,8,-0.987949973239;-0.987949973239,-0.996419245956;-0.996419245956,0.008469272716507659,1.451584231586234,4.313870358113394,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,True,0.9353307662673715,False,False
