cluster_id,dimension,members,classification,omega_hat,sigma_hat,dominant_m,circularity_eigs,condition_number_median,condition_number_max,strict_true_degeneracy,core_eta_a_max,core_status,equilibrium_status
0,1,0,oscillatory,-0.5016627461724635,0.0,23,-0.99992901561,1.0000709894287692,1.0000709894287692,True,2.6161251692057377,UNDERRESOLVED,relative_equilibrium_reference
1,1,1,oscillatory,0.5016627461724635,0.0,23,0.99992901561,1.0000709894287692,1.0000709894287692,True,2.6161251692057377,UNDERRESOLVED,relative_equilibrium_reference
2,2,2;4,oscillatory,-0.497730904811903,-2.110404487814245e-17,23,-0.99992745658;-0.99992745658,20.3758601460287,39.750657908843124,True,2.6161251692057377,UNDERRESOLVED,relative_equilibrium_reference
3,2,3;5,oscillatory,0.497730904811903,-2.110404487814245e-17,23,0.99992745658;0.99992745658,20.3758601460287,39.750657908843124,True,2.6161251692057377,UNDERRESOLVED,relative_equilibrium_reference
4,2,6;8,oscillatory,-0.4860522803178744,-2.638005609767806e-18,22,-0.999922575147;-0.999922575147,11.266786962395491,21.53224381009349,True,2.6161251692057377,UNDERRESOLVED,relative_equilibrium_reference
5,2,7;9,oscillatory,0.4860522803178744,-2.638005609767806e-18,22,0.999922575147;0.999922575147,11.266786962395491,21.53224381009349,True,2.6161251692057377,UNDERRESOLVED,relative_equilibrium_reference
6,2,10;12,oscillatory,-0.4669741917322156,-2.0444543475700498e-17,21,-0.999913709559;-0.999913709559,1.0001491897601213,1.0001685411468786,True,2.6161251692057377,UNDERRESOLVED,relative_equilibrium_reference
7,2,11;13,oscillatory,0.4669741917322156,-2.0444543475700498e-17,21,0.999913709559;0.999913709559,1.0001491897601213,1.0001685411468786,True,2.6161251692057377,UNDERRESOLVED,relative_equilibrium_reference
8,2,14;16,oscillatory,-0.4410643020133532,1.5828033658606837e-17,20,-0.999899575645;-0.999899575645,1.4825238556316533,1.7528204956439148,True,2.6161251692057377,UNDERRESOLVED,relative_equilibrium_reference
9,2,15;17,oscillatory,0.4410643020133532,1.5828033658606837e-17,20,0.999899575645;0.999899575645,1.4825238556316533,1.7528204956439148,True,2.6161251692057377,UNDERRESOLVED,relative_equilibrium_reference
10,2,18;20,oscillatory,-0.4090940364556038,2.110404487814245e-17,19,-0.999877918017;-0.999877918017,1.11459133147025,1.1848993961581482,True,2.6161251692057377,UNDERRESOLVED,relative_equilibrium_reference
11,2,19;21,oscillatory,0.4090940364556038,2.110404487814245e-17,19,0.999877918017;0.999877918017,1.11459133147025,1.1848993961581482,True,2.6161251692057377,UNDERRESOLVED,relative_equilibrium_reference
12,2,22;24,oscillatory,-0.3720158073130666,9.892521036629261e-19,18,-0.999844818867;-0.999844818867,1.0002688724666,1.0003447633954503,True,2.6161251692057377,UNDERRESOLVED,relative_equilibrium_reference
13,2,23;25,oscillatory,0.3720158073130666,9.892521036629261e-19,18,0.999844818867;0.999844818867,1.0002688724666,1.0003447633954503,True,2.6161251692057377,UNDERRESOLVED,relative_equilibrium_reference
14,2,26;28,oscillatory,-0.3309344717072059,1.9785042073258547e-17,17,-0.999793301451;-0.999793301451,7.296455854526818,13.590383510852666,True,2.6161251692057377,UNDERRESOLVED,relative_equilibrium_reference
15,2,27;29,oscillatory,0.3309344717072059,1.9785042073258547e-17,17,0.999793301451;0.999793301451,7.296455854526818,13.590383510852666,True,2.6161251692057377,UNDERRESOLVED,relative_equilibrium_reference
16,2,30;32,oscillatory,-0.2870735492834598,-5.276011219535612e-18,16,-0.999710355177;-0.999710355177,1.0341619946359712,1.0532345461335466,True,2.6161251692057377,UNDERRESOLVED,relative_equilibrium_reference
17,2,31;33,oscillatory,0.2870735492834598,-5.276011219535612e-18,16,0.999710355177;0.999710355177,1.0341619946359712,1.0532345461335466,True,2.6161251692057377,UNDERRESOLVED,relative_equilibrium_reference
18,2,34;36,oscillatory,-0.24173679135564546,5.935512621977564e-18,15,-0.999570101933;-0.999570101933,1.3782505523833777,1.4204771244838406,True,2.6161251692057377,UNDERRESOLVED,relative_equilibrium_reference
19,2,35;37,oscillatory,0.24173679135564546,5.935512621977564e-18,15,0.999570101933;0.999570101933,1.3782505523833777,1.4204771244838406,True,2.6161251692057377,UNDERRESOLVED,relative_equilibrium_reference
20,2,38;40,oscillatory,-0.19626567140353504,3.297507012209758e-18,14,-0.999316461445;-0.999316461445,2.575271888201247,4.128032630814769,True,2.6161251692057377,UNDERRESOLVED,relative_equilibrium_reference
21,2,39;41,oscillatory,0.19626567140353504,3.297507012209758e-18,14,0.999316461445;0.999316461445,2.575271888201247,4.128032630814769,True,2.6161251692057377,UNDERRESOLVED,relative_equilibrium_reference
22,2,42;44,oscillatory,-0.15199307870982276,-5.440886570146101e-18,13,-0.99881298152;-0.99881298152,1.0152152472510554,1.0211705929809423,True,2.6161251692057377,UNDERRESOLVED,relative_equilibrium_reference
23,2,43;45,oscillatory,0.15199307870982276,-5.440886570146101e-18,13,0.99881298152;0.99881298152,1.0152152472510554,1.0211705929809423,True,2.6161251692057377,UNDERRESOLVED,relative_equilibrium_reference
24,2,46;48,oscillatory,-0.11019220132389296,-9.892521036629273e-18,12,-0.997668329042;-0.997668329042,1.0042663563548002,1.0057801705681217,True,2.6161251692057377,UNDERRESOLVED,relative_equilibrium_reference
