cluster_id,dimension,members,classification,omega_hat,sigma_hat,dominant_m,circularity_eigs,condition_number_median,condition_number_max,strict_true_degeneracy,core_eta_a_max,core_status
0,3,0;4;6,oscillatory,-0.7805720869821104,4.957252208355335e-17,24,-0.999966722471;-0.999966363011;-0.999966363011,14.950596528779771,20.351603611789333,False,1.9627069730967333,DIAGNOSTIC
1,3,1;5;7,oscillatory,0.7805720869821104,4.957252208355335e-17,24,0.999966363011;0.999966363011;0.999966722471,14.950596528779771,20.351603611789333,False,1.9627069730967333,DIAGNOSTIC
2,2,2;8,oscillatory,-0.7697773650490451,-4.492853304135795e-18,23,-0.999965260579;-0.999965260579,1.0005279549385224,1.0005717253057334,True,1.9627069730967333,DIAGNOSTIC
3,2,3;9,oscillatory,0.7697773650490451,-4.492853304135795e-18,23,0.999965260579;0.999965260579,1.0005279549385224,1.0005717253057334,True,1.9627069730967333,DIAGNOSTIC
4,2,10;16,oscillatory,-0.753758354616193,-1.0222271737850249e-17,24,-0.999963340049;-0.999963340049,1.0043345369867271,1.0086249883077967,True,1.9627069730967333,DIAGNOSTIC
5,2,11;17,oscillatory,0.753758354616193,-1.0222271737850249e-17,24,0.999963340049;0.999963340049,1.0043345369867271,1.0086249883077967,True,1.9627069730967333,DIAGNOSTIC
6,2,12;14,oscillatory,-0.7316755529783125,1.3190028048839032e-17,24,-0.999960465705;-0.999960465705,4.0569199672106375,5.449500158524365,True,1.9627069730967333,DIAGNOSTIC
7,2,13;15,oscillatory,0.7316755529783125,1.3190028048839032e-17,24,0.999960465705;0.999960465705,4.0569199672106375,5.449500158524365,True,1.9627069730967333,DIAGNOSTIC
8,2,18;20,oscillatory,-0.7038673396618902,9.233019634187322e-18,24,-0.999956423248;-0.999956423248,8.122112885040934,9.760488575550191,True,1.9627069730967333,DIAGNOSTIC
9,2,19;21,oscillatory,0.7038673396618902,9.233019634187322e-18,24,0.999956423248;0.999956423248,8.122112885040934,9.760488575550191,True,1.9627069730967333,DIAGNOSTIC
10,2,22;24,oscillatory,-0.6707610323394582,-6.595014024419516e-18,24,-0.999950889401;-0.999950889401,1.976381747372379,2.5196306443880356,True,1.9627069730967333,DIAGNOSTIC
11,2,23;25,oscillatory,0.6707610323394582,-6.595014024419516e-18,24,0.999950889401;0.999950889401,1.976381747372379,2.5196306443880356,True,1.9627069730967333,DIAGNOSTIC
12,2,26;28,oscillatory,-0.6328671168112079,-6.331213463442735e-17,24,-0.999943382;-0.999943382,89.28331358057854,141.73528995862802,True,1.9627069730967333,DIAGNOSTIC
13,2,27;29,oscillatory,0.6328671168112079,-6.331213463442735e-17,24,0.999943382;0.999943382,89.28331358057854,141.73528995862802,True,1.9627069730967333,DIAGNOSTIC
14,2,30;32,oscillatory,-0.5907722363168098,2.3742050487910256e-17,24,-0.999933177596;-0.999933177596,1.011562651441912,1.0203138827609477,True,1.9627069730967333,DIAGNOSTIC
15,2,31;33,oscillatory,0.5907722363168098,2.3742050487910256e-17,24,0.999933177596;0.999933177596,1.011562651441912,1.0203138827609477,True,1.9627069730967333,DIAGNOSTIC
16,2,34;36,oscillatory,-0.5451309666332471,1.8466039268374644e-17,23,-0.999919172634;-0.999919172634,1.0051741310627902,1.007032849428249,True,1.9627069730967333,DIAGNOSTIC
17,2,35;37,oscillatory,0.5451309666332471,1.8466039268374644e-17,23,0.999919172634;0.999919172634,1.0051741310627902,1.007032849428249,True,1.9627069730967333,DIAGNOSTIC
18,2,38;44,oscillatory,-0.4966564091204957,1.187102524395512e-17,22,-0.9998996423;-0.9998996423,1.023521524161474,1.0283936854856648,True,1.9627069730967333,DIAGNOSTIC
19,2,39;45,oscillatory,0.4966564091204957,1.187102524395512e-17,22,0.9998996423;0.9998996423,1.023521524161474,1.0283936854856648,True,1.9627069730967333,DIAGNOSTIC
20,2,40;42,oscillatory,-0.44610963919709146,1.5828033658606837e-17,21,-0.999871805154;-0.999871805154,1.4821664400216963,1.6490893485678788,True,1.9627069730967333,DIAGNOSTIC
21,2,41;43,oscillatory,0.44610963919709146,1.5828033658606837e-17,21,0.999871805154;0.999871805154,1.4821664400216963,1.6490893485678788,True,1.9627069730967333,DIAGNOSTIC
22,2,46;48,oscillatory,-0.3942880513493241,-5.1111358689251244e-18,20,-0.999830999555;-0.999830999555,1.0125866695117378,1.0226848097232202,True,1.9627069730967333,DIAGNOSTIC
23,2,47;49,oscillatory,0.3942880513493241,-5.1111358689251244e-18,20,0.999830999555;0.999830999555,1.0125866695117378,1.0226848097232202,True,1.9627069730967333,DIAGNOSTIC
24,2,50;52,oscillatory,-0.34201264053944724,-4.616509817093661e-18,19,-0.999769035333;-0.999769035333,1.0023600426277666,1.0025728206609066,True,1.9627069730967333,DIAGNOSTIC
25,2,51;53,oscillatory,0.34201264053944724,-4.616509817093661e-18,19,0.999769035333;0.999769035333,1.0023600426277666,1.0025728206609066,True,1.9627069730967333,DIAGNOSTIC
26,2,54;56,oscillatory,-0.290114245738034,-4.534072141788417e-18,18,-0.999670659749;-0.999670659749,1.3257687518299095,1.3767637900574876,True,1.9627069730967333,DIAGNOSTIC
27,2,55;57,oscillatory,0.290114245738034,-4.534072141788417e-18,18,0.999670659749;0.999670659749,1.3257687518299095,1.3767637900574876,True,1.9627069730967333,DIAGNOSTIC
28,2,58;60,oscillatory,-0.23941873187040646,5.6057619207565885e-18,17,-0.999505301286;-0.999505301286,1.0760491491344997,1.116164487736525,True,1.9627069730967333,DIAGNOSTIC
