low_group,high_group,low_dimension,high_dimension,low_omega_hat,high_omega_hat,frequency_rel_error,overlap,minimum_overlap,fingerprint_similarity,low_dominant_m,high_dominant_m,low_circularity_eigs,high_circularity_eigs,circularity_error,low_condition_number_max,high_condition_number_max,low_class,high_class,low_core_status,high_core_status,score,numerically_trackable,physical_interpretation_allowed
34,54,1,1,-0.0,-0.0,0.0,0.9977236434486656,0.9977236434486656,0.9997550532809779,3,3,0,0,0.0,1.1036656516564338,1.1369139964224249,real_dominant,real_dominant,UNDERRESOLVED,DIAGNOSTIC,0.9985729493894439,True,False
37,55,1,1,-0.0,-0.0,0.0,0.9977236434486657,0.9977236434486657,0.9997550532809779,3,3,0,0,0.0,1.1036656516564334,1.1369139964224255,real_dominant,real_dominant,UNDERRESOLVED,DIAGNOSTIC,0.9985729493894439,True,False
38,60,1,1,-0.024221401653509368,-0.03428770845658873,0.29358353929730246,0.9923486012032391,0.9923486012032391,0.996489805804788,1,1,0.0204237559599,0.0182135314122,0.002210224547728599,1.3267884713949407,1.2550626170516859,mixed,mixed,UNDERRESOLVED,DIAGNOSTIC,0.950494081278545,False,False
39,61,1,1,0.024221401653509368,0.03428770845658873,0.29358353929730246,0.9923486012032391,0.9923486012032391,0.996489805804788,1,1,-0.0204237559599,-0.0182135314122,0.002210224547728599,1.3267884713949407,1.2550626170516859,mixed,mixed,UNDERRESOLVED,DIAGNOSTIC,0.950494081278545,False,False
35,58,1,1,-0.024221401653509323,-0.034287708456588774,0.29358353929730446,0.9923486012032389,0.9923486012032389,0.996489805804788,1,1,0.0204237559599,0.0182135314122,0.0022102245477275927,1.3267884713949396,1.2550626170516839,mixed,mixed,UNDERRESOLVED,DIAGNOSTIC,0.9504940812785446,False,False
36,59,1,1,0.024221401653509323,0.034287708456588774,0.29358353929730446,0.9923486012032389,0.9923486012032389,0.996489805804788,1,1,-0.0204237559599,-0.0182135314122,0.0022102245477275927,1.3267884713949396,1.2550626170516839,mixed,mixed,UNDERRESOLVED,DIAGNOSTIC,0.9504940812785446,False,False
42,62,1,1,-0.025142736196911937,-0.04181611521425397,0.3987309421717523,0.9762113256035917,0.9762113256035917,0.983316108815473,1,1,0.0011321476955,-0.00418436633514,0.005316514030641909,1.3011621609344268,1.2601023861671674,mixed,mixed,UNDERRESOLVED,DIAGNOSTIC,0.9217461812402604,False,False
43,63,1,1,0.025142736196911937,0.04181611521425397,0.3987309421717523,0.9762113256035917,0.9762113256035917,0.983316108815473,1,1,-0.0011321476955,0.00418436633514,0.005316514030641909,1.3011621609344268,1.2601023861671674,mixed,mixed,UNDERRESOLVED,DIAGNOSTIC,0.9217461812402604,False,False
44,64,1,1,-0.025142736196912045,-0.0418161152142541,0.39873094217175165,0.9762113256035916,0.9762113256035916,0.9833161088154729,1,1,0.0011321476955,-0.00418436633514,0.005316514030641855,1.3011621609344277,1.260102386167168,mixed,mixed,UNDERRESOLVED,DIAGNOSTIC,0.9217461812402603,False,False
45,65,1,1,0.025142736196912045,0.0418161152142541,0.39873094217175165,0.9762113256035916,0.9762113256035916,0.9833161088154729,1,1,-0.0011321476955,0.00418436633514,0.005316514030641855,1.3011621609344277,1.260102386167168,mixed,mixed,UNDERRESOLVED,DIAGNOSTIC,0.9217461812402603,False,False
26,56,1,1,-0.37313072462364966,-0.23239122148976635,0.3771855112597259,0.9621614317377246,0.9621614317377246,0.9835862356542,14,14,-0.975022997064,-0.943069445847,0.03195355121701515,1.0359997500035028,1.068850716075891,oscillatory,oscillatory,UNDERRESOLVED,DIAGNOSTIC,0.9166155912672258,False,False
27,57,1,1,0.37313072462364966,0.23239122148976635,0.3771855112597259,0.9621614317377246,0.9621614317377246,0.9835862356542,14,14,0.975022997064,0.943069445847,0.03195355121701515,1.0359997500035028,1.068850716075891,oscillatory,oscillatory,UNDERRESOLVED,DIAGNOSTIC,0.9166155912672258,False,False
22,50,1,1,-0.4491295051105817,-0.31535178287845445,0.29786001745574336,0.9434530234798567,0.9434530234798567,0.978932016178003,15,15,-0.982134366487,-0.965248010003,0.016886356484238862,1.0297174949374786,1.0451768813118139,oscillatory,oscillatory,UNDERRESOLVED,DIAGNOSTIC,0.9161258155140531,False,False
23,51,1,1,0.4491295051105817,0.31535178287845445,0.29786001745574336,0.9434530234798567,0.9434530234798567,0.978932016178003,15,15,0.982134366487,0.965248010003,0.016886356484238862,1.0297174949374786,1.0451768813118139,oscillatory,oscillatory,UNDERRESOLVED,DIAGNOSTIC,0.9161258155140531,False,False
30,66,1,1,-0.3031282998560934,-0.17210936690503495,0.43222270244400857,0.97034337247326,0.97034337247326,0.9907388729534524,13,13,-0.963004072594,-0.908744439023,0.05425963357125152,1.0479095100909843,1.110088604027245,oscillatory,oscillatory,UNDERRESOLVED,DIAGNOSTIC,0.9150573363557178,False,False
31,67,1,1,0.3031282998560934,0.17210936690503495,0.43222270244400857,0.97034337247326,0.97034337247326,0.9907388729534524,13,13,0.963004072594,0.908744439023,0.05425963357125152,1.0479095100909843,1.110088604027245,oscillatory,oscillatory,UNDERRESOLVED,DIAGNOSTIC,0.9150573363557178,False,False
24,52,1,1,-0.40719070634769167,-0.2553339928721718,0.3729375722682938,0.9436845194067948,0.9436845194067948,0.988792313034886,15,15,-0.924952791007,-0.746350578367,0.17860221264011955,1.0833949427570642,1.3421899116874403,oscillatory,oscillatory,UNDERRESOLVED,DIAGNOSTIC,0.9074681540625543,False,False
25,53,1,1,0.40719070634769167,0.2553339928721718,0.3729375722682938,0.9436845194067948,0.9436845194067948,0.988792313034886,15,15,0.924952791007,0.746350578367,0.17860221264011955,1.0833949427570642,1.3421899116874403,oscillatory,oscillatory,UNDERRESOLVED,DIAGNOSTIC,0.9074681540625543,False,False
20,48,1,1,-0.48429196694545534,-0.3456711681328357,0.2862339420720397,0.9232545148788318,0.9232545148788318,0.9709115490845023,16,16,-0.96293497642,-0.901781473841,0.06115350257879082,1.0403275787838717,1.1106692670400067,oscillatory,oscillatory,UNDERRESOLVED,DIAGNOSTIC,0.9037455048876187,False,False
21,49,1,1,0.48429196694545534,0.3456711681328357,0.2862339420720397,0.9232545148788318,0.9232545148788318,0.9709115490845023,16,16,0.96293497642,0.901781473841,0.06115350257879082,1.0403275787838717,1.1106692670400067,oscillatory,oscillatory,UNDERRESOLVED,DIAGNOSTIC,0.9037455048876187,False,False
