cluster_id,dimension,members,classification,omega_hat,sigma_hat,dominant_m,circularity_eigs,condition_number_median,condition_number_max,strict_true_degeneracy,core_eta_a_max,core_status
0,3,0;2;4,oscillatory,-1.164592910985898,0.0,23,-0.997233534239;-0.997233163777;-0.997231508834,1.0041754020331901,1.0041777799915212,False,2.2107596499573745,UNDERRESOLVED
1,3,1;3;5,oscillatory,1.164592910985898,0.0,23,0.997231508834;0.997233163777;0.997233534239,1.0041754020331901,1.0041777799915212,False,2.2107596499573745,UNDERRESOLVED
2,3,6;8;10,oscillatory,-0.9414961810891143,8.837318792722151e-17,23,-0.991393173944;-0.991377623657;-0.991336223723,1.011331999769718,1.011374140679799,False,2.2107596499573745,UNDERRESOLVED
3,3,7;9;11,oscillatory,0.9414961810891143,8.837318792722151e-17,23,0.991336223723;0.991377623657;0.991393173944,1.011331999769718,1.011374140679799,False,2.2107596499573745,UNDERRESOLVED
4,3,12;14;16,oscillatory,-0.7722299313313988,-5.429894880105401e-17,21,-0.986188120508;-0.986032252537;-0.98586764006,1.0208143734203021,1.0215157411196114,False,2.2107596499573745,UNDERRESOLVED
5,3,13;15;17,oscillatory,0.7722299313313988,-5.429894880105401e-17,21,0.98586764006;0.986032252537;0.986188120508,1.0208143734203021,1.0215157411196114,False,2.2107596499573745,UNDERRESOLVED
6,1,18,oscillatory,-0.6614047248080128,-6.858814585396297e-17,19,-0.987125535553,1.0254789660278705,1.0254789660278705,True,2.2107596499573745,UNDERRESOLVED
7,1,19,oscillatory,0.6614047248080128,-6.858814585396297e-17,19,0.987125535553,1.0254789660278705,1.0254789660278705,True,2.2107596499573745,UNDERRESOLVED
8,1,20,oscillatory,-0.6555960551288398,-2.110404487814245e-17,19,-0.983653719692,1.0292973174336215,1.0292973174336215,True,2.2107596499573745,UNDERRESOLVED
9,1,21,oscillatory,0.6555960551288398,-2.110404487814245e-17,19,0.983653719692,1.0292973174336215,1.0292973174336215,True,2.2107596499573745,UNDERRESOLVED
10,1,22,oscillatory,-0.6465779990367235,-2.6380056097678064e-17,18,-0.984767476877,1.0326768232177772,1.0326768232177772,True,2.2107596499573745,UNDERRESOLVED
11,1,23,oscillatory,0.6465779990367235,-2.6380056097678064e-17,18,0.984767476877,1.0326768232177772,1.0326768232177772,True,2.2107596499573745,UNDERRESOLVED
12,1,24,oscillatory,-0.5956356668348486,-1.0552022439071224e-17,18,-0.986582783137,1.0252577357533221,1.0252577357533221,True,2.2107596499573745,UNDERRESOLVED
13,1,25,oscillatory,0.5956356668348486,-1.0552022439071224e-17,18,0.986582783137,1.0252577357533221,1.0252577357533221,True,2.2107596499573745,UNDERRESOLVED
14,1,26,oscillatory,-0.5751338017645459,9.496820195164103e-17,17,-0.989538529698,1.026762836888902,1.026762836888902,True,2.2107596499573745,UNDERRESOLVED
15,1,27,oscillatory,0.5751338017645459,9.496820195164103e-17,17,0.989538529698,1.026762836888902,1.026762836888902,True,2.2107596499573745,UNDERRESOLVED
16,1,28,oscillatory,-0.548851543104471,0.0,17,-0.971926289913,1.0360486224291559,1.0360486224291559,True,2.2107596499573745,UNDERRESOLVED
17,1,29,oscillatory,0.548851543104471,0.0,17,0.971926289913,1.0360486224291559,1.0360486224291559,True,2.2107596499573745,UNDERRESOLVED
18,1,30,oscillatory,-0.5173005135739274,1.1607224682978347e-16,16,-0.986692016563,1.0294156156056455,1.0294156156056455,True,2.2107596499573745,UNDERRESOLVED
19,1,31,oscillatory,0.5173005135739274,1.1607224682978347e-16,16,0.986692016563,1.0294156156056455,1.0294156156056455,True,2.2107596499573745,UNDERRESOLVED
20,1,32,oscillatory,-0.48429196694545534,2.1104044878142451e-16,16,-0.96293497642,1.0403275787838717,1.0403275787838717,True,2.2107596499573745,UNDERRESOLVED
21,1,33,oscillatory,0.48429196694545534,2.1104044878142451e-16,16,0.96293497642,1.0403275787838717,1.0403275787838717,True,2.2107596499573745,UNDERRESOLVED
22,1,34,oscillatory,-0.4491295051105817,7.386415707349858e-17,15,-0.982134366487,1.0297174949374786,1.0297174949374786,True,2.2107596499573745,UNDERRESOLVED
23,1,35,oscillatory,0.4491295051105817,7.386415707349858e-17,15,0.982134366487,1.0297174949374786,1.0297174949374786,True,2.2107596499573745,UNDERRESOLVED
24,1,36,oscillatory,-0.40719070634769167,9.496820195164103e-17,15,-0.924952791007,1.0833949427570642,1.0833949427570642,True,2.2107596499573745,UNDERRESOLVED
25,1,37,oscillatory,0.40719070634769167,9.496820195164103e-17,15,0.924952791007,1.0833949427570642,1.0833949427570642,True,2.2107596499573745,UNDERRESOLVED
26,1,38,oscillatory,-0.37313072462364966,-1.1607224682978347e-16,14,-0.975022997064,1.0359997500035028,1.0359997500035028,True,2.2107596499573745,UNDERRESOLVED
27,1,39,oscillatory,0.37313072462364966,-1.1607224682978347e-16,14,0.975022997064,1.0359997500035028,1.0359997500035028,True,2.2107596499573745,UNDERRESOLVED
28,1,40,oscillatory,-0.3341566129574382,-1.0552022439071224e-17,14,-0.899579754124,1.1093029182439982,1.1093029182439982,True,2.2107596499573745,UNDERRESOLVED
29,1,41,oscillatory,0.3341566129574382,-1.0552022439071224e-17,14,0.899579754124,1.1093029182439982,1.1093029182439982,True,2.2107596499573745,UNDERRESOLVED
30,1,42,oscillatory,-0.3031282998560934,-4.22080897562849e-17,13,-0.963004072594,1.0479095100909843,1.0479095100909843,True,2.2107596499573745,UNDERRESOLVED
31,1,43,oscillatory,0.3031282998560934,-4.22080897562849e-17,13,0.963004072594,1.0479095100909843,1.0479095100909843,True,2.2107596499573745,UNDERRESOLVED
32,1,44,oscillatory,-0.23685442040215848,-1.5828033658606837e-17,13,-0.671128577725,1.4815438443378048,1.4815438443378048,True,2.2107596499573745,UNDERRESOLVED
33,1,45,oscillatory,0.23685442040215848,-1.5828033658606837e-17,13,0.671128577725,1.4815438443378048,1.4815438443378048,True,2.2107596499573745,UNDERRESOLVED
34,1,46,real_dominant,-0.0,-0.2286327617213069,3,0,1.1036656516564338,1.1036656516564338,True,2.2107596499573745,UNDERRESOLVED
35,1,47,mixed,-0.024221401653509323,-0.2000323090838312,1,0.0204237559599,1.3267884713949396,1.3267884713949396,True,2.2107596499573745,UNDERRESOLVED
36,1,48,mixed,0.024221401653509323,-0.2000323090838312,1,-0.0204237559599,1.3267884713949396,1.3267884713949396,True,2.2107596499573745,UNDERRESOLVED
37,1,49,real_dominant,-0.0,0.2286327617213074,3,0,1.1036656516564334,1.1036656516564334,True,2.2107596499573745,UNDERRESOLVED
38,1,50,mixed,-0.024221401653509368,0.20003230908383138,1,0.0204237559599,1.3267884713949407,1.3267884713949407,True,2.2107596499573745,UNDERRESOLVED
39,1,51,mixed,0.024221401653509368,0.20003230908383138,1,-0.0204237559599,1.3267884713949407,1.3267884713949407,True,2.2107596499573745,UNDERRESOLVED
40,1,52,oscillatory,-0.21625045196613787,4.22080897562849e-17,12,-0.937131885183,1.0748810766808958,1.0748810766808958,True,2.2107596499573745,UNDERRESOLVED
41,1,53,oscillatory,0.21625045196613787,4.22080897562849e-17,12,0.937131885183,1.0748810766808958,1.0748810766808958,True,2.2107596499573745,UNDERRESOLVED
42,1,54,mixed,-0.025142736196911937,-0.16211519380871256,1,0.0011321476955,1.3011621609344268,1.3011621609344268,True,2.2107596499573745,UNDERRESOLVED
43,1,55,mixed,0.025142736196911937,-0.16211519380871256,1,-0.0011321476955,1.3011621609344268,1.3011621609344268,True,2.2107596499573745,UNDERRESOLVED
44,1,56,mixed,-0.025142736196912045,0.16211519380871256,1,0.0011321476955,1.3011621609344277,1.3011621609344277,True,2.2107596499573745,UNDERRESOLVED
45,1,57,mixed,0.025142736196912045,0.16211519380871256,1,-0.0011321476955,1.3011621609344277,1.3011621609344277,True,2.2107596499573745,UNDERRESOLVED
46,1,58,oscillatory,-0.16282924496638027,4.22080897562849e-17,11,-0.905779348868,1.1075464333450098,1.1075464333450098,True,2.2107596499573745,UNDERRESOLVED
47,1,59,oscillatory,0.16282924496638027,4.22080897562849e-17,11,0.905779348868,1.1075464333450098,1.1075464333450098,True,2.2107596499573745,UNDERRESOLVED
48,1,60,mixed,-0.13860098799539547,-0.007844781328767892,12,0.0288478909846,9.385269144665099,9.385269144665099,True,2.2107596499573745,UNDERRESOLVED
49,1,61,mixed,0.13860098799539547,-0.007844781328767892,12,-0.0288478909846,9.385269144665099,9.385269144665099,True,2.2107596499573745,UNDERRESOLVED
50,1,62,mixed,-0.13860098799539594,0.007844781328767841,12,0.0288478909846,9.385269144665058,9.385269144665058,True,2.2107596499573745,UNDERRESOLVED
51,1,63,mixed,0.13860098799539594,0.007844781328767841,12,-0.0288478909846,9.385269144665058,9.385269144665058,True,2.2107596499573745,UNDERRESOLVED
52,1,64,real_dominant,-0.0,-0.13627274552633578,9,0,1.4108637365067858,1.4108637365067858,True,2.2107596499573745,UNDERRESOLVED
53,1,65,real_dominant,-0.0,0.13627274552633595,9,0,1.410863736506768,1.410863736506768,True,2.2107596499573745,UNDERRESOLVED
54,1,66,real_dominant,-0.0,-0.12465729724913102,9,0,1.4002483703907473,1.4002483703907473,True,2.2107596499573745,UNDERRESOLVED
55,1,67,real_dominant,-0.0,0.12465729724913062,9,0,1.4002483703907453,1.4002483703907453,True,2.2107596499573745,UNDERRESOLVED
56,1,68,mixed,-0.06831924603391823,-0.07128383456700453,11,-0.0130875169874,1.9123470956290352,1.9123470956290352,True,2.2107596499573745,UNDERRESOLVED
57,1,69,mixed,0.06831924603391823,-0.07128383456700453,11,0.0130875169874,1.9123470956290352,1.9123470956290352,True,2.2107596499573745,UNDERRESOLVED
58,1,70,mixed,-0.0683192460339181,0.07128383456700449,11,-0.0130875169874,1.9123470956290372,1.9123470956290372,True,2.2107596499573745,UNDERRESOLVED
