pair_id,candidate_a,geometry_a,candidate_b,geometry_b
PAIR_99FEF6CEC315,CAND_A2C20509B7C05230,geometry/CAND_A2C20509B7C05230.npz,CAND_685034BC22C42557,geometry/CAND_685034BC22C42557.npz
PAIR_1C3774F74C21,CAND_A47EDDBF84076AEC,geometry/CAND_A47EDDBF84076AEC.npz,CAND_B9CD37204C9E580F,geometry/CAND_B9CD37204C9E580F.npz
PAIR_84B187C6BAB7,CAND_57EB6B860AB21CAC,geometry/CAND_57EB6B860AB21CAC.npz,CAND_B9CD37204C9E580F,geometry/CAND_B9CD37204C9E580F.npz
PAIR_970795622425,CAND_A646C6B1E9AD2B01,geometry/CAND_A646C6B1E9AD2B01.npz,CAND_BCA8FFDBD1AA4AA7,geometry/CAND_BCA8FFDBD1AA4AA7.npz
PAIR_C028DCFF79AB,CAND_833F77C8012019B6,geometry/CAND_833F77C8012019B6.npz,CAND_7F2E734F13721C7A,geometry/CAND_7F2E734F13721C7A.npz
PAIR_F44533DCE5F2,CAND_E54F45B88D960129,geometry/CAND_E54F45B88D960129.npz,CAND_7A9066CE71E013A5,geometry/CAND_7A9066CE71E013A5.npz
PAIR_FA3F55680807,CAND_8AE94B03525A3DB8,geometry/CAND_8AE94B03525A3DB8.npz,CAND_B3FEF913BB8E6E12,geometry/CAND_B3FEF913BB8E6E12.npz
PAIR_0F5672E179DB,CAND_0B937FDDC610EA1B,geometry/CAND_0B937FDDC610EA1B.npz,CAND_CFB3561530CE4503,geometry/CAND_CFB3561530CE4503.npz
PAIR_61AAD32452B1,CAND_83E872EDFD385415,geometry/CAND_83E872EDFD385415.npz,CAND_0B937FDDC610EA1B,geometry/CAND_0B937FDDC610EA1B.npz
PAIR_38ECB991D898,CAND_7D96CEA746587C00,geometry/CAND_7D96CEA746587C00.npz,CAND_B9CD37204C9E580F,geometry/CAND_B9CD37204C9E580F.npz
PAIR_E0A5BDBB89D8,CAND_0B937FDDC610EA1B,geometry/CAND_0B937FDDC610EA1B.npz,CAND_59D567FFDC42F5E6,geometry/CAND_59D567FFDC42F5E6.npz
PAIR_3F1209A59A8C,CAND_B3FEF913BB8E6E12,geometry/CAND_B3FEF913BB8E6E12.npz,CAND_817E50CD7B3DB5EE,geometry/CAND_817E50CD7B3DB5EE.npz
PAIR_120D8FC39114,CAND_805FDF7BF5DE3B0E,geometry/CAND_805FDF7BF5DE3B0E.npz,CAND_833F77C8012019B6,geometry/CAND_833F77C8012019B6.npz
PAIR_0665A1F9F05D,CAND_B3FEF913BB8E6E12,geometry/CAND_B3FEF913BB8E6E12.npz,CAND_69F05CE117F13B75,geometry/CAND_69F05CE117F13B75.npz
