schema,source_family,pair_key,catalog_id,topology_key,variant_key,component_count,selected_representation,sample_count_per_component,fseries_present,short_present,fseries_relative_path,short_relative_path,fseries_sha256,short_sha256,fseries_rows,short_vertices,fseries_field_width,short_field_width,fseries_first_row_all_zero,fseries_first_row_zero_fields,fseries_first_numeric_tokens,short_first_numeric_tokens,fseries_zero_token_styles,short_zero_token_styles,harmonic_origin,origin_method,origin_status,origin_fit_rmsd_j0,origin_fit_rmsd_j1,origin_confidence_ratio,sampled_total_length,edge_cv_max,edge_ratio_max,flatness_min,curvature_max,curvature_rms_max,torsion_rms_max,torsion_max_abs,min_curvature_radius,sampled_dcsd_proxy,sampled_reach_proxy,length_over_diameter_proxy,ropelength_radius_proxy,writhe_sum_midpoint_proxy,acn_self_sum_midpoint_proxy,bishop_closure_mismatch_max_rad,native_backend,native_backend_error,fseries_sampled_length,short_sampled_length,fseries_to_short_length_ratio,fseries_to_short_rms_radius_ratio,fseries_short_shape_rmsd,fseries_short_agreement_status,Q_geom_reference,Q_phase,Dmin_projected_det1,phase_structure_ir_exponent,catalog_topology_status,geometry_status,dynamic_status,epistemic_status,gates_json,entity_role,topology_class,crossing_number,braid_index,genus,determinant,chirality,amphichirality,metadata_status,notes
sst21d.master-row.v0.2,FRESNEL_FOURIER_SERIES_ARCHIVE,10_1/knot.10_1,10_1,10_1,10_1,1,fseries,600,True,False,10_1/knot.10_1.fseries,,a211ddc4c5376e680de437783edc6060e6c14ab3c1de526d94eb3ad58db9c1eb,,100,,6,,True,6,0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,,"[""-0.000000"", ""0.000000""]",,0,EXPLICIT_CONSTANT_TERM_COMMENT,RESOLVED,,,,42.64185326244513,6.938507792929111e-05,1.0004292490225621,0.5418282992454478,1.4654013714067335,1.0438119950299591,2.9052617907889706,29.716149821325754,0.6824068951430251,0.9999233968996885,0.4999616984498442,42.64512001085112,85.29024002170225,-3.3952500382599147,18.117066611566703,2.3151010947244464,True,,42.64185326244513,,,,,,1.0,,,,DIRECTORY_FILENAME_LABEL_ONLY_NOT_RECOMPUTED,FSERIES_STATIC_GEOMETRY_SAMPLED,NOT_MEASURED_REQUIRES_TRAJECTORY,RESEARCH_TRACK_DIAGNOSTIC_ONLY,"{""G0_PARSE"":true,""G1_FINITE"":true,""G2_EDGE_UNIFORMITY"":true,""G3_POSITIVE_REACH_PROXY"":true,""G4_FSERIES_ORIGIN_RESOLVED"":true,""G5_NATIVE_BACKEND_AVAILABLE"":true,""G6_FSERIES_SHORT_PAIR_PRESENT"":false,""G7_REPRESENTATION_AGREEMENT"":null,""G8_DYNAMIC_TRAJECTORY_PRESENT"":false,""G9_PHASE_FIELD_PRESENT"":false,""G10_CONVERGENCE_CERTIFIED"":false}",,,,,,,,,,
sst21d.master-row.v0.2,FRESNEL_FOURIER_SERIES_ARCHIVE,10_1/knot.10_1n,10_1n,10_1,10_1n,1,fseries,600,True,False,10_1/knot.10_1n.fseries,,acde57b23c64b43156ea37eaef04a7733064eb7a6fc571eae8ba0fe2a4453caa,,50,,6,,False,0,1.054844 0.000068 0.000007 0.420461 0.000023 -0.000028,,[],,1,NO_EXPLICIT_ZERO_ROW_ASSUME_J1,RESOLVED,,,,42.633722583315226,7.660846210702267e-05,1.0004627267328967,0.5418493901445942,1.4334997340551403,1.031849905297038,2.3374111607548973,26.391400942634455,0.6975934325227677,0.9944469486454458,0.4972234743227229,42.87179184509279,85.74358369018557,-3.3993754947478063,18.108032576205332,2.3561601748335126,True,,42.633722583315226,,,,,,1.0,,,,DIRECTORY_FILENAME_LABEL_ONLY_NOT_RECOMPUTED,FSERIES_STATIC_GEOMETRY_SAMPLED,NOT_MEASURED_REQUIRES_TRAJECTORY,RESEARCH_TRACK_DIAGNOSTIC_ONLY,"{""G0_PARSE"":true,""G1_FINITE"":true,""G2_EDGE_UNIFORMITY"":true,""G3_POSITIVE_REACH_PROXY"":true,""G4_FSERIES_ORIGIN_RESOLVED"":true,""G5_NATIVE_BACKEND_AVAILABLE"":true,""G6_FSERIES_SHORT_PAIR_PRESENT"":false,""G7_REPRESENTATION_AGREEMENT"":null,""G8_DYNAMIC_TRAJECTORY_PRESENT"":false,""G9_PHASE_FIELD_PRESENT"":false,""G10_CONVERGENCE_CERTIFIED"":false}",,,,,,,,,,
sst21d.master-row.v0.2,FRESNEL_FOURIER_SERIES_ARCHIVE,12a_1202/knot.12a_1202,12a_1202,12a_1202,12a_1202,1,short,600,True,True,12a_1202/knot.12a_1202.fseries,12a_1202/knot.12a_1202.short,caa73875bab307dce64baa1e0cb9e0a0054edf8649ececcea64a61f67aab0089,782255e91575661c8b38585859fd6f865168037b407844bd8448a1e9b7c997ca,21,330,6,3,True,6,0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,-0.087543 0.670155 -0.055038,"[""0.000000""]",[],0,PAIRED_SHORT_PROCRUSTES,RESOLVED,0.02898030331875521,1.1277306613506732,38.91369420625901,85.76339827490104,0.001186662366252692,1.0061747575793627,0.2033129582541164,1.5672382504807325,0.6144928340373939,0.6967590906615392,3.8671477802700007,0.6380650802092543,0.9940369020943403,0.49701845104717013,86.27788173075446,172.55576346150892,-0.350604177030521,23.010990274734713,2.275598569166652,True,,5.166551780796056,85.76339827490104,0.06024192003487887,0.060191939938719456,0.027431930232127436,PASS,1.0,,,,DIRECTORY_FILENAME_LABEL_ONLY_NOT_RECOMPUTED,SHORT_STATIC_GEOMETRY_SAMPLED,NOT_MEASURED_REQUIRES_TRAJECTORY,RESEARCH_TRACK_DIAGNOSTIC_ONLY,"{""G0_PARSE"":true,""G1_FINITE"":true,""G2_EDGE_UNIFORMITY"":true,""G3_POSITIVE_REACH_PROXY"":true,""G4_FSERIES_ORIGIN_RESOLVED"":true,""G5_NATIVE_BACKEND_AVAILABLE"":true,""G6_FSERIES_SHORT_PAIR_PRESENT"":true,""G7_REPRESENTATION_AGREEMENT"":true,""G8_DYNAMIC_TRAJECTORY_PRESENT"":false,""G9_PHASE_FIELD_PRESENT"":false,""G10_CONVERGENCE_CERTIFIED"":false}",,,,,,,,,,
sst21d.master-row.v0.2,FRESNEL_FOURIER_SERIES_ARCHIVE,12a_1202/knot.12a_1202z6,12a_1202z6,12a_1202,12a_1202z6,1,short,600,True,True,12a_1202/knot.12a_1202z6.fseries,12a_1202/knot.12a_1202z6.short,99d4553339b63ae269c3e1ca5bf70171a002155b492e300533e1dae985897cd7,c0d93dfba2330f043389b7f326e1fde3c7d19eb31e8e203656c3fa7c5fdc98e3,20,372,6,3,False,0,-0.074778 0.038826 0.003765 -0.084173 -0.071014 -0.045347,3.094025 -1.146124 -0.447005,"[""0.000000""]",[],1,PAIRED_SHORT_PROCRUSTES,RESOLVED,1.4142135369899425,0.017329079910017944,81.60926860129402,68.85151363658053,0.0014960155570538625,1.0086993230854506,0.8831157796730543,4.070879401069926,0.9671454565301874,1.1157106056056791,10.236814301635086,0.24564716894761746,0.9335408296241632,0.24564716894761746,140.14310429782043,280.28620859564086,-1.8253991993244893e-07,25.681435042481795,8.969750557934238e-07,True,,5.873912946835164,68.85151363658053,0.08531276418757448,0.08524922167302347,0.025946607147139717,PASS,1.0,,,,DIRECTORY_FILENAME_LABEL_ONLY_NOT_RECOMPUTED,SHORT_STATIC_GEOMETRY_SAMPLED,NOT_MEASURED_REQUIRES_TRAJECTORY,RESEARCH_TRACK_DIAGNOSTIC_ONLY,"{""G0_PARSE"":true,""G1_FINITE"":true,""G2_EDGE_UNIFORMITY"":true,""G3_POSITIVE_REACH_PROXY"":true,""G4_FSERIES_ORIGIN_RESOLVED"":true,""G5_NATIVE_BACKEND_AVAILABLE"":true,""G6_FSERIES_SHORT_PAIR_PRESENT"":true,""G7_REPRESENTATION_AGREEMENT"":true,""G8_DYNAMIC_TRAJECTORY_PRESENT"":false,""G9_PHASE_FIELD_PRESENT"":false,""G10_CONVERGENCE_CERTIFIED"":false}",,,,,,,,,,
sst21d.master-row.v0.2,FRESNEL_FOURIER_SERIES_ARCHIVE,15331/knot.15331,15331,15331,15331,1,short,600,True,True,15331/knot.15331.fseries,15331/knot.15331.short,fd5fc08c7652f044f91b5f7d5da74937689efa4c7e3b6a3f19caec6c6152ce7e,e19e6e4c819314dc41c3b62920d56e18ef257bf764671d928843e9fea1c1bfe5,21,356,6,3,True,6,0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,-1.303569 -0.680015 0.304652,"[""0.000000""]",[],0,PAIRED_SHORT_PROCRUSTES,RESOLVED,0.04180257136349087,1.4142135435503276,33.83077876365902,69.30368619703025,0.0006585767116946736,1.0023859964439619,0.3438543390922567,1.2763183325489744,0.6342002628855379,0.3509132472227074,2.464920208054539,0.7835035934983943,0.9958029920668521,0.49790149603342604,69.59578023880613,139.19156047761226,4.490827372380628e-08,23.266685291446716,6.120951102685502e-07,True,,6.2089790098905135,69.30368619703025,0.08959089120077103,0.08955033041318317,0.04134239729933638,PASS,1.0,,,,DIRECTORY_FILENAME_LABEL_ONLY_NOT_RECOMPUTED,SHORT_STATIC_GEOMETRY_SAMPLED,NOT_MEASURED_REQUIRES_TRAJECTORY,RESEARCH_TRACK_DIAGNOSTIC_ONLY,"{""G0_PARSE"":true,""G1_FINITE"":true,""G2_EDGE_UNIFORMITY"":true,""G3_POSITIVE_REACH_PROXY"":true,""G4_FSERIES_ORIGIN_RESOLVED"":true,""G5_NATIVE_BACKEND_AVAILABLE"":true,""G6_FSERIES_SHORT_PAIR_PRESENT"":true,""G7_REPRESENTATION_AGREEMENT"":true,""G8_DYNAMIC_TRAJECTORY_PRESENT"":false,""G9_PHASE_FIELD_PRESENT"":false,""G10_CONVERGENCE_CERTIFIED"":false}",,,,,,,,,,
sst21d.master-row.v0.2,FRESNEL_FOURIER_SERIES_ARCHIVE,1_1/knot.1_1,1_1,1_1,1_1,1,fseries,600,True,False,1_1/knot.1_1.fseries,,03921dfa09a446acd2feb91a1a9d3e4825aea162422df274aeb27af84b15fbf3,,1,,6,,False,4,1.0 0.0 0.0 1.0 0.0 0.0,,"[""0.0""]",,1,NO_EXPLICIT_ZERO_ROW_ASSUME_J1,RESOLVED,,,,6.2831565977034955,3.528508068727675e-14,1.0000000000001823,0.0,1.0000000000029698,1.0000000000000002,0.0,0.0,0.9999999999970302,,0.9999999999970302,3.1415782988610776,6.283156597722155,0.0,0.0,0.0,True,,6.2831565977034955,,,,,,1.0,,,,DIRECTORY_FILENAME_LABEL_ONLY_NOT_RECOMPUTED,FSERIES_STATIC_GEOMETRY_SAMPLED,NOT_MEASURED_REQUIRES_TRAJECTORY,RESEARCH_TRACK_DIAGNOSTIC_ONLY,"{""G0_PARSE"":true,""G1_FINITE"":true,""G2_EDGE_UNIFORMITY"":true,""G3_POSITIVE_REACH_PROXY"":true,""G4_FSERIES_ORIGIN_RESOLVED"":true,""G5_NATIVE_BACKEND_AVAILABLE"":true,""G6_FSERIES_SHORT_PAIR_PRESENT"":false,""G7_REPRESENTATION_AGREEMENT"":null,""G8_DYNAMIC_TRAJECTORY_PRESENT"":false,""G9_PHASE_FIELD_PRESENT"":false,""G10_CONVERGENCE_CERTIFIED"":false}",,,,,,,,,,
sst21d.master-row.v0.2,FRESNEL_FOURIER_SERIES_ARCHIVE,3_1/knot.3_1,3_1,3_1,3_1,1,short,600,True,True,3_1/knot.3_1.fseries,3_1/knot.3_1.short,f29c73b439fe4d645e67e8577ce0700cb006d393526e8674d251fe5b95583c4d,efe46ae0a80fe1ed8c14c7cc35bebbb4a5051f7d2a7afd3425f60db63338f902,5,94,6,3,False,4,0.000000 0.224483 0.224483 0.000000 0.000000 0.000000,1.113088 0.002162 -0.499993,"[""0.000000""]",[],1,PAIRED_SHORT_PROCRUSTES,RESOLVED,1.0909156038141994,0.010352987785991188,105.3720555229802,17.074309831219388,0.025077399259681242,2.5886549178849987,0.40112743793006583,7.13954589065755,2.0535513412923945,0.11377780105550801,2.7869755664189193,0.140064930643355,0.9921639530541143,0.140064930643355,60.95140929564809,121.90281859129618,3.409381833910605,4.3247591998407975,2.5707699077600865,True,,15.227863598162228,17.074309831219388,0.8918582214268457,0.8929858158114277,0.008994670609014502,PASS,1.0,,,,DIRECTORY_FILENAME_LABEL_ONLY_NOT_RECOMPUTED,SHORT_STATIC_GEOMETRY_SAMPLED,NOT_MEASURED_REQUIRES_TRAJECTORY,RESEARCH_TRACK_DIAGNOSTIC_ONLY,"{""G0_PARSE"":true,""G1_FINITE"":true,""G2_EDGE_UNIFORMITY"":false,""G3_POSITIVE_REACH_PROXY"":true,""G4_FSERIES_ORIGIN_RESOLVED"":true,""G5_NATIVE_BACKEND_AVAILABLE"":true,""G6_FSERIES_SHORT_PAIR_PRESENT"":true,""G7_REPRESENTATION_AGREEMENT"":true,""G8_DYNAMIC_TRAJECTORY_PRESENT"":false,""G9_PHASE_FIELD_PRESENT"":false,""G10_CONVERGENCE_CERTIFIED"":false}",electron candidate,"T(2,3) torus knot",3,2,1,3,chiral,false,ORTHODOX_TOPOLOGY_SST_ASSIGNMENT_HYPOTHESIS,Particle assignment not certified
sst21d.master-row.v0.2,FRESNEL_FOURIER_SERIES_ARCHIVE,3_1/knot.3_1p,3_1p,3_1,3_1p,1,short,600,True,True,3_1/knot.3_1p.fseries,3_1/knot.3_1p.short,ed13ffeeaaaef3a082313298f3992605ba96dedc1456551f152a70b24a52ede2,0ae4d063a838acc4a312df1e02475542c5ba34c0231afff04ad1d75275c8a551,10,100,6,3,False,4,0.000 0.000 0.000 -0.221 0.064 0.000,0.020852 -0.023638 0.541729,"[""0.000""]","[""0.000000""]",1,PAIRED_SHORT_PROCRUSTES,RESOLVED,0.6901660736543341,0.017511458190389552,39.41225602977504,19.334716257096456,0.0010813223610049148,1.0052975248298863,0.5943086804058175,6.566009553660185,1.8449256339803564,0.09113823465678156,2.2324217096715278,0.15229950426169508,0.9940586527477276,0.15229950426169508,63.475965830702116,126.95193166140423,3.5963168532263428,4.95554914627533,2.539080221613699,True,,5.136869803822797,19.334716257096456,0.2656811579501407,0.2657905660620532,0.017482321039794847,PASS,1.0,,,,DIRECTORY_FILENAME_LABEL_ONLY_NOT_RECOMPUTED,SHORT_STATIC_GEOMETRY_SAMPLED,NOT_MEASURED_REQUIRES_TRAJECTORY,RESEARCH_TRACK_DIAGNOSTIC_ONLY,"{""G0_PARSE"":true,""G1_FINITE"":true,""G2_EDGE_UNIFORMITY"":true,""G3_POSITIVE_REACH_PROXY"":true,""G4_FSERIES_ORIGIN_RESOLVED"":true,""G5_NATIVE_BACKEND_AVAILABLE"":true,""G6_FSERIES_SHORT_PAIR_PRESENT"":true,""G7_REPRESENTATION_AGREEMENT"":true,""G8_DYNAMIC_TRAJECTORY_PRESENT"":false,""G9_PHASE_FIELD_PRESENT"":false,""G10_CONVERGENCE_CERTIFIED"":false}",electron candidate,"T(2,3) torus knot",3,2,1,3,chiral,false,ORTHODOX_TOPOLOGY_SST_ASSIGNMENT_HYPOTHESIS,Particle assignment not certified
sst21d.master-row.v0.2,FRESNEL_FOURIER_SERIES_ARCHIVE,3_1/knot.3_1u,3_1u,3_1,3_1u,1,short,600,True,True,3_1/knot.3_1u.fseries,3_1/knot.3_1u.short,cbdbaf08a467b769f4d7040ba9cb8c9fefa11d928c8dc1602b862c0b77fecc24,73cd5304e79a9cf52b71c88d1d7ebc21948a6d87526b0e95ba5aa6f257150e80,5,118,6,3,False,4,0.000000 -0.225000 0.225000 0.000000 0.000000 0.000000,-1.095785 -0.008559 0.619099,"[""0.000000""]","[""0.000000""]",1,PAIRED_SHORT_PROCRUSTES,RESOLVED,1.13236194806042,0.016971800063049026,66.72020315192118,22.151904315962717,0.024462148816157665,2.4922522176221493,0.47518716789330634,6.110240745784687,1.6068446209232476,3.4642671196552914,84.85584208312254,0.1636596726061697,0.9924467402699368,0.1636596726061697,67.67673417405952,135.35346834811904,3.8916016998948164,5.44635279933137,0.684248307354621,True,,16.845890152256672,22.151904315962717,0.7604714209657127,0.7616290203532852,0.010573095222910627,PASS,1.0,,,,DIRECTORY_FILENAME_LABEL_ONLY_NOT_RECOMPUTED,SHORT_STATIC_GEOMETRY_SAMPLED,NOT_MEASURED_REQUIRES_TRAJECTORY,RESEARCH_TRACK_DIAGNOSTIC_ONLY,"{""G0_PARSE"":true,""G1_FINITE"":true,""G2_EDGE_UNIFORMITY"":false,""G3_POSITIVE_REACH_PROXY"":true,""G4_FSERIES_ORIGIN_RESOLVED"":true,""G5_NATIVE_BACKEND_AVAILABLE"":true,""G6_FSERIES_SHORT_PAIR_PRESENT"":true,""G7_REPRESENTATION_AGREEMENT"":true,""G8_DYNAMIC_TRAJECTORY_PRESENT"":false,""G9_PHASE_FIELD_PRESENT"":false,""G10_CONVERGENCE_CERTIFIED"":false}",electron candidate,"T(2,3) torus knot",3,2,1,3,chiral,false,ORTHODOX_TOPOLOGY_SST_ASSIGNMENT_HYPOTHESIS,Particle assignment not certified
sst21d.master-row.v0.2,FRESNEL_FOURIER_SERIES_ARCHIVE,4_1/knot.4_1,4_1,4_1,4_1,1,short,600,True,True,4_1/knot.4_1.fseries,4_1/knot.4_1.short,2a603bb0e169a0217daeabfa179d43abd1ec42372dd51c5605926ddab4412c61,5e24c35acb650ea4ec162f34fdca425c3aada5ef1de302d9bdcf87dfed60b87f,10,119,6,3,False,3,0.000000 0.202133 0.104879 0.000000 0.000000 -0.027544,-0.036864 1.150262 -0.050238,"[""0.000000""]",[],1,PAIRED_SHORT_PROCRUSTES,RESOLVED,0.823956474926157,0.038604258802143104,21.343667784146533,22.796260842780725,0.0011306666988516473,1.0059718317505693,0.3863081005672138,5.6897608014041365,1.6199014697730583,2.266824557448163,55.52563502158292,0.17575431286201293,0.9755697519940708,0.17575431286201293,64.8526356809189,129.7052713618378,0.19541582132471844,6.686739203745505,1.2284931211332508,True,,6.167488061013375,22.796260842780725,0.2705482317275088,0.27048397135964325,0.038636367336981586,PASS,1.0,,,,DIRECTORY_FILENAME_LABEL_ONLY_NOT_RECOMPUTED,SHORT_STATIC_GEOMETRY_SAMPLED,NOT_MEASURED_REQUIRES_TRAJECTORY,RESEARCH_TRACK_DIAGNOSTIC_ONLY,"{""G0_PARSE"":true,""G1_FINITE"":true,""G2_EDGE_UNIFORMITY"":true,""G3_POSITIVE_REACH_PROXY"":true,""G4_FSERIES_ORIGIN_RESOLVED"":true,""G5_NATIVE_BACKEND_AVAILABLE"":true,""G6_FSERIES_SHORT_PAIR_PRESENT"":true,""G7_REPRESENTATION_AGREEMENT"":true,""G8_DYNAMIC_TRAJECTORY_PRESENT"":false,""G9_PHASE_FIELD_PRESENT"":false,""G10_CONVERGENCE_CERTIFIED"":false}",dark-sector candidate,hyperbolic figure-eight knot,4,3,1,5,achiral,true,ORTHODOX_TOPOLOGY_SST_ASSIGNMENT_HYPOTHESIS,Particle assignment not certified
