schema,pair_key,topology_key,variant_key,representation,source_relative_path,source_sha256,sample_count,sampled_total_length,edge_cv_max,edge_ratio_max,flatness_min,curvature_max,curvature_rms_max,torsion_rms_max,torsion_max_abs,min_curvature_radius,sampled_dcsd_proxy,sampled_reach_proxy,length_over_diameter_proxy,ropelength_radius_proxy,writhe_sum_midpoint_proxy,acn_self_sum_midpoint_proxy,bishop_closure_mismatch_max_rad,native_backend,native_backend_error
sst21d.fresnel-representation-row.v0.2,10_1/knot.10_1,10_1,10_1,fseries,10_1/knot.10_1.fseries,a211ddc4c5376e680de437783edc6060e6c14ab3c1de526d94eb3ad58db9c1eb,600,42.64185326244513,6.938507792929111e-05,1.0004292490225621,0.5418282992454478,1.4654013714067335,1.0438119950299591,2.9052617907889706,29.716149821325754,0.6824068951430251,0.9999233968996885,0.4999616984498442,42.64512001085112,85.29024002170225,-3.3952500382599147,18.117066611566703,2.3151010947244464,True,
sst21d.fresnel-representation-row.v0.2,10_1/knot.10_1n,10_1,10_1n,fseries,10_1/knot.10_1n.fseries,acde57b23c64b43156ea37eaef04a7733064eb7a6fc571eae8ba0fe2a4453caa,600,42.633722583315226,7.660846210702267e-05,1.0004627267328967,0.5418493901445942,1.4334997340551403,1.031849905297038,2.3374111607548973,26.391400942634455,0.6975934325227677,0.9944469486454458,0.4972234743227229,42.87179184509279,85.74358369018557,-3.3993754947478063,18.108032576205332,2.3561601748335126,True,
sst21d.fresnel-representation-row.v0.2,12a_1202/knot.12a_1202,12a_1202,12a_1202,fseries,12a_1202/knot.12a_1202.fseries,caa73875bab307dce64baa1e0cb9e0a0054edf8649ececcea64a61f67aab0089,600,5.166551780796056,0.00033646288761475827,1.0017112146455962,0.20378972128806302,22.737138821011115,9.713075790458406,19.566576578952922,228.51106510602273,0.04398090753071851,0.06016631433334572,0.03008315716667286,85.8711695745774,171.7423391491548,-0.3531303343997154,23.048080989664154,2.292340310627134,True,
sst21d.fresnel-representation-row.v0.2,12a_1202/knot.12a_1202,12a_1202,12a_1202,short,12a_1202/knot.12a_1202.short,782255e91575661c8b38585859fd6f865168037b407844bd8448a1e9b7c997ca,600,85.76339827490104,0.001186662366252692,1.0061747575793627,0.2033129582541164,1.5672382504807325,0.6144928340373939,0.6967590906615392,3.8671477802700007,0.6380650802092543,0.9940369020943403,0.49701845104717013,86.27788173075446,172.55576346150892,-0.350604177030521,23.010990274734713,2.275598569166652,True,
sst21d.fresnel-representation-row.v0.2,12a_1202/knot.12a_1202z6,12a_1202,12a_1202z6,fseries,12a_1202/knot.12a_1202z6.fseries,99d4553339b63ae269c3e1ca5bf70171a002155b492e300533e1dae985897cd7,600,5.873912946835164,0.0011892146691965704,1.0081568751053283,0.8835597325993944,46.92449032574506,10.959292320768737,18.03360551479977,120.18981888489421,0.021310833491383737,0.07966592070556217,0.021310833491383737,137.81518562401766,275.6303712480353,3.472842341961054e-14,25.704097039548937,4.5373812897267616e-15,True,
sst21d.fresnel-representation-row.v0.2,12a_1202/knot.12a_1202z6,12a_1202,12a_1202z6,short,12a_1202/knot.12a_1202z6.short,c0d93dfba2330f043389b7f326e1fde3c7d19eb31e8e203656c3fa7c5fdc98e3,600,68.85151363658053,0.0014960155570538625,1.0086993230854506,0.8831157796730543,4.070879401069926,0.9671454565301874,1.1157106056056791,10.236814301635086,0.24564716894761746,0.9335408296241632,0.24564716894761746,140.14310429782043,280.28620859564086,-1.8253991993244893e-07,25.681435042481795,8.969750557934238e-07,True,
sst21d.fresnel-representation-row.v0.2,15331/knot.15331,15331,15331,fseries,15331/knot.15331.fseries,fd5fc08c7652f044f91b5f7d5da74937689efa4c7e3b6a3f19caec6c6152ce7e,600,6.2089790098905135,0.0001965477958587488,1.000768953955957,0.3441801330570976,12.651632485849998,6.824619975167909,17.53826816122892,166.57909959339736,0.07904118311359684,0.08924747869418179,0.04462373934709089,69.57035762507527,139.14071525015055,5.326463639875719e-14,23.278391428860104,2.464325078475397e-15,True,
sst21d.fresnel-representation-row.v0.2,15331/knot.15331,15331,15331,short,15331/knot.15331.short,e19e6e4c819314dc41c3b62920d56e18ef257bf764671d928843e9fea1c1bfe5,600,69.30368619703025,0.0006585767116946736,1.0023859964439619,0.3438543390922567,1.2763183325489744,0.6342002628855379,0.3509132472227074,2.464920208054539,0.7835035934983943,0.9958029920668521,0.49790149603342604,69.59578023880613,139.19156047761226,4.490827372380628e-08,23.266685291446716,6.120951102685502e-07,True,
sst21d.fresnel-representation-row.v0.2,1_1/knot.1_1,1_1,1_1,fseries,1_1/knot.1_1.fseries,03921dfa09a446acd2feb91a1a9d3e4825aea162422df274aeb27af84b15fbf3,600,6.2831565977034955,3.528508068727675e-14,1.0000000000001823,0.0,1.0000000000029698,1.0000000000000002,0.0,0.0,0.9999999999970302,,0.9999999999970302,3.1415782988610776,6.283156597722155,0.0,0.0,0.0,True,
sst21d.fresnel-representation-row.v0.2,3_1/knot.3_1,3_1,3_1,fseries,3_1/knot.3_1.fseries,f29c73b439fe4d645e67e8577ce0700cb006d393526e8674d251fe5b95583c4d,600,15.227863598162228,1.07462834921019e-05,1.0000436319613342,0.4017857810881084,1.3641088905953467,1.1151978511123548,2.040290285677274,7.371938014738491,0.7330793068605862,0.891426319045328,0.445713159522664,17.082582455575793,34.165164911151585,3.4171118783286105,4.323835772941527,2.626138164241199,True,
