pair_id,carrier_id,profile,axial_ratio,core_fraction,m,n,both_valid,closed_phase_valid,clock_regime,lambda_real,lambda_imag,omega_mode,T_mode,advective_frequency_mode_weighted,omega_intrinsic,T_intrinsic,group_velocity,tau_loop_group,tau_return_measured,phi_loop,phase_uncertainty_rad,phase_sampling_step_rad,dispersion_omega_rmse,carrier_phase_cycles_at_return,omega_swirl_rms_core,mode_over_swirl_frequency_ratio,intrinsic_over_swirl_frequency_ratio,growth_effect_bounded,log_growth_ratio
P00000,TORUS_T2_3,gaussian,-1.5,0.05,1,1,False,False,SLOW_MODE,0.00016778825162358618,-0.06386911603623012,0.06386911603623012,98.37595534617097,0.9972688056071329,-0.9312883692157,6.7467666459434845,-0.004253691495838123,nan,nan,nan,nan,nan,nan,nan,1.3207793553866565,0.048357142906380844,0.7051051831008265,nan,nan
P00001,TORUS_T2_3,gaussian,-1.5,0.05,1,2,False,False,FAST_SWIRL_LOCKED,0.012458477879283645,-0.9909078326396753,0.9909078326396753,6.34083726075899,1.1258199528781665,-0.1349121202384912,46.57243023141636,-0.47993521572217496,nan,nan,nan,nan,nan,nan,nan,1.3207793553866565,0.7502447919089319,0.10214584267104618,nan,nan
P00002,TORUS_T2_3,gaussian,-1.5,0.05,2,1,False,False,OTHER_BRANCH,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.3207793553866565,nan,nan,nan,nan
P00003,TORUS_T2_3,gaussian,-1.5,0.05,2,2,False,False,OTHER_BRANCH,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.3207793553866565,nan,nan,nan,nan
P00004,TORUS_T2_3,gaussian,-1.0,0.05,1,1,False,False,FAST_SWIRL_LOCKED,0.0,-1.0236033654518202,1.0236033654518202,6.13830075129362,1.2621865778573846,-0.23858321240556446,26.33540408743798,-0.08877791950332513,nan,nan,nan,nan,nan,nan,nan,1.3207793553866565,0.7749995192438192,0.18063820533878616,nan,nan
P00005,TORUS_T2_3,gaussian,-1.0,0.05,1,2,True,True,FAST_SWIRL_LOCKED,0.028829028645273876,-1.4724236961601516,1.4724236961601516,4.267240009492608,1.4916153133327028,-0.019191617172551245,327.39217600516196,-1.0183395409597291,251.4951032598988,251.9242153740996,1.133258872604025,0.0001848251110201622,0.049999999999999996,9.996494399731144e-09,60.80652565270729,1.3207793553866565,1.1148142876060487,0.014530524795288706,0.14672228074863264,0.295589697066188
P00006,TORUS_T2_3,gaussian,-1.0,0.05,2,1,False,False,OTHER_BRANCH,-6.9033580387693e-16,-2.2939532108478193,2.2939532108478193,2.7390206903380525,2.3928159099971498,-0.09886269914933044,63.554660769366016,nan,nan,nan,nan,nan,nan,nan,nan,1.3207793553866565,1.736817888235592,0.07485179015414616,nan,nan
P00007,TORUS_T2_3,gaussian,-1.0,0.05,2,2,False,False,OTHER_BRANCH,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.3207793553866565,nan,nan,nan,nan
P00008,TORUS_T2_3,gaussian,-0.5,0.05,1,1,False,True,FAST_SWIRL_LOCKED,0.006865959796572387,-1.5271983305258172,1.5271983305258172,4.114190790803362,1.5386793862372414,-0.011481055711424215,547.2654662695791,-0.4170937119536503,614.0284561177107,545.5436666598845,2.484431070775511,0.25492399785443554,0.05,0.00046728397558669816,132.60047829560142,1.3207793553866565,1.156285737127328,0.008692637165019248,nan,nan
P00009,TORUS_T2_3,gaussian,-0.5,0.05,1,2,True,True,FAST_SWIRL_LOCKED,0.014959391277196343,-1.5115718505499034,1.5115718505499034,4.1567228874325695,1.525359524553728,-0.013787674003824524,455.7103181752565,-0.49062293604694257,522.0045562297169,526.7518250919242,-0.21331034965372894,0.00032722778900630986,0.049999999999999996,1.8358131619363516e-07,127.02176154237874,1.3207793553866565,1.144454480140926,0.010439044150404819,0.006656514364103728,0.013314112312139647
P00010,TORUS_T2_3,gaussian,-0.5,0.05,2,1,True,True,OTHER_BRANCH,4.968815060435495e-16,-2.3561539067789603,2.3561539067789603,2.6667125984860527,2.461129904570568,-0.1049759977916076,59.853542136866466,0.05466570527174481,4684.974002149751,2879.9135411696607,0.7432469027040527,0.04454512175258981,0.05,1.5467137668543753e-05,1079.9489764306234,1.3207793553866565,1.7839118223415895,0.07948034421001077,0.0,0.0
P00011,TORUS_T2_3,gaussian,-0.5,0.05,2,2,True,True,OTHER_BRANCH,0.021314922995291027,-2.87593916646027,2.87593916646027,2.1847420767640866,2.9058396608338812,-0.02990049437361142,210.13650238254223,-0.388349780113975,659.4761246733325,660.8796478875871,0.48540598737063306,0.00031249810895065923,0.049999999999999996,3.1948612366058612e-09,288.92772048779,1.3207793553866565,2.1774561774690535,0.022638523423057357,0.27101450771973434,0.5559513898089734
P00012,TORUS_T2_3,gaussian,0.5,0.05,1,1,False,False,SLOW_MODE,0.00025596465905603036,-0.06464141855881994,0.06464141855881994,97.20060987619343,0.9926060242215325,-0.9247243061166321,6.794657894919776,-0.007864169268279892,nan,nan,nan,nan,nan,nan,nan,1.3207793553866565,0.04894187533685083,0.700135342322882,nan,nan
P00013,TORUS_T2_3,gaussian,0.5,0.05,1,2,True,False,SLOW_MODE,0.0010491073063994259,-0.07069270875128068,0.07069270875128068,88.88024547603375,1.0036101691396124,-0.9336669862248905,6.7295785326891355,0.002442602067998915,104850.237933811,76144.11109944485,2.0448550672709676,2.1518617279465846,0.05,2.826038251153965e-05,847.6212669427088,1.3207793553866565,0.053523481013666725,0.7069061023834377,-0.019069953188799314,-0.038179847363095376
P00014,TORUS_T2_3,gaussian,0.5,0.05,2,1,False,True,OTHER_BRANCH,6.694206803373135e-17,-2.3561857659375764,2.3561857659375764,2.6666765405398216,2.489599910298864,-0.1334141443612875,47.09534612885292,0.04055797627700029,6314.600271427718,3487.5484511266386,2.058238054507463,0.00309677417596852,0.05,8.834105086655158e-07,1307.8258266826188,1.3207793553866565,1.783935943825989,0.10101168209297963,nan,nan
