basis,candidate_a,candidate_b,growth_A_over_B,pair_id,winner_anonymous
MODE_GATE,8510c6b4e0cdf1b6,2e2966b9d88ad793,,P00000,INDETERMINATE
CONVERGED_GROWTH,85f957bd2659c10d,fcf666763e68a556,1.3439186299365709,P00001,B
MODE_GATE,8ea490810e4b189b,3b354f23016d58a1,,P00002,INDETERMINATE
MODE_GATE,5de8c85d01790e8b,9be65ae64765688d,,P00003,INDETERMINATE
NEUTRAL_NEUTRAL,95261ca94235b8fe,8086601cb429bba1,1.0,P00004,TIE
MODE_GATE,ebde8f69e1e6c2a9,bd352ddfd4d3f42f,,P00005,B
NEUTRAL_NEUTRAL,882e0a6406f2f378,631ef7b07b09354e,1.0,P00006,TIE
NEUTRAL_NEUTRAL,ac425241775054d4,25814c2447ef8167,1.0,P00007,TIE
MODE_GATE,14eb7562273b3bd0,48bd8c3badcf7f0d,,P00008,INDETERMINATE
CONVERGED_GROWTH,5d67823feb888824,257e59bc89384c8c,0.9919633153951706,P00009,TIE
NEUTRAL_NEUTRAL,c532695ebc69f90d,fd761c5767855edd,1.0,P00010,TIE
NEUTRAL_NEUTRAL,8b088039499ebb4d,cd9a1a044a52f4bc,1.0,P00011,TIE
CONVERGED_GROWTH,50d58f624b93ef8d,ebb67b0682e1d914,0.9179884915420725,P00012,A
CONVERGED_GROWTH,4b8e692aab4525bf,38948ef9de9b41e1,1.0211649872810755,P00013,TIE
CONVERGED_GROWTH,bbbaf66857c09632,9830128ddc800e39,0.9793623873147758,P00014,TIE
CONVERGED_GROWTH,945eba6bcf2a0bde,01bec13c21f78337,0.8888643295908137,P00015,A
MODE_GATE,c7a7bd708b9dd15e,5a77364c6741dbb9,,P00016,A
MODE_GATE,4e84f36b1e9d3979,a8b757b39ded7406,,P00017,A
MODE_GATE,7bc1de1108133a39,ae4b6bcd34824840,,P00018,B
NEUTRAL_NEUTRAL,a018a09eb5a6cf85,8001065c69e1d540,1.0,P00019,TIE
MODE_GATE,111e0b1432394425,e232bccd8989505a,,P00020,A
CONVERGED_GROWTH,b023a16de193bb21,bbcbf8a617eb6236,1.0059930472713794,P00021,TIE
MODE_GATE,ed30af7a347da29f,5f5b6130523ac098,,P00022,A
NEUTRAL_NEUTRAL,1ee2ffc018686e34,c2330f471a892c7d,1.0,P00023,TIE
MODE_GATE,19fcbccd1f403734,f95fe8a52f169049,,P00024,A
CONVERGED_GROWTH,e578ed3d19875541,1b46a3228df5ffb8,1.25819134549305,P00025,B
MODE_GATE,213388a9785441a1,b3d6342aec7d348a,,P00026,INDETERMINATE
MODE_GATE,b5d70a1698aad62e,80ba5a31c6adfb6d,,P00027,INDETERMINATE
NEUTRAL_NEUTRAL,51aaf03ff9c4e8e8,bda96258c505ead3,1.0,P00028,TIE
MODE_GATE,f082cdb1687d026d,e51698a84556db9b,,P00029,INDETERMINATE
NEUTRAL_NEUTRAL,6669d78b6eb38b71,4d721c56ab80a27d,1.0,P00030,TIE
NEUTRAL_NEUTRAL,441f883e3bfd7488,94be0b9c842137be,1.0,P00031,TIE
MODE_GATE,2f55a6e3693eb61f,df831fba7845f481,,P00032,B
CONVERGED_GROWTH,7e57ac31c90d40f7,38d28cdac146e73a,1.0015770525342405,P00033,TIE
NEUTRAL_NEUTRAL,119aa83e99340a47,11e3b99539373777,1.0,P00034,TIE
NEUTRAL_NEUTRAL,2cfcb05beb60d10b,7cccd5a6abe7f8c4,1.0,P00035,TIE
